,동이름,건물이름,도로주소,주용도,기타용도,건축면적,대지면적
3644,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3645,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3646,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3647,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3648,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3649,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3650,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3651,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3652,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3653,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3654,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3655,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3656,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3657,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3658,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3659,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3660,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3661,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3662,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3663,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3664,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3665,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3666,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3667,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3668,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3669,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3670,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3671,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3672,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3673,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3674,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3675,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3676,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3677,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3678,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3679,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3680,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3681,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3682,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3683,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3684,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3685,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3686,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3687,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3688,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3689,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3690,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3691,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3692,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3693,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3694,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3695,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3696,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3697,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3698,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3699,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3700,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3701,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3702,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3703,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3704,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3705,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3706,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3707,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3708,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3709,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3710,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3711,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3712,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3713,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3714,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3715,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3716,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3717,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3718,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3719,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3720,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3721,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3722,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3723,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3724,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3725,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3726,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3727,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3728,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3729,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3730,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3731,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3732,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3733,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3734,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3735,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3736,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3737,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3738,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3739,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3740,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3741,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3742,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3743,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3744,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3745,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3746,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3747,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3748,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3749,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3750,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3751,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3752,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3753,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3754,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3755,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3756,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3757,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3758,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3759,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3760,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3761,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3762,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3763,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3764,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3765,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3766,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3767,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3768,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3769,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3770,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3771,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3772,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3773,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
3774,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,"판매시설, 공장, 관람집회시설, 교육연구시설, 근린공공시설, 근린생활시설, 업무시설, 운동시설",13319.84,25260.3
