행정동_명칭,행정동_ID,승객_수,승객_수_00시,승객_수_01시,승객_수_02시,승객_수_03시,승객_수_04시,승객_수_05시,승객_수_06시,승객_수_07시,승객_수_08시,승객_수_09시,승객_수_10시,승객_수_11시,승객_수_12시,승객_수_13시,승객_수_14시,승객_수_15시,승객_수_16시,승객_수_17시,승객_수_18시,승객_수_19시,승객_수_20시,승객_수_21시,승객_수_22시,승객_수_23시
서초3동,408427292,23478922.0,40145.0,9494.0,5468.0,3813.0,8252.0,94523.0,344385.0,866917.0,1374960.0,1148067.0,907109.0,1032262.0,1064085.0,1233273.0,1250634.0,1439644.0,1766663.0,2490463.0,3368855.0,1590789.0,1120754.0,1166850.0,886023.0,265494.0
서초4동,408427656,4608565.0,80745.0,42869.0,24013.0,14679.0,9825.0,31029.0,98861.0,266391.0,368255.0,304434.0,200738.0,175485.0,213174.0,241078.0,237646.0,252938.0,265695.0,296474.0,328228.0,266072.0,233149.0,272713.0,239826.0,144248.0
석관동,403342940,10262135.0,33256.0,4388.0,1722.0,4120.0,68624.0,220932.0,429583.0,1013281.0,1213647.0,727223.0,557891.0,521399.0,535661.0,538526.0,496986.0,504296.0,557789.0,584951.0,620694.0,517054.0,353543.0,327653.0,275264.0,153652.0
석촌동,409158932,8639060.0,43997.0,8331.0,1536.0,520.0,12466.0,121194.0,246530.0,624631.0,1006314.0,606735.0,402819.0,375889.0,422396.0,426116.0,417031.0,449997.0,534394.0,599685.0,685650.0,436485.0,366653.0,388129.0,314431.0,147131.0
성내1동,409523660,5041439.0,13524.0,628.0,105.0,53.0,710.0,72296.0,169168.0,459807.0,608923.0,363555.0,248810.0,229844.0,239311.0,241407.0,241344.0,256988.0,296714.0,363861.0,504815.0,225333.0,167290.0,161879.0,125264.0,49810.0
성내2동,409524024,18924272.0,45526.0,3272.0,792.0,1213.0,3174.0,345011.0,605215.0,1503910.0,1965883.0,1134640.0,825998.0,855971.0,939541.0,942611.0,947543.0,1064546.0,1228187.0,1526667.0,1618851.0,1016982.0,877193.0,715758.0,517828.0,237960.0
성내3동,409524388,1565661.0,6622.0,1021.0,372.0,235.0,6875.0,20698.0,46611.0,110572.0,131950.0,87791.0,69436.0,72399.0,80718.0,85922.0,80465.0,91506.0,100287.0,117585.0,132737.0,89294.0,70198.0,68711.0,64445.0,29211.0
성북동,403341484,4825402.0,12587.0,1216.0,588.0,599.0,52570.0,87107.0,134838.0,294909.0,411726.0,301805.0,247905.0,245670.0,271091.0,278589.0,274931.0,297825.0,339643.0,325945.0,331471.0,251733.0,210341.0,199031.0,162310.0,90972.0
성산1동,405522208,2600917.0,6312.0,472.0,219.0,264.0,13785.0,35762.0,67184.0,185164.0,247797.0,185038.0,133526.0,127615.0,145081.0,147904.0,141852.0,157030.0,192728.0,184641.0,231732.0,131845.0,87361.0,81887.0,64387.0,31331.0
성산2동,405522572,10469893.0,17417.0,831.0,372.0,240.0,12801.0,137378.0,288701.0,828827.0,1105899.0,706782.0,526160.0,518736.0,556724.0,569527.0,569901.0,635095.0,709754.0,757280.0,882720.0,476172.0,352616.0,371628.0,335508.0,108824.0
성수1가1동,401879660,4027258.0,3611.0,35.0,3.0,0.0,10085.0,47873.0,70799.0,183736.0,289200.0,189576.0,119034.0,123067.0,151432.0,177482.0,202587.0,255589.0,316116.0,423143.0,524489.0,311619.0,224169.0,208298.0,145434.0,49881.0
성수1가2동,401880024,8214983.0,24587.0,4057.0,2512.0,1816.0,7443.0,49905.0,110406.0,237897.0,338020.0,234741.0,196487.0,220300.0,263869.0,313412.0,374666.0,455777.0,582563.0,878749.0,1591600.0,795548.0,542825.0,515753.0,339670.0,132380.0
성수2가1동,401880388,1970081.0,5469.0,1607.0,1272.0,1230.0,18645.0,75866.0,87733.0,148268.0,208163.0,159103.0,101694.0,85467.0,92510.0,97232.0,95190.0,100569.0,111947.0,125048.0,133258.0,93623.0,81657.0,69793.0,50630.0,24107.0
성수2가3동,401880752,13603249.0,49563.0,7889.0,4661.0,3311.0,3586.0,89175.0,138969.0,336207.0,512521.0,388336.0,310091.0,334266.0,402348.0,481096.0,560346.0,676963.0,860344.0,1534978.0,2893790.0,1350058.0,921171.0,892107.0,607953.0,243520.0
성현동,408072756,3103820.0,1292.0,8.0,0.0,0.0,9056.0,59303.0,131899.0,348736.0,399821.0,250548.0,194331.0,171066.0,178252.0,169438.0,173353.0,176804.0,181164.0,160155.0,155496.0,114269.0,80508.0,66070.0,55445.0,26806.0
세곡동,408799664,5309496.0,15704.0,5064.0,442.0,0.0,21720.0,84287.0,238891.0,599007.0,646437.0,383204.0,286589.0,256297.0,284737.0,278467.0,268877.0,305031.0,366613.0,342235.0,337560.0,194926.0,133651.0,120148.0,98908.0,40701.0
소공동,401146928,24539362.0,89638.0,26459.0,10005.0,6531.0,21433.0,110448.0,149115.0,320539.0,504612.0,493677.0,559324.0,826599.0,908742.0,1100521.0,1346180.0,1678477.0,1890212.0,2954737.0,4927168.0,1996145.0,1670223.0,1541663.0,1003647.0,403267.0
송정동,401881116,1037903.0,1182.0,28.0,0.0,0.0,6317.0,28595.0,47003.0,88854.0,117909.0,81535.0,56486.0,49997.0,51365.0,55064.0,50893.0,49286.0,52948.0,75451.0,97073.0,47884.0,28422.0,24257.0,18613.0,8741.0
송중동,403701844,11218734.0,87693.0,18050.0,4888.0,3623.0,16851.0,103342.0,191615.0,425834.0,641548.0,442154.0,425278.0,462023.0,527723.0,571223.0,609827.0,721057.0,841521.0,892979.0,1037081.0,948782.0,719196.0,634525.0,553379.0,338542.0
송천동,403702208,13885997.0,24076.0,6696.0,2700.0,3844.0,93656.0,330745.0,625049.0,1443048.0,1584576.0,1023676.0,765176.0,722793.0,750254.0,751066.0,720226.0,756286.0,833944.0,784217.0,784820.0,580472.0,526126.0,364482.0,282711.0,125358.0
송파1동,409158204,5910500.0,28114.0,3661.0,2334.0,1363.0,18533.0,75682.0,183598.0,462295.0,626589.0,440979.0,287088.0,267000.0,290561.0,301767.0,286589.0,304957.0,349698.0,395611.0,429891.0,287401.0,253031.0,274252.0,235676.0,103830.0
송파2동,409158568,698002.0,4049.0,76.0,30.0,31.0,510.0,8787.0,21822.0,65301.0,70247.0,41999.0,31180.0,30538.0,35202.0,34971.0,32177.0,43989.0,63202.0,46453.0,50236.0,30210.0,25196.0,25487.0,26154.0,10155.0
수궁동,406613116,8801328.0,12994.0,2710.0,1444.0,4887.0,24828.0,175714.0,386776.0,1107768.0,1174534.0,589274.0,397183.0,372736.0,417127.0,388736.0,358878.0,423843.0,619945.0,539135.0,583919.0,401049.0,268684.0,260709.0,194677.0,93778.0
수색동,404792752,2689953.0,12552.0,4130.0,688.0,1211.0,22435.0,46352.0,119369.0,295777.0,321670.0,182702.0,136495.0,124376.0,128132.0,127039.0,121912.0,141821.0,183524.0,201174.0,203980.0,112409.0,70295.0,60793.0,46713.0,24404.0
수서동,408799300,12619894.0,37439.0,6853.0,1442.0,1036.0,15626.0,101003.0,268591.0,722690.0,1057452.0,684458.0,628071.0,545164.0,675657.0,646539.0,544672.0,790213.0,898059.0,1037001.0,1285014.0,761450.0,651020.0,520671.0,512323.0,227450.0
수유1동,403698932,4755775.0,6193.0,2006.0,976.0,6137.0,100706.0,142022.0,205013.0,447171.0,503498.0,347767.0,268287.0,261173.0,287041.0,283212.0,270873.0,286319.0,304894.0,272108.0,250190.0,187696.0,124029.0,95293.0,72448.0,30723.0
수유2동,403699296,3262112.0,9789.0,989.0,10.0,0.0,31386.0,71952.0,144607.0,372802.0,395169.0,252322.0,190336.0,174019.0,181933.0,174708.0,164903.0,160649.0,167892.0,179672.0,173325.0,137621.0,99059.0,83807.0,63263.0,31899.0
수유3동,403699660,7054747.0,37481.0,11600.0,7476.0,6499.0,111933.0,142628.0,188614.0,367005.0,486967.0,345786.0,304268.0,316222.0,338075.0,355401.0,362659.0,390454.0,430050.0,481168.0,588245.0,505074.0,389421.0,372553.0,321668.0,193500.0
숭인1동,400789480,2199667.0,30677.0,11479.0,5786.0,4432.0,6227.0,16693.0,29514.0,64829.0,105905.0,87090.0,86524.0,99175.0,124609.0,139185.0,149143.0,159381.0,175422.0,191135.0,188874.0,147684.0,110113.0,105027.0,99586.0,61177.0
숭인2동,400789844,7672238.0,17463.0,9299.0,6170.0,7775.0,32554.0,135594.0,150186.0,279593.0,434845.0,334048.0,319000.0,405493.0,527017.0,607184.0,667172.0,722087.0,762446.0,726778.0,608282.0,313072.0,211655.0,187614.0,141180.0,65731.0
시흥1동,406972748,8448200.0,20502.0,2544.0,2511.0,1775.0,29206.0,148563.0,299263.0,767588.0,771442.0,503838.0,405317.0,404496.0,433420.0,435534.0,429360.0,475455.0,525333.0,570139.0,678213.0,477216.0,350479.0,328131.0,262725.0,125150.0
시흥2동,406973112,2266068.0,1839.0,0.0,0.0,10.0,7604.0,48109.0,106565.0,251749.0,239156.0,158369.0,133850.0,130328.0,134166.0,131828.0,127997.0,136780.0,163195.0,125677.0,119025.0,83222.0,59080.0,50174.0,38706.0,18639.0
시흥3동,406973476,1271754.0,1713.0,159.0,1.0,2019.0,15610.0,29495.0,48434.0,109269.0,132097.0,81085.0,64756.0,59000.0,61190.0,63862.0,64732.0,75342.0,83540.0,102026.0,110896.0,61538.0,38319.0,34752.0,22689.0,9230.0
시흥4동,406973840,2506285.0,1049.0,0.0,0.0,0.0,63802.0,119349.0,142571.0,330815.0,311469.0,198920.0,149063.0,130999.0,137876.0,132853.0,115670.0,112674.0,120069.0,120433.0,107670.0,78445.0,53434.0,40403.0,26973.0,11748.0
시흥5동,406974204,4042494.0,3966.0,794.0,1043.0,816.0,74971.0,115617.0,176498.0,433023.0,426214.0,277187.0,215976.0,206672.0,224676.0,215245.0,200993.0,220937.0,265540.0,226811.0,226044.0,169960.0,124796.0,109796.0,86092.0,38827.0
신길1동,407338932,6201836.0,17036.0,1322.0,745.0,861.0,26386.0,192333.0,251343.0,641620.0,936799.0,494006.0,306361.0,273703.0,307369.0,286309.0,260444.0,272887.0,323214.0,378735.0,471982.0,234718.0,171349.0,161942.0,130278.0,60094.0
신길3동,407339660,2137136.0,6103.0,509.0,1.0,0.0,18021.0,56030.0,93465.0,206692.0,264721.0,168524.0,130061.0,114836.0,120294.0,116391.0,111038.0,116788.0,120441.0,124447.0,120876.0,79051.0,59443.0,50394.0,39090.0,19920.0
신길4동,407340024,1275887.0,1003.0,8.0,0.0,0.0,20527.0,61868.0,72355.0,145405.0,175031.0,114567.0,78153.0,64682.0,67551.0,65329.0,60518.0,57740.0,60585.0,61640.0,59007.0,37347.0,26667.0,21418.0,16908.0,7578.0
신길5동,407340388,1411196.0,5939.0,221.0,0.0,0.0,15569.0,27667.0,44013.0,112723.0,156964.0,96903.0,69383.0,62583.0,63660.0,69723.0,66341.0,71332.0,82219.0,94214.0,119769.0,81171.0,54748.0,53228.0,41368.0,21458.0
신길6동,407340752,6202053.0,12450.0,201.0,0.0,0.0,19975.0,180501.0,261146.0,653431.0,839458.0,487785.0,317122.0,286793.0,304699.0,299057.0,278656.0,297859.0,343128.0,375270.0,416934.0,264008.0,188173.0,170322.0,139416.0,65669.0
신길7동,407341116,5144530.0,7961.0,559.0,274.0,137.0,6705.0,70059.0,164916.0,517562.0,720565.0,370867.0,242582.0,230522.0,248757.0,241408.0,238431.0,267876.0,291857.0,355918.0,425192.0,219443.0,165904.0,167041.0,137775.0,52219.0
신내1동,402973116,7772786.0,10061.0,2079.0,1226.0,3245.0,54815.0,160095.0,386245.0,1146398.0,1062446.0,560814.0,426198.0,381074.0,389926.0,382128.0,361722.0,369738.0,398415.0,461831.0,434755.0,270836.0,178335.0,156952.0,128811.0,44641.0
신내2동,402973480,3415106.0,17855.0,848.0,2.0,0.0,17795.0,39969.0,89332.0,218598.0,266787.0,178378.0,155411.0,152890.0,164113.0,175889.0,176247.0,192131.0,225575.0,239028.0,324660.0,244242.0,174088.0,163064.0,138836.0,59368.0
신당5동,401151660,1999118.0,12933.0,2955.0,1846.0,1488.0,3195.0,21501.0,38950.0,67786.0,108338.0,80961.0,77162.0,83454.0,102435.0,105602.0,112356.0,127700.0,149432.0,155896.0,184919.0,151274.0,119034.0,118654.0,106714.0,64533.0
신당동,401153116,8642004.0,30127.0,7381.0,3390.0,3844.0,15879.0,200026.0,222855.0,438666.0,712647.0,491452.0,376570.0,412550.0,479894.0,449139.0,452965.0,497382.0,599387.0,667419.0,739125.0,477798.0,402347.0,410554.0,400470.0,150137.0
신대방1동,407705116,2086652.0,4005.0,114.0,73.0,66.0,13609.0,47410.0,77669.0,197725.0,223178.0,153058.0,117997.0,110085.0,116580.0,113020.0,107680.0,112860.0,127704.0,144442.0,128096.0,89666.0,63760.0,57447.0,55984.0,24424.0
신대방2동,407705480,4920223.0,13125.0,1508.0,869.0,1401.0,16815.0,62719.0,131931.0,353143.0,431750.0,307904.0,254804.0,253731.0,256260.0,247544.0,268885.0,300977.0,331943.0,395314.0,510075.0,246660.0,184086.0,157098.0,130684.0,60997.0
신도림동,406606564,22537540.0,107959.0,10002.0,5082.0,3846.0,73510.0,449032.0,714031.0,1904011.0,2146914.0,1340542.0,917921.0,901128.0,1048296.0,1085110.0,1085655.0,1177490.0,1341749.0,1582528.0,1950624.0,1247583.0,1045229.0,1105512.0,858247.0,435539.0
신림동,408069116,7432318.0,75598.0,8766.0,9094.0,6484.0,23363.0,86691.0,141973.0,290401.0,458665.0,314014.0,246577.0,253269.0,289307.0,310298.0,345238.0,415042.0,478438.0,545482.0,715026.0,638655.0,500918.0,520970.0,467421.0,290628.0
신사1동,404791660,8758704.0,18844.0,2102.0,920.0,614.0,38086.0,195280.0,414200.0,1051007.0,1268527.0,694286.0,480398.0,440070.0,461042.0,451415.0,403174.0,404364.0,440727.0,445868.0,478115.0,339892.0,248184.0,223582.0,178424.0,79583.0
신사2동,404792024,6152165.0,8311.0,412.0,22.0,9.0,22020.0,168554.0,321804.0,809254.0,915947.0,510673.0,343449.0,307006.0,321994.0,308259.0,276464.0,294523.0,362039.0,307050.0,289575.0,201948.0,135099.0,120209.0,88331.0,39213.0
신사동,816859316,14665449.0,54994.0,4021.0,1189.0,1145.0,20065.0,342999.0,524596.0,1294051.0,1948317.0,1257897.0,752002.0,649914.0,688704.0,697940.0,663678.0,713666.0,798741.0,860593.0,966026.0,705058.0,549837.0,526741.0,437950.0,205325.0
신수동,405518932,766779.0,1605.0,60.0,0.0,0.0,0.0,2879.0,21958.0,67379.0,91927.0,57970.0,47380.0,46488.0,49247.0,49135.0,45819.0,46010.0,47364.0,48646.0,51627.0,30740.0,21775.0,18040.0,14180.0,6550.0
신원동,408067660,907188.0,397.0,0.0,0.0,0.0,0.0,9543.0,33757.0,77301.0,99836.0,73998.0,49179.0,48386.0,50599.0,51158.0,50408.0,56110.0,61101.0,60257.0,59161.0,44753.0,32568.0,23571.0,16614.0,8491.0
신월1동,405880748,1504809.0,3420.0,27.0,0.0,0.0,19954.0,45782.0,84997.0,175655.0,177120.0,118136.0,87061.0,80497.0,84049.0,82770.0,71339.0,69962.0,76142.0,81729.0,85459.0,56222.0,38502.0,31386.0,23439.0,11161.0
신월2동,405881112,2256141.0,12457.0,2070.0,683.0,349.0,21327.0,42888.0,85362.0,204376.0,207630.0,149863.0,110745.0,101989.0,112548.0,118243.0,107397.0,119994.0,137155.0,145738.0,175643.0,139422.0,84101.0,75450.0,65411.0,35300.0
신월3동,405881476,1157587.0,2252.0,53.0,1.0,0.0,25304.0,35242.0,47035.0,90448.0,96893.0,67409.0,57800.0,57544.0,61205.0,63566.0,56540.0,69473.0,111757.0,73840.0,81475.0,54218.0,38327.0,32584.0,23875.0,10746.0
신월4동,405881840,1959288.0,9013.0,1447.0,900.0,688.0,18977.0,45397.0,91922.0,230968.0,218787.0,131698.0,104800.0,99622.0,108972.0,105157.0,97816.0,99797.0,109170.0,109289.0,114651.0,83429.0,61582.0,51163.0,43235.0,20808.0
신월5동,405882204,1404231.0,5857.0,190.0,2.0,0.0,12694.0,36724.0,69080.0,148795.0,155540.0,96032.0,71769.0,68238.0,68779.0,72827.0,73314.0,91671.0,99751.0,77581.0,77608.0,58272.0,40500.0,36538.0,28797.0,13672.0
신월6동,405882568,1713914.0,2013.0,215.0,188.0,56.0,25404.0,48431.0,96021.0,202378.0,191359.0,125605.0,97528.0,90002.0,97673.0,97786.0,86617.0,83960.0,90670.0,96711.0,96618.0,60428.0,43950.0,38598.0,31165.0,10538.0
신월7동,405882932,2006710.0,4941.0,1058.0,835.0,478.0,33366.0,74130.0,113436.0,230003.0,210156.0,152377.0,120825.0,111259.0,110770.0,106316.0,95830.0,99944.0,107052.0,104419.0,101499.0,74327.0,57160.0,46059.0,35991.0,14479.0
신정1동,405883296,2011525.0,3400.0,50.0,0.0,0.0,9060.0,32998.0,62681.0,157429.0,160646.0,114612.0,102421.0,102336.0,114754.0,118773.0,118037.0,123710.0,137524.0,143366.0,153570.0,102901.0,78090.0,71178.0,76565.0,27424.0
신정2동,405883660,1073760.0,2344.0,0.0,0.0,0.0,2710.0,11670.0,47791.0,112678.0,93186.0,70638.0,54644.0,54344.0,58360.0,62581.0,56072.0,59982.0,65802.0,69104.0,71128.0,42670.0,40483.0,43372.0,40480.0,13721.0
신정3동,405884024,9014638.0,17811.0,4258.0,3535.0,2045.0,52527.0,194662.0,444110.0,1159868.0,1083077.0,662004.0,490703.0,461471.0,488566.0,471732.0,418717.0,462762.0,620694.0,504700.0,501215.0,318706.0,227257.0,196297.0,158902.0,69019.0
신정4동,405886208,9478419.0,41895.0,10180.0,6848.0,4417.0,36725.0,193493.0,361376.0,930941.0,1154710.0,610591.0,407294.0,392456.0,413966.0,420856.0,396617.0,458585.0,526800.0,573444.0,729333.0,537066.0,377815.0,376686.0,348448.0,167877.0
신정6동,405885116,1813648.0,6071.0,121.0,0.0,0.0,2822.0,16802.0,50498.0,143751.0,116426.0,94985.0,81154.0,83654.0,88390.0,99728.0,101590.0,113109.0,128606.0,127827.0,162910.0,101190.0,82371.0,85062.0,96836.0,29745.0
신정7동,405885480,3879820.0,5195.0,140.0,0.0,0.0,4931.0,82071.0,196889.0,543932.0,498773.0,308136.0,222135.0,204138.0,221032.0,207321.0,185305.0,184412.0,214978.0,213447.0,215370.0,117067.0,81710.0,75169.0,70578.0,27091.0
신촌동,405159300,26093916.0,175735.0,29116.0,13658.0,7091.0,19884.0,197974.0,395665.0,882468.0,1380373.0,1033618.0,943685.0,1064490.0,1306414.0,1390670.0,1454438.0,1735878.0,2069238.0,2366749.0,2331378.0,1634323.0,1555405.0,1696680.0,1610642.0,798344.0
쌍문1동,404058564,2715520.0,3810.0,278.0,8.0,0.0,4212.0,31461.0,114960.0,259564.0,278397.0,194179.0,159801.0,153054.0,160060.0,166220.0,165142.0,164851.0,193177.0,184052.0,167867.0,112532.0,76893.0,61034.0,42529.0,21439.0
쌍문2동,404058928,3143532.0,9045.0,3172.0,2578.0,4232.0,63277.0,86863.0,150912.0,313254.0,320632.0,229323.0,178986.0,176210.0,176767.0,172781.0,163363.0,172071.0,177011.0,172934.0,176199.0,122045.0,98805.0,84046.0,63174.0,25852.0
쌍문3동,404059292,2668939.0,7831.0,3450.0,2456.0,5719.0,70150.0,60693.0,87786.0,168445.0,236732.0,172632.0,142360.0,132854.0,133494.0,140969.0,141016.0,156855.0,172249.0,173006.0,175995.0,155679.0,109853.0,95307.0,83002.0,40406.0
쌍문4동,404059656,1990209.0,1931.0,81.0,0.0,0.0,13714.0,47678.0,108532.0,229033.0,220947.0,148317.0,116483.0,108327.0,109427.0,103123.0,91565.0,106885.0,153739.0,124826.0,95053.0,64437.0,47686.0,40148.0,47138.0,11139.0
아현동,405524392,9328062.0,30008.0,2907.0,1982.0,2400.0,22132.0,126592.0,288958.0,813904.0,1125298.0,645929.0,468794.0,468118.0,500642.0,499876.0,466148.0,516769.0,613467.0,650542.0,772472.0,409741.0,306483.0,282701.0,213929.0,98270.0
안암동,403333840,6713695.0,28878.0,1536.0,429.0,725.0,14181.0,52337.0,85870.0,220174.0,294498.0,269014.0,286546.0,336674.0,351028.0,369055.0,385386.0,519986.0,616940.0,743747.0,630168.0,365466.0,304930.0,326428.0,313436.0,196263.0
암사1동,409526208,1047323.0,5498.0,1233.0,223.0,215.0,272.0,618.0,31653.0,108185.0,108199.0,76167.0,58779.0,54611.0,58610.0,62185.0,58999.0,64822.0,75138.0,66488.0,64623.0,50672.0,36547.0,29109.0,22563.0,11914.0
암사2동,409521112,6463595.0,3632.0,503.0,355.0,974.0,8399.0,177431.0,335541.0,926684.0,1204529.0,601921.0,346661.0,302405.0,318871.0,303819.0,266359.0,255496.0,276516.0,291566.0,304846.0,180237.0,138334.0,111799.0,77834.0,28883.0
암사3동,409521476,1163485.0,1012.0,376.0,319.0,291.0,5705.0,23558.0,67092.0,142039.0,139235.0,96949.0,70380.0,67836.0,66548.0,67032.0,59671.0,58751.0,70847.0,64620.0,59052.0,35054.0,24552.0,20075.0,15663.0,6828.0
압구정동,408800028,22222508.0,92167.0,3247.0,62.0,0.0,25600.0,158515.0,234726.0,436603.0,740107.0,643630.0,615455.0,748950.0,900857.0,1016176.0,1208589.0,1453530.0,1717051.0,2164810.0,3059880.0,2148944.0,1773444.0,1519868.0,1129324.0,430973.0
약수동,401153844,7264910.0,14449.0,1567.0,710.0,756.0,4394.0,109973.0,193739.0,481234.0,732631.0,506819.0,372838.0,356082.0,390370.0,392057.0,375470.0,402827.0,444986.0,522385.0,666530.0,378422.0,295498.0,302394.0,222041.0,96738.0
양재1동,408432024,24074775.0,61123.0,6465.0,366.0,365.0,11425.0,160933.0,513138.0,1306224.0,1876916.0,1284221.0,942716.0,923704.0,990247.0,1085963.0,1120533.0,1301180.0,1583526.0,2374782.0,3361700.0,1670633.0,1215235.0,1154105.0,814377.0,314898.0
양재2동,408432388,7973415.0,20266.0,2363.0,50.0,657.0,17636.0,67242.0,185330.0,487040.0,690438.0,458006.0,333870.0,331934.0,362777.0,390838.0,402222.0,457259.0,561997.0,809814.0,1006483.0,451135.0,330294.0,309926.0,212923.0,82915.0
양평1동,407338204,4121006.0,7823.0,1605.0,1089.0,885.0,6911.0,42822.0,123224.0,413885.0,507193.0,241403.0,172756.0,174361.0,183788.0,189744.0,185234.0,197878.0,224981.0,321456.0,545548.0,200221.0,137698.0,119387.0,83805.0,37309.0
양평2동,407338568,5762034.0,15867.0,652.0,244.0,300.0,6744.0,63304.0,146519.0,431245.0,561091.0,310678.0,225675.0,231229.0,258431.0,260852.0,257142.0,294760.0,349866.0,548501.0,794517.0,342654.0,219290.0,207099.0,165764.0,69610.0
여의동,407335656,44772559.0,109142.0,6918.0,3624.0,1792.0,23328.0,281536.0,391057.0,920693.0,1425638.0,993254.0,930254.0,1253568.0,1377551.0,1615314.0,2029351.0,2514305.0,3234556.0,6625472.0,8356049.0,3765164.0,3311359.0,2946250.0,1914339.0,742045.0
역삼1동,408795296,42861690.0,255331.0,73431.0,45858.0,38554.0,53660.0,214509.0,528126.0,1200097.0,1884636.0,1535543.0,1263392.0,1439392.0,1694993.0,1903338.0,2071888.0,2427273.0,2915340.0,4797528.0,6398496.0,3751717.0,2549124.0,2671745.0,2161592.0,986127.0
역삼2동,408795660,5661607.0,31858.0,10997.0,8754.0,6905.0,13709.0,42075.0,130078.0,312823.0,474598.0,337396.0,236546.0,239121.0,268919.0,291888.0,294754.0,342442.0,394021.0,484817.0,569920.0,335411.0,244485.0,248022.0,246829.0,95239.0
역촌동,404794936,4700619.0,20085.0,1254.0,986.0,919.0,64593.0,112714.0,192816.0,388042.0,434527.0,306376.0,241262.0,230603.0,247966.0,242226.0,223747.0,248221.0,284924.0,287754.0,312860.0,253477.0,189156.0,179273.0,159699.0,77139.0
연남동,405521844,2287588.0,23028.0,2904.0,995.0,517.0,10202.0,26293.0,51415.0,114247.0,164734.0,126243.0,98118.0,97632.0,112145.0,126489.0,130759.0,139207.0,156331.0,160482.0,170983.0,144156.0,121926.0,133842.0,112465.0,62475.0
연희동,405159664,9549108.0,41806.0,3960.0,442.0,409.0,47375.0,150687.0,274824.0,559242.0,699507.0,570048.0,480514.0,484477.0,533486.0,564287.0,551748.0,597717.0,690131.0,710099.0,792187.0,530917.0,403687.0,397772.0,306619.0,157167.0
염리동,405518204,1242643.0,7703.0,1916.0,740.0,796.0,2552.0,12508.0,28121.0,63347.0,79627.0,59697.0,50749.0,57422.0,73415.0,69609.0,74644.0,91349.0,114837.0,93846.0,89765.0,67055.0,57640.0,62607.0,57979.0,24719.0
염창동,406242564,4548188.0,30504.0,6140.0,2937.0,2160.0,2831.0,33786.0,117208.0,325309.0,334276.0,242332.0,190007.0,195497.0,210984.0,228372.0,228111.0,260004.0,285416.0,332413.0,433292.0,325822.0,224969.0,230927.0,197328.0,107563.0
영등포동,407342936,16127480.0,116194.0,33204.0,20110.0,15323.0,49256.0,161593.0,266702.0,804242.0,1324907.0,727133.0,528376.0,582654.0,696451.0,762124.0,844619.0,1005453.0,1196781.0,1401380.0,1721203.0,1040379.0,906975.0,882037.0,680260.0,360124.0
영등포본동,407342572,9090952.0,15054.0,536.0,234.0,93.0,32746.0,129516.0,174590.0,428533.0,620421.0,407848.0,354245.0,370203.0,420580.0,443972.0,467512.0,555167.0,668826.0,777876.0,987594.0,599132.0,584056.0,512588.0,381591.0,158039.0
오금동,409157840,6698509.0,10591.0,1071.0,643.0,672.0,21384.0,114084.0,238925.0,673185.0,809852.0,484948.0,343522.0,321026.0,347393.0,346976.0,317183.0,349083.0,415904.0,480576.0,569571.0,266230.0,198157.0,185872.0,146183.0,55478.0
오류1동,406612388,4765380.0,9431.0,3116.0,4103.0,4002.0,24194.0,114317.0,233864.0,604936.0,612479.0,352495.0,264699.0,244603.0,266354.0,247604.0,220297.0,229283.0,247027.0,250257.0,245131.0,185507.0,134640.0,122646.0,95575.0,48820.0
오류2동,406612752,7668421.0,5626.0,679.0,1900.0,1424.0,29882.0,143710.0,392417.0,1060474.0,1087628.0,621478.0,398988.0,343895.0,375542.0,361701.0,336260.0,355826.0,415501.0,406824.0,445162.0,300020.0,199404.0,178886.0,141177.0,64017.0
오륜동,409157476,6746730.0,15387.0,1039.0,99.0,38.0,2909.0,65661.0,214185.0,457498.0,561707.0,381453.0,284668.0,282647.0,327417.0,328026.0,329265.0,390503.0,489415.0,530316.0,599879.0,327378.0,349505.0,368386.0,335090.0,104259.0
옥수동,401882572,5533032.0,5595.0,11.0,1.0,1.0,4302.0,51062.0,159939.0,393028.0,539862.0,389354.0,297062.0,284663.0,294251.0,314438.0,328282.0,338107.0,360365.0,395340.0,421170.0,296672.0,223872.0,207421.0,156351.0,71883.0
왕십리2동,401874928,5939436.0,11169.0,3943.0,2511.0,1772.0,7549.0,81337.0,198182.0,558349.0,859504.0,490176.0,321740.0,291828.0,317258.0,302857.0,284556.0,294809.0,317389.0,373115.0,393332.0,272806.0,196868.0,175496.0,126953.0,55937.0
왕십리도선동,401881844,2567734.0,15293.0,1577.0,883.0,865.0,15510.0,49241.0,71140.0,147980.0,247304.0,154796.0,120883.0,115842.0,129312.0,135035.0,128746.0,134171.0,152429.0,166955.0,209674.0,172087.0,123282.0,120044.0,101521.0,53164.0
용강동,405517476,6145193.0,15752.0,2238.0,1574.0,627.0,2944.0,43869.0,128747.0,416659.0,561038.0,313635.0,241833.0,248650.0,275361.0,299590.0,287551.0,304075.0,352212.0,518150.0,820910.0,345451.0,295862.0,331914.0,233646.0,102905.0
용답동,401881480,13948519.0,27643.0,5044.0,2739.0,1566.0,5731.0,257673.0,510323.0,1446994.0,1987124.0,1014295.0,647609.0,586752.0,634808.0,622982.0,594847.0,642793.0,770324.0,977286.0,1350419.0,662377.0,422895.0,368534.0,279708.0,128053.0
