행정동_명칭,행정동_ID,승객_수,승객_수_00시,승객_수_01시,승객_수_02시,승객_수_03시,승객_수_04시,승객_수_05시,승객_수_06시,승객_수_07시,승객_수_08시,승객_수_09시,승객_수_10시,승객_수_11시,승객_수_12시,승객_수_13시,승객_수_14시,승객_수_15시,승객_수_16시,승객_수_17시,승객_수_18시,승객_수_19시,승객_수_20시,승객_수_21시,승객_수_22시,승객_수_23시
등촌1동,406242928,4798401.0,13622.0,1694.0,784.0,544.0,2244.0,52913.0,154571.0,395835.0,484949.0,300025.0,218559.0,220147.0,237449.0,238108.0,231623.0,252288.0,300240.0,395149.0,566397.0,247063.0,168732.0,152978.0,111104.0,51383.0
등촌2동,406243292,2514525.0,9064.0,2478.0,1490.0,1055.0,23096.0,45025.0,79570.0,227123.0,257119.0,166331.0,121756.0,120452.0,126765.0,125766.0,127062.0,164580.0,192558.0,161295.0,189379.0,120008.0,79513.0,77238.0,62645.0,33157.0
등촌3동,406243656,10756283.0,17614.0,1422.0,726.0,802.0,14263.0,214508.0,375386.0,1036928.0,1170093.0,664809.0,512218.0,521425.0,563606.0,547921.0,539766.0,613107.0,697263.0,765882.0,895354.0,501912.0,376108.0,352504.0,272476.0,100190.0
마장동,401875656,3871594.0,6251.0,121.0,6.0,0.0,16106.0,70440.0,126816.0,305049.0,390636.0,250487.0,194374.0,194429.0,209773.0,210154.0,207909.0,222212.0,255421.0,286650.0,314982.0,203929.0,140271.0,126836.0,98281.0,40461.0
마천1동,409156020,3500957.0,2207.0,4.0,1.0,0.0,25748.0,107587.0,208436.0,575721.0,520683.0,269396.0,189501.0,168510.0,182156.0,173034.0,157143.0,150757.0,175040.0,167116.0,169478.0,90173.0,67842.0,50039.0,35220.0,15165.0
마천2동,409156384,2164334.0,5501.0,2.0,3.0,0.0,22600.0,59384.0,95373.0,209556.0,247137.0,156200.0,121222.0,112601.0,124320.0,122995.0,117271.0,119408.0,126144.0,135507.0,127301.0,84461.0,64334.0,52738.0,39217.0,21059.0
망우3동,402972752,1518234.0,2495.0,448.0,5.0,0.0,20943.0,49514.0,84668.0,173598.0,196472.0,108755.0,81641.0,69831.0,76052.0,76140.0,68699.0,74436.0,94189.0,81000.0,80017.0,73393.0,39450.0,33606.0,23570.0,9312.0
망우본동,402974572,6526857.0,21965.0,6291.0,2964.0,1404.0,44562.0,119814.0,237375.0,591484.0,611707.0,378144.0,328382.0,320246.0,351578.0,344002.0,341788.0,416044.0,504973.0,454153.0,479994.0,350233.0,222671.0,196836.0,135490.0,64757.0
망원1동,405521116,2070973.0,6412.0,694.0,696.0,251.0,5538.0,25044.0,61709.0,160797.0,217996.0,145070.0,105619.0,101752.0,115380.0,123132.0,121640.0,120540.0,132541.0,143709.0,136888.0,102993.0,82296.0,71843.0,58806.0,29627.0
망원2동,405521480,1644813.0,5327.0,413.0,333.0,244.0,8113.0,30819.0,61168.0,143745.0,193519.0,111288.0,77650.0,72873.0,80298.0,83698.0,80847.0,85143.0,95696.0,105976.0,117668.0,84345.0,66252.0,63072.0,49878.0,26448.0
면목2동,402966928,2123745.0,7654.0,4972.0,2497.0,3845.0,31181.0,59580.0,99848.0,229634.0,278597.0,155599.0,114421.0,106946.0,112082.0,112521.0,101077.0,96030.0,107153.0,113886.0,120361.0,99738.0,60668.0,52423.0,35558.0,17474.0
"면목3,8동",402974208,8758952.0,18576.0,854.0,232.0,109.0,33894.0,179680.0,366291.0,869820.0,1087121.0,651229.0,451210.0,415427.0,454783.0,438550.0,423468.0,468582.0,533353.0,525488.0,537996.0,437880.0,300156.0,268093.0,199676.0,96484.0
면목4동,402967656,3650235.0,11817.0,2305.0,1301.0,1575.0,25015.0,102180.0,189663.0,426621.0,517288.0,304839.0,196170.0,174528.0,181700.0,177732.0,160039.0,166433.0,181462.0,190732.0,202236.0,157337.0,96203.0,83132.0,64797.0,35130.0
면목5동,402968020,1500183.0,8350.0,3211.0,2303.0,2701.0,17897.0,35092.0,73041.0,177557.0,188004.0,110495.0,77667.0,70230.0,74187.0,71521.0,66971.0,67646.0,74236.0,81316.0,87343.0,73311.0,49761.0,40348.0,30254.0,16741.0
면목7동,402968748,1927158.0,6033.0,709.0,336.0,103.0,24039.0,39791.0,60313.0,144266.0,167713.0,122975.0,96597.0,91461.0,106082.0,107168.0,98756.0,105703.0,115319.0,129286.0,142267.0,124385.0,83105.0,79081.0,57547.0,24123.0
면목본동,402973844,9547726.0,24131.0,2410.0,627.0,234.0,54023.0,219148.0,393615.0,895430.0,1196851.0,715163.0,483640.0,429610.0,480293.0,480812.0,435562.0,476784.0,569124.0,576673.0,604087.0,552946.0,340635.0,286062.0,219037.0,110829.0
명동,401148020,27336721.0,104145.0,23326.0,8754.0,7281.0,10416.0,76523.0,178137.0,448358.0,712368.0,711107.0,745109.0,960363.0,1087187.0,1275316.0,1448473.0,1746404.0,1987094.0,3042254.0,4957570.0,2325355.0,2090219.0,1712117.0,1192095.0,486750.0
명일1동,409519292,5173806.0,16353.0,3598.0,1898.0,1357.0,7659.0,82542.0,226749.0,576742.0,540660.0,326284.0,282232.0,262811.0,292684.0,273856.0,266346.0,282076.0,323499.0,299364.0,314898.0,231224.0,175469.0,183777.0,139628.0,62100.0
명일2동,409519656,4647319.0,4853.0,572.0,167.0,59.0,5133.0,58864.0,170940.0,443848.0,399174.0,272207.0,241674.0,256044.0,265994.0,245141.0,262174.0,302144.0,383114.0,363623.0,283189.0,182258.0,151841.0,156151.0,158774.0,39381.0
목1동,405878564,19408431.0,59943.0,7306.0,3878.0,2612.0,27672.0,190220.0,482242.0,1436475.0,1772434.0,960265.0,738613.0,773578.0,894926.0,937442.0,959372.0,1062984.0,1237077.0,1465803.0,1860712.0,1183593.0,1083874.0,996977.0,935303.0,335130.0
목2동,405878928,9173258.0,9378.0,2711.0,1802.0,1375.0,16878.0,182989.0,446798.0,1265328.0,1394883.0,784011.0,505412.0,456547.0,469741.0,442041.0,392372.0,382675.0,424681.0,478379.0,519131.0,319693.0,229895.0,207657.0,165727.0,73154.0
목3동,405879292,6760337.0,10216.0,3150.0,2137.0,2096.0,22573.0,123113.0,285510.0,744152.0,877393.0,498945.0,378099.0,363485.0,378470.0,367862.0,340621.0,341644.0,385469.0,390989.0,447305.0,250981.0,186396.0,169205.0,131902.0,58624.0
목4동,405879656,3078587.0,11064.0,2079.0,1773.0,912.0,22936.0,61151.0,138911.0,341741.0,329699.0,239442.0,170981.0,164307.0,176666.0,173952.0,157531.0,162852.0,190291.0,180275.0,169265.0,115862.0,86570.0,74595.0,71825.0,33907.0
목5동,405885844,4768921.0,13227.0,145.0,2.0,0.0,3388.0,48949.0,138252.0,369766.0,368141.0,261481.0,223187.0,223256.0,247944.0,255848.0,250812.0,301981.0,346208.0,365827.0,334521.0,233530.0,185487.0,209452.0,305711.0,81806.0
무악동,400784748,712841.0,23959.0,2968.0,433.0,334.0,535.0,5294.0,8784.0,21763.0,30216.0,27969.0,29562.0,34214.0,36024.0,35771.0,42205.0,53426.0,62003.0,57208.0,60709.0,50508.0,39046.0,37057.0,34807.0,18046.0
묵1동,402971296,2471834.0,16441.0,1919.0,793.0,696.0,12799.0,19367.0,55166.0,146107.0,208914.0,141211.0,114745.0,113508.0,127826.0,140139.0,136131.0,159575.0,179794.0,165256.0,185226.0,162492.0,117951.0,114639.0,95015.0,56124.0
묵2동,402971660,4424013.0,6762.0,1984.0,2520.0,4641.0,34821.0,119188.0,201416.0,498895.0,632895.0,374512.0,252943.0,228393.0,242842.0,232677.0,210396.0,208904.0,220814.0,226897.0,235847.0,155676.0,119385.0,101085.0,74849.0,35671.0
문래동,407343664,10610135.0,35294.0,3219.0,2406.0,1624.0,21597.0,85452.0,231797.0,725492.0,877297.0,508082.0,360408.0,362038.0,416701.0,455079.0,466001.0,520894.0,638014.0,1003150.0,1679845.0,680824.0,481688.0,507367.0,373274.0,172592.0
문정1동,409160752,1475133.0,10628.0,2962.0,539.0,90.0,7480.0,15694.0,40417.0,106646.0,127317.0,83707.0,66299.0,66349.0,72367.0,73412.0,76033.0,88275.0,103223.0,108517.0,137274.0,81354.0,64749.0,63903.0,52009.0,25889.0
문정2동,409161116,12266488.0,46770.0,31371.0,7741.0,1973.0,13026.0,92707.0,250937.0,679710.0,927845.0,586066.0,418931.0,404552.0,465178.0,498987.0,534677.0,611582.0,742407.0,1389721.0,2057269.0,847318.0,577316.0,526586.0,395625.0,158193.0
미성동,408074212,5231734.0,13297.0,2148.0,2212.0,3420.0,64061.0,139452.0,196746.0,439555.0,555715.0,400165.0,294177.0,274197.0,282770.0,280454.0,266529.0,287734.0,335758.0,320628.0,318890.0,245034.0,183036.0,155350.0,116482.0,53924.0
미아동,403701480,8637666.0,17273.0,4319.0,1249.0,1969.0,52335.0,191633.0,325097.0,695146.0,822040.0,557027.0,450320.0,452139.0,492322.0,482030.0,474888.0,504262.0,569756.0,587378.0,622899.0,439993.0,312246.0,265030.0,220329.0,95986.0
반포1동,408428748,7258074.0,50242.0,17466.0,8619.0,5799.0,8961.0,59103.0,171218.0,487707.0,723701.0,543604.0,340786.0,309744.0,342420.0,368599.0,362927.0,399040.0,506681.0,528041.0,587484.0,395889.0,302777.0,324428.0,278777.0,134061.0
반포2동,408429112,3433024.0,15133.0,1844.0,140.0,40.0,1411.0,16518.0,57490.0,159347.0,233988.0,174855.0,137268.0,138051.0,161572.0,172168.0,175458.0,269028.0,411890.0,343978.0,278746.0,182738.0,151005.0,162968.0,134296.0,53092.0
반포3동,408429476,4764548.0,48272.0,6037.0,637.0,997.0,3202.0,25113.0,60796.0,201140.0,238821.0,170704.0,150651.0,185001.0,231159.0,253408.0,280526.0,330989.0,367370.0,398636.0,417193.0,373829.0,328666.0,300826.0,269514.0,121061.0
반포4동,408429840,31754654.0,62882.0,6182.0,1820.0,565.0,8759.0,155116.0,268640.0,808667.0,1264947.0,1318120.0,1268544.0,1519681.0,1715127.0,1864493.0,2038840.0,2346083.0,2619718.0,3052577.0,2970873.0,2368511.0,2482600.0,1818611.0,1316666.0,476632.0
반포본동,408428384,1163908.0,9364.0,1129.0,1.0,0.0,5346.0,15770.0,21921.0,48282.0,72935.0,59084.0,44975.0,47397.0,57358.0,66171.0,79538.0,92635.0,125646.0,100101.0,108201.0,61024.0,46685.0,40366.0,41429.0,18550.0
발산1동,406248388,8361847.0,13989.0,5605.0,4703.0,3366.0,10763.0,118366.0,345943.0,901386.0,943017.0,552664.0,464761.0,452089.0,478570.0,463184.0,445882.0,533165.0,572732.0,523225.0,483454.0,331352.0,241941.0,219491.0,191169.0,61030.0
방배1동,408430568,7308178.0,17902.0,1111.0,653.0,447.0,4858.0,37886.0,138356.0,369738.0,677088.0,455059.0,300703.0,287342.0,321274.0,354708.0,357130.0,386052.0,463990.0,636068.0,1025679.0,459601.0,330163.0,331879.0,254017.0,96474.0
방배2동,408430932,3327160.0,5213.0,1189.0,596.0,400.0,39494.0,53910.0,78934.0,204378.0,327485.0,224390.0,154611.0,144107.0,157984.0,171222.0,174878.0,186952.0,219728.0,246252.0,270353.0,188922.0,144784.0,149328.0,126687.0,55363.0
방배3동,408431296,8791916.0,20273.0,5298.0,2783.0,2815.0,2898.0,58780.0,189042.0,512725.0,784391.0,563702.0,390190.0,383497.0,426056.0,453427.0,480675.0,544824.0,650771.0,736082.0,1018591.0,480045.0,350679.0,352077.0,278710.0,103585.0
방배4동,408431660,3524302.0,12530.0,1720.0,405.0,370.0,16434.0,41618.0,97252.0,236494.0,356358.0,258499.0,191547.0,178938.0,196294.0,207218.0,199010.0,208584.0,248862.0,234705.0,251559.0,176688.0,132368.0,127023.0,105088.0,44738.0
방배본동,408430204,2462544.0,7034.0,904.0,1.0,0.0,3528.0,17698.0,57135.0,191798.0,226894.0,150112.0,120239.0,120786.0,129792.0,133721.0,129451.0,137096.0,155574.0,207291.0,236836.0,136409.0,101008.0,97061.0,73913.0,28263.0
방이1동,409156748,3503517.0,5370.0,237.0,110.0,100.0,2266.0,36896.0,117686.0,312344.0,320797.0,209071.0,165489.0,158170.0,177625.0,186155.0,166893.0,180850.0,211079.0,248613.0,327471.0,170761.0,140824.0,163879.0,167851.0,32980.0
방이2동,409157112,4075700.0,30798.0,4627.0,1798.0,1464.0,8466.0,54869.0,113851.0,303540.0,424938.0,278804.0,179850.0,171745.0,189037.0,199710.0,195115.0,204579.0,224095.0,260703.0,342054.0,198884.0,190005.0,224481.0,187757.0,84530.0
방학1동,404060020,5310075.0,21962.0,7292.0,2979.0,3021.0,45005.0,140755.0,230177.0,521817.0,523340.0,350378.0,291635.0,277578.0,310860.0,292981.0,278527.0,291338.0,315220.0,325929.0,349213.0,235508.0,168964.0,156656.0,117366.0,51574.0
방학2동,404060384,1490496.0,2638.0,63.0,48.0,58.0,5458.0,39361.0,66638.0,163406.0,163030.0,116243.0,95784.0,84936.0,91206.0,88543.0,81501.0,83366.0,86854.0,83557.0,80055.0,58154.0,39811.0,27612.0,22109.0,10065.0
방학3동,404060748,2966970.0,5017.0,1023.0,762.0,1899.0,24792.0,80334.0,171062.0,383879.0,348634.0,231828.0,189537.0,163108.0,172641.0,172074.0,159608.0,157340.0,155662.0,147267.0,133234.0,90879.0,64523.0,53655.0,41518.0,16694.0
방화1동,406249480,5860869.0,13743.0,3327.0,2623.0,1152.0,20984.0,96937.0,205182.0,562085.0,630025.0,356200.0,259205.0,258223.0,287390.0,275762.0,263861.0,297412.0,378585.0,541542.0,571332.0,284397.0,202248.0,171714.0,129543.0,47397.0
방화2동,406249844,12211371.0,13588.0,3446.0,2458.0,2111.0,29058.0,129110.0,297122.0,713213.0,810062.0,598648.0,528319.0,616392.0,674389.0,674909.0,713625.0,785514.0,816819.0,985149.0,1198647.0,747576.0,644421.0,645260.0,480628.0,100907.0
방화3동,406250208,2665736.0,1171.0,49.0,1.0,6.0,12081.0,66534.0,141456.0,359483.0,329610.0,191273.0,155044.0,150091.0,151018.0,149558.0,139332.0,143015.0,162407.0,153055.0,143419.0,75832.0,57135.0,42375.0,31882.0,9909.0
번1동,403697840,18429555.0,85214.0,18887.0,3674.0,2906.0,42144.0,311368.0,675652.0,1590552.0,1805627.0,1176330.0,909153.0,875555.0,942639.0,932903.0,914870.0,961632.0,1076118.0,1218995.0,1417686.0,1011426.0,767671.0,741476.0,594754.0,352323.0
번2동,403698204,3053665.0,4363.0,88.0,2.0,1.0,14878.0,78016.0,129373.0,308900.0,322164.0,224292.0,187457.0,173270.0,181905.0,175734.0,167801.0,177310.0,181517.0,177293.0,188604.0,117028.0,88596.0,76882.0,53715.0,24476.0
번3동,403698568,2491434.0,2359.0,181.0,385.0,163.0,28867.0,64218.0,118744.0,257184.0,280385.0,194023.0,159522.0,147168.0,150328.0,140756.0,139755.0,139196.0,147260.0,145552.0,136995.0,88421.0,59985.0,45176.0,30608.0,14203.0
보광동,401517480,1904575.0,5729.0,397.0,1.0,0.0,6699.0,28873.0,59454.0,139243.0,191379.0,157479.0,124810.0,113778.0,117987.0,117147.0,111034.0,121563.0,137395.0,124006.0,110052.0,74273.0,58516.0,50052.0,38827.0,15881.0
보라매동,408062928,3724635.0,8888.0,1155.0,469.0,813.0,15658.0,66451.0,126886.0,333673.0,411888.0,272279.0,193473.0,179447.0,192986.0,194526.0,192983.0,203865.0,217550.0,251346.0,309330.0,168660.0,154786.0,104375.0,82604.0,40544.0
보문동,403334204,4787261.0,17086.0,2642.0,1294.0,1258.0,16037.0,72215.0,148865.0,398921.0,627259.0,358306.0,250950.0,229044.0,248184.0,252981.0,237853.0,241597.0,284159.0,307173.0,375948.0,215272.0,158520.0,149657.0,120810.0,71230.0
부암동,400784020,3314522.0,5559.0,296.0,5.0,0.0,8314.0,37929.0,77594.0,181353.0,224298.0,169868.0,160045.0,161927.0,189917.0,201452.0,239832.0,262621.0,316594.0,325673.0,264123.0,162202.0,123486.0,102780.0,69744.0,28910.0
북가좌1동,405157844,1950857.0,5613.0,1135.0,17.0,0.0,33559.0,49352.0,128246.0,256133.0,236021.0,155716.0,115567.0,104333.0,105892.0,105240.0,90427.0,92617.0,97452.0,94794.0,95005.0,61312.0,40951.0,37209.0,29883.0,14383.0
북가좌2동,405158208,3692260.0,13576.0,1745.0,25.0,13.0,41274.0,62042.0,141817.0,301437.0,348495.0,249331.0,194459.0,179347.0,192311.0,201680.0,193249.0,204683.0,221829.0,232469.0,260225.0,200294.0,144060.0,135216.0,113987.0,58696.0
북아현동,405158936,2475360.0,10121.0,4015.0,1950.0,1167.0,5418.0,21923.0,52403.0,120502.0,157268.0,126627.0,118571.0,120860.0,137570.0,140817.0,137938.0,159528.0,187284.0,192658.0,211665.0,169980.0,130767.0,130254.0,110680.0,25394.0
불광1동,404786928,6682643.0,70341.0,15168.0,5097.0,1977.0,44054.0,93859.0,207982.0,495210.0,538322.0,364578.0,333774.0,317573.0,338619.0,332727.0,333914.0,366881.0,431125.0,421368.0,493775.0,439966.0,308214.0,293295.0,260354.0,174470.0
불광2동,404794208,3773514.0,14420.0,5961.0,6044.0,1738.0,59253.0,76215.0,153193.0,300070.0,330977.0,237837.0,201222.0,200893.0,216772.0,216168.0,216531.0,252075.0,266949.0,228444.0,225086.0,170452.0,132184.0,117648.0,93618.0,49764.0
사근동,401876020,6079167.0,19019.0,2293.0,1501.0,755.0,5433.0,59384.0,100455.0,216376.0,348802.0,237971.0,206493.0,258282.0,316940.0,333777.0,367309.0,450681.0,582501.0,714803.0,592747.0,328001.0,270473.0,283702.0,241790.0,139679.0
사당1동,407702932,2912763.0,41990.0,15419.0,6413.0,4056.0,4407.0,34070.0,65729.0,154004.0,226713.0,149788.0,112272.0,109218.0,126999.0,135694.0,141529.0,156318.0,172817.0,193735.0,245315.0,197146.0,164642.0,176442.0,167816.0,110231.0
사당2동,407706572,17032162.0,49065.0,6156.0,659.0,528.0,3503.0,167951.0,402161.0,1136500.0,1500467.0,1012661.0,781215.0,806171.0,876550.0,919093.0,902631.0,973345.0,1096105.0,1241019.0,1499193.0,962771.0,842065.0,833647.0,697959.0,320747.0
사당3동,407703660,2006349.0,2305.0,1235.0,512.0,578.0,73.0,24909.0,83392.0,186652.0,194143.0,141970.0,120328.0,112022.0,111917.0,118572.0,109034.0,108815.0,119597.0,124502.0,134532.0,97125.0,72027.0,65856.0,53232.0,23021.0
사당4동,407704024,3928167.0,2829.0,109.0,90.0,199.0,558.0,70672.0,165989.0,448284.0,656445.0,396152.0,239502.0,209116.0,210995.0,206609.0,184383.0,176551.0,190461.0,191306.0,189494.0,112120.0,96365.0,91355.0,63020.0,25563.0
사당5동,407704388,1457483.0,191.0,461.0,425.0,470.0,761.0,12677.0,65527.0,167814.0,181554.0,132581.0,95881.0,84394.0,82180.0,79602.0,74036.0,79101.0,95448.0,82374.0,78271.0,50351.0,33247.0,28629.0,22431.0,9077.0
사직동,400783292,26307086.0,94986.0,19962.0,10029.0,3956.0,30969.0,115763.0,227882.0,554677.0,852698.0,723169.0,692750.0,856360.0,1027717.0,1244800.0,1479777.0,1827477.0,2187294.0,2966670.0,4549419.0,1935307.0,1607034.0,1711907.0,1140782.0,445701.0
삼각산동,403702572,2437761.0,5882.0,1244.0,4.0,0.0,51785.0,67138.0,113799.0,226065.0,213242.0,151641.0,138997.0,132941.0,144848.0,143318.0,138870.0,144325.0,150196.0,151557.0,140164.0,106602.0,77988.0,62600.0,51037.0,23518.0
삼선동,403341848,19056839.0,97121.0,11584.0,2688.0,1737.0,24193.0,208737.0,485088.0,1220760.0,1518057.0,1052694.0,882667.0,914018.0,1032709.0,1075422.0,1086770.0,1192645.0,1397998.0,1446568.0,1523233.0,1009369.0,881047.0,910135.0,738397.0,343202.0
삼성1동,408793112,19090476.0,60613.0,16302.0,6308.0,5615.0,11697.0,119284.0,284743.0,574395.0,1073024.0,767251.0,507887.0,573734.0,701325.0,810035.0,911126.0,1131903.0,1389576.0,2117935.0,3157121.0,1637437.0,1128870.0,1079738.0,774213.0,250344.0
삼성2동,408793476,9433356.0,39288.0,11132.0,5644.0,6716.0,13136.0,47427.0,148555.0,369753.0,641421.0,532479.0,354147.0,350102.0,400076.0,438297.0,454856.0,494929.0,602782.0,947847.0,1473148.0,760478.0,450124.0,419756.0,328429.0,142834.0
삼성동,408073848,3374736.0,9659.0,19.0,15.0,8.0,24936.0,78893.0,126754.0,270258.0,300656.0,213247.0,194507.0,187671.0,194737.0,191711.0,188554.0,215674.0,286295.0,215589.0,205885.0,149354.0,109400.0,90067.0,79879.0,40968.0
삼양동,403701116,4118983.0,4498.0,635.0,3.0,0.0,39971.0,96887.0,212941.0,569361.0,575554.0,339216.0,231615.0,209678.0,220423.0,212688.0,195913.0,203200.0,214850.0,201210.0,185512.0,142460.0,97915.0,77791.0,59162.0,27500.0
삼전동,409159296,2522653.0,14690.0,939.0,0.0,0.0,8940.0,42082.0,80787.0,215375.0,329687.0,207726.0,131252.0,118034.0,129138.0,131174.0,124095.0,131974.0,151299.0,148791.0,167903.0,113425.0,86058.0,80778.0,71697.0,36809.0
삼청동,400783656,1540812.0,4298.0,431.0,212.0,86.0,822.0,4876.0,14252.0,35771.0,51504.0,47211.0,44090.0,57385.0,79103.0,94576.0,112372.0,133480.0,160625.0,164926.0,171365.0,113766.0,99476.0,82246.0,49513.0,18426.0
상계10동,404430936,2200090.0,18547.0,3521.0,301.0,1904.0,20808.0,28872.0,56619.0,145706.0,161948.0,116805.0,99416.0,96997.0,106251.0,114493.0,116461.0,145538.0,170903.0,148572.0,155953.0,133991.0,107483.0,99551.0,94697.0,54753.0
상계1동,404427660,6781940.0,16074.0,2075.0,122.0,0.0,19717.0,139223.0,319179.0,762863.0,750409.0,475378.0,352329.0,323064.0,354955.0,371713.0,362210.0,384650.0,408904.0,396353.0,415176.0,306920.0,214706.0,192865.0,140308.0,72747.0
상계2동,404428024,16514084.0,58192.0,4682.0,6231.0,3674.0,19364.0,247562.0,495175.0,1173608.0,1261443.0,825215.0,720055.0,768750.0,881443.0,885095.0,915924.0,995895.0,1097825.0,1164119.0,1255014.0,937465.0,908407.0,837728.0,725391.0,325827.0
"상계3,4동",404431664,3909336.0,1602.0,37.0,1.0,0.0,16312.0,108723.0,198135.0,537010.0,507280.0,320916.0,231952.0,214144.0,219572.0,219551.0,205501.0,195479.0,203226.0,209314.0,189041.0,120344.0,80774.0,67274.0,46234.0,16914.0
상계5동,404429116,7860440.0,6504.0,244.0,4.0,0.0,10654.0,181203.0,477534.0,1137190.0,996451.0,599477.0,439925.0,403272.0,429466.0,403429.0,367388.0,368285.0,406445.0,402505.0,376698.0,259257.0,189326.0,176417.0,173876.0,54890.0
"상계6,7동",404432028,3892569.0,23182.0,5417.0,4536.0,2890.0,26880.0,37593.0,60145.0,165501.0,177875.0,167400.0,185864.0,211754.0,226300.0,228866.0,246929.0,292478.0,315022.0,303739.0,315502.0,240472.0,201870.0,194487.0,182315.0,75552.0
상계8동,404430208,5010287.0,2499.0,5.0,0.0,0.0,9470.0,129509.0,330162.0,826892.0,799474.0,415774.0,295305.0,265247.0,280939.0,257309.0,227157.0,226819.0,222091.0,201598.0,184930.0,118649.0,82955.0,62253.0,51038.0,20212.0
상계9동,404430572,1287387.0,3180.0,838.0,21.0,0.0,2539.0,16266.0,54002.0,127000.0,128705.0,88523.0,68643.0,65545.0,73224.0,71925.0,76492.0,89300.0,83324.0,76989.0,76643.0,60804.0,42113.0,35018.0,31340.0,14953.0
상도1동,407699292,17639856.0,39071.0,3254.0,1641.0,1712.0,24247.0,237140.0,550678.0,1478953.0,1882533.0,1234451.0,911060.0,855089.0,914292.0,933954.0,920461.0,960409.0,1139204.0,1245122.0,1266083.0,856871.0,663129.0,651014.0,570330.0,299158.0
상도2동,407699656,6672300.0,15291.0,2173.0,1244.0,1227.0,20492.0,127150.0,236047.0,563970.0,791297.0,514388.0,379497.0,354529.0,368753.0,381137.0,354270.0,359583.0,384860.0,400397.0,447857.0,292331.0,223605.0,204526.0,171691.0,75985.0
상도3동,407700020,2801865.0,4559.0,1275.0,793.0,949.0,16064.0,54987.0,106415.0,252973.0,302111.0,202779.0,157935.0,148869.0,161893.0,159097.0,152389.0,154631.0,167660.0,164602.0,161716.0,131492.0,104642.0,92638.0,72488.0,28908.0
상도4동,407700384,2388036.0,1499.0,5.0,2.0,0.0,9675.0,51612.0,113998.0,264837.0,332903.0,211421.0,153408.0,134716.0,140010.0,140716.0,125411.0,121144.0,139575.0,125051.0,113772.0,74451.0,52409.0,40257.0,29282.0,11882.0
상봉1동,402969476,2098867.0,1873.0,110.0,1.0,0.0,13133.0,61399.0,107251.0,299389.0,283040.0,170247.0,117279.0,108414.0,115301.0,111253.0,99647.0,100910.0,115143.0,106987.0,107047.0,65645.0,43361.0,35814.0,25519.0,10104.0
상봉2동,402969840,12360724.0,60979.0,12823.0,5096.0,3434.0,52847.0,228231.0,409083.0,1051825.0,1458985.0,771821.0,548226.0,523199.0,601769.0,612341.0,598938.0,632713.0,727491.0,803275.0,925434.0,726387.0,527663.0,502002.0,384420.0,191742.0
상암동,405522936,16901574.0,44250.0,4589.0,1222.0,1653.0,21835.0,178457.0,453018.0,1345841.0,1691091.0,1024217.0,642761.0,606340.0,647805.0,674962.0,680920.0,796068.0,963045.0,1556468.0,2358146.0,1164233.0,712462.0,624048.0,491463.0,216680.0
상일동,409518928,8359814.0,28299.0,4055.0,139.0,37.0,16632.0,141940.0,448192.0,1158850.0,883701.0,541009.0,418592.0,382242.0,397128.0,373558.0,358790.0,415213.0,503465.0,519770.0,566104.0,404499.0,274245.0,236557.0,197704.0,89093.0
서강동,405523664,8060157.0,29190.0,385.0,9.0,0.0,4379.0,89549.0,187373.0,485188.0,710624.0,453972.0,317161.0,328789.0,385216.0,395133.0,389013.0,430519.0,488743.0,629657.0,826546.0,476914.0,397812.0,439566.0,377143.0,217276.0
서교동,405520024,60134648.0,412722.0,92521.0,58864.0,50345.0,72403.0,610314.0,959842.0,2210303.0,3224972.0,2264926.0,1747269.0,1940791.0,2366471.0,2701134.0,2895923.0,3314792.0,3950676.0,4839387.0,6166780.0,4601031.0,4212777.0,4894775.0,4328860.0,2216770.0
서림동,408068024,4096358.0,8208.0,358.0,1054.0,1470.0,1574.0,103045.0,184405.0,449991.0,534415.0,362307.0,245395.0,218695.0,230863.0,227237.0,206693.0,209918.0,225065.0,223838.0,212883.0,139889.0,107451.0,90657.0,73737.0,37210.0
서빙고동,401517116,2733584.0,7145.0,797.0,371.0,557.0,4805.0,28020.0,78180.0,169192.0,228659.0,171127.0,151725.0,141048.0,162401.0,168745.0,163854.0,187622.0,220399.0,243944.0,212890.0,119812.0,92356.0,89437.0,64057.0,26441.0
서원동,408067296,28336124.0,77460.0,6463.0,8044.0,8661.0,37251.0,558710.0,1052466.0,2642846.0,3919403.0,2436889.0,1424070.0,1230536.0,1325639.0,1287514.0,1218578.0,1275164.0,1417834.0,1569727.0,1776969.0,1382892.0,1102771.0,1091840.0,952005.0,532392.0
서초1동,408426564,17533529.0,46549.0,6095.0,3777.0,3180.0,5901.0,58979.0,235915.0,549049.0,820020.0,646037.0,579190.0,667148.0,744154.0,891301.0,1011760.0,1098516.0,1204143.0,1855647.0,2617730.0,1231288.0,1011314.0,1086297.0,853973.0,305566.0
서초2동,408426928,33836124.0,177894.0,15179.0,3938.0,3295.0,8802.0,176039.0,366190.0,868818.0,1385526.0,1045456.0,887704.0,1070722.0,1315702.0,1548783.0,1655432.0,2004667.0,2323405.0,3401117.0,4489015.0,2822952.0,2260970.0,2649078.0,2318763.0,1036677.0
