구,동,평균직장인구
성동구,행당1동,42.0
성동구,행당2동,6.0
성동구,응봉동,31.0
성동구,금호1가동,52.0
성동구,금호2.3가동,11.0
성동구,금호4가동,14.0
성동구,옥수동,39.0
성동구,성수1가1동,16.0
성동구,성수1가2동,63.0
성동구,성수2가1동,89.0
성동구,성수2가3동,227.0
성동구,송정동,21.0
성동구,용답동,20.0
광진구,화양동,24.0
광진구,군자동,32.0
광진구,중곡1동,91.0
광진구,중곡2동,52.0
광진구,중곡3동,25.0
광진구,중곡4동,22.0
광진구,능동,21.0
광진구,광장동,58.0
광진구,자양1동,199.0
광진구,자양2동,31.0
광진구,자양3동,29.0
광진구,자양4동,11.0
광진구,구의1동,66.0
광진구,구의2동,31.0
광진구,구의3동,89.0
동대문구,용신동,150.0
동대문구,제기동,46.0
동대문구,전농1동,13.0
동대문구,전농2동,41.0
동대문구,답십리1동,94.0
동대문구,답십리2동,33.0
동대문구,장안1동,79.0
동대문구,장안2동,56.0
동대문구,청량리동,41.0
동대문구,회기동,9.0
동대문구,휘경1동,30.0
동대문구,휘경2동,36.0
동대문구,이문1동,40.0
동대문구,이문2동,32.0
중랑구,면목2동,20.0
중랑구,면목4동,20.0
중랑구,면목5동,18.0
중랑구,면목본동,21.0
중랑구,면목7동,12.0
중랑구,면목3.8동,22.0
중랑구,상봉1동,27.0
중랑구,상봉2동,81.0
중랑구,중화1동,31.0
중랑구,중화2동,16.0
중랑구,묵1동,22.0
중랑구,묵2동,30.0
중랑구,망우본동,11.0
중랑구,망우3동,11.0
중랑구,신내1동,18.0
중랑구,신내2동,40.0
성북구,성북동,71.0
성북구,삼선동,72.0
성북구,동선동,184.0
성북구,돈암1동,50.0
성북구,돈암2동,19.0
성북구,안암동,36.0
성북구,보문동,126.0
성북구,정릉1동,32.0
성북구,정릉2동,15.0
성북구,정릉3동,8.0
성북구,정릉4동,6.0
성북구,길음1동,79.0
성북구,길음2동,10.0
성북구,종암동,148.0
성북구,월곡1동,30.0
성북구,월곡2동,36.0
성북구,장위1동,19.0
성북구,장위2동,26.0
성북구,장위3동,18.0
성북구,석관동,21.0
강북구,삼양동,11.0
강북구,미아동,22.0
강북구,송중동,21.0
강북구,송천동,20.0
강북구,삼각산동,21.0
강북구,번1동,41.0
강북구,번2동,14.0
강북구,번3동,12.0
강북구,수유1동,11.0
강북구,수유2동,38.0
강북구,수유3동,47.0
강북구,우이동,3.0
강북구,인수동,15.0
도봉구,창1동,16.0
도봉구,창2동,38.0
도봉구,창3동,12.0
도봉구,창4동,24.0
도봉구,창5동,105.0
도봉구,도봉1동,3.0
도봉구,도봉2동,18.0
도봉구,쌍문1동,15.0
도봉구,쌍문2동,27.0
도봉구,쌍문3동,40.0
도봉구,쌍문4동,25.0
도봉구,방학1동,63.0
도봉구,방학2동,9.0
도봉구,방학3동,16.0
노원구,월계1동,24.0
노원구,월계2동,6.0
노원구,월계3동,12.0
노원구,공릉1동,52.0
노원구,공릉2동,10.0
노원구,하계1동,32.0
노원구,하계2동,28.0
노원구,중계본동,9.0
노원구,중계1동,35.0
노원구,중계4동,13.0
노원구,중계2.3동,24.0
노원구,상계1동,11.0
노원구,상계2동,39.0
노원구,상계3.4동,4.0
노원구,상계5동,35.0
노원구,상계6.7동,44.0
노원구,상계8동,18.0
노원구,상계9동,32.0
노원구,상계10동,13.0
은평구,녹번동,27.0
은평구,불광1동,10.0
은평구,불광2동,21.0
은평구,갈현1동,29.0
은평구,갈현2동,38.0
은평구,구산동,32.0
은평구,대조동,30.0
은평구,응암1동,26.0
은평구,응암2동,16.0
은평구,응암3동,26.0
은평구,역촌동,42.0
은평구,신사1동,30.0
은평구,신사2동,18.0
은평구,증산동,31.0
은평구,수색동,15.0
은평구,진관동,3.0
서대문구,천연동,21.0
서대문구,북아현동,40.0
서대문구,충현동,124.0
서대문구,신촌동,20.0
서대문구,연희동,50.0
서대문구,홍제1동,17.0
서대문구,홍제3동,11.0
서대문구,홍제2동,10.0
서대문구,홍은1동,49.0
서대문구,홍은2동,28.0
서대문구,남가좌1동,82.0
서대문구,남가좌2동,23.0
서대문구,북가좌1동,31.0
서대문구,북가좌2동,37.0
마포구,아현동,250.0
마포구,공덕동,51.0
마포구,도화동,152.0
마포구,용강동,145.0
마포구,대흥동,66.0
마포구,염리동,84.0
마포구,신수동,61.0
마포구,서강동,33.0
마포구,서교동,164.0
마포구,합정동,32.0
마포구,망원1동,28.0
마포구,망원2동,43.0
마포구,연남동,50.0
마포구,성산1동,68.0
마포구,성산2동,14.0
마포구,상암동,20.0
양천구,목1동,111.0
양천구,목2동,54.0
양천구,목3동,47.0
양천구,목4동,50.0
양천구,목5동,152.0
양천구,신월1동,36.0
양천구,신월2동,49.0
양천구,신월3동,18.0
양천구,신월4동,39.0
양천구,신월5동,42.0
양천구,신월6동,26.0
양천구,신월7동,31.0
양천구,신정1동,160.0
양천구,신정2동,235.0
양천구,신정3동,27.0
양천구,신정4동,73.0
양천구,신정6동,187.0
양천구,신정7동,50.0
강서구,염창동,100.0
강서구,등촌1동,133.0
강서구,등촌2동,55.0
강서구,등촌3동,146.0
강서구,화곡1동,42.0
강서구,화곡2동,34.0
강서구,화곡3동,103.0
강서구,화곡4동,32.0
강서구,화곡본동,30.0
강서구,화곡6동,104.0
강서구,화곡8동,36.0
강서구,가양1동,9.0
강서구,가양2동,29.0
강서구,가양3동,47.0
강서구,발산1동,11.0
강서구,우장산동,49.0
강서구,공항동,30.0
강서구,방화1동,67.0
강서구,방화2동,6.0
강서구,방화3동,26.0
구로구,신도림동,99.0
구로구,구로1동,47.0
구로구,구로2동,77.0
구로구,구로3동,507.0
구로구,구로4동,40.0
구로구,구로5동,134.0
구로구,가리봉동,23.0
구로구,고척1동,71.0
구로구,고척2동,31.0
구로구,개봉1동,41.0
구로구,개봉2동,95.0
구로구,개봉3동,25.0
구로구,오류1동,61.0
구로구,오류2동,11.0
구로구,수궁동,14.0
금천구,가산동,376.0
금천구,독산1동,66.0
금천구,독산2동,30.0
금천구,독산3동,43.0
금천구,독산4동,29.0
금천구,시흥1동,46.0
금천구,시흥2동,29.0
금천구,시흥3동,61.0
금천구,시흥4동,18.0
금천구,시흥5동,12.0
영등포구,영등포본동,68.0
영등포구,영등포동,104.0
영등포구,여의동,325.0
영등포구,당산1동,122.0
영등포구,당산2동,91.0
영등포구,도림동,30.0
영등포구,문래동,470.0
영등포구,양평1동,147.0
영등포구,양평2동,57.0
영등포구,신길1동,46.0
영등포구,신길3동,26.0
영등포구,신길4동,42.0
영등포구,신길5동,28.0
영등포구,신길6동,39.0
영등포구,신길7동,45.0
영등포구,대림1동,49.0
영등포구,대림2동,80.0
영등포구,대림3동,65.0
동작구,노량진1동,31.0
동작구,노량진2동,76.0
동작구,상도1동,41.0
동작구,상도2동,22.0
동작구,상도3동,21.0
동작구,상도4동,27.0
동작구,흑석동,7.0
동작구,사당1동,62.0
동작구,사당2동,9.0
동작구,사당3동,40.0
동작구,사당4동,32.0
동작구,사당5동,24.0
동작구,대방동,71.0
동작구,신대방1동,108.0
동작구,신대방2동,215.0
관악구,보라매동,24.0
관악구,청림동,101.0
관악구,성현동,105.0
관악구,행운동,58.0
관악구,낙성대동,44.0
관악구,청룡동,56.0
관악구,은천동,63.0
관악구,중앙동,37.0
관악구,인헌동,48.0
관악구,남현동,9.0
관악구,서원동,45.0
관악구,신원동,18.0
관악구,서림동,18.0
관악구,신사동,69.0
관악구,신림동,38.0
관악구,난향동,17.0
관악구,조원동,50.0
관악구,대학동,4.0
관악구,삼성동,7.0
관악구,미성동,27.0
관악구,난곡동,15.0
서초구,서초1동,343.0
서초구,서초2동,552.0
서초구,서초3동,225.0
서초구,서초4동,425.0
서초구,잠원동,89.0
서초구,반포본동,164.0
서초구,반포1동,73.0
서초구,반포2동,78.0
서초구,반포3동,65.0
서초구,반포4동,668.0
서초구,방배본동,430.0
서초구,방배1동,275.0
서초구,방배2동,88.0
서초구,방배3동,74.0
서초구,방배4동,229.0
서초구,양재1동,58.0
서초구,양재2동,58.0
서초구,내곡동,11.0
강남구,신사동,161.0
강남구,논현1동,331.0
강남구,논현2동,383.0
강남구,압구정동,176.0
강남구,청담동,240.0
강남구,삼성1동,676.0
강남구,삼성2동,498.0
강남구,대치1동,252.0
강남구,대치2동,452.0
강남구,대치4동,464.0
강남구,역삼1동,724.0
강남구,역삼2동,454.0
강남구,도곡1동,400.0
강남구,도곡2동,1878.0
강남구,개포1동,157.0
강남구,개포2동,53.0
강남구,개포4동,56.0
강남구,세곡동,3.0
강남구,일원본동,154.0
강남구,일원1동,27.0
강남구,일원2동,54.0
강남구,수서동,109.0
송파구,풍납1동,16.0
송파구,풍납2동,118.0
송파구,거여1동,75.0
송파구,거여2동,58.0
송파구,마천1동,19.0
송파구,마천2동,28.0
송파구,방이1동,157.0
송파구,방이2동,326.0
송파구,오륜동,80.0
송파구,오금동,162.0
송파구,송파1동,127.0
송파구,송파2동,223.0
송파구,석촌동,94.0
송파구,삼전동,78.0
송파구,가락본동,273.0
송파구,가락1동,44.0
송파구,가락2동,109.0
송파구,문정1동,579.0
송파구,문정2동,174.0
송파구,장지동,52.0
송파구,위례동,5.0
송파구,잠실본동,83.0
송파구,잠실2동,27.0
송파구,잠실3동,145.0
송파구,잠실4동,115.0
송파구,잠실6동,333.0
송파구,잠실7동,209.0
강동구,강일동,4.0
강동구,상일동,20.0
강동구,명일1동,67.0
강동구,명일2동,31.0
강동구,고덕1동,11.0
강동구,고덕2동,8.0
강동구,암사1동,53.0
강동구,암사2동,11.0
강동구,암사3동,17.0
강동구,천호1동,37.0
강동구,천호2동,21.0
강동구,천호3동,49.0
강동구,성내1동,259.0
강동구,성내2동,37.0
강동구,성내3동,72.0
강동구,길동,60.0
강동구,둔촌1동,17.0
강동구,둔촌2동,31.0
종로구,청운효자동,44.0
종로구,사직동,410.0
종로구,삼청동,42.0
종로구,부암동,19.0
종로구,평창동,28.0
종로구,무악동,13.0
종로구,교남동,30.0
종로구,가회동,208.0
종로구,종로1.2.3.4가동,401.0
종로구,종로5.6가동,260.0
종로구,이화동,58.0
종로구,혜화동,65.0
종로구,창신1동,44.0
종로구,창신2동,13.0
종로구,창신3동,14.0
종로구,숭인1동,19.0
종로구,숭인2동,54.0
중구,소공동,845.0
중구,회현동,646.0
중구,명동,733.0
중구,필동,119.0
중구,장충동,103.0
중구,광희동,571.0
중구,을지로동,259.0
중구,신당동,60.0
중구,다산동,123.0
중구,약수동,347.0
중구,청구동,90.0
중구,신당5동,29.0
중구,동화동,46.0
중구,황학동,52.0
중구,중림동,89.0
용산구,후암동,27.0
용산구,용산2가동,9.0
용산구,남영동,269.0
용산구,청파동,71.0
용산구,원효로1동,78.0
용산구,원효로2동,51.0
용산구,효창동,35.0
용산구,용문동,93.0
용산구,한강로동,139.0
용산구,이촌1동,51.0
용산구,이촌2동,24.0
용산구,이태원1동,225.0
용산구,이태원2동,14.0
용산구,한남동,131.0
용산구,서빙고동,67.0
용산구,보광동,12.0
성동구,왕십리2동,33.0
성동구,왕십리도선동,83.0
성동구,마장동,71.0
성동구,사근동,22.0
성동구,행당1동,42.0
성동구,행당2동,6.0
성동구,응봉동,31.0
성동구,금호1가동,52.0
성동구,금호2.3가동,11.0
성동구,금호4가동,14.0
성동구,옥수동,39.0
성동구,성수1가1동,16.0
성동구,성수1가2동,63.0
성동구,성수2가1동,89.0
성동구,성수2가3동,227.0
성동구,송정동,21.0
성동구,용답동,20.0
광진구,화양동,24.0
광진구,군자동,32.0
광진구,중곡1동,91.0
광진구,중곡2동,52.0
광진구,중곡3동,25.0
광진구,중곡4동,22.0
광진구,능동,21.0
광진구,광장동,58.0
광진구,자양1동,199.0
광진구,자양2동,31.0
광진구,자양3동,29.0
광진구,자양4동,11.0
광진구,구의1동,66.0
광진구,구의2동,31.0
광진구,구의3동,89.0
동대문구,용신동,150.0
동대문구,제기동,46.0
동대문구,전농1동,13.0
동대문구,전농2동,41.0
동대문구,답십리1동,94.0
동대문구,답십리2동,33.0
동대문구,장안1동,79.0
동대문구,장안2동,56.0
동대문구,청량리동,41.0
동대문구,회기동,9.0
동대문구,휘경1동,30.0
동대문구,휘경2동,36.0
동대문구,이문1동,40.0
동대문구,이문2동,32.0
중랑구,면목2동,20.0
중랑구,면목4동,20.0
중랑구,면목5동,18.0
중랑구,면목본동,21.0
중랑구,면목7동,12.0
중랑구,면목3.8동,22.0
중랑구,상봉1동,27.0
중랑구,상봉2동,81.0
중랑구,중화1동,31.0
중랑구,중화2동,16.0
중랑구,묵1동,22.0
중랑구,묵2동,30.0
중랑구,망우본동,11.0
중랑구,망우3동,11.0
중랑구,신내1동,18.0
중랑구,신내2동,40.0
성북구,성북동,71.0
성북구,삼선동,72.0
성북구,동선동,184.0
성북구,돈암1동,50.0
성북구,돈암2동,19.0
성북구,안암동,36.0
성북구,보문동,126.0
성북구,정릉1동,32.0
성북구,정릉2동,15.0
성북구,정릉3동,8.0
성북구,정릉4동,6.0
성북구,길음1동,79.0
성북구,길음2동,10.0
성북구,종암동,148.0
성북구,월곡1동,30.0
성북구,월곡2동,36.0
성북구,장위1동,19.0
성북구,장위2동,26.0
성북구,장위3동,18.0
성북구,석관동,21.0
강북구,삼양동,11.0
강북구,미아동,22.0
강북구,송중동,21.0
강북구,송천동,20.0
강북구,삼각산동,21.0
강북구,번1동,41.0
강북구,번2동,14.0
강북구,번3동,12.0
강북구,수유1동,11.0
강북구,수유2동,38.0
강북구,수유3동,47.0
강북구,우이동,3.0
강북구,인수동,15.0
도봉구,창1동,16.0
도봉구,창2동,38.0
도봉구,창3동,12.0
도봉구,창4동,24.0
도봉구,창5동,105.0
도봉구,도봉1동,3.0
도봉구,도봉2동,18.0
도봉구,쌍문1동,15.0
도봉구,쌍문2동,27.0
도봉구,쌍문3동,40.0
도봉구,쌍문4동,25.0
도봉구,방학1동,63.0
도봉구,방학2동,9.0
도봉구,방학3동,16.0
노원구,월계1동,24.0
노원구,월계2동,6.0
노원구,월계3동,12.0
노원구,공릉1동,52.0
노원구,공릉2동,10.0
노원구,하계1동,32.0
노원구,하계2동,28.0
노원구,중계본동,9.0
노원구,중계1동,35.0
노원구,중계4동,13.0
노원구,중계2.3동,24.0
노원구,상계1동,11.0
노원구,상계2동,39.0
노원구,상계3.4동,4.0
노원구,상계5동,35.0
노원구,상계6.7동,44.0
노원구,상계8동,18.0
노원구,상계9동,32.0
노원구,상계10동,13.0
은평구,녹번동,27.0
은평구,불광1동,10.0
은평구,불광2동,21.0
은평구,갈현1동,29.0
은평구,갈현2동,38.0
은평구,구산동,32.0
은평구,대조동,30.0
은평구,응암1동,26.0
은평구,응암2동,16.0
은평구,응암3동,26.0
은평구,역촌동,42.0
은평구,신사1동,30.0
은평구,신사2동,18.0
은평구,증산동,31.0
은평구,수색동,15.0
은평구,진관동,3.0
서대문구,천연동,21.0
서대문구,북아현동,40.0
서대문구,충현동,124.0
서대문구,신촌동,20.0
서대문구,연희동,50.0
서대문구,홍제1동,17.0
서대문구,홍제3동,11.0
서대문구,홍제2동,10.0
서대문구,홍은1동,49.0
서대문구,홍은2동,28.0
서대문구,남가좌1동,82.0
서대문구,남가좌2동,23.0
서대문구,북가좌1동,31.0
서대문구,북가좌2동,37.0
마포구,아현동,250.0
마포구,공덕동,51.0
마포구,도화동,152.0
마포구,용강동,145.0
마포구,대흥동,66.0
마포구,염리동,84.0
마포구,신수동,61.0
마포구,서강동,33.0
마포구,서교동,164.0
마포구,합정동,32.0
마포구,망원1동,28.0
마포구,망원2동,43.0
마포구,연남동,50.0
마포구,성산1동,68.0
마포구,성산2동,14.0
마포구,상암동,20.0
양천구,목1동,111.0
양천구,목2동,54.0
양천구,목3동,47.0
양천구,목4동,50.0
양천구,목5동,152.0
양천구,신월1동,36.0
양천구,신월2동,49.0
양천구,신월3동,18.0
양천구,신월4동,39.0
양천구,신월5동,42.0
양천구,신월6동,26.0
양천구,신월7동,31.0
양천구,신정1동,160.0
양천구,신정2동,235.0
양천구,신정3동,27.0
양천구,신정4동,73.0
양천구,신정6동,187.0
양천구,신정7동,50.0
강서구,염창동,100.0
강서구,등촌1동,133.0
강서구,등촌2동,55.0
강서구,등촌3동,146.0
강서구,화곡1동,42.0
강서구,화곡2동,34.0
강서구,화곡3동,103.0
강서구,화곡4동,32.0
강서구,화곡본동,30.0
강서구,화곡6동,104.0
강서구,화곡8동,36.0
강서구,가양1동,9.0
강서구,가양2동,29.0
강서구,가양3동,47.0
강서구,발산1동,11.0
강서구,우장산동,49.0
강서구,공항동,30.0
강서구,방화1동,67.0
강서구,방화2동,6.0
강서구,방화3동,26.0
구로구,신도림동,99.0
구로구,구로1동,47.0
구로구,구로2동,77.0
구로구,구로3동,507.0
구로구,구로4동,40.0
구로구,구로5동,134.0
구로구,가리봉동,23.0
구로구,고척1동,71.0
구로구,고척2동,31.0
구로구,개봉1동,41.0
구로구,개봉2동,95.0
구로구,개봉3동,25.0
구로구,오류1동,61.0
구로구,오류2동,11.0
구로구,수궁동,14.0
금천구,가산동,376.0
금천구,독산1동,66.0
금천구,독산2동,30.0
금천구,독산3동,43.0
금천구,독산4동,29.0
금천구,시흥1동,46.0
금천구,시흥2동,29.0
금천구,시흥3동,61.0
금천구,시흥4동,18.0
금천구,시흥5동,12.0
영등포구,영등포본동,68.0
영등포구,영등포동,104.0
영등포구,여의동,325.0
영등포구,당산1동,122.0
영등포구,당산2동,91.0
영등포구,도림동,30.0
영등포구,문래동,470.0
영등포구,양평1동,147.0
영등포구,양평2동,57.0
영등포구,신길1동,46.0
영등포구,신길3동,26.0
영등포구,신길4동,42.0
영등포구,신길5동,28.0
영등포구,신길6동,39.0
영등포구,신길7동,45.0
영등포구,대림1동,49.0
영등포구,대림2동,80.0
영등포구,대림3동,65.0
동작구,노량진1동,31.0
동작구,노량진2동,76.0
동작구,상도1동,41.0
동작구,상도2동,22.0
동작구,상도3동,21.0
동작구,상도4동,27.0
동작구,흑석동,7.0
동작구,사당1동,62.0
동작구,사당2동,9.0
동작구,사당3동,40.0
동작구,사당4동,32.0
동작구,사당5동,24.0
동작구,대방동,71.0
동작구,신대방1동,108.0
동작구,신대방2동,215.0
관악구,보라매동,24.0
관악구,청림동,101.0
관악구,성현동,105.0
관악구,행운동,58.0
관악구,낙성대동,44.0
관악구,청룡동,56.0
관악구,은천동,63.0
관악구,중앙동,37.0
관악구,인헌동,48.0
관악구,남현동,9.0
관악구,서원동,45.0
관악구,신원동,18.0
관악구,서림동,18.0
관악구,신사동,69.0
관악구,신림동,38.0
관악구,난향동,17.0
관악구,조원동,50.0
관악구,대학동,4.0
관악구,삼성동,7.0
관악구,미성동,27.0
관악구,난곡동,15.0
서초구,서초1동,343.0
서초구,서초2동,552.0
서초구,서초3동,225.0
서초구,서초4동,425.0
서초구,잠원동,89.0
서초구,반포본동,164.0
서초구,반포1동,73.0
서초구,반포2동,78.0
서초구,반포3동,65.0
서초구,반포4동,668.0
서초구,방배본동,430.0
서초구,방배1동,275.0
서초구,방배2동,88.0
서초구,방배3동,74.0
서초구,방배4동,229.0
서초구,양재1동,58.0
서초구,양재2동,58.0
서초구,내곡동,11.0
강남구,신사동,161.0
강남구,논현1동,331.0
강남구,논현2동,383.0
강남구,압구정동,176.0
강남구,청담동,240.0
강남구,삼성1동,676.0
강남구,삼성2동,498.0
강남구,대치1동,252.0
강남구,대치2동,452.0
강남구,대치4동,464.0
강남구,역삼1동,724.0
강남구,역삼2동,454.0
강남구,도곡1동,400.0
강남구,도곡2동,1878.0
강남구,개포1동,157.0
강남구,개포2동,53.0
강남구,개포4동,56.0
강남구,세곡동,3.0
강남구,일원본동,154.0
강남구,일원1동,27.0
강남구,일원2동,54.0
강남구,수서동,109.0
송파구,풍납1동,16.0
송파구,풍납2동,118.0
송파구,거여1동,75.0
송파구,거여2동,58.0
송파구,마천1동,19.0
송파구,마천2동,28.0
송파구,방이1동,157.0
송파구,방이2동,326.0
송파구,오륜동,80.0
송파구,오금동,162.0
송파구,송파1동,127.0
송파구,송파2동,223.0
송파구,석촌동,94.0
송파구,삼전동,78.0
송파구,가락본동,273.0
송파구,가락1동,44.0
송파구,가락2동,109.0
송파구,문정1동,579.0
송파구,문정2동,174.0
송파구,장지동,52.0
송파구,위례동,5.0
송파구,잠실본동,83.0
송파구,잠실2동,27.0
송파구,잠실3동,145.0
송파구,잠실4동,115.0
송파구,잠실6동,333.0
송파구,잠실7동,209.0
강동구,강일동,4.0
강동구,상일동,20.0
강동구,명일1동,67.0
강동구,명일2동,31.0
강동구,고덕1동,11.0
강동구,고덕2동,8.0
강동구,암사1동,53.0
강동구,암사2동,11.0
강동구,암사3동,17.0
강동구,천호1동,37.0
강동구,천호2동,21.0
강동구,천호3동,49.0
강동구,성내1동,259.0
강동구,성내2동,37.0
강동구,성내3동,72.0
강동구,길동,60.0
강동구,둔촌1동,17.0
강동구,둔촌2동,31.0
종로구,청운효자동,44.0
종로구,사직동,410.0
종로구,삼청동,42.0
종로구,부암동,19.0
종로구,평창동,28.0
종로구,무악동,13.0
종로구,교남동,30.0
종로구,가회동,208.0
종로구,종로1.2.3.4가동,401.0
종로구,종로5.6가동,260.0
종로구,이화동,58.0
종로구,혜화동,65.0
종로구,창신1동,44.0
종로구,창신2동,13.0
종로구,창신3동,14.0
종로구,숭인1동,19.0
종로구,숭인2동,54.0
중구,소공동,845.0
중구,회현동,646.0
중구,명동,733.0
중구,필동,119.0
중구,장충동,103.0
중구,광희동,571.0
중구,을지로동,259.0
중구,신당동,60.0
중구,다산동,123.0
중구,약수동,347.0
중구,청구동,90.0
중구,신당5동,29.0
중구,동화동,46.0
중구,황학동,52.0
중구,중림동,89.0
용산구,후암동,27.0
용산구,용산2가동,9.0
용산구,남영동,269.0
용산구,청파동,71.0
용산구,원효로1동,78.0
용산구,원효로2동,51.0
용산구,효창동,35.0
용산구,용문동,93.0
용산구,한강로동,139.0
용산구,이촌1동,51.0
용산구,이촌2동,24.0
용산구,이태원1동,225.0
용산구,이태원2동,14.0
용산구,한남동,131.0
용산구,서빙고동,67.0
용산구,보광동,12.0
성동구,왕십리2동,33.0
성동구,왕십리도선동,83.0
성동구,마장동,71.0
성동구,사근동,22.0
성동구,행당1동,42.0
성동구,행당2동,6.0
성동구,응봉동,31.0
성동구,금호1가동,52.0
성동구,금호2.3가동,11.0
성동구,금호4가동,14.0
성동구,옥수동,39.0
성동구,성수1가1동,16.0
성동구,성수1가2동,63.0
성동구,성수2가1동,89.0
성동구,성수2가3동,227.0
성동구,송정동,21.0
성동구,용답동,20.0
광진구,화양동,24.0
광진구,군자동,32.0
광진구,중곡1동,91.0
광진구,중곡2동,52.0
광진구,중곡3동,25.0
광진구,중곡4동,22.0
광진구,능동,21.0
광진구,광장동,58.0
광진구,자양1동,199.0
광진구,자양2동,31.0
광진구,자양3동,29.0
광진구,자양4동,11.0
광진구,구의1동,66.0
광진구,구의2동,31.0
광진구,구의3동,89.0
동대문구,용신동,150.0
동대문구,제기동,46.0
동대문구,전농1동,13.0
동대문구,전농2동,41.0
동대문구,답십리1동,94.0
동대문구,답십리2동,33.0
동대문구,장안1동,79.0
동대문구,장안2동,56.0
동대문구,청량리동,41.0
동대문구,회기동,9.0
동대문구,휘경1동,30.0
동대문구,휘경2동,36.0
동대문구,이문1동,40.0
동대문구,이문2동,32.0
중랑구,면목2동,20.0
중랑구,면목4동,20.0
중랑구,면목5동,18.0
중랑구,면목본동,21.0
중랑구,면목7동,12.0
중랑구,면목3.8동,22.0
중랑구,상봉1동,27.0
중랑구,상봉2동,81.0
중랑구,중화1동,31.0
중랑구,중화2동,16.0
중랑구,묵1동,22.0
중랑구,묵2동,30.0
중랑구,망우본동,11.0
중랑구,망우3동,11.0
중랑구,신내1동,18.0
중랑구,신내2동,40.0
성북구,성북동,71.0
성북구,삼선동,72.0
성북구,동선동,184.0
성북구,돈암1동,50.0
성북구,돈암2동,19.0
성북구,안암동,36.0
성북구,보문동,126.0
성북구,정릉1동,32.0
성북구,정릉2동,15.0
성북구,정릉3동,8.0
성북구,정릉4동,6.0
성북구,길음1동,79.0
성북구,길음2동,10.0
성북구,종암동,148.0
성북구,월곡1동,30.0
성북구,월곡2동,36.0
성북구,장위1동,19.0
성북구,장위2동,26.0
성북구,장위3동,18.0
성북구,석관동,21.0
강북구,삼양동,11.0
강북구,미아동,22.0
강북구,송중동,21.0
강북구,송천동,20.0
강북구,삼각산동,21.0
강북구,번1동,41.0
강북구,번2동,14.0
강북구,번3동,12.0
강북구,수유1동,11.0
강북구,수유2동,38.0
강북구,수유3동,47.0
강북구,우이동,3.0
강북구,인수동,15.0
도봉구,창1동,16.0
도봉구,창2동,38.0
도봉구,창3동,12.0
도봉구,창4동,24.0
도봉구,창5동,105.0
도봉구,도봉1동,3.0
도봉구,도봉2동,18.0
도봉구,쌍문1동,15.0
도봉구,쌍문2동,27.0
도봉구,쌍문3동,40.0
도봉구,쌍문4동,25.0
도봉구,방학1동,63.0
도봉구,방학2동,9.0
도봉구,방학3동,16.0
노원구,월계1동,24.0
노원구,월계2동,6.0
노원구,월계3동,12.0
노원구,공릉1동,52.0
노원구,공릉2동,10.0
노원구,하계1동,32.0
노원구,하계2동,28.0
노원구,중계본동,9.0
노원구,중계1동,35.0
노원구,중계4동,13.0
노원구,중계2.3동,24.0
노원구,상계1동,11.0
노원구,상계2동,39.0
노원구,상계3.4동,4.0
노원구,상계5동,35.0
노원구,상계6.7동,44.0
노원구,상계8동,18.0
노원구,상계9동,32.0
노원구,상계10동,13.0
은평구,녹번동,27.0
은평구,불광1동,10.0
은평구,불광2동,21.0
은평구,갈현1동,29.0
은평구,갈현2동,38.0
은평구,구산동,32.0
은평구,대조동,30.0
은평구,응암1동,26.0
은평구,응암2동,16.0
은평구,응암3동,26.0
은평구,역촌동,42.0
은평구,신사1동,30.0
은평구,신사2동,18.0
은평구,증산동,31.0
은평구,수색동,15.0
은평구,진관동,3.0
서대문구,천연동,21.0
서대문구,북아현동,40.0
서대문구,충현동,124.0
서대문구,신촌동,20.0
서대문구,연희동,50.0
서대문구,홍제1동,17.0
서대문구,홍제3동,11.0
서대문구,홍제2동,10.0
서대문구,홍은1동,49.0
서대문구,홍은2동,28.0
서대문구,남가좌1동,82.0
서대문구,남가좌2동,23.0
서대문구,북가좌1동,31.0
서대문구,북가좌2동,37.0
마포구,아현동,250.0
마포구,공덕동,51.0
마포구,도화동,152.0
마포구,용강동,145.0
마포구,대흥동,66.0
마포구,염리동,84.0
마포구,신수동,61.0
마포구,서강동,33.0
마포구,서교동,164.0
마포구,합정동,32.0
마포구,망원1동,28.0
마포구,망원2동,43.0
마포구,연남동,50.0
마포구,성산1동,68.0
마포구,성산2동,14.0
마포구,상암동,20.0
양천구,목1동,111.0
양천구,목2동,54.0
양천구,목3동,47.0
양천구,목4동,50.0
양천구,목5동,152.0
양천구,신월1동,36.0
양천구,신월2동,49.0
양천구,신월3동,18.0
양천구,신월4동,39.0
양천구,신월5동,42.0
양천구,신월6동,26.0
양천구,신월7동,31.0
양천구,신정1동,160.0
양천구,신정2동,235.0
양천구,신정3동,27.0
양천구,신정4동,73.0
양천구,신정6동,187.0
양천구,신정7동,50.0
강서구,염창동,100.0
강서구,등촌1동,133.0
강서구,등촌2동,55.0
강서구,등촌3동,146.0
강서구,화곡1동,42.0
강서구,화곡2동,34.0
강서구,화곡3동,103.0
강서구,화곡4동,32.0
강서구,화곡본동,30.0
강서구,화곡6동,104.0
강서구,화곡8동,36.0
강서구,가양1동,9.0
강서구,가양2동,29.0
강서구,가양3동,47.0
강서구,발산1동,11.0
강서구,우장산동,49.0
강서구,공항동,30.0
강서구,방화1동,67.0
강서구,방화2동,6.0
강서구,방화3동,26.0
