"구별","동별","주차장면수","인구밀도","평균교통량","평균유동인구","평균직장인구","평균거주인구","차량등록대수","주민인구","면적","승객수","구별_더미"
"성북구","장위2동",3079,20331,2218.80849811676,59963,26,203,3290,13622,0.67,5003592,17
"성북구","장위3동",6574,24412,1551.26909871986,33431.8333333333,18,260,5084,15868,0.65,2125264,17
"성북구","정릉1동",6064,41357,1551.26909871986,104446.5,32,448,6152,18197,0.44,4051205,17
"성북구","정릉2동",7628,19582,1551.26909871986,41206.5,15,207,6441,22911,1.17,3531810,17
"성북구","정릉3동",4300,4465,2855.25074609734,7611.16666666667,8,48,3615,16567,3.71,2712528,17
"성북구","정릉4동",8622,7959,1551.26909871986,8747.83333333333,6,69,7238,24911,3.13,6229068,17
"성북구","종암동",13161,27473,1551.26909871986,63585.5,148,267,10601,40111,1.46,6206689,17
"송파구","가락1동",15237,20538,1364.03181523537,9173.83333333333,44,205,11406,27521,1.34,10573114,18
"송파구","가락2동",12780,32990,1364.03181523537,72844.6666666667,109,353,10758,31670,0.96,6498510,18
"송파구","가락본동",14520,22905,1364.03181523537,80068.8333333333,273,264,12586,25883,1.13,3113688,18
"송파구","거여1동",4289,24029,1364.03181523537,71406.1666666667,75,246,4079,12255,0.51,4147125,18
"송파구","거여2동",11775,44802,1364.03181523537,134644.5,58,371,7416,23745,0.53,1028052,18
"송파구","마천1동",6255,32100,1364.03181523537,64327.5,19,344,5887,18618,0.58,3500957,18
"송파구","마천2동",5296,20393,1364.03181523537,49408.1666666667,28,235,5743,18150,0.89,2164334,18
"송파구","문정1동",9330,35564,1364.03181523537,83296.1666666667,579,337,10886,19916,0.56,1475133,18
"송파구","문정2동",28046,13110,1593.49728631608,7375.83333333333,174,125,14562,28841,2.2,12266488,18
"송파구","방이1동",7152,30920,1364.03181523537,71507.8333333333,157,278,6856,15460,0.5,3503517,18
"송파구","방이2동",14183,32943,1364.03181523537,94117.3333333333,326,342,7838,26354,0.8,4075700,18
"송파구","삼전동",12320,31486,1364.03181523537,69582.3333333333,78,317,8827,29912,0.95,2522653,18
"송파구","석촌동",14710,33265,1364.03181523537,75982.3333333333,94,345,9893,31602,0.95,8639060,18
"송파구","송파1동",11156,30390,1364.03181523537,97365.3333333333,127,363,7725,24008,0.79,5910500,18
"송파구","송파2동",7959,35749,1503.11787634409,46705.8333333333,223,325,6712,18947,0.53,698002,18
"송파구","오금동",16772,23053,1364.03181523537,47797,162,234,13805,38037,1.65,6698509,18
"송파구","오륜동",7021,5616,1364.03181523537,1591.16666666667,80,59,6680,17804,3.17,6746730,18
"송파구","위례동",7598,17495,1364.03181523537,6186.66666666667,5,117,15102,44613,2.55,4349136,18
"송파구","잠실2동",23732,15998,1364.03181523537,6874.83333333333,27,125,12195,34876,2.18,8541968,18
"송파구","잠실3동",19193,22915,1364.03181523537,21087,145,234,12045,34143,1.49,6101889,18
"송파구","잠실4동",9925,13604,1364.03181523537,19785.5,115,259,10216,21223,1.56,7189758,18
"송파구","잠실6동",16454,5990,1609.2922615651,18440.1666666667,333,123,12281,16713,2.79,35291288,18
"송파구","잠실7동",1829,15712,732.598562763713,6974.5,209,146,3642,9427,0.6,6847335,18
"송파구","잠실본동",13187,30168,1364.03181523537,64277.8333333333,83,251,8851,28358,0.94,5791010,18
"송파구","장지동",27829,21242,1364.03181523537,54830.1666666667,52,232,10964,29102,1.37,9109368,18
"송파구","풍납1동",5641,16766,1381.65308918784,42062.8333333333,16,131,4284,12910,0.77,1195931,18
"송파구","풍납2동",15038,15362,1364.03181523537,26572.1666666667,118,128,7824,24426,1.59,2246987,18
"양천구","목1동",22653,21657,1779.93581702056,29927.3333333333,111,201,11633,30536,1.41,19408431,19
"양천구","목2동",10032,28778,1779.93581702056,65606.6666666667,54,298,8754,29641,1.03,9173258,19
"양천구","목3동",8357,40979,1779.93581702056,97436.3333333333,47,422,6422,21719,0.53,6760337,19
"양천구","목4동",8332,43891,1779.93581702056,118533.666666667,50,449,7319,25018,0.57,3078587,19
"양천구","목5동",13789,22507,1779.93581702056,23288.6666666667,152,205,14330,40737,1.81,4768921,19
"양천구","신월1동",7001,31297,1779.93581702056,73291.3333333333,36,335,8200,20343,0.65,1504809,19
"양천구","신월2동",7271,33720,1779.93581702056,85381,49,351,6770,20569,0.61,2256141,19
"양천구","신월3동",3881,17166,720.527216805942,32752.5,18,169,5656,14934,0.87,1157587,19
"양천구","신월4동",6355,34035,2127.41603807471,86676.5,39,392,6426,17698,0.52,1959288,19
"양천구","신월5동",5523,20958,1443.63565891473,34497.3333333333,42,280,4634,14461,0.69,1404231,19
"양천구","신월6동",6096,33698,1779.93581702056,33422.8333333333,26,314,6987,13816,0.41,1713914,19
"양천구","신월7동",4182,16134,3594.38136407301,17927.8333333333,31,168,6258,19199,1.19,2006710,19
"양천구","신정1동",6045,28517,1779.93581702056,44672.6666666667,160,289,8242,19962,0.7,2011525,19
"양천구","신정2동",6507,36544,1779.93581702056,61298.5,235,337,6277,19003,0.52,1073760,19
"양천구","신정3동",19107,18598,1779.93581702056,32482.1666666667,27,164,16268,50587,2.72,9014638,19
"양천구","신정4동",12870,32729,1013.71880723443,99120.8333333333,73,337,9028,33056,1.01,9478419,19
"양천구","신정6동",9010,25158,1779.93581702056,18223.3333333333,187,257,8833,24152,0.96,1813648,19
"양천구","신정7동",9316,23619,1779.93581702056,24423.8333333333,50,261,9145,28579,1.21,3879820,19
"영등포구","당산1동",10582,27653,1417.41598685847,75928.5,122,278,7716,20740,0.75,10577106,20
"영등포구","당산2동",15902,23937,1112.10287769784,44058.3333333333,91,246,12907,37102,1.55,18035045,20
"영등포구","대림1동",5788,33686,1417.41598685847,133659.666666667,49,301,4883,16506,0.49,1774035,20
"영등포구","대림2동",4955,31860,1319.12835451977,100342.833333333,80,216,4068,17523,0.55,1550447,20
"영등포구","대림3동",8648,26532,1417.41598685847,62986.5,65,245,8106,25205,0.95,12904872,20
"영등포구","도림동",6339,22022,1417.41598685847,100347.666666667,30,338,5691,19600,0.89,1666467,20
"영등포구","문래동",19191,21839,2175.35552473417,35208.5,470,191,13986,32540,1.49,10610135,20
"영등포구","신길1동",6205,31035,1417.41598685847,76852,46,227,4941,20483,0.66,6201836,20
"영등포구","신길3동",5215,33233,1417.41598685847,84984.3333333333,26,323,4931,17281,0.52,2137136,20
"영등포구","신길4동",2932,34253,1417.41598685847,107050.666666667,42,351,3731,13016,0.38,1275887,20
"영등포구","신길5동",2592,23855,1417.41598685847,59707.8333333333,28,232,3400,11212,0.47,1411196,20
"영등포구","신길6동",8537,30143,1417.41598685847,94595,39,310,5281,19593,0.65,6202053,20
"영등포구","신길7동",6197,31092,1417.41598685847,57182.5,45,319,6702,19899,0.64,5144530,20
"영등포구","양평1동",10939,21255,1109.75765765766,42517.5,147,200,9745,18704,0.88,4121006,20
"영등포구","양평2동",11720,7528,1417.41598685847,16881.3333333333,57,87,11895,22583,3,5762034,20
"영등포구","여의동",50360,3919,1422.90374633956,8539,325,51,20629,32923,8.4,44772559,20
"영등포구","영등포동",20184,24175,1365.24776020184,62632.8333333333,104,202,10572,30461,1.26,16127480,20
"영등포구","영등포본동",7073,22269,1417.41598685847,72815.3333333333,68,255,6261,22714,1.02,9090952,20
"용산구","남영동",5552,6346,1274.42963723308,23737.3333333333,269,104,2660,7552,1.19,12656306,21
"용산구","보광동",2800,19803,1274.42963723308,33285.1666666667,12,158,3072,14060,0.71,1904575,21
"용산구","서빙고동",6523,4806,1274.42963723308,5929.5,67,60,4710,13458,2.8,2733584,21
"용산구","용문동",4697,41657,1274.42963723308,85780.3333333333,93,432,3372,11664,0.28,1012708,21
"용산구","용산2가동",1177,5272,648.77607177264,16663.8333333333,9,48,2126,10333,1.96,5492055,21
"용산구","원효로1동",9967,30125,1274.42963723308,85648.5,78,273,6336,17774,0.59,2757893,21
"용산구","원효로2동",6196,19430,1274.42963723308,37111,51,155,5039,13795,0.71,1841731,21
"용산구","이촌1동",10058,8988,2556.53638718309,25428.8333333333,51,131,8907,25707,2.86,1965219,21
"용산구","이촌2동",2159,6634,1274.42963723308,10585,24,73,2709,8094,1.22,991004,21
"용산구","이태원1동",3966,13942,1274.42963723308,39178.8333333333,225,117,2310,7947,0.57,6234938,21
"용산구","이태원2동",3786,12124,375.871026011561,31952.8333333333,14,105,2528,10427,0.86,1472906,21
"용산구","청파동",6781,22037,1274.42963723308,76798,71,228,4277,19833,0.9,2483973,21
"용산구","한강로동",30057,7892,1274.42963723308,14685.8333333333,139,59,12285,22886,2.9,29132779,21
"용산구","한남동",16498,7327,1516.53506396502,15475.5,131,67,7488,22054,3.01,12372158,21
"용산구","효창동",3837,24745,1274.42963723308,73365.5,35,214,3246,10888,0.44,4184013,21
"용산구","후암동",4578,19549,1274.42963723308,37943.1666666667,27,204,4014,16812,0.86,1912898,21
"은평구","갈현1동",5483,17681,1063.4988925042,89732.5,29,252,5431,17151,0.97,14619545,22
"은평구","갈현2동",9867,29350,1063.4988925042,67105.1666666667,38,283,7503,28176,0.96,5644214,22
"은평구","구산동",10833,23203,858.279627539503,49035.6666666667,32,249,9339,32020,1.38,3263556,22
"은평구","녹번동",12606,20606,1063.4988925042,46509.3333333333,27,194,10447,36884,1.79,10514890,22
"은평구","대조동",9260,31602,1063.4988925042,140030.666666667,30,314,6064,26862,0.85,10796448,22
"은평구","불광1동",12620,12225,1063.4988925042,14167.1666666667,10,98,10463,38265,3.13,6682643,22
"은평구","불광2동",7884,19768,1063.4988925042,49136.1666666667,21,226,6484,27280,1.38,3773514,22
"은평구","수색동",6420,10240,999.315414951989,19590,15,90,4695,13210,1.29,2689953,22
"은평구","신사1동",8841,32124,1063.4988925042,89736,30,334,8015,26984,0.84,8758704,22
"은평구","신사2동",5669,19497,1063.4988925042,40406.6666666667,18,198,6210,19497,1,6152165,22
"은평구","역촌동",15275,38779,1063.4988925042,140065,42,409,12134,44984,1.16,4700619,22
"은평구","응암1동",15599,27733,1063.4988925042,64597.1666666667,26,275,9505,33279,1.2,5777412,22
"은평구","응암2동",9913,35918,1063.4988925042,28710.8333333333,16,328,8786,28016,0.78,2112509,22
"은평구","응암3동",6041,38592,1063.4988925042,124929,26,371,5715,24313,0.63,3806196,22
"은평구","증산동",8679,23021,1332.9016350211,46315,31,172,5125,18647,0.81,6089684,22
"은평구","진관동",31613,4773,1063.4988925042,4787,3,44,17867,55034,11.53,14393040,22
"종로구","가회동",3238,7528,868.078249628247,15522.5,208,77,1265,4065,0.54,708215,23
"종로구","교남동",5240,28554,1310.34207650273,79097.1666666667,30,294,2942,9994,0.35,3385038,23
"종로구","무악동",3185,22367,868.078249628247,35228.6666666667,13,189,2796,8052,0.36,712841,23
"종로구","부암동",3533,4201,868.078249628247,4436.16666666667,19,45,3140,9536,2.27,3314522,23
"종로구","사직동",12605,7606,893.018257783883,21816.6666666667,410,82,8170,9355,1.23,26307086,23
"종로구","삼청동",2237,1773,868.078249628247,4547.83333333333,42,19,777,2642,1.49,1540812,23
"종로구","숭인1동",1512,26335,868.078249628247,84690,19,257,1477,6057,0.23,2199667,23
"종로구","숭인2동",3776,30026,1011.86965148378,119280.833333333,54,270,2185,10509,0.35,7672238,23
"종로구","이화동",8766,9783,643.509523809524,38468,58,101,1714,7631,0.78,16140595,23
"종로구","종로1.2.3.4가동",18551,3702,937.99149473441,22052.5,401,30,6317,8700,2.35,55700851,23
"종로구","종로5.6가동",4754,9695,868.078249628247,63953.5,260,87,1749,5817,0.6,21487964,23
"종로구","창신1동",2175,17365,868.078249628247,75749.1666666667,44,173,1197,5383,0.31,3450511,23
"종로구","창신2동",917,33831,868.078249628247,194472.166666667,13,324,1433,8796,0.26,46393,23
"종로구","창신3동",1637,28722,868.078249628247,72872.3333333333,14,320,1657,6606,0.23,1559807,23
"종로구","청운효자동",4592,4598,513.769341138659,13676.8333333333,44,51,3584,11818,2.57,2583194,23
"종로구","평창동",9390,2013,823.300307930378,1126.5,28,22,6629,17858,8.87,2960278,23
"종로구","혜화동",5954,17314,810.825343642612,61992.6666666667,65,145,3519,19392,1.12,5521557,23
"중구","광희동",8776,9030,849.526772073946,41466.3333333333,571,70,2434,6682,0.74,14336227,25
"중구","다산동",4827,27361,849.526772073946,66762.8333333333,123,266,3352,13954,0.51,1230177,25
"중구","동화동",5014,39227,849.526772073946,73718,46,334,2920,10199,0.26,2841301,25
"중구","명동",15101,3675,869.497463259197,39169.1666666667,733,28,7791,3638,0.99,27336721,25
"중구","소공동",14062,3766,823.202481669487,21746.8333333333,845,23,4174,3578,0.95,24539362,25
"중구","신당5동",2794,26956,849.526772073946,90149,29,327,2990,10513,0.39,1999118,25
"중구","신당동",7819,16522,849.526772073946,103354.166666667,60,143,3474,9087,0.55,8642004,25
"중구","약수동",6341,34604,1193.11691433566,41235.8333333333,347,336,4730,16610,0.48,7264910,25
"중구","을지로동",4828,3187,849.526772073946,58353.8333333333,259,32,1652,1912,0.6,17584576,25
"중구","장충동",5458,3916,938.003642056886,15258.5,103,45,1304,5326,1.36,4340602,25
"중구","중림동",5383,25704,849.526772073946,44093.3333333333,89,253,3822,12338,0.48,1571659,25
"중구","청구동",5147,39562,849.526772073946,99367.5,90,407,3544,13451,0.34,838782,25
"중구","필동",4903,4225,849.526772073946,10915.6666666667,119,28,2110,4816,1.14,9577856,25
"중구","황학동",6894,40785,814.625945317045,158439.833333333,52,384,3461,13459,0.33,1249435,25
"중구","회현동",11806,6217,458.714185805397,26552.3333333333,646,56,11613,5222,0.84,41263512,25
"중랑구","망우3동",4324,17721,1693.45406532594,40782.1666666667,11,177,5274,16303,0.92,1518234,25
"중랑구","망우본동",14616,11850,1693.45406532594,32076.5,11,99,11189,35905,3.03,6526857,25
"중랑구","면목2동",6122,31436,1693.45406532594,76099.3333333333,20,333,7445,24206,0.77,2123745,25
"중랑구","면목3.8동",7070,15102,1693.45406532594,35093,22,160,6075,24617,1.63,8758952,25
"중랑구","면목4동",4786,21547,1693.45406532594,68243.6666666667,20,228,5174,18746,0.87,3650235,25
"중랑구","면목5동",7247,21194,1693.45406532594,45242.5,18,256,4711,14836,0.7,1500183,25
"중랑구","면목7동",6840,18165,1693.45406532594,51462.8333333333,12,186,5996,21798,1.2,1927158,25
"중랑구","면목본동",8157,40305,1693.45406532594,112782,21,408,8022,33856,0.84,9547726,25
"중랑구","묵1동",15177,28620,1693.45406532594,56267,22,299,10614,34344,1.2,2471834,25
"중랑구","묵2동",6276,27797,1693.45406532594,82004.6666666667,30,285,5620,18624,0.67,4424013,25
"중랑구","상봉1동",9696,26948,1693.45406532594,57445.5,27,270,8059,23714,0.88,2098867,25
"중랑구","상봉2동",6796,31711,1693.45406532594,95604,81,302,5353,20612,0.65,12360724,25
"중랑구","신내1동",17192,14924,1693.45406532594,23477.8333333333,18,168,12815,38205,2.56,7772786,25
"중랑구","신내2동",6670,21672,1693.45406532594,28343.8333333333,40,226,6891,20155,0.93,3415106,25
"중랑구","중화1동",5636,30145,1693.45406532594,91441.8333333333,31,318,5571,19293,0.64,1230639,25
"중랑구","중화2동",6279,24679,1693.45406532594,69106,16,266,6185,24926,1.01,7993112,25
