,연도,구별,동별,인구밀도
859,2019,송파구,마천2동,22744
860,2019,송파구,방이1동,33048
861,2019,송파구,방이2동,32555
862,2019,송파구,오륜동,5951
863,2019,송파구,오금동,24889
864,2019,송파구,송파1동,32944
865,2019,송파구,송파2동,39362
866,2019,송파구,석촌동,36115
867,2019,송파구,삼전동,34329
868,2019,송파구,가락본동,24669
869,2019,송파구,가락1동,20684
870,2019,송파구,가락2동,35333
871,2019,송파구,문정1동,38038
872,2019,송파구,문정2동,13621
873,2019,송파구,잠실본동,31519
874,2019,송파구,잠실4동,14256
875,2019,송파구,잠실6동,6251
876,2019,송파구,잠실7동,16985
877,2019,송파구,잠실2동,16885
878,2019,송파구,잠실3동,24187
879,2019,송파구,장지동,24128
880,2019,송파구,위례동,11096
882,2019,강동구,강일동,11474
883,2019,강동구,상일동,4065
884,2019,강동구,명일1동,43866
885,2019,강동구,명일2동,18328
886,2019,강동구,고덕1동,15653
887,2019,강동구,고덕2동,9624
888,2019,강동구,암사2동,12520
889,2019,강동구,암사3동,7447
890,2019,강동구,천호1동,40000
891,2019,강동구,천호3동,35438
892,2019,강동구,성내1동,35450
893,2019,강동구,성내2동,37591
894,2019,강동구,성내3동,33692
895,2019,강동구,둔촌1동,308
896,2019,강동구,둔촌2동,28318
897,2019,강동구,암사1동,35974
898,2019,강동구,천호2동,22869
899,2019,강동구,길동,21367
902,2020,종로구,사직동,7972
903,2020,종로구,삼청동,1952
904,2020,종로구,부암동,4552
905,2020,종로구,평창동,2095
906,2020,종로구,무악동,23867
907,2020,종로구,교남동,30383
908,2020,종로구,가회동,8181
909,2020,종로구,종로1.2.3.4가동,3595
910,2020,종로구,종로5.6가동,9427
911,2020,종로구,이화동,10399
912,2020,종로구,창신1동,19239
913,2020,종로구,창신2동,36550
914,2020,종로구,창신3동,30900
915,2020,종로구,숭인1동,27774
916,2020,종로구,숭인2동,29080
917,2020,종로구,청운효자동,4916
918,2020,종로구,혜화동,17620
920,2020,중구,소공동,3169
921,2020,중구,회현동,6854
922,2020,중구,명동,3722
923,2020,중구,필동,4170
924,2020,중구,장충동,4021
925,2020,중구,광희동,8670
926,2020,중구,을지로동,3278
927,2020,중구,신당5동,27864
928,2020,중구,황학동,41003
929,2020,중구,중림동,26669
930,2020,중구,신당동,16711
931,2020,중구,다산동,28873
932,2020,중구,약수동,36154
933,2020,중구,청구동,42003
934,2020,중구,동화동,41642
936,2020,용산구,후암동,21165
937,2020,용산구,용산2가동,5751
938,2020,용산구,남영동,6820
939,2020,용산구,원효로2동,20185
940,2020,용산구,효창동,23468
941,2020,용산구,용문동,44482
942,2020,용산구,이촌1동,10126
943,2020,용산구,이촌2동,7220
944,2020,용산구,이태원1동,15375
945,2020,용산구,이태원2동,12552
946,2020,용산구,서빙고동,5000
947,2020,용산구,보광동,21875
948,2020,용산구,청파동,22523
949,2020,용산구,원효로1동,28356
950,2020,용산구,한강로동,7620
951,2020,용산구,한남동,7894
953,2020,성동구,왕십리2동,42478
954,2020,성동구,마장동,22342
955,2020,성동구,사근동,12284
956,2020,성동구,행당1동,24344
957,2020,성동구,행당2동,57502
958,2020,성동구,응봉동,27761
959,2020,성동구,금호1가동,34337
960,2020,성동구,금호4가동,17669
961,2020,성동구,성수1가1동,8554
962,2020,성동구,성수1가2동,15436
963,2020,성동구,성수2가1동,14655
964,2020,성동구,성수2가3동,11123
965,2020,성동구,송정동,14857
966,2020,성동구,용답동,5508
967,2020,성동구,왕십리도선동,38317
968,2020,성동구,금호2.3가동,36850
969,2020,성동구,옥수동,13872
971,2020,광진구,화양동,22018
972,2020,광진구,군자동,29599
973,2020,광진구,중곡1동,26113
974,2020,광진구,중곡2동,40518
975,2020,광진구,중곡3동,28170
976,2020,광진구,중곡4동,12851
977,2020,광진구,능동,10830
978,2020,광진구,구의1동,40536
979,2020,광진구,구의2동,19744
980,2020,광진구,구의3동,29008
981,2020,광진구,광장동,14903
982,2020,광진구,자양1동,41596
983,2020,광진구,자양2동,15486
984,2020,광진구,자양3동,24131
985,2020,광진구,자양4동,18557
987,2020,동대문구,회기동,16662
988,2020,동대문구,휘경1동,24384
989,2020,동대문구,휘경2동,23802
990,2020,동대문구,청량리동,17027
991,2020,동대문구,용신동,20250
992,2020,동대문구,제기동,22896
993,2020,동대문구,전농1동,25817
994,2020,동대문구,전농2동,22615
995,2020,동대문구,답십리2동,34689
996,2020,동대문구,장안1동,31430
997,2020,동대문구,장안2동,30586
998,2020,동대문구,이문1동,20389
999,2020,동대문구,이문2동,30358
1000,2020,동대문구,답십리1동,36433
1002,2020,중랑구,면목2동,32745
1003,2020,중랑구,면목4동,22149
1004,2020,중랑구,면목5동,20944
1005,2020,중랑구,면목7동,18928
1006,2020,중랑구,상봉1동,28309
1007,2020,중랑구,상봉2동,31098
1008,2020,중랑구,중화1동,31875
1009,2020,중랑구,중화2동,25815
1010,2020,중랑구,묵1동,29657
1011,2020,중랑구,묵2동,29361
1012,2020,중랑구,망우3동,19030
1013,2020,중랑구,신내1동,15559
1014,2020,중랑구,신내2동,22905
1015,2020,중랑구,면목본동,42171
1016,2020,중랑구,면목3.8동,15948
1017,2020,중랑구,망우본동,10160
1019,2020,성북구,돈암1동,31386
1020,2020,성북구,돈암2동,51429
1021,2020,성북구,안암동,12466
1022,2020,성북구,보문동,28791
1023,2020,성북구,정릉1동,43020
1024,2020,성북구,정릉2동,20287
1025,2020,성북구,정릉3동,4541
1026,2020,성북구,정릉4동,8304
1027,2020,성북구,길음1동,46289
1028,2020,성북구,길음2동,29598
1029,2020,성북구,월곡1동,33467
1030,2020,성북구,월곡2동,14997
1031,2020,성북구,장위1동,29213
1032,2020,성북구,장위2동,21054
1033,2020,성북구,장위3동,26706
1034,2020,성북구,성북동,6085
1035,2020,성북구,삼선동,26243
1036,2020,성북구,동선동,22255
1037,2020,성북구,종암동,28324
1038,2020,성북구,석관동,21088
1040,2020,강북구,번1동,29456
1041,2020,강북구,번2동,17415
1042,2020,강북구,번3동,16005
1043,2020,강북구,수유1동,12855
1044,2020,강북구,수유2동,37886
1045,2020,강북구,수유3동,33204
1046,2020,강북구,삼양동,27189
1047,2020,강북구,미아동,24433
1048,2020,강북구,송중동,30628
1049,2020,강북구,송천동,30968
1050,2020,강북구,삼각산동,51803
1051,2020,강북구,우이동,2050
1052,2020,강북구,인수동,9617
1054,2020,도봉구,쌍문1동,17755
1055,2020,도봉구,쌍문2동,35937
1056,2020,도봉구,쌍문3동,33844
1057,2020,도봉구,쌍문4동,37110
1058,2020,도봉구,방학1동,42371
1059,2020,도봉구,방학2동,27666
1060,2020,도봉구,방학3동,10677
1061,2020,도봉구,창1동,28864
1062,2020,도봉구,창2동,28488
1063,2020,도봉구,창3동,21496
1064,2020,도봉구,창4동,28722
1065,2020,도봉구,창5동,36154
1066,2020,도봉구,도봉1동,2501
1067,2020,도봉구,도봉2동,33639
1069,2020,노원구,월계1동,19901
1070,2020,노원구,월계2동,14235
1071,2020,노원구,월계3동,26316
1072,2020,노원구,공릉2동,5918
1073,2020,노원구,하계1동,18042
1074,2020,노원구,하계2동,44555
1075,2020,노원구,중계본동,12661
1076,2020,노원구,중계1동,43740
1077,2020,노원구,중계4동,12207
1078,2020,노원구,상계1동,6976
1079,2020,노원구,상계2동,33921
1080,2020,노원구,상계5동,56357
1081,2020,노원구,상계8동,34273
1082,2020,노원구,상계9동,26199
1083,2020,노원구,상계10동,22039
1084,2020,노원구,상계3.4동,4837
1085,2020,노원구,상계6.7동,30308
1086,2020,노원구,중계2.3동,39540
1087,2020,노원구,공릉1동,27180
1089,2020,은평구,녹번동,21126
1090,2020,은평구,불광1동,12787
1091,2020,은평구,갈현1동,24120
1092,2020,은평구,갈현2동,30457
1093,2020,은평구,구산동,23911
1094,2020,은평구,대조동,32446
1095,2020,은평구,응암1동,26054
1096,2020,은평구,응암2동,35610
1097,2020,은평구,신사1동,33067
1098,2020,은평구,신사2동,20945
1099,2020,은평구,증산동,19120
1100,2020,은평구,수색동,8727
1101,2020,은평구,진관동,4966
1102,2020,은평구,불광2동,20826
1103,2020,은평구,응암3동,40560
1104,2020,은평구,역촌동,40465
1106,2020,서대문구,천연동,18607
1107,2020,서대문구,홍제1동,20003
1108,2020,서대문구,홍제3동,15222
1109,2020,서대문구,홍제2동,17696
1110,2020,서대문구,홍은1동,14725
1111,2020,서대문구,홍은2동,13463
1112,2020,서대문구,남가좌1동,31649
1113,2020,서대문구,남가좌2동,40255
1114,2020,서대문구,북가좌1동,33740
1115,2020,서대문구,북가좌2동,39223
1116,2020,서대문구,충현동,18954
1117,2020,서대문구,북아현동,36861
1118,2020,서대문구,신촌동,8765
1119,2020,서대문구,연희동,12821
1121,2020,마포구,용강동,26496
1122,2020,마포구,대흥동,18233
1123,2020,마포구,염리동,29236
1124,2020,마포구,신수동,30264
1125,2020,마포구,서교동,16352
1126,2020,마포구,합정동,10800
1127,2020,마포구,망원1동,18684
1128,2020,마포구,망원2동,28681
1129,2020,마포구,연남동,26066
1130,2020,마포구,성산1동,24599
1131,2020,마포구,성산2동,19647
1132,2020,마포구,상암동,3809
1133,2020,마포구,도화동,35481
1134,2020,마포구,서강동,17508
1135,2020,마포구,공덕동,38366
1136,2020,마포구,아현동,34501
1138,2020,양천구,목1동,22501
1139,2020,양천구,목2동,29811
1140,2020,양천구,목3동,42723
1141,2020,양천구,목4동,45947
1142,2020,양천구,신월1동,32686
1143,2020,양천구,신월2동,35279
1144,2020,양천구,신월3동,18351
1145,2020,양천구,신월4동,35552
1146,2020,양천구,신월5동,22013
1147,2020,양천구,신월6동,33654
1148,2020,양천구,신월7동,17354
1149,2020,양천구,신정1동,30106
1150,2020,양천구,신정2동,38860
1151,2020,양천구,신정3동,17201
1152,2020,양천구,신정6동,26081
1153,2020,양천구,신정7동,24855
1154,2020,양천구,목5동,23364
1155,2020,양천구,신정4동,33852
1157,2020,강서구,염창동,24148
1158,2020,강서구,등촌1동,38028
1159,2020,강서구,등촌2동,23061
1160,2020,강서구,등촌3동,40076
1161,2020,강서구,화곡본동,35695
1162,2020,강서구,화곡2동,41616
1163,2020,강서구,화곡3동,41392
1164,2020,강서구,화곡4동,26113
1165,2020,강서구,화곡6동,22642
1166,2020,강서구,화곡8동,48442
1167,2020,강서구,가양1동,7349
1168,2020,강서구,가양2동,14588
1169,2020,강서구,가양3동,31166
1170,2020,강서구,발산1동,12765
1171,2020,강서구,공항동,2542
1172,2020,강서구,방화1동,30101
1173,2020,강서구,방화2동,3657
1174,2020,강서구,방화3동,9246
1175,2020,강서구,화곡1동,47661
1176,2020,강서구,우장산동,32343
1178,2020,구로구,신도림동,24826
1179,2020,구로구,구로1동,21208
1180,2020,구로구,구로3동,25218
1181,2020,구로구,구로4동,54415
1182,2020,구로구,구로5동,31397
1183,2020,구로구,고척1동,20299
1184,2020,구로구,고척2동,27307
1185,2020,구로구,개봉2동,40273
1186,2020,구로구,개봉3동,26277
1187,2020,구로구,오류1동,39593
1188,2020,구로구,수궁동,9100
1189,2020,구로구,가리봉동,35658
1190,2020,구로구,구로2동,18778
1191,2020,구로구,개봉1동,26900
1192,2020,구로구,오류2동,12423
1195,2020,금천구,가산동,10307
1196,2020,금천구,독산1동,21144
1197,2020,금천구,독산2동,34443
1198,2020,금천구,독산3동,31016
1199,2020,금천구,독산4동,29600
1200,2020,금천구,시흥1동,20925
1201,2020,금천구,시흥2동,17533
1202,2020,금천구,시흥3동,10547
1203,2020,금천구,시흥4동,24736
1204,2020,금천구,시흥5동,14624
1206,2020,영등포구,여의동,4103
1207,2020,영등포구,당산1동,28263
1208,2020,영등포구,당산2동,24523
1209,2020,영등포구,양평1동,20116
1210,2020,영등포구,양평2동,7534
1211,2020,영등포구,신길1동,29041
1212,2020,영등포구,신길3동,34781
1213,2020,영등포구,신길4동,34142
1214,2020,영등포구,신길5동,26587
1215,2020,영등포구,신길6동,29340
1216,2020,영등포구,신길7동,32022
1217,2020,영등포구,대림1동,36227
1218,2020,영등포구,대림2동,35956
1219,2020,영등포구,대림3동,28393
1220,2020,영등포구,영등포본동,23324
1221,2020,영등포구,영등포동,22817
1222,2020,영등포구,도림동,23219
1223,2020,영등포구,문래동,22415
1225,2020,동작구,노량진2동,21113
1226,2020,동작구,상도1동,31020
1227,2020,동작구,상도2동,28737
1228,2020,동작구,상도3동,42360
1229,2020,동작구,상도4동,39075
1230,2020,동작구,사당1동,29914
1231,2020,동작구,사당3동,27439
1232,2020,동작구,사당4동,38418
1233,2020,동작구,사당5동,25984
1234,2020,동작구,대방동,25272
1235,2020,동작구,신대방1동,41650
1236,2020,동작구,신대방2동,19870
1237,2020,동작구,흑석동,20562
1238,2020,동작구,노량진1동,20498
1239,2020,동작구,사당2동,10057
1241,2020,관악구,보라매동,33261
1242,2020,관악구,청림동,52370
1243,2020,관악구,행운동,41388
1244,2020,관악구,낙성대동,7744
1245,2020,관악구,중앙동,40405
1246,2020,관악구,인헌동,24537
1247,2020,관악구,남현동,5687
1248,2020,관악구,서원동,36254
1249,2020,관악구,신원동,35073
1250,2020,관악구,서림동,24657
1251,2020,관악구,신사동,39728
1252,2020,관악구,신림동,41976
1253,2020,관악구,난향동,19894
1254,2020,관악구,조원동,28704
1255,2020,관악구,대학동,3001
1256,2020,관악구,은천동,44353
1257,2020,관악구,성현동,44812
1258,2020,관악구,청룡동,30784
1259,2020,관악구,난곡동,29223
1260,2020,관악구,삼성동,8998
1261,2020,관악구,미성동,23034
1263,2020,서초구,서초1동,14920
1264,2020,서초구,서초2동,17525
1265,2020,서초구,서초3동,11026
1266,2020,서초구,서초4동,36043
1267,2020,서초구,잠원동,16211
1268,2020,서초구,반포본동,11872
1269,2020,서초구,반포1동,32630
1270,2020,서초구,반포2동,12030
1271,2020,서초구,반포3동,17509
1272,2020,서초구,반포4동,13970
1273,2020,서초구,방배본동,31781
1274,2020,서초구,방배1동,24830
1275,2020,서초구,방배2동,10572
1276,2020,서초구,방배3동,8934
1277,2020,서초구,방배4동,24527
1278,2020,서초구,양재1동,7793
1279,2020,서초구,양재2동,2996
1280,2020,서초구,내곡동,1431
1282,2020,강남구,신사동,8949
1283,2020,강남구,논현1동,18987
1284,2020,강남구,논현2동,14964
1285,2020,강남구,삼성1동,7010
1286,2020,강남구,삼성2동,24490
1287,2020,강남구,대치1동,31547
1288,2020,강남구,대치4동,28416
1289,2020,강남구,역삼1동,15647
1290,2020,강남구,역삼2동,32427
1291,2020,강남구,도곡1동,21791
1292,2020,강남구,도곡2동,33375
1293,2020,강남구,개포1동,5252
1294,2020,강남구,개포4동,15279
1295,2020,강남구,일원본동,9281
1296,2020,강남구,일원1동,17203
1297,2020,강남구,일원2동,14281
1298,2020,강남구,수서동,10699
1299,2020,강남구,세곡동,6993
1300,2020,강남구,압구정동,10846
1301,2020,강남구,청담동,11702
1302,2020,강남구,대치2동,18876
1303,2020,강남구,개포2동,8883
1305,2020,송파구,풍납1동,18942
1306,2020,송파구,풍납2동,16165
1307,2020,송파구,거여1동,25641
1308,2020,송파구,거여2동,36472
1309,2020,송파구,마천1동,34326
1310,2020,송파구,마천2동,22156
1311,2020,송파구,방이1동,32596
1312,2020,송파구,방이2동,33344
1313,2020,송파구,오륜동,5834
1314,2020,송파구,오금동,24041
1315,2020,송파구,송파1동,31886
1316,2020,송파구,송파2동,39245
1317,2020,송파구,석촌동,34912
1318,2020,송파구,삼전동,33515
1319,2020,송파구,가락본동,24219
1320,2020,송파구,가락1동,20803
1321,2020,송파구,가락2동,34588
1322,2020,송파구,문정1동,37264
1323,2020,송파구,문정2동,13430
1324,2020,송파구,잠실본동,30950
1325,2020,송파구,잠실4동,13973
1326,2020,송파구,잠실6동,6224
1327,2020,송파구,잠실7동,16505
1328,2020,송파구,잠실2동,16613
1329,2020,송파구,잠실3동,23823
1330,2020,송파구,장지동,22168
1331,2020,송파구,위례동,11908
1333,2020,강동구,강일동,12778
1334,2020,강동구,상일동,12583
1335,2020,강동구,명일1동,43241
1336,2020,강동구,명일2동,18098
1337,2020,강동구,고덕1동,15088
1338,2020,강동구,고덕2동,11228
1339,2020,강동구,암사2동,13142
1340,2020,강동구,암사3동,7339
1341,2020,강동구,천호1동,39077
1342,2020,강동구,천호3동,34285
1343,2020,강동구,성내1동,35091
1344,2020,강동구,성내2동,37236
1345,2020,강동구,성내3동,33369
1346,2020,강동구,둔촌1동,285
1347,2020,강동구,둔촌2동,26952
1348,2020,강동구,암사1동,35027
1349,2020,강동구,천호2동,22453
1350,2020,강동구,길동,21598
1353,2021,종로구,사직동,7834
1354,2021,종로구,삼청동,1838
1355,2021,종로구,부암동,4309
1356,2021,종로구,평창동,2066
1357,2021,종로구,무악동,23047
1358,2021,종로구,교남동,29151
1359,2021,종로구,가회동,7767
1360,2021,종로구,종로1.2.3.4가동,3657
1361,2021,종로구,종로5.6가동,9127
1362,2021,종로구,이화동,9878
1363,2021,종로구,창신1동,18165
1364,2021,종로구,창신2동,34812
1365,2021,종로구,창신3동,29274
1366,2021,종로구,숭인1동,26548
1367,2021,종로구,숭인2동,29071
1368,2021,종로구,청운효자동,4738
1369,2021,종로구,혜화동,16929
1371,2021,중구,소공동,3544
1372,2021,중구,회현동,6467
1373,2021,중구,명동,3780
1374,2021,중구,필동,4104
1375,2021,중구,장충동,3898
1376,2021,중구,광희동,8568
1377,2021,중구,을지로동,3190
1378,2021,중구,신당5동,27456
1379,2021,중구,황학동,40739
1380,2021,중구,중림동,25731
1381,2021,중구,신당동,16536
1382,2021,중구,다산동,27988
1383,2021,중구,약수동,35185
1384,2021,중구,청구동,40641
1385,2021,중구,동화동,40127
1387,2021,용산구,후암동,20126
1388,2021,용산구,용산2가동,5497
1389,2021,용산구,남영동,6576
1390,2021,용산구,원효로2동,19542
1391,2021,용산구,효창동,23082
1392,2021,용산구,용문동,42804
1393,2021,용산구,이촌1동,9312
1394,2021,용산구,이촌2동,6864
1395,2021,용산구,이태원1동,14256
1396,2021,용산구,이태원2동,12330
1397,2021,용산구,서빙고동,4969
1398,2021,용산구,보광동,20715
1399,2021,용산구,청파동,22307
1400,2021,용산구,원효로1동,28097
1401,2021,용산구,한강로동,8073
1402,2021,용산구,한남동,7622
1404,2021,성동구,왕십리2동,41022
1405,2021,성동구,마장동,21896
1406,2021,성동구,사근동,12277
1407,2021,성동구,행당1동,24056
1408,2021,성동구,행당2동,55657
1409,2021,성동구,응봉동,27119
1410,2021,성동구,금호1가동,33293
1411,2021,성동구,금호4가동,17205
1412,2021,성동구,성수1가1동,8535
1413,2021,성동구,성수1가2동,14465
1414,2021,성동구,성수2가1동,13914
1415,2021,성동구,성수2가3동,10665
1416,2021,성동구,송정동,14553
1417,2021,성동구,용답동,5441
1418,2021,성동구,왕십리도선동,37375
1419,2021,성동구,금호2.3가동,35795
1420,2021,성동구,옥수동,13561
1422,2021,광진구,화양동,22443
1423,2021,광진구,군자동,29054
1424,2021,광진구,중곡1동,25584
1425,2021,광진구,중곡2동,39525
1426,2021,광진구,중곡3동,27262
1427,2021,광진구,중곡4동,12480
1428,2021,광진구,능동,10563
1429,2021,광진구,구의1동,39534
1430,2021,광진구,구의2동,19430
1431,2021,광진구,구의3동,28325
1432,2021,광진구,광장동,14575
1433,2021,광진구,자양1동,40586
1434,2021,광진구,자양2동,14839
1435,2021,광진구,자양3동,23608
1436,2021,광진구,자양4동,18359
1438,2021,동대문구,회기동,16746
1439,2021,동대문구,휘경1동,25563
1440,2021,동대문구,휘경2동,23664
1441,2021,동대문구,청량리동,16067
1442,2021,동대문구,용신동,20531
1443,2021,동대문구,제기동,22523
1444,2021,동대문구,전농1동,24957
1445,2021,동대문구,전농2동,21949
1446,2021,동대문구,답십리2동,33641
1447,2021,동대문구,장안1동,31035
1448,2021,동대문구,장안2동,30083
1449,2021,동대문구,이문1동,20067
1450,2021,동대문구,이문2동,29590
1451,2021,동대문구,답십리1동,36263
1453,2021,중랑구,면목2동,31695
1454,2021,중랑구,면목4동,22193
1455,2021,중랑구,면목5동,21281
1456,2021,중랑구,면목7동,18392
1457,2021,중랑구,상봉1동,27489
1458,2021,중랑구,상봉2동,31765
1459,2021,중랑구,중화1동,30913
1460,2021,중랑구,중화2동,25064
1461,2021,중랑구,묵1동,28863
1462,2021,중랑구,묵2동,28278
1463,2021,중랑구,망우3동,18150
1464,2021,중랑구,신내1동,15097
1465,2021,중랑구,신내2동,22074
1466,2021,중랑구,면목본동,40700
1467,2021,중랑구,면목3.8동,15432
1468,2021,중랑구,망우본동,10716
1470,2021,성북구,돈암1동,30186
1471,2021,성북구,돈암2동,49819
1472,2021,성북구,안암동,12426
1473,2021,성북구,보문동,28154
1474,2021,성북구,정릉1동,41766
1475,2021,성북구,정릉2동,19887
1476,2021,성북구,정릉3동,4369
1477,2021,성북구,정릉4동,8090
1478,2021,성북구,길음1동,45082
1479,2021,성북구,길음2동,28931
1480,2021,성북구,월곡1동,32747
1481,2021,성북구,월곡2동,14629
1482,2021,성북구,장위1동,35016
1483,2021,성북구,장위2동,20825
1484,2021,성북구,장위3동,24585
1485,2021,성북구,성북동,5953
1486,2021,성북구,삼선동,25449
1487,2021,성북구,동선동,22075
1488,2021,성북구,종암동,27620
1489,2021,성북구,석관동,20710
1491,2021,강북구,번1동,28359
1492,2021,강북구,번2동,16771
1493,2021,강북구,번3동,15368
1494,2021,강북구,수유1동,12484
1495,2021,강북구,수유2동,37581
1496,2021,강북구,수유3동,32490
1497,2021,강북구,삼양동,26156
1498,2021,강북구,미아동,23653
1499,2021,강북구,송중동,29738
1500,2021,강북구,송천동,29779
1501,2021,강북구,삼각산동,50758
1502,2021,강북구,우이동,2011
1503,2021,강북구,인수동,9318
1505,2021,도봉구,쌍문1동,17466
1506,2021,도봉구,쌍문2동,34933
1507,2021,도봉구,쌍문3동,33536
1508,2021,도봉구,쌍문4동,35852
1509,2021,도봉구,방학1동,41901
1510,2021,도봉구,방학2동,26847
1511,2021,도봉구,방학3동,10347
1512,2021,도봉구,창1동,28213
1513,2021,도봉구,창2동,27940
1514,2021,도봉구,창3동,20781
1515,2021,도봉구,창4동,27982
1516,2021,도봉구,창5동,35299
1517,2021,도봉구,도봉1동,2432
1518,2021,도봉구,도봉2동,32484
1520,2021,노원구,월계1동,19172
1521,2021,노원구,월계2동,13765
1522,2021,노원구,월계3동,25700
1523,2021,노원구,공릉2동,6012
1524,2021,노원구,하계1동,17443
1525,2021,노원구,하계2동,43204
1526,2021,노원구,중계본동,12187
1527,2021,노원구,중계1동,42662
1528,2021,노원구,중계4동,11750
1529,2021,노원구,상계1동,6810
1530,2021,노원구,상계2동,33021
1531,2021,노원구,상계5동,23839
1532,2021,노원구,상계8동,33728
1533,2021,노원구,상계9동,25344
1534,2021,노원구,상계10동,23414
1535,2021,노원구,상계3.4동,5202
1536,2021,노원구,상계6.7동,29526
1537,2021,노원구,중계2.3동,38140
1538,2021,노원구,공릉1동,26438
1540,2021,은평구,녹번동,20762
1541,2021,은평구,불광1동,12389
1542,2021,은평구,갈현1동,22760
1543,2021,은평구,갈현2동,29736
1544,2021,은평구,구산동,23525
1545,2021,은평구,대조동,32005
1546,2021,은평구,응암1동,27739
1547,2021,은평구,응암2동,36035
1548,2021,은평구,신사1동,32418
1549,2021,은평구,신사2동,20330
1550,2021,은평구,증산동,18560
1551,2021,은평구,수색동,9885
1552,2021,은평구,진관동,4858
1553,2021,은평구,불광2동,20143
1554,2021,은평구,응암3동,39106
1555,2021,은평구,역촌동,39441
1557,2021,서대문구,천연동,17896
1558,2021,서대문구,홍제1동,19454
1559,2021,서대문구,홍제3동,19109
1560,2021,서대문구,홍제2동,13144
1561,2021,서대문구,홍은1동,14515
1562,2021,서대문구,홍은2동,13215
1563,2021,서대문구,남가좌1동,30641
1564,2021,서대문구,남가좌2동,40009
1565,2021,서대문구,북가좌1동,32947
1566,2021,서대문구,북가좌2동,37968
1567,2021,서대문구,충현동,18536
1568,2021,서대문구,북아현동,35296
1569,2021,서대문구,신촌동,9034
1570,2021,서대문구,연희동,12372
1572,2021,마포구,용강동,26236
1573,2021,마포구,대흥동,18216
1574,2021,마포구,염리동,40130
1575,2021,마포구,신수동,29274
1576,2021,마포구,서교동,16090
1577,2021,마포구,합정동,10261
1578,2021,마포구,망원1동,18010
1579,2021,마포구,망원2동,28006
1580,2021,마포구,연남동,24842
1581,2021,마포구,성산1동,24058
1582,2021,마포구,성산2동,19280
1583,2021,마포구,상암동,3747
1584,2021,마포구,도화동,34502
1585,2021,마포구,서강동,17655
1586,2021,마포구,공덕동,37418
1587,2021,마포구,아현동,33797
1589,2021,양천구,목1동,21903
1590,2021,양천구,목2동,29261
1591,2021,양천구,목3동,41466
1592,2021,양천구,목4동,44814
1593,2021,양천구,신월1동,31835
1594,2021,양천구,신월2동,34130
1595,2021,양천구,신월3동,17669
1596,2021,양천구,신월4동,34638
1597,2021,양천구,신월5동,21377
1598,2021,양천구,신월6동,34012
1599,2021,양천구,신월7동,16737
1600,2021,양천구,신정1동,29267
1601,2021,양천구,신정2동,37685
1602,2021,양천구,신정3동,18375
1603,2021,양천구,신정6동,25575
1604,2021,양천구,신정7동,24108
1605,2021,양천구,목5동,22822
1606,2021,양천구,신정4동,33013
1608,2021,강서구,염창동,24002
1609,2021,강서구,등촌1동,38181
1610,2021,강서구,등촌2동,22199
1611,2021,강서구,등촌3동,38878
1612,2021,강서구,화곡본동,35318
1613,2021,강서구,화곡2동,40213
1614,2021,강서구,화곡3동,40870
1615,2021,강서구,화곡4동,25390
1616,2021,강서구,화곡6동,22609
1617,2021,강서구,화곡8동,46772
1618,2021,강서구,가양1동,7318
1619,2021,강서구,가양2동,14109
1620,2021,강서구,가양3동,30276
1621,2021,강서구,발산1동,12439
1622,2021,강서구,공항동,2896
1623,2021,강서구,방화1동,29176
1624,2021,강서구,방화2동,3690
1625,2021,강서구,방화3동,8990
1626,2021,강서구,화곡1동,47116
1627,2021,강서구,우장산동,31713
1629,2021,구로구,신도림동,24722
1630,2021,구로구,구로1동,20751
1631,2021,구로구,구로3동,24664
1632,2021,구로구,구로4동,51620
1633,2021,구로구,구로5동,30895
1634,2021,구로구,고척1동,19532
1635,2021,구로구,고척2동,26561
1636,2021,구로구,개봉2동,39143
1637,2021,구로구,개봉3동,25420
1638,2021,구로구,오류1동,39246
1639,2021,구로구,수궁동,8916
1640,2021,구로구,가리봉동,32728
1641,2021,구로구,구로2동,17707
1642,2021,구로구,개봉1동,26382
1643,2021,구로구,오류2동,12196
1646,2021,금천구,가산동,10388
1647,2021,금천구,독산1동,22344
1648,2021,금천구,독산2동,33625
1649,2021,금천구,독산3동,29995
1650,2021,금천구,독산4동,28437
1651,2021,금천구,시흥1동,20195
1652,2021,금천구,시흥2동,16945
1653,2021,금천구,시흥3동,10235
1654,2021,금천구,시흥4동,24041
1655,2021,금천구,시흥5동,14183
1657,2021,영등포구,여의동,3979
1658,2021,영등포구,당산1동,27531
1659,2021,영등포구,당산2동,24459
1660,2021,영등포구,양평1동,21008
1661,2021,영등포구,양평2동,7500
1662,2021,영등포구,신길1동,28417
1663,2021,영등포구,신길3동,33798
1664,2021,영등포구,신길4동,34445
1665,2021,영등포구,신길5동,24896
1666,2021,영등포구,신길6동,30568
1667,2021,영등포구,신길7동,31497
1668,2021,영등포구,대림1동,34831
1669,2021,영등포구,대림2동,33022
1670,2021,영등포구,대림3동,27238
1671,2021,영등포구,영등포본동,22698
1672,2021,영등포구,영등포동,23731
1673,2021,영등포구,도림동,22276
1674,2021,영등포구,문래동,22021
1676,2021,동작구,노량진2동,18047
1677,2021,동작구,상도1동,30123
1678,2021,동작구,상도2동,28941
1679,2021,동작구,상도3동,41410
1680,2021,동작구,상도4동,38552
1681,2021,동작구,사당1동,29520
1682,2021,동작구,사당3동,26683
