,연도,구별,동별,인구밀도
1683,2021,동작구,사당4동,37634
1684,2021,동작구,사당5동,25540
1685,2021,동작구,대방동,24734
1686,2021,동작구,신대방1동,40321
1687,2021,동작구,신대방2동,20781
1688,2021,동작구,흑석동,19817
1689,2021,동작구,노량진1동,20442
1690,2021,동작구,사당2동,10235
1692,2021,관악구,보라매동,32787
1693,2021,관악구,청림동,50713
1694,2021,관악구,행운동,40851
1695,2021,관악구,낙성대동,7680
1696,2021,관악구,중앙동,39710
1697,2021,관악구,인헌동,24217
1698,2021,관악구,남현동,5588
1699,2021,관악구,서원동,35812
1700,2021,관악구,신원동,33955
1701,2021,관악구,서림동,23928
1702,2021,관악구,신사동,38809
1703,2021,관악구,신림동,42830
1704,2021,관악구,난향동,19275
1705,2021,관악구,조원동,28039
1706,2021,관악구,대학동,3003
1707,2021,관악구,은천동,43117
1708,2021,관악구,성현동,43226
1709,2021,관악구,청룡동,30917
1710,2021,관악구,난곡동,28350
1711,2021,관악구,삼성동,8286
1712,2021,관악구,미성동,22504
1714,2021,서초구,서초1동,14585
1715,2021,서초구,서초2동,21448
1716,2021,서초구,서초3동,11184
1717,2021,서초구,서초4동,35328
1718,2021,서초구,잠원동,15310
1719,2021,서초구,반포본동,1980
1720,2021,서초구,반포1동,34815
1721,2021,서초구,반포2동,11704
1722,2021,서초구,반포3동,17379
1723,2021,서초구,반포4동,13851
1724,2021,서초구,방배본동,31467
1725,2021,서초구,방배1동,24257
1726,2021,서초구,방배2동,10090
1727,2021,서초구,방배3동,7859
1728,2021,서초구,방배4동,24303
1729,2021,서초구,양재1동,7536
1730,2021,서초구,양재2동,2921
1731,2021,서초구,내곡동,1390
1733,2021,강남구,신사동,8578
1734,2021,강남구,논현1동,18162
1735,2021,강남구,논현2동,14511
1736,2021,강남구,삼성1동,6771
1737,2021,강남구,삼성2동,24752
1738,2021,강남구,대치1동,30632
1739,2021,강남구,대치4동,27505
1740,2021,강남구,역삼1동,15570
1741,2021,강남구,역삼2동,31633
1742,2021,강남구,도곡1동,21117
1743,2021,강남구,도곡2동,32609
1744,2021,강남구,개포1동,5109
1745,2021,강남구,개포4동,16020
1746,2021,강남구,일원본동,9028
1747,2021,강남구,일원1동,16537
1748,2021,강남구,일원2동,14181
1749,2021,강남구,수서동,10399
1750,2021,강남구,세곡동,6823
1751,2021,강남구,압구정동,10453
1752,2021,강남구,청담동,11121
1753,2021,강남구,대치2동,18332
1754,2021,강남구,개포2동,11133
1756,2021,송파구,풍납1동,17469
1757,2021,송파구,풍납2동,15694
1758,2021,송파구,거여1동,24733
1759,2021,송파구,거여2동,35483
1760,2021,송파구,마천1동,32881
1761,2021,송파구,마천2동,21198
1762,2021,송파구,방이1동,31532
1763,2021,송파구,방이2동,33769
1764,2021,송파구,오륜동,5703
1765,2021,송파구,오금동,23427
1766,2021,송파구,송파1동,30603
1767,2021,송파구,송파2동,36383
1768,2021,송파구,석촌동,33862
1769,2021,송파구,삼전동,32311
1770,2021,송파구,가락본동,23472
1771,2021,송파구,가락1동,20422
1772,2021,송파구,가락2동,33756
1773,2021,송파구,문정1동,36068
1774,2021,송파구,문정2동,13215
1775,2021,송파구,잠실본동,30254
1776,2021,송파구,잠실4동,13703
1777,2021,송파구,잠실6동,6059
1778,2021,송파구,잠실7동,15940
1779,2021,송파구,잠실2동,16122
1780,2021,송파구,잠실3동,23138
1781,2021,송파구,장지동,21674
1782,2021,송파구,위례동,15375
1784,2021,강동구,명일1동,42526
1785,2021,강동구,명일2동,18111
1786,2021,강동구,고덕1동,14114
1787,2021,강동구,고덕2동,11109
1788,2021,강동구,암사2동,12925
1789,2021,강동구,암사3동,7150
1790,2021,강동구,천호1동,37990
1791,2021,강동구,천호3동,34177
1792,2021,강동구,성내1동,34560
1793,2021,강동구,성내2동,35979
1794,2021,강동구,성내3동,32882
1795,2021,강동구,둔촌1동,157
1796,2021,강동구,둔촌2동,25291
1797,2021,강동구,암사1동,34100
1798,2021,강동구,천호2동,21499
1799,2021,강동구,길동,21186
1800,2021,강동구,강일동,14594
1801,2021,강동구,상일동,14690
1802,2021,강동구,상일동,18889
1805,2022,종로구,사직동,7606
1806,2022,종로구,삼청동,1773
1807,2022,종로구,부암동,4201
1808,2022,종로구,평창동,2013
1809,2022,종로구,무악동,22367
1810,2022,종로구,교남동,28554
1811,2022,종로구,가회동,7528
1812,2022,종로구,종로1.2.3.4가동,3702
1813,2022,종로구,종로5.6가동,9695
1814,2022,종로구,이화동,9783
1815,2022,종로구,창신1동,17365
1816,2022,종로구,창신2동,33831
1817,2022,종로구,창신3동,28722
1818,2022,종로구,숭인1동,26335
1819,2022,종로구,숭인2동,30026
1820,2022,종로구,청운효자동,4598
1821,2022,종로구,혜화동,17314
1823,2022,중구,소공동,3766
1824,2022,중구,회현동,6217
1825,2022,중구,명동,3675
1826,2022,중구,필동,4225
1827,2022,중구,장충동,3916
1828,2022,중구,광희동,9030
1829,2022,중구,을지로동,3187
1830,2022,중구,신당5동,26956
1831,2022,중구,황학동,40785
1832,2022,중구,중림동,25704
1833,2022,중구,신당동,16522
1834,2022,중구,다산동,27361
1835,2022,중구,약수동,34604
1836,2022,중구,청구동,39562
1837,2022,중구,동화동,39227
1839,2022,용산구,후암동,19549
1840,2022,용산구,용산2가동,5272
1841,2022,용산구,남영동,6346
1842,2022,용산구,원효로2동,19430
1843,2022,용산구,효창동,24745
1844,2022,용산구,용문동,41657
1845,2022,용산구,이촌1동,8988
1846,2022,용산구,이촌2동,6634
1847,2022,용산구,이태원1동,13942
1848,2022,용산구,이태원2동,12124
1849,2022,용산구,서빙고동,4806
1850,2022,용산구,보광동,19803
1851,2022,용산구,청파동,22037
1852,2022,용산구,원효로1동,30125
1853,2022,용산구,한강로동,7892
1854,2022,용산구,한남동,7327
1856,2022,성동구,왕십리2동,40702
1857,2022,성동구,마장동,21625
1858,2022,성동구,사근동,12802
1859,2022,성동구,행당1동,23722
1860,2022,성동구,행당2동,55114
1861,2022,성동구,응봉동,26491
1862,2022,성동구,금호1가동,32907
1863,2022,성동구,금호4가동,16938
1864,2022,성동구,성수1가1동,8328
1865,2022,성동구,성수1가2동,13845
1866,2022,성동구,성수2가1동,13432
1867,2022,성동구,성수2가3동,10214
1868,2022,성동구,송정동,13952
1869,2022,성동구,용답동,5433
1870,2022,성동구,왕십리도선동,37365
1871,2022,성동구,금호2.3가동,35036
1872,2022,성동구,옥수동,13321
1874,2022,광진구,화양동,23347
1875,2022,광진구,군자동,29086
1876,2022,광진구,중곡1동,25263
1877,2022,광진구,중곡2동,38793
1878,2022,광진구,중곡3동,26962
1879,2022,광진구,중곡4동,12244
1880,2022,광진구,능동,10510
1881,2022,광진구,구의1동,42945
1882,2022,광진구,구의2동,19117
1883,2022,광진구,구의3동,27882
1884,2022,광진구,광장동,14377
1885,2022,광진구,자양1동,39840
1886,2022,광진구,자양2동,14436
1887,2022,광진구,자양3동,23215
1888,2022,광진구,자양4동,18328
1890,2022,동대문구,회기동,17811
1891,2022,동대문구,휘경1동,25935
1892,2022,동대문구,휘경2동,23491
1893,2022,동대문구,청량리동,15912
1894,2022,동대문구,용신동,22445
1895,2022,동대문구,제기동,22444
1896,2022,동대문구,전농1동,24555
1897,2022,동대문구,전농2동,21662
1898,2022,동대문구,답십리2동,33006
1899,2022,동대문구,장안1동,30942
1900,2022,동대문구,장안2동,29986
1901,2022,동대문구,이문1동,20544
1902,2022,동대문구,이문2동,29251
1903,2022,동대문구,답십리1동,35222
1905,2022,중랑구,면목2동,31436
1906,2022,중랑구,면목4동,21547
1907,2022,중랑구,면목5동,21194
1908,2022,중랑구,면목7동,18165
1909,2022,중랑구,상봉1동,26948
1910,2022,중랑구,상봉2동,31711
1911,2022,중랑구,중화1동,30145
1912,2022,중랑구,중화2동,24679
1913,2022,중랑구,묵1동,28620
1914,2022,중랑구,묵2동,27797
1915,2022,중랑구,망우3동,17721
1916,2022,중랑구,신내1동,14924
1917,2022,중랑구,신내2동,21672
1918,2022,중랑구,면목본동,40305
1919,2022,중랑구,면목3.8동,15102
1920,2022,중랑구,망우본동,11850
1922,2022,성북구,돈암1동,29539
1923,2022,성북구,돈암2동,49285
1924,2022,성북구,안암동,12871
1925,2022,성북구,보문동,29843
1926,2022,성북구,정릉1동,41357
1927,2022,성북구,정릉2동,19582
1928,2022,성북구,정릉3동,4465
1929,2022,성북구,정릉4동,7959
1930,2022,성북구,길음1동,44304
1931,2022,성북구,길음2동,37462
1932,2022,성북구,월곡1동,32307
1933,2022,성북구,월곡2동,14514
1934,2022,성북구,장위1동,34403
1935,2022,성북구,장위2동,20331
1936,2022,성북구,장위3동,24412
1937,2022,성북구,성북동,5905
1938,2022,성북구,삼선동,25048
1939,2022,성북구,동선동,21740
1940,2022,성북구,종암동,27473
1941,2022,성북구,석관동,20413
1943,2022,강북구,번1동,28148
1944,2022,강북구,번2동,16207
1945,2022,강북구,번3동,14954
1946,2022,강북구,수유1동,12276
1947,2022,강북구,수유2동,36937
1948,2022,강북구,수유3동,33025
1949,2022,강북구,삼양동,25374
1950,2022,강북구,미아동,23317
1951,2022,강북구,송중동,29614
1952,2022,강북구,송천동,28887
1953,2022,강북구,삼각산동,49902
1954,2022,강북구,우이동,1985
1955,2022,강북구,인수동,9121
1957,2022,도봉구,쌍문1동,17294
1958,2022,도봉구,쌍문2동,34187
1959,2022,도봉구,쌍문3동,33868
1960,2022,도봉구,쌍문4동,35285
1961,2022,도봉구,방학1동,41174
1962,2022,도봉구,방학2동,26154
1963,2022,도봉구,방학3동,10115
1964,2022,도봉구,창1동,27843
1965,2022,도봉구,창2동,27578
1966,2022,도봉구,창3동,20348
1967,2022,도봉구,창4동,27496
1968,2022,도봉구,창5동,34776
1969,2022,도봉구,도봉1동,2365
1970,2022,도봉구,도봉2동,31758
1972,2022,노원구,월계1동,18603
1973,2022,노원구,월계2동,13436
1974,2022,노원구,월계3동,25115
1975,2022,노원구,공릉2동,6237
1976,2022,노원구,하계1동,17408
1977,2022,노원구,하계2동,42435
1978,2022,노원구,중계본동,11917
1979,2022,노원구,중계1동,42190
1980,2022,노원구,중계4동,11530
1981,2022,노원구,상계1동,6736
1982,2022,노원구,상계2동,32179
1983,2022,노원구,상계5동,23502
1984,2022,노원구,상계8동,33349
1985,2022,노원구,상계9동,24779
1986,2022,노원구,상계10동,23096
1987,2022,노원구,상계3.4동,5015
1988,2022,노원구,상계6.7동,28868
1989,2022,노원구,중계2.3동,37219
1990,2022,노원구,공릉1동,26372
1992,2022,은평구,녹번동,20606
1993,2022,은평구,불광1동,12225
1994,2022,은평구,갈현1동,17681
1995,2022,은평구,갈현2동,29350
1996,2022,은평구,구산동,23203
1997,2022,은평구,대조동,31602
1998,2022,은평구,응암1동,27733
1999,2022,은평구,응암2동,35918
2000,2022,은평구,신사1동,32124
2001,2022,은평구,신사2동,19497
2002,2022,은평구,증산동,23021
2003,2022,은평구,수색동,10240
2004,2022,은평구,진관동,4773
2005,2022,은평구,불광2동,19768
2006,2022,은평구,응암3동,38592
2007,2022,은평구,역촌동,38779
2009,2022,서대문구,천연동,17558
2010,2022,서대문구,홍제1동,20060
2011,2022,서대문구,홍제3동,22086
2012,2022,서대문구,홍제2동,12793
2013,2022,서대문구,홍은1동,14446
2014,2022,서대문구,홍은2동,13349
2015,2022,서대문구,남가좌1동,33106
2016,2022,서대문구,남가좌2동,39621
2017,2022,서대문구,북가좌1동,32371
2018,2022,서대문구,북가좌2동,37195
2019,2022,서대문구,충현동,18139
2020,2022,서대문구,북아현동,34511
2021,2022,서대문구,신촌동,9940
2022,2022,서대문구,연희동,12271
2024,2022,마포구,용강동,25936
2025,2022,마포구,대흥동,18594
2026,2022,마포구,염리동,40075
2027,2022,마포구,신수동,29067
2028,2022,마포구,서교동,16166
2029,2022,마포구,합정동,9921
2030,2022,마포구,망원1동,17484
2031,2022,마포구,망원2동,27536
2032,2022,마포구,연남동,24380
2033,2022,마포구,성산1동,23849
2034,2022,마포구,성산2동,19082
2035,2022,마포구,상암동,3671
2036,2022,마포구,도화동,34061
2037,2022,마포구,서강동,17639
2038,2022,마포구,공덕동,37105
2039,2022,마포구,아현동,34453
2041,2022,양천구,목1동,21657
2042,2022,양천구,목2동,28778
2043,2022,양천구,목3동,40979
2044,2022,양천구,목4동,43891
2045,2022,양천구,신월1동,31297
2046,2022,양천구,신월2동,33720
2047,2022,양천구,신월3동,17166
2048,2022,양천구,신월4동,34035
2049,2022,양천구,신월5동,20958
2050,2022,양천구,신월6동,33698
2051,2022,양천구,신월7동,16134
2052,2022,양천구,신정1동,28517
2053,2022,양천구,신정2동,36544
2054,2022,양천구,신정3동,18598
2055,2022,양천구,신정6동,25158
2056,2022,양천구,신정7동,23619
2057,2022,양천구,목5동,22507
2058,2022,양천구,신정4동,32729
2060,2022,강서구,염창동,23924
2061,2022,강서구,등촌1동,39048
2062,2022,강서구,등촌2동,21582
2063,2022,강서구,등촌3동,38006
2064,2022,강서구,화곡본동,34817
2065,2022,강서구,화곡2동,39522
2066,2022,강서구,화곡3동,40760
2067,2022,강서구,화곡4동,25017
2068,2022,강서구,화곡6동,22795
2069,2022,강서구,화곡8동,46066
2070,2022,강서구,가양1동,7310
2071,2022,강서구,가양2동,13902
2072,2022,강서구,가양3동,29356
2073,2022,강서구,발산1동,12325
2074,2022,강서구,공항동,2845
2075,2022,강서구,방화1동,28953
2076,2022,강서구,방화2동,3646
2077,2022,강서구,방화3동,8841
2078,2022,강서구,화곡1동,47006
2079,2022,강서구,우장산동,31532
2081,2022,구로구,신도림동,24584
2082,2022,구로구,구로1동,20525
2083,2022,구로구,구로3동,24564
2084,2022,구로구,구로4동,50113
2085,2022,구로구,구로5동,30816
2086,2022,구로구,고척1동,22100
2087,2022,구로구,고척2동,26036
2088,2022,구로구,개봉2동,38331
2089,2022,구로구,개봉3동,25001
2090,2022,구로구,오류1동,39197
2091,2022,구로구,수궁동,8739
2092,2022,구로구,가리봉동,31633
2093,2022,구로구,구로2동,17098
2094,2022,구로구,개봉1동,26034
2095,2022,구로구,오류2동,12040
2098,2022,금천구,가산동,10543
2099,2022,금천구,독산1동,22762
2100,2022,금천구,독산2동,32603
2101,2022,금천구,독산3동,29608
2102,2022,금천구,독산4동,27851
2103,2022,금천구,시흥1동,19915
2104,2022,금천구,시흥2동,16533
2105,2022,금천구,시흥3동,10001
2106,2022,금천구,시흥4동,23694
2107,2022,금천구,시흥5동,13843
2109,2022,영등포구,여의동,3919
2110,2022,영등포구,당산1동,27653
2111,2022,영등포구,당산2동,23937
2112,2022,영등포구,양평1동,21255
2113,2022,영등포구,양평2동,7528
2114,2022,영등포구,신길1동,31035
2115,2022,영등포구,신길3동,33233
2116,2022,영등포구,신길4동,34253
2117,2022,영등포구,신길5동,23855
2118,2022,영등포구,신길6동,30143
2119,2022,영등포구,신길7동,31092
2120,2022,영등포구,대림1동,33686
2121,2022,영등포구,대림2동,31860
2122,2022,영등포구,대림3동,26532
2123,2022,영등포구,영등포본동,22269
2124,2022,영등포구,영등포동,24175
2125,2022,영등포구,도림동,22022
2126,2022,영등포구,문래동,21839
2128,2022,동작구,노량진2동,17553
2129,2022,동작구,상도1동,30574
2130,2022,동작구,상도2동,28553
2131,2022,동작구,상도3동,40760
2132,2022,동작구,상도4동,38085
2133,2022,동작구,사당1동,29125
2134,2022,동작구,사당3동,26292
2135,2022,동작구,사당4동,37329
2136,2022,동작구,사당5동,25323
2137,2022,동작구,대방동,23907
2138,2022,동작구,신대방1동,40513
2139,2022,동작구,신대방2동,21791
2140,2022,동작구,흑석동,18270
2141,2022,동작구,노량진1동,20325
2142,2022,동작구,사당2동,10468
2144,2022,관악구,보라매동,32447
2145,2022,관악구,청림동,50017
2146,2022,관악구,행운동,41161
2147,2022,관악구,낙성대동,7898
2148,2022,관악구,중앙동,40218
2149,2022,관악구,인헌동,24184
2150,2022,관악구,남현동,5554
2151,2022,관악구,서원동,36171
2152,2022,관악구,신원동,33855
2153,2022,관악구,서림동,24607
2154,2022,관악구,신사동,38623
2155,2022,관악구,신림동,44217
2156,2022,관악구,난향동,18813
2157,2022,관악구,조원동,30582
2158,2022,관악구,대학동,3169
2159,2022,관악구,은천동,42508
2160,2022,관악구,성현동,42397
2161,2022,관악구,청룡동,31468
2162,2022,관악구,난곡동,27791
2163,2022,관악구,삼성동,7760
2164,2022,관악구,미성동,22219
2166,2022,서초구,서초1동,14523
2167,2022,서초구,서초2동,21719
2168,2022,서초구,서초3동,11051
2169,2022,서초구,서초4동,34683
2170,2022,서초구,잠원동,14996
2171,2022,서초구,반포본동,289
2172,2022,서초구,반포1동,34443
2173,2022,서초구,반포2동,11661
2174,2022,서초구,반포3동,17791
2175,2022,서초구,반포4동,13627
2176,2022,서초구,방배본동,31012
2177,2022,서초구,방배1동,24119
2178,2022,서초구,방배2동,9613
2179,2022,서초구,방배3동,7217
2180,2022,서초구,방배4동,23907
2181,2022,서초구,양재1동,7410
2182,2022,서초구,양재2동,2872
2183,2022,서초구,내곡동,1377
2185,2022,강남구,신사동,8400
2187,2022,강남구,논현1동,17664
2188,2022,강남구,논현2동,14159
2189,2022,강남구,삼성1동,6566
2190,2022,강남구,삼성2동,25050
2191,2022,강남구,대치1동,30185
2192,2022,강남구,대치4동,26700
2193,2022,강남구,역삼1동,15130
2194,2022,강남구,역삼2동,32408
2195,2022,강남구,도곡1동,20857
2196,2022,강남구,도곡2동,32202
2197,2022,강남구,개포1동,5450
2198,2022,강남구,개포4동,15865
2199,2022,강남구,일원본동,8921
2200,2022,강남구,일원1동,16290
2201,2022,강남구,수서동,10071
2202,2022,강남구,세곡동,6821
2203,2022,강남구,압구정동,10238
2204,2022,강남구,청담동,10939
2205,2022,강남구,대치2동,18549
2206,2022,강남구,개포2동,11567
2208,2022,송파구,풍납1동,16766
2209,2022,송파구,풍납2동,15362
2210,2022,송파구,거여1동,24029
2211,2022,송파구,거여2동,44802
2212,2022,송파구,마천1동,32100
2213,2022,송파구,마천2동,20393
2214,2022,송파구,방이1동,30920
2215,2022,송파구,방이2동,32943
2216,2022,송파구,오륜동,5616
2217,2022,송파구,오금동,23053
2218,2022,송파구,송파1동,30390
2219,2022,송파구,송파2동,35749
2220,2022,송파구,석촌동,33265
2221,2022,송파구,삼전동,31486
2222,2022,송파구,가락본동,22905
2223,2022,송파구,가락1동,20538
2224,2022,송파구,가락2동,32990
2225,2022,송파구,문정1동,35564
2226,2022,송파구,문정2동,13110
2227,2022,송파구,잠실본동,30168
2228,2022,송파구,잠실4동,13604
2229,2022,송파구,잠실6동,5990
2230,2022,송파구,잠실7동,15712
2231,2022,송파구,잠실2동,15998
2232,2022,송파구,잠실3동,22915
2233,2022,송파구,장지동,21242
2234,2022,송파구,위례동,17495
2236,2022,강동구,명일1동,42034
2237,2022,강동구,명일2동,17863
2238,2022,강동구,고덕1동,13826
2239,2022,강동구,고덕2동,11325
2240,2022,강동구,암사2동,12770
2241,2022,강동구,암사3동,6965
2242,2022,강동구,천호1동,37563
2243,2022,강동구,천호3동,33771
2244,2022,강동구,성내1동,34310
2245,2022,강동구,성내2동,35116
2246,2022,강동구,성내3동,32494
2247,2022,강동구,둔촌1동,79
2248,2022,강동구,둔촌2동,24772
2249,2022,강동구,암사1동,33599
2250,2022,강동구,천호2동,21545
2251,2022,강동구,길동,20910
2252,2022,강동구,강일동,14627
2253,2022,강동구,상일동,14784
2254,2022,강동구,상일동,22098
