2018,강남구,개포3동,809948.36954612
2018,강남구,논현1동,808720.026731079
2018,강남구,도곡2동,808436.4096528925
2018,강남구,삼성1동,808660.723669173
2018,강남구,세곡동,808250.4547098131
2018,강남구,신사동,811301.7608874802
2018,강남구,역삼1동,808340.5222103386
2018,강남구,일원1동,809136.7228907563
2018,강남구,청담동,809737.6348462665
2018,강동구,고덕2동,811147.9720325203
2018,강동구,상일2동,808784.8210152285
2018,강동구,천호2동,807557.5094017093
2018,강서구,공항동,807711.6113868612
2018,강서구,발산1동,808260.5479915433
2018,강서구,방화2동,809892.4154440233
2018,강서구,화곡8동,808016.4714285714
2018,관악구,신림동,807580.8381976744
2018,관악구,행운동,809211.1566724436
2018,광진구,광장동,807833.8810559006
2018,광진구,자양동,809781.2787281399
2018,구로구,개봉1동,808211.4474702886
2018,구로구,개봉3동,807779.4554597702
2018,구로구,궁동,808160.3134661355
2018,구로구,신도림동,808280.3163265307
2018,구로구,오류2동,807629.892859963
2018,금천구,가산동,808465.4527887359
2018,금천구,독산1동,808577.689875016
2018,금천구,시흥2동,808587.0585875707
2018,금천구,시흥3동,808984.4848727273
2018,노원구,공릉2동,808348.1031590109
2018,노원구,상계1동,809209.1159390863
2018,노원구,상계6.7동,808088.6652148998
2018,노원구,월계3동,809626.9009691629
2018,도봉구,도봉1동,808303.6054135337
2018,도봉구,창2동,808156.5077577742
2018,동대문구,장안1동,810092.3826995646
2018,동작구,노량진1동,808694.3409051094
2018,동작구,사당2동,812229.8451461989
2018,마포구,망원1동,810620.3155485893
2018,마포구,상암동,810932.0575858012
2018,마포구,합정동,810142.9635311143
2018,서대문구,신촌동,808551.528
2018,서대문구,연희동,808372.4577464688
2018,서대문구,홍은2동,808573.2289387145
2018,서초구,반포2동,809229.7773248408
2018,서초구,반포3동,807610.223089983
2018,서초구,반포4동,809023.6761779243
2018,서초구,방배2동,808538.9645977012
2018,서초구,방배3동,809060.121113689
2018,서초구,방배본동,809029.0958842443
2018,서초구,서초3동,808691.3979453397
2018,서초구,서초동,811271.4649784173
2018,서초구,양재2동,811023.5002061856
2018,성동구,송정동,808576.1222291022
2018,성동구,옥수동,809036.9414062334
2018,성동구,용답동,808912.1602591792
2018,성북구,돈암1동,808370.1527122153
2018,성북구,성북동,807459.5736244542
2018,성북구,월곡2동,808614.188975469
2018,성북구,장위2동,809470.9362193361
2018,성북구,정릉3동,810216.394310345
2018,송파구,문정2동,808934.2361265498
2018,송파구,송파2동,808791.767311828
2018,송파구,잠실6동,808818.1216105127
2018,송파구,잠실7동,807947.38604811
2018,송파구,풍납1동,808831.8315337424
2018,양천구,신월3동,807974.5111711712
2018,양천구,신월4동,809393.9629122056
2018,양천구,신월5동,808650.4613770492
2018,양천구,신월7동,810552.0419354839
2018,영등포구,당산2동,808442.7960305343
2018,영등포구,대림2동,808752.5739255014
2018,영등포구,양평1동,808391.7352380953
2018,영등포구,여의동,808731.2047909915
2018,영등포구,영등포동,808723.4989103449
2018,용산구,용산2가동,807980.4538577913
2018,용산구,이촌1동,809892.6396432373
2018,용산구,이태원2동,807747.7436363637
2018,용산구,한남동,808797.9392816212
2018,은평구,구산동,807975.044437401
2018,은평구,수색동,808068.1055141579
2018,은평구,증산동,808666.8941548184
2018,종로구,교남동,808687.0358579882
2018,종로구,사직동,808173.7357271095
2018,종로구,숭인2동,808255.43
2018,종로구,이화동,807975.4943231441
2018,종로구,종로1.2.3.4가동,808266.1136299766
2018,종로구,청운효자동,807842.182235294
2018,종로구,평창동,808121.8097206267
2018,종로구,혜화동,808067.8521481482
2018,중구,명동,808270.657389099
2018,중구,소공동,808163.5595932204
2018,중구,약수동,808510.3968094535
2018,중구,장충동,808374.1369118063
2018,중구,황학동,808147.3120848057
2018,중구,회현동,807770.3793409573
2018,중랑구,신내1동,808986.2848642045
2019,강남구,개포3동,810337.3362253521
2019,강남구,논현1동,809067.7883779972
2019,강남구,도곡2동,808815.5961722488
2019,강남구,삼성1동,809025.9221238939
2019,강남구,세곡동,808637.9878503762
2019,강남구,신사동,811621.7974529667
2019,강남구,역삼1동,808740.1178028169
2019,강남구,일원1동,809580.6026553671
2019,강남구,청담동,810164.5363300141
2019,강동구,고덕2동,811589.7083058471
2019,강동구,상일2동,809215.9474567903
2019,강동구,천호2동,807940.4377679883
2019,강서구,공항동,808113.7076666666
2019,강서구,발산1동,808642.7139018087
2019,강서구,방화2동,810297.4336080278
2019,강서구,화곡8동,808409.3105524862
2019,관악구,신림동,807958.1726256984
2019,관악구,행운동,809569.141693811
2019,광진구,광장동,808229.7553039831
2019,광진구,자양동,810128.0449787836
2019,구로구,개봉1동,808625.7158931083
2019,구로구,개봉3동,808160.9847413794
2019,구로구,궁동,808496.727322034
2019,구로구,신도림동,808657.8636516853
2019,구로구,오류2동,808021.9354691515
2019,금천구,가산동,808874.8218488387
2019,금천구,독산1동,808967.9384900143
2019,금천구,시흥2동,809112.1405344584
2019,금천구,시흥3동,809322.4039114391
2019,노원구,공릉2동,808792.1046408031
2019,노원구,상계1동,809263.8086592179
2019,노원구,상계6.7동,808449.1275568181
2019,노원구,월계3동,810047.3573410404
2019,도봉구,도봉1동,808663.9518994413
2019,도봉구,창2동,808536.4293628809
2019,동대문구,장안1동,810503.4061095101
2019,동작구,노량진1동,809095.5818131102
2019,동작구,사당2동,812612.4122074074
2019,마포구,망원1동,810834.6553706505
2019,마포구,상암동,811282.9441928227
2019,마포구,합정동,810407.5325037936
2019,서대문구,신촌동,808943.9453185595
2019,서대문구,연희동,808770.5066452841
