,구,동,평균거주인구
143,도봉구,창1동,235.5
144,도봉구,창2동,461.33333333333337
145,도봉구,창3동,230.0
146,도봉구,창4동,240.16666666666669
147,도봉구,창5동,374.5
148,도봉구,도봉1동,25.833333333333336
149,도봉구,도봉2동,236.0
150,도봉구,쌍문1동,187.5
151,도봉구,쌍문2동,367.0
152,도봉구,쌍문3동,337.0
153,도봉구,쌍문4동,362.33333333333337
154,도봉구,방학1동,283.83333333333337
155,도봉구,방학2동,189.0
156,도봉구,방학3동,154.16666666666669
157,노원구,월계1동,210.83333333333331
158,노원구,월계2동,131.33333333333331
159,노원구,월계3동,253.66666666666669
160,노원구,공릉1동,315.0
161,노원구,공릉2동,55.83333333333333
162,노원구,하계1동,194.5
163,노원구,하계2동,451.83333333333337
164,노원구,중계본동,123.16666666666666
165,노원구,중계1동,448.33333333333337
166,노원구,중계4동,137.33333333333331
167,노원구,중계2.3동,400.66666666666663
168,노원구,상계1동,79.66666666666666
169,노원구,상계2동,333.66666666666663
170,노원구,상계3.4동,52.33333333333333
171,노원구,상계5동,446.83333333333337
172,노원구,상계6.7동,239.83333333333331
173,노원구,상계8동,355.5
174,노원구,상계9동,261.5
175,노원구,상계10동,207.83333333333331
176,은평구,녹번동,196.5
177,은평구,불광1동,100.5
178,은평구,불광2동,229.33333333333331
179,은평구,갈현1동,262.83333333333337
180,은평구,갈현2동,291.33333333333337
181,은평구,구산동,254.0
182,은평구,대조동,318.16666666666663
183,은평구,응암1동,233.33333333333331
184,은평구,응암2동,248.83333333333334
185,은평구,응암3동,357.66666666666663
186,은평구,역촌동,420.66666666666663
187,은평구,신사1동,341.5
188,은평구,신사2동,205.5
189,은평구,증산동,178.66666666666669
190,은평구,수색동,74.16666666666666
191,은평구,진관동,44.83333333333333
192,서대문구,천연동,207.83333333333331
193,서대문구,북아현동,366.5
194,서대문구,충현동,161.5
195,서대문구,신촌동,75.33333333333334
196,서대문구,연희동,127.0
197,서대문구,홍제1동,165.5
198,서대문구,홍제3동,148.33333333333331
199,서대문구,홍제2동,204.5
200,서대문구,홍은1동,144.83333333333331
201,서대문구,홍은2동,133.66666666666669
202,서대문구,남가좌1동,352.5
203,서대문구,남가좌2동,326.0
204,서대문구,북가좌1동,309.66666666666663
205,서대문구,북가좌2동,423.33333333333337
206,마포구,아현동,304.33333333333337
207,마포구,공덕동,370.16666666666663
208,마포구,도화동,218.66666666666669
209,마포구,용강동,196.5
210,마포구,대흥동,113.0
211,마포구,염리동,267.5
212,마포구,신수동,184.5
213,마포구,서강동,107.5
214,마포구,서교동,119.83333333333334
215,마포구,합정동,105.16666666666666
216,마포구,망원1동,154.5
217,마포구,망원2동,126.16666666666667
218,마포구,연남동,203.83333333333331
219,마포구,성산1동,188.5
220,마포구,성산2동,178.0
221,마포구,상암동,36.83333333333333
222,양천구,목1동,202.66666666666669
223,양천구,목2동,303.83333333333337
224,양천구,목3동,427.83333333333337
225,양천구,목4동,460.66666666666663
226,양천구,목5동,208.33333333333331
227,양천구,신월1동,342.5
228,양천구,신월2동,360.16666666666663
229,양천구,신월3동,175.66666666666669
230,양천구,신월4동,401.16666666666663
231,양천구,신월5동,288.33333333333337
232,양천구,신월6동,178.16666666666669
233,양천구,신월7동,174.66666666666669
234,양천구,신정1동,294.0
235,양천구,신정2동,343.66666666666663
236,양천구,신정3동,168.16666666666669
237,양천구,신정4동,347.0
238,양천구,신정6동,259.5
239,양천구,신정7동,266.83333333333337
240,강서구,염창동,214.0
241,강서구,등촌1동,361.83333333333337
242,강서구,등촌2동,237.83333333333331
243,강서구,등촌3동,307.0
244,강서구,화곡1동,443.83333333333337
245,강서구,화곡2동,416.83333333333337
246,강서구,화곡3동,432.66666666666663
247,강서구,화곡4동,252.33333333333331
248,강서구,화곡본동,356.0
249,강서구,화곡6동,237.33333333333331
250,강서구,화곡8동,455.33333333333337
251,강서구,가양1동,67.16666666666666
252,강서구,가양2동,150.16666666666669
253,강서구,가양3동,231.5
254,강서구,발산1동,125.66666666666666
255,강서구,우장산동,350.66666666666663
256,강서구,공항동,27.0
257,강서구,방화1동,319.5
258,강서구,방화2동,42.83333333333333
259,강서구,방화3동,123.33333333333334
260,구로구,신도림동,280.16666666666663
261,구로구,구로1동,211.0
262,구로구,구로2동,140.16666666666669
263,구로구,구로3동,234.33333333333331
264,구로구,구로4동,388.16666666666663
265,구로구,구로5동,277.16666666666663
266,구로구,가리봉동,224.66666666666669
267,구로구,고척1동,217.16666666666669
268,구로구,고척2동,278.33333333333337
269,구로구,개봉1동,280.16666666666663
270,구로구,개봉2동,382.33333333333337
271,구로구,개봉3동,267.83333333333337
272,구로구,오류1동,319.66666666666663
273,구로구,오류2동,102.83333333333334
274,구로구,수궁동,90.66666666666666
275,금천구,가산동,94.66666666666666
276,금천구,독산1동,211.83333333333331
277,금천구,독산2동,324.83333333333337
278,금천구,독산3동,256.0
279,금천구,독산4동,263.66666666666663
280,금천구,시흥1동,238.33333333333331
281,금천구,시흥2동,192.16666666666669
282,금천구,시흥3동,84.83333333333334
283,금천구,시흥4동,262.0
284,금천구,시흥5동,134.5
285,영등포구,영등포본동,259.16666666666663
286,영등포구,영등포동,190.33333333333331
287,영등포구,여의동,51.0
288,영등포구,당산1동,278.83333333333337
289,영등포구,당산2동,234.33333333333331
290,영등포구,도림동,344.66666666666663
291,영등포구,문래동,183.5
292,영등포구,양평1동,202.5
293,영등포구,양평2동,86.16666666666666
294,영등포구,신길1동,227.0
295,영등포구,신길3동,303.83333333333337
296,영등포구,신길4동,307.66666666666663
297,영등포구,신길5동,197.0
298,영등포구,신길6동,291.66666666666663
299,영등포구,신길7동,269.83333333333337
300,영등포구,대림1동,267.66666666666663
301,영등포구,대림2동,219.33333333333331
302,영등포구,대림3동,253.33333333333331
303,동작구,노량진1동,170.83333333333331
304,동작구,노량진2동,225.5
305,동작구,상도1동,306.16666666666663
306,동작구,상도2동,358.83333333333337
307,동작구,상도3동,385.66666666666663
308,동작구,상도4동,310.0
309,동작구,흑석동,158.66666666666669
310,동작구,사당1동,369.33333333333337
311,동작구,사당2동,90.66666666666666
312,동작구,사당3동,286.5
313,동작구,사당4동,339.16666666666663
314,동작구,사당5동,197.16666666666669
315,동작구,대방동,249.0
316,동작구,신대방1동,348.33333333333337
317,동작구,신대방2동,206.5
318,관악구,보라매동,312.66666666666663
319,관악구,청림동,528.8333333333333
320,관악구,성현동,532.5
321,관악구,행운동,395.16666666666663
322,관악구,낙성대동,67.83333333333334
323,관악구,청룡동,251.16666666666666
324,관악구,은천동,463.66666666666663
325,관악구,중앙동,394.0
326,관악구,인헌동,367.33333333333337
327,관악구,남현동,44.83333333333333
328,관악구,서원동,354.66666666666663
329,관악구,신원동,332.5
330,관악구,서림동,259.16666666666663
331,관악구,신사동,373.66666666666663
332,관악구,신림동,426.66666666666663
333,관악구,난향동,206.0
334,관악구,조원동,266.33333333333337
335,관악구,대학동,30.0
336,관악구,삼성동,96.16666666666666
337,관악구,미성동,233.83333333333331
338,관악구,난곡동,284.66666666666663
339,서초구,서초1동,153.66666666666669
340,서초구,서초2동,154.0
341,서초구,서초3동,100.83333333333334
342,서초구,서초4동,352.66666666666663
343,서초구,잠원동,178.16666666666669
344,서초구,반포본동,80.83333333333334
345,서초구,반포1동,308.0
346,서초구,반포2동,128.83333333333331
347,서초구,반포3동,144.0
348,서초구,반포4동,137.83333333333331
349,서초구,방배본동,322.5
350,서초구,방배1동,250.66666666666669
351,서초구,방배2동,108.5
352,서초구,방배3동,91.33333333333334
353,서초구,방배4동,249.0
354,서초구,양재1동,79.66666666666666
355,서초구,양재2동,30.0
356,서초구,내곡동,14.0
357,강남구,신사동,99.33333333333334
358,강남구,논현1동,183.83333333333331
359,강남구,논현2동,149.16666666666669
360,강남구,압구정동,108.83333333333334
361,강남구,청담동,123.0
362,강남구,삼성1동,75.0
363,강남구,삼성2동,241.83333333333331
364,강남구,대치1동,317.16666666666663
365,강남구,대치2동,187.33333333333331
366,강남구,대치4동,286.66666666666663
367,강남구,역삼1동,152.83333333333331
368,강남구,역삼2동,323.0
369,강남구,도곡1동,213.5
370,강남구,도곡2동,334.33333333333337
371,강남구,개포1동,70.16666666666666
372,강남구,개포2동,91.5
373,강남구,개포4동,121.5
374,강남구,세곡동,75.83333333333334
375,강남구,일원본동,101.83333333333334
376,강남구,일원1동,170.83333333333331
377,강남구,일원2동,172.33333333333331
378,강남구,수서동,96.16666666666666
379,송파구,풍납1동,137.66666666666669
380,송파구,풍납2동,123.0
381,송파구,거여1동,254.33333333333331
382,송파구,거여2동,332.66666666666663
383,송파구,마천1동,356.5
384,송파구,마천2동,240.0
385,송파구,방이1동,281.33333333333337
386,송파구,방이2동,335.33333333333337
387,송파구,오륜동,59.83333333333333
388,송파구,오금동,239.83333333333331
389,송파구,송파1동,372.16666666666663
390,송파구,송파2동,325.0
391,송파구,석촌동,353.33333333333337
392,송파구,삼전동,324.5
393,송파구,가락본동,268.16666666666663
394,송파구,가락1동,202.5
395,송파구,가락2동,359.66666666666663
396,송파구,문정1동,343.66666666666663
397,송파구,문정2동,126.66666666666666
398,송파구,장지동,249.5
399,송파구,위례동,110.33333333333334
400,송파구,잠실본동,254.33333333333331
401,송파구,잠실2동,126.66666666666666
402,송파구,잠실3동,237.33333333333331
403,송파구,잠실4동,264.0
404,송파구,잠실6동,123.0
405,송파구,잠실7동,150.16666666666669
406,강동구,강일동,87.5
407,강동구,상일동,79.83333333333334
408,강동구,명일1동,355.33333333333337
409,강동구,명일2동,191.66666666666669
410,강동구,고덕1동,140.16666666666669
411,강동구,고덕2동,39.66666666666667
412,강동구,암사1동,490.0
413,강동구,암사2동,61.83333333333333
414,강동구,암사3동,100.83333333333334
415,강동구,천호1동,417.5
416,강동구,천호2동,190.66666666666669
417,강동구,천호3동,477.83333333333337
418,강동구,성내1동,310.33333333333337
419,강동구,성내2동,390.66666666666663
420,강동구,성내3동,367.5
421,강동구,길동,289.66666666666663
422,강동구,둔촌1동,2.5
423,강동구,둔촌2동,172.5
