,구,동,평균거주인구
0,종로구,청운효자동,53.66666666666667
1,종로구,사직동,79.33333333333334
2,종로구,삼청동,20.0
3,종로구,부암동,45.83333333333333
4,종로구,평창동,22.0
5,종로구,무악동,180.66666666666669
6,종로구,교남동,298.66666666666663
7,종로구,가회동,78.83333333333334
8,종로구,종로1.2.3.4가동,30.0
9,종로구,종로5.6가동,87.83333333333334
10,종로구,이화동,107.5
11,종로구,혜화동,145.83333333333331
12,종로구,창신1동,184.33333333333331
13,종로구,창신2동,341.33333333333337
14,종로구,창신3동,329.16666666666663
15,종로구,숭인1동,237.66666666666669
16,종로구,숭인2동,285.5
17,중구,소공동,13.666666666666668
18,중구,회현동,51.33333333333333
19,중구,명동,28.833333333333336
20,중구,필동,28.0
21,중구,장충동,46.0
22,중구,광희동,66.0
23,중구,을지로동,28.166666666666664
24,중구,신당동,135.83333333333331
25,중구,다산동,274.16666666666663
26,중구,약수동,348.16666666666663
27,중구,청구동,423.33333333333337
28,중구,신당5동,289.33333333333337
29,중구,동화동,343.33333333333337
30,중구,황학동,378.83333333333337
31,중구,중림동,179.16666666666669
32,용산구,후암동,209.5
33,용산구,용산2가동,51.0
34,용산구,남영동,106.0
35,용산구,청파동,233.16666666666669
36,용산구,원효로1동,244.83333333333331
37,용산구,원효로2동,162.33333333333331
38,용산구,효창동,192.83333333333331
39,용산구,용문동,448.66666666666663
40,용산구,한강로동,46.83333333333333
41,용산구,이촌1동,129.5
42,용산구,이촌2동,75.0
43,용산구,이태원1동,118.66666666666666
44,용산구,이태원2동,107.66666666666666
45,용산구,한남동,64.16666666666666
46,용산구,서빙고동,60.83333333333333
47,용산구,보광동,168.33333333333331
48,성동구,왕십리2동,464.66666666666663
49,성동구,왕십리도선동,374.66666666666663
50,성동구,마장동,216.0
51,성동구,사근동,99.0
52,성동구,행당1동,308.5
53,성동구,행당2동,545.5
54,성동구,응봉동,297.5
55,성동구,금호1가동,363.16666666666663
56,성동구,금호2.3가동,379.33333333333337
57,성동구,금호4가동,160.5
58,성동구,옥수동,221.5
59,성동구,성수1가1동,75.0
60,성동구,성수1가2동,153.16666666666669
61,성동구,성수2가1동,155.33333333333331
62,성동구,성수2가3동,106.33333333333334
63,성동구,송정동,192.0
64,성동구,용답동,61.16666666666667
65,광진구,화양동,191.5
66,광진구,군자동,268.16666666666663
67,광진구,중곡1동,269.0
68,광진구,중곡2동,409.0
69,광진구,중곡3동,290.66666666666663
70,광진구,중곡4동,134.16666666666669
71,광진구,능동,105.0
72,광진구,광장동,121.5
73,광진구,자양1동,372.5
74,광진구,자양2동,166.16666666666669
75,광진구,자양3동,269.0
76,광진구,자양4동,181.16666666666669
77,광진구,구의1동,406.0
78,광진구,구의2동,187.83333333333331
79,광진구,구의3동,209.16666666666669
80,동대문구,용신동,190.16666666666669
81,동대문구,제기동,207.5
82,동대문구,전농1동,272.16666666666663
83,동대문구,전농2동,201.5
84,동대문구,답십리1동,329.16666666666663
85,동대문구,답십리2동,335.83333333333337
86,동대문구,장안1동,277.66666666666663
87,동대문구,장안2동,272.16666666666663
88,동대문구,청량리동,179.5
89,동대문구,회기동,122.66666666666666
90,동대문구,휘경1동,250.16666666666669
91,동대문구,휘경2동,202.0
92,동대문구,이문1동,243.33333333333331
93,동대문구,이문2동,306.0
94,중랑구,면목2동,350.0
95,중랑구,면목4동,247.66666666666669
96,중랑구,면목5동,167.33333333333331
97,중랑구,면목본동,423.33333333333337
98,중랑구,면목7동,182.16666666666669
99,중랑구,면목3.8동,163.33333333333331
100,중랑구,상봉1동,286.33333333333337
101,중랑구,상봉2동,284.83333333333337
102,중랑구,중화1동,333.33333333333337
103,중랑구,중화2동,290.0
104,중랑구,묵1동,307.16666666666663
105,중랑구,묵2동,290.5
106,중랑구,망우본동,100.83333333333334
107,중랑구,망우3동,186.16666666666669
108,중랑구,신내1동,171.16666666666669
109,중랑구,신내2동,237.16666666666669
110,성북구,성북동,42.83333333333333
111,성북구,삼선동,307.16666666666663
112,성북구,동선동,216.5
113,성북구,돈암1동,342.33333333333337
114,성북구,돈암2동,454.5
115,성북구,안암동,104.83333333333334
116,성북구,보문동,299.5
117,성북구,정릉1동,431.66666666666663
118,성북구,정릉2동,210.33333333333331
119,성북구,정릉3동,49.0
120,성북구,정릉4동,71.83333333333334
121,성북구,길음1동,463.66666666666663
122,성북구,길음2동,198.16666666666669
123,성북구,종암동,272.5
124,성북구,월곡1동,323.5
125,성북구,월곡2동,151.66666666666669
126,성북구,장위1동,290.83333333333337
127,성북구,장위2동,219.33333333333331
128,성북구,장위3동,175.16666666666669
129,성북구,석관동,184.83333333333331
130,강북구,삼양동,277.83333333333337
131,강북구,미아동,272.16666666666663
132,강북구,송중동,269.66666666666663
133,강북구,송천동,313.0
134,강북구,삼각산동,547.1666666666667
135,강북구,번1동,315.16666666666663
136,강북구,번2동,176.0
137,강북구,번3동,175.0
138,강북구,수유1동,126.5
139,강북구,수유2동,376.16666666666663
140,강북구,수유3동,328.83333333333337
141,강북구,우이동,20.0
142,강북구,인수동,113.0
143,도봉구,창1동,240.33333333333331
144,도봉구,창2동,471.33333333333337
145,도봉구,창3동,236.0
146,도봉구,창4동,245.16666666666669
147,도봉구,창5동,382.5
148,도봉구,도봉1동,26.833333333333336
149,도봉구,도봉2동,237.0
150,도봉구,쌍문1동,185.5
151,도봉구,쌍문2동,376.5
152,도봉구,쌍문3동,339.66666666666663
153,도봉구,쌍문4동,363.16666666666663
154,도봉구,방학1동,290.0
155,도봉구,방학2동,194.16666666666669
156,도봉구,방학3동,156.66666666666669
157,노원구,월계1동,211.16666666666669
158,노원구,월계2동,137.5
159,노원구,월계3동,258.33333333333337
160,노원구,공릉1동,316.0
161,노원구,공릉2동,56.83333333333333
162,노원구,하계1동,191.0
163,노원구,하계2동,463.16666666666663
164,노원구,중계본동,128.16666666666666
165,노원구,중계1동,452.5
166,노원구,중계4동,138.0
167,노원구,중계2.3동,412.16666666666663
168,노원구,상계1동,81.66666666666666
169,노원구,상계2동,339.16666666666663
170,노원구,상계3.4동,54.5
171,노원구,상계5동,469.83333333333337
172,노원구,상계6.7동,243.5
173,노원구,상계8동,365.5
174,노원구,상계9동,267.16666666666663
175,노원구,상계10동,210.16666666666669
176,은평구,녹번동,176.16666666666669
177,은평구,불광1동,101.83333333333334
178,은평구,불광2동,231.66666666666669
179,은평구,갈현1동,269.16666666666663
180,은평구,갈현2동,294.66666666666663
181,은평구,구산동,255.0
182,은평구,대조동,363.16666666666663
183,은평구,응암1동,228.33333333333331
184,은평구,응암2동,230.5
185,은평구,응암3동,360.83333333333337
186,은평구,역촌동,429.66666666666663
187,은평구,신사1동,346.33333333333337
188,은평구,신사2동,207.0
189,은평구,증산동,181.66666666666669
190,은평구,수색동,89.33333333333334
191,은평구,진관동,46.66666666666667
192,서대문구,천연동,213.16666666666669
193,서대문구,북아현동,373.83333333333337
194,서대문구,충현동,158.66666666666669
195,서대문구,신촌동,74.16666666666666
196,서대문구,연희동,125.5
197,서대문구,홍제1동,154.33333333333331
198,서대문구,홍제3동,149.83333333333331
199,서대문구,홍제2동,206.66666666666669
200,서대문구,홍은1동,144.0
201,서대문구,홍은2동,146.5
202,서대문구,남가좌1동,359.16666666666663
203,서대문구,남가좌2동,287.5
204,서대문구,북가좌1동,311.0
205,서대문구,북가좌2동,431.66666666666663
206,마포구,아현동,311.83333333333337
207,마포구,공덕동,418.0
208,마포구,도화동,250.33333333333331
209,마포구,용강동,215.33333333333331
210,마포구,대흥동,132.0
211,마포구,염리동,241.0
212,마포구,신수동,221.0
213,마포구,서강동,127.16666666666666
214,마포구,서교동,135.0
215,마포구,합정동,102.33333333333334
216,마포구,망원1동,185.5
217,마포구,망원2동,154.16666666666669
218,마포구,연남동,245.16666666666669
219,마포구,성산1동,223.5
220,마포구,성산2동,201.33333333333331
221,마포구,상암동,41.83333333333333
222,양천구,목1동,188.83333333333331
223,양천구,목2동,305.0
224,양천구,목3동,429.83333333333337
225,양천구,목4동,466.33333333333337
226,양천구,목5동,210.66666666666669
227,양천구,신월1동,349.0
228,양천구,신월2동,366.16666666666663
229,양천구,신월3동,172.0
230,양천구,신월4동,408.0
231,양천구,신월5동,312.5
232,양천구,신월6동,154.33333333333331
233,양천구,신월7동,180.16666666666669
234,양천구,신정1동,295.83333333333337
235,양천구,신정2동,350.83333333333337
236,양천구,신정3동,169.83333333333331
237,양천구,신정4동,354.0
238,양천구,신정6동,257.5
239,양천구,신정7동,263.83333333333337
240,강서구,염창동,207.33333333333331
