,구,동,평균거주인구
241,강서구,등촌1동,349.16666666666663
242,강서구,등촌2동,241.5
243,강서구,등촌3동,314.0
244,강서구,화곡1동,446.16666666666663
245,강서구,화곡2동,429.5
246,강서구,화곡3동,436.0
247,강서구,화곡4동,260.66666666666663
248,강서구,화곡본동,356.0
249,강서구,화곡6동,237.16666666666669
250,강서구,화곡8동,464.0
251,강서구,가양1동,66.16666666666666
252,강서구,가양2동,157.66666666666669
253,강서구,가양3동,236.33333333333331
254,강서구,발산1동,126.83333333333334
255,강서구,우장산동,360.33333333333337
256,강서구,공항동,27.833333333333336
257,강서구,방화1동,321.0
258,강서구,방화2동,43.0
259,강서구,방화3동,125.66666666666666
260,구로구,신도림동,269.33333333333337
261,구로구,구로1동,214.33333333333331
262,구로구,구로2동,143.5
263,구로구,구로3동,240.0
264,구로구,구로4동,399.16666666666663
265,구로구,구로5동,283.0
266,구로구,가리봉동,233.33333333333331
267,구로구,고척1동,216.33333333333331
268,구로구,고척2동,285.0
269,구로구,개봉1동,283.0
270,구로구,개봉2동,389.83333333333337
271,구로구,개봉3동,270.66666666666663
272,구로구,오류1동,314.0
273,구로구,오류2동,102.33333333333334
274,구로구,수궁동,92.66666666666666
275,금천구,가산동,90.5
276,금천구,독산1동,193.5
277,금천구,독산2동,336.0
278,금천구,독산3동,262.0
279,금천구,독산4동,271.66666666666663
280,금천구,시흥1동,237.33333333333331
281,금천구,시흥2동,196.33333333333331
282,금천구,시흥3동,85.0
283,금천구,시흥4동,268.0
284,금천구,시흥5동,137.5
285,영등포구,영등포본동,262.5
286,영등포구,영등포동,181.33333333333331
287,영등포구,여의동,49.33333333333333
288,영등포구,당산1동,279.0
289,영등포구,당산2동,229.5
290,영등포구,도림동,345.16666666666663
291,영등포구,문래동,182.83333333333331
292,영등포구,양평1동,201.33333333333331
293,영등포구,양평2동,87.66666666666666
294,영등포구,신길1동,228.66666666666669
295,영등포구,신길3동,305.0
296,영등포구,신길4동,311.5
297,영등포구,신길5동,202.5
298,영등포구,신길6동,276.33333333333337
299,영등포구,신길7동,262.5
300,영등포구,대림1동,269.33333333333337
301,영등포구,대림2동,220.0
302,영등포구,대림3동,255.0
303,동작구,노량진1동,171.83333333333331
304,동작구,노량진2동,233.5
305,동작구,상도1동,311.16666666666663
306,동작구,상도2동,336.83333333333337
307,동작구,상도3동,388.66666666666663
308,동작구,상도4동,312.66666666666663
309,동작구,흑석동,144.83333333333331
310,동작구,사당1동,365.0
311,동작구,사당2동,91.83333333333334
312,동작구,사당3동,273.83333333333337
313,동작구,사당4동,340.0
314,동작구,사당5동,193.66666666666669
315,동작구,대방동,250.83333333333331
316,동작구,신대방1동,354.0
317,동작구,신대방2동,209.5
318,관악구,보라매동,321.5
319,관악구,청림동,566.1666666666667
320,관악구,성현동,485.5
321,관악구,행운동,403.5
322,관악구,낙성대동,68.83333333333334
323,관악구,청룡동,240.5
324,관악구,은천동,475.0
325,관악구,중앙동,396.5
326,관악구,인헌동,379.0
327,관악구,남현동,45.0
328,관악구,서원동,356.0
329,관악구,신원동,340.5
330,관악구,서림동,249.0
331,관악구,신사동,378.16666666666663
332,관악구,신림동,421.0
333,관악구,난향동,210.33333333333331
334,관악구,조원동,269.33333333333337
335,관악구,대학동,29.166666666666664
336,관악구,삼성동,105.33333333333334
337,관악구,미성동,235.83333333333331
338,관악구,난곡동,292.66666666666663
339,서초구,서초1동,154.0
340,서초구,서초2동,145.83333333333331
341,서초구,서초3동,103.33333333333334
342,서초구,서초4동,354.5
343,서초구,잠원동,184.66666666666669
344,서초구,반포본동,83.5
345,서초구,반포1동,297.5
346,서초구,반포2동,141.5
347,서초구,반포3동,145.66666666666669
348,서초구,반포4동,138.0
349,서초구,방배본동,324.66666666666663
350,서초구,방배1동,251.83333333333331
351,서초구,방배2동,122.33333333333334
352,서초구,방배3동,91.16666666666666
353,서초구,방배4동,253.16666666666669
354,서초구,양재1동,80.83333333333334
355,서초구,양재2동,31.666666666666664
356,서초구,내곡동,14.0
357,강남구,신사동,100.83333333333334
358,강남구,논현1동,187.33333333333331
359,강남구,논현2동,149.83333333333331
360,강남구,압구정동,110.66666666666666
361,강남구,청담동,125.83333333333334
362,강남구,삼성1동,77.66666666666666
363,강남구,삼성2동,242.0
364,강남구,대치1동,320.5
365,강남구,대치2동,196.33333333333331
366,강남구,대치4동,292.83333333333337
367,강남구,역삼1동,152.16666666666669
368,강남구,역삼2동,322.83333333333337
369,강남구,도곡1동,213.0
370,강남구,도곡2동,330.83333333333337
371,강남구,개포1동,87.66666666666666
372,강남구,개포2동,63.5
373,강남구,개포4동,119.5
374,강남구,세곡동,76.0
375,강남구,일원본동,104.5
376,강남구,일원1동,179.5
377,강남구,일원2동,152.16666666666669
378,강남구,수서동,98.66666666666666
379,송파구,풍납1동,145.66666666666669
380,송파구,풍납2동,122.83333333333334
381,송파구,거여1동,243.5
382,송파구,거여2동,330.83333333333337
383,송파구,마천1동,367.33333333333337
384,송파구,마천2동,244.33333333333331
385,송파구,방이1동,282.83333333333337
386,송파구,방이2동,329.0
387,송파구,오륜동,60.83333333333333
388,송파구,오금동,241.0
389,송파구,송파1동,380.66666666666663
390,송파구,송파2동,330.0
391,송파구,석촌동,360.0
392,송파구,삼전동,331.0
393,송파구,가락본동,274.83333333333337
394,송파구,가락1동,38.666666666666664
395,송파구,가락2동,361.83333333333337
396,송파구,문정1동,357.5
397,송파구,문정2동,124.5
398,송파구,장지동,263.83333333333337
399,송파구,위례동,109.83333333333334
400,송파구,잠실본동,254.16666666666669
401,송파구,잠실2동,127.83333333333334
402,송파구,잠실3동,240.5
403,송파구,잠실4동,342.5
404,송파구,잠실6동,118.0
405,송파구,잠실7동,151.83333333333331
406,강동구,강일동,87.66666666666666
407,강동구,상일동,61.5
408,강동구,명일1동,351.33333333333337
409,강동구,명일2동,196.16666666666669
410,강동구,고덕1동,141.83333333333331
411,강동구,고덕2동,31.5
412,강동구,암사1동,503.66666666666663
413,강동구,암사2동,62.66666666666667
414,강동구,암사3동,101.83333333333334
415,강동구,천호1동,430.66666666666663
416,강동구,천호2동,191.83333333333331
417,강동구,천호3동,489.16666666666663
418,강동구,성내1동,316.0
419,강동구,성내2동,398.5
420,강동구,성내3동,370.5
421,강동구,길동,296.5
422,강동구,둔촌1동,3.0
423,강동구,둔촌2동,177.33333333333331
