구별,동별,연도,면적
강동구,암사3동,2019,2.51
강동구,암사3동,2020,2.51
강동구,암사3동,2021,2.51
강동구,암사3동,2022,2.51
강동구,천호1동,2018,0.71
강동구,천호1동,2019,0.71
강동구,천호1동,2020,0.71
강동구,천호1동,2021,0.71
강동구,천호1동,2022,0.71
강동구,천호2동,2018,1.57
강동구,천호2동,2019,1.57
강동구,천호2동,2020,1.57
강동구,천호2동,2021,1.57
강동구,천호2동,2022,1.57
강동구,천호3동,2018,0.79
강동구,천호3동,2019,0.79
강동구,천호3동,2020,0.79
강동구,천호3동,2021,0.79
강동구,천호3동,2022,0.79
강북구,미아동,2018,0.73
강북구,미아동,2019,0.93
강북구,미아동,2020,0.93
강북구,미아동,2021,0.93
강북구,미아동,2022,0.93
강북구,번1동,2018,0.55
강북구,번1동,2019,0.66
강북구,번1동,2020,0.66
강북구,번1동,2021,0.66
강북구,번1동,2022,0.66
강북구,번2동,2018,1.25
강북구,번2동,2019,0.95
강북구,번2동,2020,0.95
강북구,번2동,2021,0.95
강북구,번2동,2022,0.95
강북구,번3동,2018,0.86
강북구,번3동,2019,1.1
강북구,번3동,2020,1.1
강북구,번3동,2021,1.1
강북구,번3동,2022,1.1
강북구,삼각산동,2018,0.62
강북구,삼각산동,2019,0.62
강북구,삼각산동,2020,0.62
강북구,삼각산동,2021,0.62
강북구,삼각산동,2022,0.62
강북구,삼양동,2018,0.95
강북구,삼양동,2019,0.91
강북구,삼양동,2020,0.91
강북구,삼양동,2021,0.91
강북구,삼양동,2022,0.91
강북구,송중동,2018,1.22
강북구,송중동,2019,1.01
강북구,송중동,2020,1.01
강북구,송중동,2021,1.01
강북구,송중동,2022,1.01
강북구,송천동,2018,0.88
강북구,송천동,2019,0.9
강북구,송천동,2020,0.9
강북구,송천동,2021,0.9
강북구,송천동,2022,0.9
강북구,수유1동,2018,1.07
강북구,수유1동,2019,1.67
강북구,수유1동,2020,1.67
강북구,수유1동,2021,1.67
강북구,수유1동,2022,1.67
강북구,수유2동,2018,0.73
강북구,수유2동,2019,0.57
강북구,수유2동,2020,0.57
강북구,수유2동,2021,0.57
강북구,수유2동,2022,0.57
강북구,수유3동,2018,0.86
강북구,수유3동,2019,0.72
강북구,수유3동,2020,0.72
강북구,수유3동,2021,0.72
강북구,수유3동,2022,0.72
강북구,우이동,2018,10.95
강북구,우이동,2019,10.28
강북구,우이동,2020,10.28
강북구,우이동,2021,10.28
강북구,우이동,2022,10.28
강북구,인수동,2018,2.93
강북구,인수동,2019,3.28
강북구,인수동,2020,3.28
강북구,인수동,2021,3.28
강북구,인수동,2022,3.28
강서구,가양1동,2018,4.7
강서구,가양1동,2019,4.7
강서구,가양1동,2020,4.7
강서구,가양1동,2021,4.7
강서구,가양1동,2022,4.7
강서구,가양2동,2018,1.0
강서구,가양2동,2019,1.0
강서구,가양2동,2020,1.0
강서구,가양2동,2021,1.0
강서구,가양2동,2022,1.0
강서구,가양3동,2018,0.99
강서구,가양3동,2019,0.99
강서구,가양3동,2020,0.5
강서구,가양3동,2021,0.5
강서구,가양3동,2022,0.5
강서구,공항동,2018,10.87
강서구,공항동,2019,10.87
강서구,공항동,2020,10.87
강서구,공항동,2021,10.87
강서구,공항동,2022,10.87
강서구,등촌1동,2018,0.59
강서구,등촌1동,2019,0.59
강서구,등촌1동,2020,0.64
강서구,등촌1동,2021,0.64
강서구,등촌1동,2022,0.64
강서구,등촌2동,2018,0.92
강서구,등촌2동,2019,0.92
강서구,등촌2동,2020,0.92
강서구,등촌2동,2021,0.92
강서구,등촌2동,2022,0.92
강서구,등촌3동,2018,0.79
강서구,등촌3동,2019,0.79
강서구,등촌3동,2020,0.79
강서구,등촌3동,2021,0.79
강서구,등촌3동,2022,0.79
강서구,발산1동,2018,2.96
강서구,발산1동,2019,2.96
강서구,발산1동,2020,2.94
강서구,발산1동,2021,2.94
강서구,발산1동,2022,2.94
강서구,방화1동,2018,1.04
강서구,방화1동,2019,1.04
강서구,방화1동,2020,1.48
강서구,방화1동,2021,1.48
강서구,방화1동,2022,1.48
강서구,방화2동,2018,6.41
강서구,방화2동,2019,6.41
강서구,방화2동,2020,6.41
강서구,방화2동,2021,6.41
강서구,방화2동,2022,6.41
강서구,방화3동,2018,2.38
강서구,방화3동,2019,2.38
강서구,방화3동,2020,2.55
강서구,방화3동,2021,2.55
강서구,방화3동,2022,2.55
강서구,염창동,2018,1.74
강서구,염창동,2019,1.74
강서구,염창동,2020,1.74
강서구,염창동,2021,1.74
강서구,염창동,2022,1.74
강서구,우장산동,2018,1.36
강서구,우장산동,2019,1.36
강서구,우장산동,2020,1.36
강서구,우장산동,2021,1.36
강서구,우장산동,2022,1.36
강서구,화곡1동,2018,1.12
강서구,화곡1동,2019,1.12
강서구,화곡1동,2020,1.12
강서구,화곡1동,2021,1.12
강서구,화곡1동,2022,1.12
강서구,화곡2동,2018,0.47
강서구,화곡2동,2019,0.47
강서구,화곡2동,2020,0.45
강서구,화곡2동,2021,0.45
강서구,화곡2동,2022,0.45
강서구,화곡3동,2018,0.51
강서구,화곡3동,2019,0.51
강서구,화곡3동,2020,0.53
강서구,화곡3동,2021,0.53
강서구,화곡3동,2022,0.53
강서구,화곡4동,2018,0.82
강서구,화곡4동,2019,0.82
강서구,화곡4동,2020,0.82
강서구,화곡4동,2021,0.82
강서구,화곡4동,2022,0.82
강서구,화곡6동,2018,1.12
강서구,화곡6동,2019,1.12
강서구,화곡6동,2020,1.11
강서구,화곡6동,2021,1.11
강서구,화곡6동,2022,1.11
강서구,화곡8동,2018,0.53
강서구,화곡8동,2019,0.53
강서구,화곡8동,2020,0.53
강서구,화곡8동,2021,0.53
강서구,화곡8동,2022,0.53
강서구,화곡본동,2018,1.11
강서구,화곡본동,2019,1.11
강서구,화곡본동,2020,0.98
강서구,화곡본동,2021,0.98
강서구,화곡본동,2022,0.98
관악구,낙성대동,2018,2.27
관악구,낙성대동,2019,2.27
관악구,낙성대동,2020,2.27
관악구,낙성대동,2021,2.27
관악구,낙성대동,2022,2.27
관악구,난곡동,2018,0.96
관악구,난곡동,2019,0.96
관악구,난곡동,2020,0.96
관악구,난곡동,2021,0.96
관악구,난곡동,2022,0.96
관악구,난향동,2018,0.8
관악구,난향동,2019,0.8
관악구,난향동,2020,0.8
관악구,난향동,2021,0.8
관악구,난향동,2022,0.8
관악구,남현동,2018,3.27
관악구,남현동,2019,3.27
관악구,남현동,2020,3.27
관악구,남현동,2021,3.27
관악구,남현동,2022,3.27
관악구,대학동,2018,8.3
관악구,대학동,2019,8.3
관악구,대학동,2020,8.3
관악구,대학동,2021,8.3
관악구,대학동,2022,8.3
관악구,미성동,2018,1.38
관악구,미성동,2019,1.38
관악구,미성동,2020,1.38
관악구,미성동,2021,1.38
관악구,미성동,2022,1.38
관악구,보라매동,2018,0.76
관악구,보라매동,2019,0.76
관악구,보라매동,2020,0.76
관악구,보라매동,2021,0.76
관악구,보라매동,2022,0.76
관악구,삼성동,2018,2.66
관악구,삼성동,2019,2.66
관악구,삼성동,2020,2.66
관악구,삼성동,2021,2.66
관악구,삼성동,2022,2.66
관악구,서림동,2018,0.99
관악구,서림동,2019,0.99
관악구,서림동,2020,0.99
관악구,서림동,2021,0.99
관악구,서림동,2022,0.99
관악구,서원동,2018,0.65
관악구,서원동,2019,0.65
관악구,서원동,2020,0.65
관악구,서원동,2021,0.65
관악구,서원동,2022,0.65
관악구,성현동,2018,0.68
관악구,성현동,2019,0.68
관악구,성현동,2020,0.68
관악구,성현동,2021,0.68
관악구,성현동,2022,0.68
관악구,신림동,2018,0.54
관악구,신림동,2019,0.54
관악구,신림동,2020,0.54
관악구,신림동,2021,0.54
관악구,신림동,2022,0.54
관악구,신사동,2018,0.64
관악구,신사동,2019,0.64
관악구,신사동,2020,0.64
관악구,신사동,2021,0.64
관악구,신사동,2022,0.64
관악구,신원동,2018,0.55
관악구,신원동,2019,0.55
관악구,신원동,2020,0.55
관악구,신원동,2021,0.55
관악구,신원동,2022,0.55
관악구,은천동,2018,0.78
관악구,은천동,2019,0.78
관악구,은천동,2020,0.78
관악구,은천동,2021,0.78
관악구,은천동,2022,0.78
관악구,인헌동,2018,1.08
관악구,인헌동,2019,1.08
관악구,인헌동,2020,1.08
관악구,인헌동,2021,1.08
관악구,인헌동,2022,1.08
관악구,조원동,2018,0.67
관악구,조원동,2019,0.67
관악구,조원동,2020,0.67
관악구,조원동,2021,0.67
관악구,조원동,2022,0.67
관악구,중앙동,2018,0.39
관악구,중앙동,2019,0.39
관악구,중앙동,2020,0.39
관악구,중앙동,2021,0.39
관악구,중앙동,2022,0.39
관악구,청룡동,2018,1.18
관악구,청룡동,2019,1.18
관악구,청룡동,2020,1.18
관악구,청룡동,2021,1.18
관악구,청룡동,2022,1.18
관악구,청림동,2018,0.3
관악구,청림동,2019,0.3
관악구,청림동,2020,0.3
관악구,청림동,2021,0.3
관악구,청림동,2022,0.3
관악구,행운동,2018,0.72
관악구,행운동,2019,0.72
관악구,행운동,2020,0.72
관악구,행운동,2021,0.72
관악구,행운동,2022,0.72
광진구,광장동,2018,2.39
광진구,광장동,2019,2.39
광진구,광장동,2020,2.39
광진구,광장동,2021,2.39
광진구,광장동,2022,2.39
광진구,구의1동,2018,0.56
광진구,구의1동,2019,0.56
광진구,구의1동,2020,0.56
광진구,구의1동,2021,0.56
광진구,구의1동,2022,0.56
광진구,구의2동,2018,1.39
광진구,구의2동,2019,1.39
광진구,구의2동,2020,1.39
광진구,구의2동,2021,1.39
광진구,구의2동,2022,1.39
광진구,구의3동,2018,1.02
광진구,구의3동,2019,1.02
광진구,구의3동,2020,1.02
광진구,구의3동,2021,1.02
광진구,구의3동,2022,1.02
광진구,군자동,2018,0.74
광진구,군자동,2019,0.74
광진구,군자동,2020,0.74
광진구,군자동,2021,0.74
광진구,군자동,2022,0.74
광진구,능동,2018,1.1
광진구,능동,2019,1.1
광진구,능동,2020,1.1
광진구,능동,2021,1.1
광진구,능동,2022,1.1
광진구,자양1동,2018,0.57
광진구,자양1동,2019,0.57
광진구,자양1동,2020,0.57
광진구,자양1동,2021,0.57
광진구,자양1동,2022,0.57
광진구,자양2동,2018,1.68
광진구,자양2동,2019,1.68
광진구,자양2동,2020,1.68
광진구,자양2동,2021,1.68
광진구,자양2동,2022,1.68
광진구,자양3동,2018,1.2
광진구,자양3동,2019,1.2
광진구,자양3동,2020,1.2
광진구,자양3동,2021,1.2
광진구,자양3동,2022,1.2
광진구,자양4동,2018,1.16
광진구,자양4동,2019,1.16
광진구,자양4동,2020,1.16
광진구,자양4동,2021,1.16
광진구,자양4동,2022,1.16
광진구,중곡1동,2018,0.62
광진구,중곡1동,2019,0.62
광진구,중곡1동,2020,0.62
광진구,중곡1동,2021,0.62
광진구,중곡1동,2022,0.62
광진구,중곡2동,2018,0.55
광진구,중곡2동,2019,0.55
광진구,중곡2동,2020,0.55
광진구,중곡2동,2021,0.55
광진구,중곡2동,2022,0.55
광진구,중곡3동,2018,0.6
광진구,중곡3동,2019,0.6
광진구,중곡3동,2020,0.6
광진구,중곡3동,2021,0.6
광진구,중곡3동,2022,0.6
광진구,중곡4동,2018,2.32
광진구,중곡4동,2019,2.32
광진구,중곡4동,2020,2.32
광진구,중곡4동,2021,2.32
광진구,중곡4동,2022,2.32
광진구,화양동,2018,1.16
광진구,화양동,2019,1.16
광진구,화양동,2020,1.16
광진구,화양동,2021,1.16
광진구,화양동,2022,1.16
구로구,가리봉동,2018,0.4
구로구,가리봉동,2019,0.4
구로구,가리봉동,2020,0.4
구로구,가리봉동,2021,0.4
구로구,가리봉동,2022,0.4
구로구,개봉1동,2018,1.31
구로구,개봉1동,2019,1.31
구로구,개봉1동,2020,1.31
구로구,개봉1동,2021,1.31
구로구,개봉1동,2022,1.31
구로구,개봉2동,2018,0.8
구로구,개봉2동,2019,0.8
구로구,개봉2동,2020,0.8
구로구,개봉2동,2021,0.8
구로구,개봉2동,2022,0.8
구로구,개봉3동,2018,0.81
구로구,개봉3동,2019,0.81
구로구,개봉3동,2020,0.81
구로구,개봉3동,2021,0.81
구로구,개봉3동,2022,0.81
구로구,고척1동,2018,1.16
구로구,고척1동,2019,1.16
구로구,고척1동,2020,1.16
구로구,고척1동,2021,1.16
구로구,고척1동,2022,1.16
구로구,고척2동,2018,1.02
구로구,고척2동,2019,1.02
구로구,고척2동,2020,1.02
구로구,고척2동,2021,1.02
구로구,고척2동,2022,1.02
구로구,구로1동,2018,1.02
구로구,구로1동,2019,1.02
구로구,구로1동,2020,1.02
구로구,구로1동,2021,1.02
구로구,구로1동,2022,1.02
구로구,구로2동,2018,1.76
구로구,구로2동,2019,1.76
구로구,구로2동,2020,1.76
구로구,구로2동,2021,1.76
구로구,구로2동,2022,1.76
구로구,구로3동,2018,1.02
구로구,구로3동,2019,1.02
구로구,구로3동,2020,1.02
구로구,구로3동,2021,1.02
구로구,구로3동,2022,1.02
구로구,구로4동,2018,0.46
구로구,구로4동,2019,0.46
구로구,구로4동,2020,0.46
구로구,구로4동,2021,0.46
구로구,구로4동,2022,0.46
구로구,구로5동,2018,1.03
구로구,구로5동,2019,1.03
구로구,구로5동,2020,1.03
구로구,구로5동,2021,1.03
구로구,구로5동,2022,1.03
구로구,수궁동,2018,2.67
구로구,수궁동,2019,2.67
구로구,수궁동,2020,2.67
구로구,수궁동,2021,2.67
구로구,수궁동,2022,2.67
구로구,신도림동,2018,1.47
구로구,신도림동,2019,1.47
구로구,신도림동,2020,1.47
구로구,신도림동,2021,1.47
구로구,신도림동,2022,1.47
구로구,오류1동,2018,0.59
구로구,오류1동,2019,0.59
구로구,오류1동,2020,0.59
구로구,오류1동,2021,0.59
구로구,오류1동,2022,0.59
구로구,오류2동,2018,4.6
구로구,오류2동,2019,4.6
구로구,오류2동,2020,3.2
구로구,오류2동,2021,3.2
구로구,오류2동,2022,3.2
구로구,항동,2020,1.4
구로구,항동,2021,1.4
구로구,항동,2022,1.4
금천구,가산동,2018,2.52
금천구,가산동,2019,2.52
금천구,가산동,2020,2.52
금천구,가산동,2021,2.52
금천구,가산동,2022,2.52
금천구,독산1동,2018,2.09
금천구,독산1동,2019,2.09
금천구,독산1동,2020,2.09
금천구,독산1동,2021,2.09
금천구,독산1동,2022,2.09
금천구,독산2동,2018,0.6
금천구,독산2동,2019,0.6
금천구,독산2동,2020,0.6
금천구,독산2동,2021,0.6
금천구,독산2동,2022,0.6
금천구,독산3동,2018,0.92
금천구,독산3동,2019,0.92
금천구,독산3동,2020,0.92
금천구,독산3동,2021,0.92
금천구,독산3동,2022,0.92
금천구,독산4동,2018,0.59
금천구,독산4동,2019,0.59
금천구,독산4동,2020,0.59
금천구,독산4동,2021,0.59
금천구,독산4동,2022,0.59
금천구,시흥1동,2018,1.71
금천구,시흥1동,2019,1.71
금천구,시흥1동,2020,1.71
금천구,시흥1동,2021,1.71
금천구,시흥1동,2022,1.71
금천구,시흥2동,2018,1.26
금천구,시흥2동,2019,1.26
금천구,시흥2동,2020,1.26
금천구,시흥2동,2021,1.26
금천구,시흥2동,2022,1.26
금천구,시흥3동,2018,1.07
금천구,시흥3동,2019,1.07
금천구,시흥3동,2020,1.07
금천구,시흥3동,2021,1.07
금천구,시흥3동,2022,1.07
금천구,시흥4동,2018,0.87
금천구,시흥4동,2019,0.87
금천구,시흥4동,2020,0.87
금천구,시흥4동,2021,0.87
금천구,시흥4동,2022,0.87
금천구,시흥5동,2018,1.39
금천구,시흥5동,2019,1.39
금천구,시흥5동,2020,1.39
금천구,시흥5동,2021,1.39
금천구,시흥5동,2022,1.39
노원구,공릉1동,2018,1.41
노원구,공릉1동,2019,1.41
노원구,공릉1동,2020,1.41
노원구,공릉1동,2021,1.41
노원구,공릉1동,2022,1.41
노원구,공릉2동,2018,6.82
노원구,공릉2동,2019,6.82
노원구,공릉2동,2020,6.82
노원구,공릉2동,2021,6.82
노원구,공릉2동,2022,6.82
노원구,상계10동,2018,0.8
노원구,상계10동,2019,0.8
노원구,상계10동,2020,0.8
노원구,상계10동,2021,0.8
노원구,상계10동,2022,0.8
노원구,상계1동,2018,5.62
노원구,상계1동,2019,5.62
노원구,상계1동,2020,5.62
노원구,상계1동,2021,5.62
노원구,상계1동,2022,5.62
노원구,상계2동,2018,0.61
노원구,상계2동,2019,0.61
노원구,상계2동,2020,0.61
노원구,상계2동,2021,0.61
노원구,상계2동,2022,0.61
노원구,상계3.4동,2018,5.05
노원구,상계3.4동,2019,5.62
노원구,상계3.4동,2020,5.62
노원구,상계3.4동,2021,5.05
노원구,상계3.4동,2022,5.05
노원구,상계5동,2018,1.01
노원구,상계5동,2019,0.44
노원구,상계5동,2020,0.44
노원구,상계5동,2021,1.01
노원구,상계5동,2022,1.01
노원구,상계6.7동,2018,1.11
노원구,상계6.7동,2019,1.11
노원구,상계6.7동,2020,1.11
노원구,상계6.7동,2021,1.11
노원구,상계6.7동,2022,1.11
노원구,상계8동,2018,0.67
노원구,상계8동,2019,0.67
노원구,상계8동,2020,0.67
노원구,상계8동,2021,0.67
노원구,상계8동,2022,0.67
노원구,상계9동,2018,0.81
노원구,상계9동,2019,0.81
노원구,상계9동,2020,0.81
노원구,상계9동,2021,0.81
노원구,상계9동,2022,0.81
노원구,월계1동,2018,1.16
노원구,월계1동,2019,1.16
노원구,월계1동,2020,1.16
노원구,월계1동,2021,1.16
노원구,월계1동,2022,1.16
노원구,월계2동,2018,1.94
노원구,월계2동,2019,1.94
노원구,월계2동,2020,1.94
노원구,월계2동,2021,1.94
노원구,월계2동,2022,1.94
노원구,월계3동,2018,1.17
노원구,월계3동,2019,1.17
노원구,월계3동,2020,1.17
노원구,월계3동,2021,1.17
노원구,월계3동,2022,1.17
노원구,중계1동,2018,0.63
노원구,중계1동,2019,0.63
노원구,중계1동,2020,0.63
노원구,중계1동,2021,0.63
노원구,중계1동,2022,0.63
노원구,중계2.3동,2018,0.9
노원구,중계2.3동,2019,0.9
노원구,중계2.3동,2020,0.9
노원구,중계2.3동,2021,0.9
노원구,중계2.3동,2022,0.9
노원구,중계4동,2018,1.7
노원구,중계4동,2019,1.7
노원구,중계4동,2020,1.7
노원구,중계4동,2021,1.7
노원구,중계4동,2022,1.7
노원구,중계본동,2018,1.97
노원구,중계본동,2019,1.97
노원구,중계본동,2020,1.97
노원구,중계본동,2021,1.97
노원구,중계본동,2022,1.97
노원구,하계1동,2018,1.55
노원구,하계1동,2019,1.55
노원구,하계1동,2020,1.55
노원구,하계1동,2021,1.55
노원구,하계1동,2022,1.55
노원구,하계2동,2018,0.51
노원구,하계2동,2019,0.51
노원구,하계2동,2020,0.51
노원구,하계2동,2021,0.51
노원구,하계2동,2022,0.51
도봉구,도봉1동,2018,8.72
도봉구,도봉1동,2019,8.72
도봉구,도봉1동,2020,8.72
도봉구,도봉1동,2021,8.72
도봉구,도봉1동,2022,8.72
도봉구,도봉2동,2018,0.83
도봉구,도봉2동,2019,0.83
도봉구,도봉2동,2020,0.83
도봉구,도봉2동,2021,0.83
도봉구,도봉2동,2022,0.83
도봉구,방학1동,2018,0.69
도봉구,방학1동,2019,0.69
도봉구,방학1동,2020,0.69
도봉구,방학1동,2021,0.69
도봉구,방학1동,2022,0.69
도봉구,방학2동,2018,0.74
도봉구,방학2동,2019,0.74
도봉구,방학2동,2020,0.74
도봉구,방학2동,2021,0.74
도봉구,방학2동,2022,0.74
도봉구,방학3동,2018,2.64
도봉구,방학3동,2019,2.64
도봉구,방학3동,2020,2.62
도봉구,방학3동,2021,2.62
도봉구,방학3동,2022,2.62
도봉구,쌍문1동,2018,1.24
도봉구,쌍문1동,2019,1.24
도봉구,쌍문1동,2020,1.24
도봉구,쌍문1동,2021,1.24
도봉구,쌍문1동,2022,1.24
도봉구,쌍문2동,2018,0.54
도봉구,쌍문2동,2019,0.54
도봉구,쌍문2동,2020,0.54
도봉구,쌍문2동,2021,0.54
도봉구,쌍문2동,2022,0.54
도봉구,쌍문3동,2018,0.5
도봉구,쌍문3동,2019,0.5
도봉구,쌍문3동,2020,0.5
도봉구,쌍문3동,2021,0.5
도봉구,쌍문3동,2022,0.5
도봉구,쌍문4동,2018,0.52
도봉구,쌍문4동,2019,0.52
도봉구,쌍문4동,2020,0.52
도봉구,쌍문4동,2021,0.52
도봉구,쌍문4동,2022,0.52
도봉구,창1동,2018,0.88
도봉구,창1동,2019,0.88
도봉구,창1동,2020,0.88
도봉구,창1동,2021,0.88
도봉구,창1동,2022,0.88
도봉구,창2동,2018,1.07
도봉구,창2동,2019,1.07
도봉구,창2동,2020,1.05
도봉구,창2동,2021,1.05
도봉구,창2동,2022,1.05
도봉구,창3동,2018,0.67
도봉구,창3동,2019,0.67
도봉구,창3동,2020,0.67
도봉구,창3동,2021,0.67
도봉구,창3동,2022,0.67
도봉구,창4동,2018,0.96
도봉구,창4동,2019,0.96
도봉구,창4동,2020,0.95
도봉구,창4동,2021,0.95
도봉구,창4동,2022,0.95
도봉구,창5동,2018,0.7
도봉구,창5동,2019,0.7
도봉구,창5동,2020,0.7
도봉구,창5동,2021,0.7
도봉구,창5동,2022,0.7
동대문구,답십리1동,2018,0.81
동대문구,답십리1동,2019,0.81
동대문구,답십리1동,2020,0.81
동대문구,답십리1동,2021,0.81
동대문구,답십리1동,2022,0.81
동대문구,답십리2동,2018,0.85
동대문구,답십리2동,2019,0.85
동대문구,답십리2동,2020,0.85
동대문구,답십리2동,2021,0.85
동대문구,답십리2동,2022,0.85
동대문구,용신동,2018,1.61
동대문구,용신동,2019,1.61
동대문구,용신동,2020,1.61
동대문구,용신동,2021,1.61
동대문구,용신동,2022,1.61
동대문구,이문1동,2018,1.04
동대문구,이문1동,2019,1.04
동대문구,이문1동,2020,1.04
동대문구,이문1동,2021,1.04
동대문구,이문1동,2022,1.04
동대문구,이문2동,2018,0.69
동대문구,이문2동,2019,0.69
동대문구,이문2동,2020,0.69
동대문구,이문2동,2021,0.69
동대문구,이문2동,2022,0.69
동대문구,장안1동,2018,1.25
