"시점","동별(1)",동별(2),동별(3),인구 (명),면적 (㎢),인구밀도 (명/㎢)
"2020","합계",도봉구,창1동,25400,0.88,28864
"2020","합계",도봉구,창2동,29912,1.05,28488
"2020","합계",도봉구,창3동,14402,0.67,21496
"2020","합계",도봉구,창4동,27286,0.95,28722
"2020","합계",도봉구,창5동,25308,0.70,36154
"2020","합계",도봉구,도봉1동,21810,8.72,2501
"2020","합계",도봉구,도봉2동,27920,0.83,33639
"2020","합계",노원구,소계,527032,35.44,14872
"2020","합계",노원구,월계1동,23085,1.16,19901
"2020","합계",노원구,월계2동,27615,1.94,14235
"2020","합계",노원구,월계3동,30790,1.17,26316
"2020","합계",노원구,공릉2동,40360,6.82,5918
"2020","합계",노원구,하계1동,27965,1.55,18042
"2020","합계",노원구,하계2동,22723,0.51,44555
"2020","합계",노원구,중계본동,24942,1.97,12661
"2020","합계",노원구,중계1동,27556,0.63,43740
"2020","합계",노원구,중계4동,20752,1.70,12207
"2020","합계",노원구,상계1동,39204,5.62,6976
"2020","합계",노원구,상계2동,20692,0.61,33921
"2020","합계",노원구,상계5동,24797,0.44,56357
"2020","합계",노원구,상계8동,22963,0.67,34273
"2020","합계",노원구,상계9동,21221,0.81,26199
"2020","합계",노원구,상계10동,17631,0.80,22039
"2020","합계",노원구,상계3.4동,27184,5.62,4837
"2020","합계",노원구,상계6.7동,33642,1.11,30308
"2020","합계",노원구,중계2.3동,35586,0.90,39540
"2020","합계",노원구,공릉1동,38324,1.41,27180
"2020","합계",은평구,소계,484043,29.71,16292
"2020","합계",은평구,녹번동,37815,1.79,21126
"2020","합계",은평구,불광1동,40022,3.13,12787
"2020","합계",은평구,갈현1동,23396,0.97,24120
"2020","합계",은평구,갈현2동,29239,0.96,30457
"2020","합계",은평구,구산동,32997,1.38,23911
"2020","합계",은평구,대조동,27579,0.85,32446
"2020","합계",은평구,응암1동,31265,1.20,26054
"2020","합계",은평구,응암2동,27776,0.78,35610
"2020","합계",은평구,신사1동,27776,0.84,33067
"2020","합계",은평구,신사2동,20945,1.00,20945
"2020","합계",은평구,증산동,15487,0.81,19120
"2020","합계",은평구,수색동,11258,1.29,8727
"2020","합계",은평구,진관동,57256,11.53,4966
"2020","합계",은평구,불광2동,28740,1.38,20826
"2020","합계",은평구,응암3동,25553,0.63,40560
"2020","합계",은평구,역촌동,46939,1.16,40465
"2020","합계",서대문구,소계,322952,17.63,18322
"2020","합계",서대문구,천연동,18049,0.97,18607
"2020","합계",서대문구,홍제1동,24604,1.23,20003
"2020","합계",서대문구,홍제3동,15983,1.05,15222
"2020","합계",서대문구,홍제2동,14334,0.81,17696
"2020","합계",서대문구,홍은1동,23266,1.58,14725
"2020","합계",서대문구,홍은2동,27734,2.06,13463
"2020","합계",서대문구,남가좌1동,16141,0.51,31649
"2020","합계",서대문구,남가좌2동,30996,0.77,40255
"2020","합계",서대문구,북가좌1동,18557,0.55,33740
"2020","합계",서대문구,북가좌2동,32947,0.84,39223
"2020","합계",서대문구,충현동,21229,1.12,18954
"2020","합계",서대문구,북아현동,16956,0.46,36861
"2020","합계",서대문구,신촌동,23051,2.63,8765
"2020","합계",서대문구,연희동,39105,3.05,12821
"2020","합계",마포구,소계,381858,23.85,16011
"2020","합계",마포구,용강동,22257,0.84,26496
"2020","합계",마포구,대흥동,15863,0.87,18233
"2020","합계",마포구,염리동,12864,0.44,29236
"2020","합계",마포구,신수동,23606,0.78,30264
"2020","합계",마포구,서교동,26981,1.65,16352
"2020","합계",마포구,합정동,18576,1.72,10800
"2020","합계",마포구,망원1동,21113,1.13,18684
"2020","합계",마포구,망원2동,19216,0.67,28681
"2020","합계",마포구,연남동,16682,0.64,26066
"2020","합계",마포구,성산1동,19679,0.80,24599
"2020","합계",마포구,성산2동,40669,2.07,19647
"2020","합계",마포구,상암동,31997,8.40,3809
"2020","합계",마포구,도화동,21998,0.62,35481
"2020","합계",마포구,서강동,25386,1.45,17508
"2020","합계",마포구,공덕동,38750,1.01,38366
"2020","합계",마포구,아현동,26221,0.76,34501
"2020","합계",양천구,소계,457781,17.41,26301
"2020","합계",양천구,목1동,31727,1.41,22501
"2020","합계",양천구,목2동,30705,1.03,29811
"2020","합계",양천구,목3동,22643,0.53,42723
"2020","합계",양천구,목4동,26190,0.57,45947
"2020","합계",양천구,신월1동,21246,0.65,32686
"2020","합계",양천구,신월2동,21520,0.61,35279
"2020","합계",양천구,신월3동,15965,0.87,18351
"2020","합계",양천구,신월4동,18487,0.52,35552
"2020","합계",양천구,신월5동,15189,0.69,22013
"2020","합계",양천구,신월6동,13798,0.41,33654
"2020","합계",양천구,신월7동,20651,1.19,17354
"2020","합계",양천구,신정1동,21074,0.70,30106
"2020","합계",양천구,신정2동,20207,0.52,38860
"2020","합계",양천구,신정3동,46787,2.72,17201
"2020","합계",양천구,신정6동,25038,0.96,26081
"2020","합계",양천구,신정7동,30075,1.21,24855
"2020","합계",양천구,목5동,42288,1.81,23364
"2020","합계",양천구,신정4동,34191,1.01,33852
"2020","합계",강서구,소계,585901,41.44,14140
"2020","합계",강서구,염창동,42017,1.74,24148
"2020","합계",강서구,등촌1동,24338,0.64,38028
"2020","합계",강서구,등촌2동,21216,0.92,23061
"2020","합계",강서구,등촌3동,31660,0.79,40076
"2020","합계",강서구,화곡본동,34981,0.98,35695
"2020","합계",강서구,화곡2동,18727,0.45,41616
"2020","합계",강서구,화곡3동,21938,0.53,41392
"2020","합계",강서구,화곡4동,21413,0.82,26113
"2020","합계",강서구,화곡6동,25133,1.11,22642
"2020","합계",강서구,화곡8동,25674,0.53,48442
"2020","합계",강서구,가양1동,34540,4.70,7349
"2020","합계",강서구,가양2동,14588,1.00,14588
"2020","합계",강서구,가양3동,15583,0.50,31166
"2020","합계",강서구,발산1동,37530,2.94,12765
"2020","합계",강서구,공항동,27627,10.87,2542
"2020","합계",강서구,방화1동,44550,1.48,30101
"2020","합계",강서구,방화2동,23442,6.41,3657
"2020","합계",강서구,방화3동,23577,2.55,9246
"2020","합계",강서구,화곡1동,53380,1.12,47661
"2020","합계",강서구,우장산동,43987,1.36,32343
"2020","합계",구로구,소계,432488,20.12,21496
"2020","합계",구로구,신도림동,36494,1.47,24826
"2020","합계",구로구,구로1동,21632,1.02,21208
"2020","합계",구로구,구로3동,25722,1.02,25218
"2020","합계",구로구,구로4동,25031,0.46,54415
"2020","합계",구로구,구로5동,32339,1.03,31397
"2020","합계",구로구,고척1동,23547,1.16,20299
"2020","합계",구로구,고척2동,27853,1.02,27307
"2020","합계",구로구,개봉2동,32218,0.80,40273
"2020","합계",구로구,개봉3동,21284,0.81,26277
"2020","합계",구로구,오류1동,23360,0.59,39593
"2020","합계",구로구,수궁동,24297,2.67,9100
"2020","합계",구로구,가리봉동,14263,0.40,35658
"2020","합계",구로구,구로2동,33050,1.76,18778
"2020","합계",구로구,개봉1동,35239,1.31,26900
"2020","합계",구로구,오류2동,39755,3.20,12423
"2020","합계",구로구,항동,16404,1.40,11717
"2020","합계",금천구,소계,247835,13.02,19035
"2020","합계",금천구,가산동,25973,2.52,10307
"2020","합계",금천구,독산1동,44191,2.09,21144
"2020","합계",금천구,독산2동,20666,0.60,34443
"2020","합계",금천구,독산3동,28535,0.92,31016
"2020","합계",금천구,독산4동,17464,0.59,29600
"2020","합계",금천구,시흥1동,35781,1.71,20925
"2020","합계",금천구,시흥2동,22092,1.26,17533
"2020","합계",금천구,시흥3동,11285,1.07,10547
"2020","합계",금천구,시흥4동,21520,0.87,24736
"2020","합계",금천구,시흥5동,20328,1.39,14624
"2020","합계",영등포구,소계,407367,24.55,16595
"2020","합계",영등포구,여의동,34463,8.40,4103
"2020","합계",영등포구,당산1동,21197,0.75,28263
"2020","합계",영등포구,당산2동,38011,1.55,24523
"2020","합계",영등포구,양평1동,17702,0.88,20116
"2020","합계",영등포구,양평2동,22603,3.00,7534
"2020","합계",영등포구,신길1동,19167,0.66,29041
"2020","합계",영등포구,신길3동,18086,0.52,34781
"2020","합계",영등포구,신길4동,12974,0.38,34142
"2020","합계",영등포구,신길5동,12496,0.47,26587
"2020","합계",영등포구,신길6동,19071,0.65,29340
"2020","합계",영등포구,신길7동,20494,0.64,32022
"2020","합계",영등포구,대림1동,17751,0.49,36227
"2020","합계",영등포구,대림2동,19776,0.55,35956
"2020","합계",영등포구,대림3동,26973,0.95,28393
"2020","합계",영등포구,영등포본동,23790,1.02,23324
"2020","합계",영등포구,영등포동,28749,1.26,22817
"2020","합계",영등포구,도림동,20665,0.89,23219
"2020","합계",영등포구,문래동,33399,1.49,22415
"2020","합계",동작구,소계,401572,16.35,24555
"2020","합계",동작구,노량진2동,13512,0.64,21113
"2020","합계",동작구,상도1동,46840,1.51,31020
"2020","합계",동작구,상도2동,28162,0.98,28737
"2020","합계",동작구,상도3동,25416,0.60,42360
"2020","합계",동작구,상도4동,29306,0.75,39075
"2020","합계",동작구,사당1동,23632,0.79,29914
"2020","합계",동작구,사당3동,25244,0.92,27439
"2020","합계",동작구,사당4동,14599,0.38,38418
"2020","합계",동작구,사당5동,14811,0.57,25984
"2020","합계",동작구,대방동,39172,1.55,25272
"2020","합계",동작구,신대방1동,25823,0.62,41650
"2020","합계",동작구,신대방2동,20466,1.03,19870
"2020","합계",동작구,흑석동,34544,1.68,20562
"2020","합계",동작구,노량진1동,32387,1.58,20498
"2020","합계",동작구,사당2동,27658,2.75,10057
"2020","합계",관악구,소계,509803,29.57,17241
"2020","합계",관악구,보라매동,25278,0.76,33261
"2020","합계",관악구,청림동,15711,0.30,52370
"2020","합계",관악구,행운동,29799,0.72,41388
"2020","합계",관악구,낙성대동,17579,2.27,7744
"2020","합계",관악구,중앙동,15758,0.39,40405
"2020","합계",관악구,인헌동,26500,1.08,24537
"2020","합계",관악구,남현동,18598,3.27,5687
"2020","합계",관악구,서원동,23565,0.65,36254
"2020","합계",관악구,신원동,19290,0.55,35073
"2020","합계",관악구,서림동,24410,0.99,24657
"2020","합계",관악구,신사동,25426,0.64,39728
"2020","합계",관악구,신림동,22667,0.54,41976
"2020","합계",관악구,난향동,15915,0.80,19894
"2020","합계",관악구,조원동,19232,0.67,28704
"2020","합계",관악구,대학동,24907,8.30,3001
"2020","합계",관악구,은천동,34595,0.78,44353
"2020","합계",관악구,성현동,30472,0.68,44812
"2020","합계",관악구,청룡동,36325,1.18,30784
"2020","합계",관악구,난곡동,28054,0.96,29223
"2020","합계",관악구,삼성동,23935,2.66,8998
"2020","합계",관악구,미성동,31787,1.38,23034
"2020","합계",서초구,소계,429025,46.98,9132
"2020","합계",서초구,서초1동,21187,1.42,14920
"2020","합계",서초구,서초2동,21731,1.24,17525
"2020","합계",서초구,서초3동,32307,2.93,11026
"2020","합계",서초구,서초4동,31718,0.88,36043
"2020","합계",서초구,잠원동,28532,1.76,16211
"2020","합계",서초구,반포본동,11991,1.01,11872
"2020","합계",서초구,반포1동,32630,1.00,32630
"2020","합계",서초구,반포2동,16240,1.35,12030
"2020","합계",서초구,반포3동,22412,1.28,17509
"2020","합계",서초구,반포4동,19977,1.43,13970
"2020","합계",서초구,방배본동,21293,0.67,31781
"2020","합계",서초구,방배1동,17381,0.70,24830
"2020","합계",서초구,방배2동,20404,1.93,10572
"2020","합계",서초구,방배3동,21441,2.40,8934
"2020","합계",서초구,방배4동,24036,0.98,24527
"2020","합계",서초구,양재1동,44890,5.76,7793
"2020","합계",서초구,양재2동,22709,7.58,2996
"2020","합계",서초구,내곡동,18146,12.68,1431
"2020","합계",강남구,소계,544055,39.50,13773
"2020","합계",강남구,신사동,16914,1.89,8949
"2020","합계",강남구,논현1동,23734,1.25,18987
"2020","합계",강남구,논현2동,21997,1.47,14964
"2020","합계",강남구,삼성1동,13600,1.94,7010
"2020","합계",강남구,삼성2동,30368,1.24,24490
"2020","합계",강남구,대치1동,24922,0.79,31547
"2020","합계",강남구,대치4동,20744,0.73,28416
"2020","합계",강남구,역삼1동,36771,2.35,15647
"2020","합계",강남구,역삼2동,37291,1.15,32427
"2020","합계",강남구,도곡1동,22227,1.02,21791
"2020","합계",강남구,도곡2동,34042,1.02,33375
"2020","합계",강남구,개포1동,6670,1.27,5252
"2020","합계",강남구,개포4동,22765,1.49,15279
"2020","합계",강남구,일원본동,23945,2.58,9281
"2020","합계",강남구,일원1동,15827,0.92,17203
"2020","합계",강남구,일원2동,17709,1.24,14281
"2020","합계",강남구,수서동,15299,1.43,10699
"2020","합계",강남구,세곡동,44475,6.36,6993
"2020","합계",강남구,압구정동,27440,2.53,10846
"2020","합계",강남구,청담동,27266,2.33,11702
"2020","합계",강남구,대치2동,37752,2.00,18876
"2020","합계",강남구,개포2동,22297,2.51,8883
"2020","합계",송파구,소계,673926,33.87,19896
"2020","합계",송파구,풍납1동,14585,0.77,18942
"2020","합계",송파구,풍납2동,25703,1.59,16165
"2020","합계",송파구,거여1동,13077,0.51,25641
"2020","합계",송파구,거여2동,19330,0.53,36472
"2020","합계",송파구,마천1동,19909,0.58,34326
"2020","합계",송파구,마천2동,19719,0.89,22156
"2020","합계",송파구,방이1동,16298,0.50,32596
"2020","합계",송파구,방이2동,26675,0.80,33344
"2020","합계",송파구,오륜동,18495,3.17,5834
"2020","합계",송파구,오금동,39668,1.65,24041
"2020","합계",송파구,송파1동,25190,0.79,31886
"2020","합계",송파구,송파2동,20800,0.53,39245
"2020","합계",송파구,석촌동,33166,0.95,34912
"2020","합계",송파구,삼전동,31839,0.95,33515
"2020","합계",송파구,가락본동,27368,1.13,24219
"2020","합계",송파구,가락1동,27876,1.34,20803
"2020","합계",송파구,가락2동,33204,0.96,34588
"2020","합계",송파구,문정1동,20868,0.56,37264
"2020","합계",송파구,문정2동,29547,2.20,13430
"2020","합계",송파구,잠실본동,29093,0.94,30950
"2020","합계",송파구,잠실4동,21798,1.56,13973
"2020","합계",송파구,잠실6동,17366,2.79,6224
"2020","합계",송파구,잠실7동,9903,0.60,16505
"2020","합계",송파구,잠실2동,36216,2.18,16613
"2020","합계",송파구,잠실3동,35497,1.49,23823
"2020","합계",송파구,장지동,30370,1.37,22168
"2020","합계",송파구,위례동,30366,2.55,11908
"2020","합계",강동구,소계,463998,24.59,18869
"2020","합계",강동구,강일동,35778,2.80,12778
"2020","합계",강동구,상일동,33345,2.65,12583
"2020","합계",강동구,명일1동,26377,0.61,43241
"2020","합계",강동구,명일2동,17555,0.97,18098
"2020","합계",강동구,고덕1동,26103,1.73,15088
"2020","합계",강동구,고덕2동,22568,2.01,11228
"2020","합계",강동구,암사2동,15507,1.18,13142
"2020","합계",강동구,암사3동,18420,2.51,7339
"2020","합계",강동구,천호1동,27745,0.71,39077
"2020","합계",강동구,천호3동,27085,0.79,34285
"2020","합계",강동구,성내1동,20353,0.58,35091
"2020","합계",강동구,성내2동,24948,0.67,37236
"2020","합계",강동구,성내3동,23692,0.71,33369
"2020","합계",강동구,둔촌1동,262,0.92,285
"2020","합계",강동구,둔촌2동,26413,0.98,26952
"2020","합계",강동구,암사1동,35728,1.02,35027
"2020","합계",강동구,천호2동,35251,1.57,22453
"2020","합계",강동구,길동,46868,2.17,21598
"2021","합계",소계,소계,9736027,605.24,16086
"2021","합계",종로구,소계,153789,23.91,6431
"2021","합계",종로구,사직동,9636,1.23,7834
"2021","합계",종로구,삼청동,2739,1.49,1838
"2021","합계",종로구,부암동,9782,2.27,4309
"2021","합계",종로구,평창동,18329,8.87,2066
"2021","합계",종로구,무악동,8297,0.36,23047
"2021","합계",종로구,교남동,10203,0.35,29151
"2021","합계",종로구,가회동,4194,0.54,7767
"2021","합계",종로구,종로1.2.3.4가동,8595,2.35,3657
"2021","합계",종로구,종로5.6가동,5476,0.60,9127
"2021","합계",종로구,이화동,7705,0.78,9878
"2021","합계",종로구,창신1동,5631,0.31,18165
"2021","합계",종로구,창신2동,9051,0.26,34812
"2021","합계",종로구,창신3동,6733,0.23,29274
"2021","합계",종로구,숭인1동,6106,0.23,26548
"2021","합계",종로구,숭인2동,10175,0.35,29071
"2021","합계",종로구,청운효자동,12177,2.57,4738
"2021","합계",종로구,혜화동,18960,1.12,16929
"2021","합계",중구,소계,131787,9.96,13231
"2021","합계",중구,소공동,3367,0.95,3544
"2021","합계",중구,회현동,5432,0.84,6467
"2021","합계",중구,명동,3742,0.99,3780
"2021","합계",중구,필동,4679,1.14,4104
"2021","합계",중구,장충동,5301,1.36,3898
"2021","합계",중구,광희동,6340,0.74,8568
"2021","합계",중구,을지로동,1914,0.60,3190
"2021","합계",중구,신당5동,10708,0.39,27456
"2021","합계",중구,황학동,13444,0.33,40739
"2021","합계",중구,중림동,12351,0.48,25731
"2021","합계",중구,신당동,9095,0.55,16536
"2021","합계",중구,다산동,14274,0.51,27988
"2021","합계",중구,약수동,16889,0.48,35185
"2021","합계",중구,청구동,13818,0.34,40641
"2021","합계",중구,동화동,10433,0.26,40127
"2021","합계",용산구,소계,237285,21.87,10852
"2021","합계",용산구,후암동,17308,0.86,20126
"2021","합계",용산구,용산2가동,10775,1.96,5497
"2021","합계",용산구,남영동,7825,1.19,6576
"2021","합계",용산구,원효로2동,13875,0.71,19542
"2021","합계",용산구,효창동,10156,0.44,23082
"2021","합계",용산구,용문동,11985,0.28,42804
"2021","합계",용산구,이촌1동,26632,2.86,9312
"2021","합계",용산구,이촌2동,8374,1.22,6864
"2021","합계",용산구,이태원1동,8126,0.57,14256
"2021","합계",용산구,이태원2동,10604,0.86,12330
"2021","합계",용산구,서빙고동,13912,2.80,4969
"2021","합계",용산구,보광동,14708,0.71,20715
"2021","합계",용산구,청파동,20076,0.90,22307
"2021","합계",용산구,원효로1동,16577,0.59,28097
"2021","합계",용산구,한강로동,23411,2.90,8073
"2021","합계",용산구,한남동,22941,3.01,7622
"2021","합계",성동구,소계,292672,16.86,17359
"2021","합계",성동구,왕십리2동,16819,0.41,41022
"2021","합계",성동구,마장동,22991,1.05,21896
"2021","합계",성동구,사근동,13505,1.10,12277
"2021","합계",성동구,행당1동,14193,0.59,24056
"2021","합계",성동구,행당2동,23376,0.42,55657
"2021","합계",성동구,응봉동,15458,0.57,27119
"2021","합계",성동구,금호1가동,15315,0.46,33293
"2021","합계",성동구,금호4가동,14452,0.84,17205
"2021","합계",성동구,성수1가1동,16814,1.97,8535
"2021","합계",성동구,성수1가2동,12874,0.89,14465
"2021","합계",성동구,성수2가1동,16279,1.17,13914
"2021","합계",성동구,성수2가3동,10985,1.03,10665
"2021","합계",성동구,송정동,10915,0.75,14553
"2021","합계",성동구,용답동,12568,2.31,5441
"2021","합계",성동구,왕십리도선동,26910,0.72,37375
"2021","합계",성동구,금호2.3가동,22909,0.64,35795
"2021","합계",성동구,옥수동,26309,1.94,13561
"2021","합계",광진구,소계,352627,17.06,20666
"2021","합계",광진구,화양동,26034,1.16,22443
"2021","합계",광진구,군자동,21500,0.74,29054
"2021","합계",광진구,중곡1동,15862,0.62,25584
"2021","합계",광진구,중곡2동,21739,0.55,39525
"2021","합계",광진구,중곡3동,16357,0.60,27262
"2021","합계",광진구,중곡4동,28954,2.32,12480
"2021","합계",광진구,능동,11619,1.10,10563
"2021","합계",광진구,구의1동,22139,0.56,39534
"2021","합계",광진구,구의2동,27008,1.39,19430
"2021","합계",광진구,구의3동,28891,1.02,28325
"2021","합계",광진구,광장동,34834,2.39,14575
"2021","합계",광진구,자양1동,23134,0.57,40586
"2021","합계",광진구,자양2동,24930,1.68,14839
"2021","합계",광진구,자양3동,28330,1.20,23608
"2021","합계",광진구,자양4동,21296,1.16,18359
"2021","합계",동대문구,소계,352006,14.22,24762
"2021","합계",동대문구,회기동,12727,0.76,16746
"2021","합계",동대문구,휘경1동,16105,0.63,25563
"2021","합계",동대문구,휘경2동,24847,1.05,23664
"2021","합계",동대문구,청량리동,19280,1.20,16067
"2021","합계",동대문구,용신동,33055,1.61,20531
"2021","합계",동대문구,제기동,26577,1.18,22523
"2021","합계",동대문구,전농1동,29699,1.19,24957
"2021","합계",동대문구,전농2동,18876,0.86,21949
"2021","합계",동대문구,답십리2동,28595,0.85,33641
"2021","합계",동대문구,장안1동,38794,1.25,31035
"2021","합계",동대문구,장안2동,32791,1.09,30083
"2021","합계",동대문구,이문1동,20870,1.04,20067
"2021","합계",동대문구,이문2동,20417,0.69,29590
"2021","합계",동대문구,답십리1동,29373,0.81,36263
"2021","합계",중랑구,소계,391885,18.50,21188
"2021","합계",중랑구,면목2동,24405,0.77,31695
"2021","합계",중랑구,면목4동,19308,0.87,22193
"2021","합계",중랑구,면목5동,14897,0.70,21281
"2021","합계",중랑구,면목7동,22070,1.20,18392
"2021","합계",중랑구,상봉1동,24190,0.88,27489
"2021","합계",중랑구,상봉2동,20647,0.65,31765
"2021","합계",중랑구,중화1동,19784,0.64,30913
"2021","합계",중랑구,중화2동,25315,1.01,25064
"2021","합계",중랑구,묵1동,34636,1.20,28863
"2021","합계",중랑구,묵2동,18946,0.67,28278
"2021","합계",중랑구,망우3동,16698,0.92,18150
"2021","합계",중랑구,신내1동,38649,2.56,15097
"2021","합계",중랑구,신내2동,20529,0.93,22074
"2021","합계",중랑구,면목본동,34188,0.84,40700
"2021","합계",중랑구,면목3.8동,25154,1.63,15432
"2021","합계",중랑구,망우본동,32469,3.03,10716
"2021","합계",성북구,소계,440142,24.58,17909
"2021","합계",성북구,돈암1동,14791,0.49,30186
"2021","합계",성북구,돈암2동,23913,0.48,49819
"2021","합계",성북구,안암동,16527,1.33,12426
"2021","합계",성북구,보문동,15766,0.56,28154
"2021","합계",성북구,정릉1동,18377,0.44,41766
"2021","합계",성북구,정릉2동,23268,1.17,19887
"2021","합계",성북구,정릉3동,16210,3.71,4369
"2021","합계",성북구,정릉4동,25322,3.13,8090
"2021","합계",성북구,길음1동,35615,0.79,45082
"2021","합계",성북구,길음2동,16780,0.58,28931
"2021","합계",성북구,월곡1동,26525,0.81,32747
"2021","합계",성북구,월곡2동,19896,1.36,14629
"2021","합계",성북구,장위1동,24511,0.70,35016
"2021","합계",성북구,장위2동,13953,0.67,20825
"2021","합계",성북구,장위3동,15980,0.65,24585
"2021","합계",성북구,성북동,17026,2.86,5953
"2021","합계",성북구,삼선동,23413,0.92,25449
"2021","합계",성북구,동선동,16115,0.73,22075
"2021","합계",성북구,종암동,40325,1.46,27620
"2021","합계",성북구,석관동,35829,1.73,20710
"2021","합계",강북구,소계,302563,23.60,12820
"2021","합계",강북구,번1동,18717,0.66,28359
"2021","합계",강북구,번2동,15932,0.95,16771
"2021","합계",강북구,번3동,16905,1.10,15368
"2021","합계",강북구,수유1동,20849,1.67,12484
"2021","합계",강북구,수유2동,21421,0.57,37581
"2021","합계",강북구,수유3동,23393,0.72,32490
"2021","합계",강북구,삼양동,23802,0.91,26156
"2021","합계",강북구,미아동,21997,0.93,23653
"2021","합계",강북구,송중동,30035,1.01,29738
"2021","합계",강북구,송천동,26801,0.90,29779
"2021","합계",강북구,삼각산동,31470,0.62,50758
"2021","합계",강북구,우이동,20678,10.28,2011
"2021","합계",강북구,인수동,30563,3.28,9318
"2021","합계",도봉구,소계,319373,20.65,15465
"2021","합계",도봉구,쌍문1동,21658,1.24,17466
"2021","합계",도봉구,쌍문2동,18864,0.54,34933
"2021","합계",도봉구,쌍문3동,16768,0.50,33536
"2021","합계",도봉구,쌍문4동,18643,0.52,35852
"2021","합계",도봉구,방학1동,28912,0.69,41901
"2021","합계",도봉구,방학2동,19867,0.74,26847
"2021","합계",도봉구,방학3동,27110,2.62,10347
"2021","합계",도봉구,창1동,24827,0.88,28213
"2021","합계",도봉구,창2동,29337,1.05,27940
"2021","합계",도봉구,창3동,13923,0.67,20781
"2021","합계",도봉구,창4동,26583,0.95,27982
"2021","합계",도봉구,창5동,24709,0.70,35299
"2021","합계",도봉구,도봉1동,21210,8.72,2432
"2021","합계",도봉구,도봉2동,26962,0.83,32484
"2021","합계",노원구,소계,514946,35.44,14530
"2021","합계",노원구,월계1동,22240,1.16,19172
"2021","합계",노원구,월계2동,26704,1.94,13765
"2021","합계",노원구,월계3동,30069,1.17,25700
"2021","합계",노원구,공릉2동,41004,6.82,6012
"2021","합계",노원구,하계1동,27036,1.55,17443
"2021","합계",노원구,하계2동,22034,0.51,43204
"2021","합계",노원구,중계본동,24009,1.97,12187
"2021","합계",노원구,중계1동,26877,0.63,42662
"2021","합계",노원구,중계4동,19975,1.70,11750
"2021","합계",노원구,상계1동,38275,5.62,6810
"2021","합계",노원구,상계2동,20143,0.61,33021
"2021","합계",노원구,상계5동,24077,1.01,23839
"2021","합계",노원구,상계8동,22598,0.67,33728
"2021","합계",노원구,상계9동,20529,0.81,25344
"2021","합계",노원구,상계10동,18731,0.80,23414
"2021","합계",노원구,상계3.4동,26268,5.05,5202
"2021","합계",노원구,상계6.7동,32774,1.11,29526
"2021","합계",노원구,중계2.3동,34326,0.90,38140
"2021","합계",노원구,공릉1동,37277,1.41,26438
"2021","합계",은평구,소계,477173,29.71,16061
"2021","합계",은평구,녹번동,37164,1.79,20762
"2021","합계",은평구,불광1동,38777,3.13,12389
"2021","합계",은평구,갈현1동,22077,0.97,22760
"2021","합계",은평구,갈현2동,28547,0.96,29736
"2021","합계",은평구,구산동,32464,1.38,23525
"2021","합계",은평구,대조동,27204,0.85,32005
"2021","합계",은평구,응암1동,33287,1.20,27739
"2021","합계",은평구,응암2동,28107,0.78,36035
"2021","합계",은평구,신사1동,27231,0.84,32418
"2021","합계",은평구,신사2동,20330,1.00,20330
"2021","합계",은평구,증산동,15034,0.81,18560
"2021","합계",은평구,수색동,12752,1.29,9885
"2021","합계",은평구,진관동,56012,11.53,4858
"2021","합계",은평구,불광2동,27798,1.38,20143
"2021","합계",은평구,응암3동,24637,0.63,39106
"2021","합계",은평구,역촌동,45752,1.16,39441
"2021","합계",서대문구,소계,315659,17.63,17908
"2021","합계",서대문구,천연동,17359,0.97,17896
"2021","합계",서대문구,홍제1동,23929,1.23,19454
"2021","합계",서대문구,홍제3동,15478,0.81,19109
"2021","합계",서대문구,홍제2동,13801,1.05,13144
"2021","합계",서대문구,홍은1동,22933,1.58,14515
"2021","합계",서대문구,홍은2동,27222,2.06,13215
"2021","합계",서대문구,남가좌1동,15627,0.51,30641
"2021","합계",서대문구,남가좌2동,30807,0.77,40009
"2021","합계",서대문구,북가좌1동,18121,0.55,32947
"2021","합계",서대문구,북가좌2동,31893,0.84,37968
"2021","합계",서대문구,충현동,20760,1.12,18536
"2021","합계",서대문구,북아현동,16236,0.46,35296
"2021","합계",서대문구,신촌동,23759,2.63,9034
"2021","합계",서대문구,연희동,37734,3.05,12372
"2021","합계",마포구,소계,378686,23.85,15878
"2021","합계",마포구,용강동,22038,0.84,26236
"2021","합계",마포구,대흥동,15848,0.87,18216
"2021","합계",마포구,염리동,17657,0.44,40130
"2021","합계",마포구,신수동,22834,0.78,29274
"2021","합계",마포구,서교동,26549,1.65,16090
"2021","합계",마포구,합정동,17649,1.72,10261
"2021","합계",마포구,망원1동,20351,1.13,18010
"2021","합계",마포구,망원2동,18764,0.67,28006
"2021","합계",마포구,연남동,15899,0.64,24842
"2021","합계",마포구,성산1동,19246,0.80,24058
"2021","합계",마포구,성산2동,39909,2.07,19280
"2021","합계",마포구,상암동,31473,8.40,3747
"2021","합계",마포구,도화동,21391,0.62,34502
"2021","합계",마포구,서강동,25600,1.45,17655
"2021","합계",마포구,공덕동,37792,1.01,37418
"2021","합계",마포구,아현동,25686,0.76,33797
"2021","합계",양천구,소계,450487,17.41,25882
"2021","합계",양천구,목1동,30883,1.41,21903
"2021","합계",양천구,목2동,30139,1.03,29261
"2021","합계",양천구,목3동,21977,0.53,41466
"2021","합계",양천구,목4동,25544,0.57,44814
"2021","합계",양천구,신월1동,20693,0.65,31835
"2021","합계",양천구,신월2동,20819,0.61,34130
