,구,동,평균유동인구
145,도봉구,창3동,53045.5
146,도봉구,창4동,27942.0
147,도봉구,창5동,57591.5
148,도봉구,도봉1동,3931.333333333333
149,도봉구,도봉2동,23921.166666666664
150,도봉구,쌍문1동,35191.33333333333
151,도봉구,쌍문2동,85786.33333333334
152,도봉구,쌍문3동,100052.16666666666
153,도봉구,쌍문4동,52890.5
154,도봉구,방학1동,57650.33333333333
155,도봉구,방학2동,28413.0
156,도봉구,방학3동,16153.0
157,노원구,월계1동,43278.83333333333
158,노원구,월계2동,17374.166666666664
159,노원구,월계3동,16043.0
160,노원구,공릉1동,95436.66666666666
161,노원구,공릉2동,10023.833333333332
162,노원구,하계1동,27820.0
163,노원구,하계2동,58696.0
164,노원구,중계본동,17289.5
165,노원구,중계1동,61482.0
166,노원구,중계4동,17631.166666666664
167,노원구,중계2.3동,48599.66666666667
168,노원구,상계1동,12464.166666666668
169,노원구,상계2동,158475.1666666667
170,노원구,상계3.4동,10703.5
171,노원구,상계5동,94466.16666666666
172,노원구,상계6.7동,42666.16666666667
173,노원구,상계8동,17495.333333333336
174,노원구,상계9동,26632.333333333336
175,노원구,상계10동,23599.5
176,은평구,녹번동,46509.33333333333
177,은평구,불광1동,14167.166666666668
178,은평구,불광2동,49136.16666666667
179,은평구,갈현1동,89732.5
180,은평구,갈현2동,67105.16666666666
181,은평구,구산동,49035.66666666667
182,은평구,대조동,140030.6666666667
183,은평구,응암1동,64597.16666666667
184,은평구,응암2동,28710.833333333336
185,은평구,응암3동,124929.0
186,은평구,역촌동,140065.0
187,은평구,신사1동,89736.0
188,은평구,신사2동,40406.66666666667
189,은평구,증산동,46315.0
190,은평구,수색동,19590.0
191,은평구,진관동,4787.0
192,서대문구,천연동,37126.66666666667
193,서대문구,북아현동,369826.8333333334
194,서대문구,충현동,94681.66666666666
195,서대문구,신촌동,38381.16666666667
196,서대문구,연희동,26992.833333333336
197,서대문구,홍제1동,40421.5
198,서대문구,홍제3동,38340.83333333333
199,서대문구,홍제2동,38616.66666666667
200,서대문구,홍은1동,22565.666666666664
201,서대문구,홍은2동,24993.833333333336
202,서대문구,남가좌1동,14116.666666666668
203,서대문구,남가좌2동,73148.0
204,서대문구,북가좌1동,44469.33333333333
205,서대문구,북가좌2동,149981.5
206,마포구,아현동,71774.0
207,마포구,공덕동,142500.8333333333
208,마포구,도화동,40606.0
209,마포구,용강동,78697.66666666666
210,마포구,대흥동,62934.33333333333
211,마포구,염리동,81223.83333333334
212,마포구,신수동,50611.83333333333
213,마포구,서강동,27572.5
214,마포구,서교동,92355.16666666666
215,마포구,합정동,26390.333333333336
216,마포구,망원1동,56594.5
217,마포구,망원2동,52276.0
218,마포구,연남동,89452.83333333334
219,마포구,성산1동,54130.33333333333
220,마포구,성산2동,33966.83333333333
221,마포구,상암동,6215.166666666666
222,양천구,목1동,29927.333333333336
223,양천구,목2동,65606.66666666667
224,양천구,목3동,97436.33333333334
225,양천구,목4동,118533.66666666666
226,양천구,목5동,23288.666666666664
227,양천구,신월1동,73291.33333333334
228,양천구,신월2동,85381.0
229,양천구,신월3동,32752.5
230,양천구,신월4동,86676.5
231,양천구,신월5동,34497.33333333333
232,양천구,신월6동,33422.833333333336
233,양천구,신월7동,17927.833333333336
234,양천구,신정1동,44672.66666666667
235,양천구,신정2동,61298.5
236,양천구,신정3동,32482.166666666668
237,양천구,신정4동,99120.83333333334
238,양천구,신정6동,18223.333333333336
239,양천구,신정7동,24423.833333333336
240,강서구,염창동,43429.16666666667
241,강서구,등촌1동,75359.83333333334
242,강서구,등촌2동,46389.16666666667
243,강서구,등촌3동,55491.5
244,강서구,화곡1동,152157.0
245,강서구,화곡2동,86197.83333333334
246,강서구,화곡3동,72954.16666666666
247,강서구,화곡4동,52201.33333333333
248,강서구,화곡본동,92905.5
249,강서구,화곡6동,49376.66666666667
250,강서구,화곡8동,147860.0
251,강서구,가양1동,4467.333333333334
252,강서구,가양2동,18068.833333333336
253,강서구,가양3동,25190.833333333336
254,강서구,발산1동,19081.666666666664
255,강서구,우장산동,54566.5
256,강서구,공항동,3659.333333333333
257,강서구,방화1동,53042.33333333333
258,강서구,방화2동,6112.833333333334
259,강서구,방화3동,13549.0
260,구로구,신도림동,38190.66666666667
261,구로구,구로1동,15748.5
262,구로구,구로2동,43510.83333333333
263,구로구,구로3동,70643.66666666666
264,구로구,구로4동,110602.16666666666
265,구로구,구로5동,58321.16666666667
266,구로구,가리봉동,75304.16666666666
267,구로구,고척1동,38880.83333333333
268,구로구,고척2동,55657.16666666667
269,구로구,개봉1동,50332.83333333333
270,구로구,개봉2동,45522.33333333333
271,구로구,개봉3동,39865.0
272,구로구,오류1동,43906.33333333333
273,구로구,오류2동,13727.166666666668
274,구로구,수궁동,9345.666666666668
275,금천구,가산동,24572.833333333336
276,금천구,독산1동,20809.5
277,금천구,독산2동,68538.66666666666
278,금천구,독산3동,63087.0
279,금천구,독산4동,63911.0
280,금천구,시흥1동,34808.83333333333
281,금천구,시흥2동,12587.333333333332
282,금천구,시흥3동,15325.833333333332
283,금천구,시흥4동,41849.0
284,금천구,시흥5동,18472.666666666664
285,영등포구,영등포본동,72815.33333333334
286,영등포구,영등포동,62632.83333333333
287,영등포구,여의동,8539.0
288,영등포구,당산1동,75928.5
289,영등포구,당산2동,44058.33333333333
290,영등포구,도림동,100347.66666666666
291,영등포구,문래동,35208.5
292,영등포구,양평1동,42517.5
293,영등포구,양평2동,16881.333333333336
294,영등포구,신길1동,76852.0
295,영등포구,신길3동,84984.33333333334
296,영등포구,신길4동,107050.66666666666
297,영등포구,신길5동,59707.833333333336
298,영등포구,신길6동,94595.0
299,영등포구,신길7동,57182.5
300,영등포구,대림1동,133659.66666666666
301,영등포구,대림2동,100342.83333333334
302,영등포구,대림3동,62986.5
303,동작구,노량진1동,36034.33333333333
304,동작구,노량진2동,63993.83333333333
305,동작구,상도1동,56906.16666666667
306,동작구,상도2동,65367.33333333333
307,동작구,상도3동,92637.33333333334
308,동작구,상도4동,68518.5
309,동작구,흑석동,33978.0
310,동작구,사당1동,102220.33333333334
311,동작구,사당2동,21604.166666666664
312,동작구,사당3동,49509.33333333333
313,동작구,사당4동,94206.66666666666
314,동작구,사당5동,40547.0
315,동작구,대방동,34545.83333333333
316,동작구,신대방1동,39745.0
317,동작구,신대방2동,44406.5
318,관악구,보라매동,48372.33333333333
319,관악구,청림동,92526.83333333334
320,관악구,성현동,69778.33333333334
321,관악구,행운동,103413.66666666666
322,관악구,낙성대동,21261.333333333336
323,관악구,청룡동,91949.66666666666
324,관악구,은천동,119790.5
325,관악구,중앙동,141799.1666666667
326,관악구,인헌동,94934.0
327,관악구,남현동,14060.5
328,관악구,서원동,82513.0
329,관악구,신원동,120086.33333333334
330,관악구,서림동,45142.83333333333
331,관악구,신사동,112582.66666666666
332,관악구,신림동,162758.0
333,관악구,난향동,19595.5
334,관악구,조원동,92442.83333333334
335,관악구,대학동,8503.333333333332
336,관악구,삼성동,17880.166666666664
337,관악구,미성동,41204.0
338,관악구,난곡동,68298.0
339,서초구,서초1동,54491.5
340,서초구,서초2동,60481.0
341,서초구,서초3동,38201.0
342,서초구,서초4동,67953.5
343,서초구,잠원동,31333.5
344,서초구,반포본동,1645.6666666666665
345,서초구,반포1동,64522.0
346,서초구,반포2동,13334.5
347,서초구,반포3동,20185.333333333336
348,서초구,반포4동,44759.0
349,서초구,방배본동,68641.66666666666
350,서초구,방배1동,67766.33333333333
351,서초구,방배2동,24059.0
352,서초구,방배3동,12817.666666666668
353,서초구,방배4동,77130.16666666666
354,서초구,양재1동,14706.166666666668
355,서초구,양재2동,7769.666666666666
356,서초구,내곡동,157.33333333333331
357,강남구,신사동,36014.33333333333
358,강남구,논현1동,78993.33333333334
359,강남구,논현2동,77894.33333333334
360,강남구,압구정동,28364.166666666664
361,강남구,청담동,39481.16666666667
362,강남구,삼성1동,19761.5
363,강남구,삼성2동,70481.33333333334
364,강남구,대치1동,56480.66666666667
365,강남구,대치2동,27973.666666666664
366,강남구,대치4동,136631.5
367,강남구,역삼1동,70332.33333333334
368,강남구,역삼2동,95658.33333333334
369,강남구,도곡1동,55651.66666666667
370,강남구,도곡2동,41328.83333333333
371,강남구,개포1동,10043.166666666668
372,강남구,개포2동,10305.333333333332
373,강남구,개포4동,24289.333333333336
374,강남구,세곡동,4814.166666666666
375,강남구,일원본동,9876.166666666668
376,강남구,일원1동,29709.166666666664
377,강남구,일원2동,10552.166666666668
378,강남구,수서동,9124.5
379,송파구,풍납1동,42062.83333333333
380,송파구,풍납2동,26572.166666666664
381,송파구,거여1동,71406.16666666666
382,송파구,거여2동,134644.5
383,송파구,마천1동,64327.5
384,송파구,마천2동,49408.16666666667
385,송파구,방이1동,71507.83333333334
386,송파구,방이2동,94117.33333333334
387,송파구,오륜동,1591.1666666666665
388,송파구,오금동,47797.0
389,송파구,송파1동,97365.33333333334
390,송파구,송파2동,46705.83333333333
391,송파구,석촌동,75982.33333333334
392,송파구,삼전동,69582.33333333334
393,송파구,가락본동,80068.83333333334
394,송파구,가락1동,9173.833333333332
395,송파구,가락2동,72844.66666666666
396,송파구,문정1동,83296.16666666666
397,송파구,문정2동,7375.833333333334
398,송파구,장지동,54830.16666666667
399,송파구,위례동,6186.666666666666
400,송파구,잠실본동,64277.83333333333
401,송파구,잠실2동,6874.833333333334
402,송파구,잠실3동,21087.0
403,송파구,잠실4동,19785.5
404,송파구,잠실6동,18440.166666666664
405,송파구,잠실7동,6974.5
406,강동구,강일동,9627.333333333332
407,강동구,상일동,22253.833333333336
408,강동구,명일1동,91060.16666666666
409,강동구,명일2동,20713.0
410,강동구,고덕1동,17034.666666666664
411,강동구,고덕2동,10442.5
412,강동구,암사1동,119367.33333333334
413,강동구,암사2동,9790.0
414,강동구,암사3동,6924.5
415,강동구,천호1동,153365.8333333333
416,강동구,천호2동,58881.83333333333
417,강동구,천호3동,140073.0
418,강동구,성내1동,95642.16666666666
419,강동구,성내2동,150514.5
420,강동구,성내3동,127091.16666666666
421,강동구,길동,100750.83333333334
422,강동구,둔촌1동,9407.833333333332
423,강동구,둔촌2동,44231.0
