,구별,동별,연도,주차장면수
1847,강남구,도곡2동,2020,24680
1848,강남구,도곡2동,2021,24851
1849,강남구,도곡2동,2022,25404
1850,강남구,개포1동,2018,4638
1851,강남구,개포1동,2019,5785
1852,강남구,개포1동,2020,5131
1853,강남구,개포1동,2021,5131
1854,강남구,개포1동,2022,3332
1855,강남구,개포4동,2018,10244
1856,강남구,개포4동,2019,9200
1857,강남구,개포4동,2020,9172
1858,강남구,개포4동,2021,9321
1859,강남구,개포4동,2022,7438
1860,강남구,일원본동,2018,10334
1861,강남구,일원본동,2019,10058
1862,강남구,일원본동,2020,10058
1863,강남구,일원본동,2021,10095
1864,강남구,일원본동,2022,11775
1865,강남구,일원1동,2018,3717
1866,강남구,일원1동,2019,4308
1867,강남구,일원1동,2020,4392
1868,강남구,일원1동,2021,4307
1869,강남구,일원1동,2022,5810
1870,강남구,일원2동,2018,3899
1871,강남구,일원2동,2019,4591
1872,강남구,일원2동,2020,5894
1873,강남구,일원2동,2021,6040
1874,강남구,일원2동,2022,0
1875,강남구,수서동,2018,7528
1876,강남구,수서동,2019,7565
1877,강남구,수서동,2020,7534
1878,강남구,수서동,2021,7563
1879,강남구,수서동,2022,8415
1880,강남구,세곡동,2018,17210
1881,강남구,세곡동,2019,18134
1882,강남구,세곡동,2020,18120
1883,강남구,세곡동,2021,18198
1884,강남구,세곡동,2022,21737
1885,강남구,압구정동,2018,19530
1886,강남구,압구정동,2019,19871
1887,강남구,압구정동,2020,20063
1888,강남구,압구정동,2021,20358
1889,강남구,압구정동,2022,21948
1890,강남구,청담동,2018,26168
1891,강남구,청담동,2019,26905
1892,강남구,청담동,2020,26741
1893,강남구,청담동,2021,27146
1894,강남구,청담동,2022,26910
1895,강남구,대치2동,2018,27279
1896,강남구,대치2동,2019,28511
1897,강남구,대치2동,2020,28356
1898,강남구,대치2동,2021,28501
1899,강남구,대치2동,2022,27402
1900,강남구,개포2동,2018,7404
1901,강남구,개포2동,2019,4585
1902,강남구,개포2동,2020,4624
1903,강남구,개포2동,2021,4533
1904,강남구,개포2동,2022,15709
1905,송파구,풍납1동,2018,4662
1906,송파구,풍납1동,2019,5022
1907,송파구,풍납1동,2020,4939
1908,송파구,풍납1동,2021,5369
1909,송파구,풍납1동,2022,5641
1910,송파구,풍납2동,2018,11105
1911,송파구,풍납2동,2019,13222
1912,송파구,풍납2동,2020,13601
1913,송파구,풍납2동,2021,14155
1914,송파구,풍납2동,2022,15038
1915,송파구,거여1동,2018,3645
1916,송파구,거여1동,2019,5147
1917,송파구,거여1동,2020,4380
1918,송파구,거여1동,2021,5093
1919,송파구,거여1동,2022,4289
1920,송파구,거여2동,2018,4233
1921,송파구,거여2동,2019,4910
1922,송파구,거여2동,2020,4855
1923,송파구,거여2동,2021,4890
1924,송파구,거여2동,2022,11775
1925,송파구,마천1동,2018,5648
1926,송파구,마천1동,2019,5959
1927,송파구,마천1동,2020,5577
1928,송파구,마천1동,2021,5971
1929,송파구,마천1동,2022,6255
1930,송파구,마천2동,2018,5756
1931,송파구,마천2동,2019,5800
1932,송파구,마천2동,2020,5188
1933,송파구,마천2동,2021,5754
1934,송파구,마천2동,2022,5296
1935,송파구,방이1동,2018,6100
1936,송파구,방이1동,2019,7681
1937,송파구,방이1동,2020,7681
1938,송파구,방이1동,2021,7696
1939,송파구,방이1동,2022,7152
1940,송파구,방이2동,2018,12652
1941,송파구,방이2동,2019,13271
1942,송파구,방이2동,2020,12514
1943,송파구,방이2동,2021,13325
1944,송파구,방이2동,2022,14183
1945,송파구,오륜동,2018,13345
1946,송파구,오륜동,2019,13806
1947,송파구,오륜동,2020,9410
1948,송파구,오륜동,2021,13759
1949,송파구,오륜동,2022,7021
1950,송파구,오금동,2018,13313
1951,송파구,오금동,2019,17398
1952,송파구,오금동,2020,14325
1953,송파구,오금동,2021,17318
1954,송파구,오금동,2022,16772
1955,송파구,송파1동,2018,11225
1956,송파구,송파1동,2019,11863
1957,송파구,송파1동,2020,10853
1958,송파구,송파1동,2021,11862
1959,송파구,송파1동,2022,11156
1960,송파구,송파2동,2018,5515
1961,송파구,송파2동,2019,8604
1962,송파구,송파2동,2020,7800
1963,송파구,송파2동,2021,8212
1964,송파구,송파2동,2022,7959
1965,송파구,석촌동,2018,14165
1966,송파구,석촌동,2019,15106
1967,송파구,석촌동,2020,14001
1968,송파구,석촌동,2021,15249
1969,송파구,석촌동,2022,14710
1970,송파구,삼전동,2018,12291
1971,송파구,삼전동,2019,13113
1972,송파구,삼전동,2020,12079
1973,송파구,삼전동,2021,13062
1974,송파구,삼전동,2022,12320
1975,송파구,가락본동,2018,14274
1976,송파구,가락본동,2019,14368
1977,송파구,가락본동,2020,15237
1978,송파구,가락본동,2021,15406
1979,송파구,가락본동,2022,14520
1980,송파구,가락1동,2018,6044
1981,송파구,가락1동,2019,20942
1982,송파구,가락1동,2020,20268
1983,송파구,가락1동,2021,20389
1984,송파구,가락1동,2022,15237
1985,송파구,가락2동,2018,10611
1986,송파구,가락2동,2019,14340
1987,송파구,가락2동,2020,12848
1988,송파구,가락2동,2021,14134
1989,송파구,가락2동,2022,12780
1990,송파구,문정1동,2018,9421
1991,송파구,문정1동,2019,10021
1992,송파구,문정1동,2020,9582
1993,송파구,문정1동,2021,9950
1994,송파구,문정1동,2022,9330
1995,송파구,문정2동,2018,33625
1996,송파구,문정2동,2019,26958
1997,송파구,문정2동,2020,13850
1998,송파구,문정2동,2021,26971
1999,송파구,문정2동,2022,28046
2000,송파구,잠실본동,2018,12082
2001,송파구,잠실본동,2019,12998
2002,송파구,잠실본동,2020,12863
2003,송파구,잠실본동,2021,13749
2004,송파구,잠실본동,2022,13187
2005,송파구,잠실4동,2018,11708
2006,송파구,잠실4동,2019,11793
2007,송파구,잠실4동,2020,11175
2008,송파구,잠실4동,2021,11708
2009,송파구,잠실4동,2022,9925
2010,송파구,잠실6동,2018,17419
2011,송파구,잠실6동,2019,16929
2012,송파구,잠실6동,2020,14828
2013,송파구,잠실6동,2021,19476
2014,송파구,잠실6동,2022,16454
2015,송파구,잠실7동,2018,2674
2016,송파구,잠실7동,2019,5011
2017,송파구,잠실7동,2020,3601
2018,송파구,잠실7동,2021,3806
2019,송파구,잠실7동,2022,1829
2020,송파구,잠실2동,2018,16949
2021,송파구,잠실2동,2019,18914
2022,송파구,잠실2동,2020,16734
2023,송파구,잠실2동,2021,18914
2024,송파구,잠실2동,2022,23732
2025,송파구,잠실3동,2018,17700
2026,송파구,잠실3동,2019,17356
2027,송파구,잠실3동,2020,17413
2028,송파구,잠실3동,2021,17339
2029,송파구,잠실3동,2022,19193
2030,송파구,장지동,2018,13327
2031,송파구,장지동,2019,26885
2032,송파구,장지동,2020,18257
2033,송파구,장지동,2021,26472
2034,송파구,장지동,2022,27829
2035,송파구,위례동,2018,15710
2036,송파구,위례동,2019,13608
2037,송파구,위례동,2020,28079
2038,송파구,위례동,2021,13602
2039,송파구,위례동,2022,7598
2040,강동구,강일동,2018,13990
2041,강동구,강일동,2019,16806
2042,강동구,강일동,2020,18214
2043,강동구,강일동,2021,20968
2044,강동구,강일동,2022,0
2045,강동구,상일동,2018,7751
2046,강동구,상일동,2019,3293
2047,강동구,상일동,2020,9784
2048,강동구,상일동,2021,10851
2049,강동구,상일동,2022,0
2050,강동구,명일1동,2018,8777
2051,강동구,명일1동,2019,7794
2052,강동구,명일1동,2020,7860
2053,강동구,명일1동,2021,7880
2054,강동구,명일1동,2022,13614
2055,강동구,명일2동,2018,6301
2056,강동구,명일2동,2019,7406
2057,강동구,명일2동,2020,7668
2058,강동구,명일2동,2021,6511
2059,강동구,명일2동,2022,6628
2060,강동구,고덕1동,2018,5540
2061,강동구,고덕1동,2019,12422
2062,강동구,고덕1동,2020,12356
2063,강동구,고덕1동,2021,5925
2064,강동구,고덕1동,2022,11848
2065,강동구,고덕2동,2018,2519
2066,강동구,고덕2동,2019,2478
2067,강동구,고덕2동,2020,3494
2068,강동구,고덕2동,2021,10658
2069,강동구,고덕2동,2022,11651
2070,강동구,암사2동,2018,5903
2071,강동구,암사2동,2019,6020
2072,강동구,암사2동,2020,6005
2073,강동구,암사2동,2021,5912
2074,강동구,암사2동,2022,7056
2075,강동구,암사3동,2018,7899
2076,강동구,암사3동,2019,3911
2077,강동구,암사3동,2020,3682
2078,강동구,암사3동,2021,8278
2079,강동구,암사3동,2022,8124
2080,강동구,천호1동,2018,9149
2081,강동구,천호1동,2019,10739
2082,강동구,천호1동,2020,10893
2083,강동구,천호1동,2021,10373
2084,강동구,천호1동,2022,9974
2085,강동구,천호3동,2018,9421
2086,강동구,천호3동,2019,12268
2087,강동구,천호3동,2020,12463
2088,강동구,천호3동,2021,10261
2089,강동구,천호3동,2022,11090
2090,강동구,성내1동,2018,10746
2091,강동구,성내1동,2019,11491
2092,강동구,성내1동,2020,11530
2093,강동구,성내1동,2021,8582
2094,강동구,성내1동,2022,10876
2095,강동구,성내2동,2018,7425
2096,강동구,성내2동,2019,9139
2097,강동구,성내2동,2020,9143
2098,강동구,성내2동,2021,7956
2099,강동구,성내2동,2022,7869
2100,강동구,성내3동,2018,9968
2101,강동구,성내3동,2019,11090
2102,강동구,성내3동,2020,11280
2103,강동구,성내3동,2021,10846
2104,강동구,성내3동,2022,10656
2105,강동구,둔촌1동,2018,6257
2106,강동구,둔촌1동,2019,388
2107,강동구,둔촌1동,2020,116
2108,강동구,둔촌1동,2021,116
2109,강동구,둔촌1동,2022,193
2110,강동구,둔촌2동,2018,11144
2111,강동구,둔촌2동,2019,16644
2112,강동구,둔촌2동,2020,16562
2113,강동구,둔촌2동,2021,10553
2114,강동구,둔촌2동,2022,11512
2115,강동구,암사1동,2018,10929
2116,강동구,암사1동,2019,17257
2117,강동구,암사1동,2020,17557
2118,강동구,암사1동,2021,16276
2119,강동구,암사1동,2022,11699
2120,강동구,천호2동,2018,14829
2121,강동구,천호2동,2019,19343
2122,강동구,천호2동,2020,18973
2123,강동구,천호2동,2021,15474
2124,강동구,천호2동,2022,16529
2125,강동구,길동,2018,19305
2126,강동구,길동,2019,24822
2127,강동구,길동,2020,25560
2128,강동구,길동,2021,20713
2129,강동구,길동,2022,17661
2130,강동구,강일동,2018,0
2131,강동구,강일동,2019,0
2132,강동구,강일동,2020,0
2133,강동구,강일동,2021,0
2134,강동구,강일동,2022,16089
2135,강동구,상일1동,2018,0
2136,강동구,상일1동,2019,0
2137,강동구,상일1동,2020,0
2138,강동구,상일1동,2021,0
2139,강동구,상일1동,2022,19552
2140,강동구,상일2동,2018,0
2141,강동구,상일2동,2019,0
2142,강동구,상일2동,2020,0
2143,강동구,상일2동,2021,0
2144,강동구,상일2동,2022,7338
