,구,동,평균유동인구
127,성북구,장위2동,75245.66666666666
128,성북구,장위3동,44326.83333333333
129,성북구,석관동,48989.66666666667
130,강북구,삼양동,84469.83333333334
131,강북구,미아동,62801.16666666667
132,강북구,송중동,99182.0
133,강북구,송천동,121865.33333333334
134,강북구,삼각산동,53041.66666666667
135,강북구,번1동,116545.5
136,강북구,번2동,34883.33333333333
137,강북구,번3동,29327.333333333336
138,강북구,수유1동,35055.16666666667
139,강북구,수유2동,109894.83333333334
140,강북구,수유3동,123259.33333333334
141,강북구,우이동,3508.666666666667
142,강북구,인수동,30365.166666666664
143,도봉구,창1동,45836.16666666667
144,도봉구,창2동,128346.83333333334
145,도봉구,창3동,66525.66666666667
146,도봉구,창4동,30358.166666666664
147,도봉구,창5동,67672.16666666667
148,도봉구,도봉1동,3912.333333333333
149,도봉구,도봉2동,22189.833333333336
150,도봉구,쌍문1동,35150.83333333333
151,도봉구,쌍문2동,100101.33333333334
152,도봉구,쌍문3동,100808.33333333334
153,도봉구,쌍문4동,55784.16666666667
154,도봉구,방학1동,62701.33333333333
155,도봉구,방학2동,31431.0
156,도봉구,방학3동,19816.0
157,노원구,월계1동,50472.16666666667
158,노원구,월계2동,17659.333333333336
159,노원구,월계3동,17148.666666666664
160,노원구,공릉1동,94592.16666666666
161,노원구,공릉2동,9564.5
162,노원구,하계1동,30317.5
163,노원구,하계2동,54615.0
164,노원구,중계본동,21850.166666666664
165,노원구,중계1동,63040.83333333333
166,노원구,중계4동,21802.166666666664
167,노원구,중계2.3동,54681.33333333333
168,노원구,상계1동,12929.333333333332
169,노원구,상계2동,174647.5
170,노원구,상계3.4동,12859.333333333332
171,노원구,상계5동,113578.0
172,노원구,상계6.7동,39549.16666666667
173,노원구,상계8동,19344.666666666664
174,노원구,상계9동,27912.833333333336
175,노원구,상계10동,30721.5
176,은평구,녹번동,47391.83333333333
177,은평구,불광1동,18722.833333333336
178,은평구,불광2동,54912.66666666667
179,은평구,갈현1동,98845.66666666666
180,은평구,갈현2동,71059.33333333334
181,은평구,구산동,50764.66666666667
182,은평구,대조동,129517.0
183,은평구,응암1동,69517.83333333334
184,은평구,응암2동,53317.33333333333
185,은평구,응암3동,122489.16666666666
186,은평구,역촌동,135048.5
187,은평구,신사1동,87493.5
188,은평구,신사2동,49262.5
189,은평구,증산동,45867.83333333333
190,은평구,수색동,20225.5
191,은평구,진관동,4491.666666666666
192,서대문구,천연동,41573.5
193,서대문구,북아현동,326692.6666666666
194,서대문구,충현동,81980.5
195,서대문구,신촌동,36556.0
196,서대문구,연희동,29690.166666666664
197,서대문구,홍제1동,42599.66666666667
198,서대문구,홍제3동,39872.5
199,서대문구,홍제2동,36973.0
200,서대문구,홍은1동,22069.0
201,서대문구,홍은2동,26979.666666666664
202,서대문구,남가좌1동,29486.5
203,서대문구,남가좌2동,81135.0
204,서대문구,북가좌1동,47474.83333333333
205,서대문구,북가좌2동,152882.6666666667
206,마포구,아현동,73207.83333333334
207,마포구,공덕동,143989.1666666667
208,마포구,도화동,58206.0
209,마포구,용강동,77320.5
210,마포구,대흥동,60743.0
211,마포구,염리동,83084.5
212,마포구,신수동,53075.66666666667
213,마포구,서강동,30636.333333333336
214,마포구,서교동,94654.33333333334
215,마포구,합정동,27405.333333333336
216,마포구,망원1동,55115.16666666667
217,마포구,망원2동,57396.0
218,마포구,연남동,93595.83333333334
219,마포구,성산1동,60068.16666666667
220,마포구,성산2동,34939.33333333333
221,마포구,상암동,6597.5
222,양천구,목1동,31674.166666666664
223,양천구,목2동,68847.16666666666
224,양천구,목3동,108576.16666666666
225,양천구,목4동,116162.5
226,양천구,목5동,24866.0
227,양천구,신월1동,71033.83333333334
228,양천구,신월2동,87696.0
229,양천구,신월3동,32595.5
230,양천구,신월4동,103587.33333333334
231,양천구,신월5동,52197.0
232,양천구,신월6동,40711.33333333333
233,양천구,신월7동,21436.166666666664
234,양천구,신정1동,43973.0
235,양천구,신정2동,71298.5
236,양천구,신정3동,27485.833333333336
237,양천구,신정4동,107347.33333333334
238,양천구,신정6동,15745.333333333332
239,양천구,신정7동,29409.5
240,강서구,염창동,44530.83333333333
241,강서구,등촌1동,71380.83333333334
242,강서구,등촌2동,50641.0
243,강서구,등촌3동,45490.33333333333
244,강서구,화곡1동,159618.1666666667
245,강서구,화곡2동,90837.16666666666
246,강서구,화곡3동,78550.33333333334
247,강서구,화곡4동,58899.66666666667
248,강서구,화곡본동,95172.33333333334
249,강서구,화곡6동,51862.66666666667
250,강서구,화곡8동,140255.0
251,강서구,가양1동,4402.333333333334
252,강서구,가양2동,19351.333333333336
253,강서구,가양3동,26011.333333333336
254,강서구,발산1동,20010.5
255,강서구,우장산동,66930.0
256,강서구,공항동,4344.833333333334
257,강서구,방화1동,57303.5
258,강서구,방화2동,8768.5
259,강서구,방화3동,14898.333333333332
260,구로구,신도림동,41814.33333333333
261,구로구,구로1동,16842.5
262,구로구,구로2동,45500.33333333333
263,구로구,구로3동,75239.0
264,구로구,구로4동,95357.0
265,구로구,구로5동,58241.16666666667
266,구로구,가리봉동,67362.83333333334
267,구로구,고척1동,39092.33333333333
268,구로구,고척2동,59930.83333333333
269,구로구,개봉1동,53036.83333333333
270,구로구,개봉2동,49943.33333333333
271,구로구,개봉3동,37409.33333333333
272,구로구,오류1동,46466.33333333333
273,구로구,오류2동,14708.5
274,구로구,수궁동,12216.166666666668
275,금천구,가산동,21379.5
276,금천구,독산1동,22078.0
277,금천구,독산2동,60716.33333333333
278,금천구,독산3동,62019.33333333333
279,금천구,독산4동,78322.5
280,금천구,시흥1동,39660.33333333333
281,금천구,시흥2동,12318.333333333332
282,금천구,시흥3동,15199.5
283,금천구,시흥4동,45623.33333333333
284,금천구,시흥5동,21481.166666666664
285,영등포구,영등포본동,79438.66666666666
286,영등포구,영등포동,59131.83333333333
287,영등포구,여의동,8163.5
288,영등포구,당산1동,75932.33333333334
289,영등포구,당산2동,48408.16666666667
290,영등포구,도림동,102878.33333333334
291,영등포구,문래동,39545.33333333333
292,영등포구,양평1동,42431.5
293,영등포구,양평2동,16669.333333333332
294,영등포구,신길1동,78502.5
295,영등포구,신길3동,102441.0
296,영등포구,신길4동,95976.33333333334
297,영등포구,신길5동,50908.33333333333
298,영등포구,신길6동,81673.83333333334
299,영등포구,신길7동,58221.66666666667
300,영등포구,대림1동,113075.33333333334
301,영등포구,대림2동,83627.5
302,영등포구,대림3동,61253.0
303,동작구,노량진1동,42230.5
304,동작구,노량진2동,79235.83333333334
305,동작구,상도1동,65504.16666666667
306,동작구,상도2동,72324.33333333334
307,동작구,상도3동,90047.83333333334
308,동작구,상도4동,76803.16666666666
309,동작구,흑석동,38688.33333333333
310,동작구,사당1동,106027.66666666666
311,동작구,사당2동,22672.0
312,동작구,사당3동,48646.16666666667
313,동작구,사당4동,98922.33333333334
314,동작구,사당5동,43457.0
315,동작구,대방동,33122.83333333333
316,동작구,신대방1동,40428.66666666667
317,동작구,신대방2동,50982.83333333333
318,관악구,보라매동,65304.33333333333
319,관악구,청림동,90178.16666666666
320,관악구,성현동,90591.83333333334
321,관악구,행운동,102847.16666666666
322,관악구,낙성대동,21913.333333333336
323,관악구,청룡동,95732.83333333334
324,관악구,은천동,114642.33333333334
325,관악구,중앙동,158247.6666666667
326,관악구,인헌동,92138.66666666666
327,관악구,남현동,16857.666666666664
328,관악구,서원동,86951.33333333334
329,관악구,신원동,119555.33333333334
330,관악구,서림동,52709.5
331,관악구,신사동,116471.5
332,관악구,신림동,153121.1666666667
333,관악구,난향동,18563.5
334,관악구,조원동,92003.5
335,관악구,대학동,9147.666666666668
336,관악구,삼성동,20037.5
337,관악구,미성동,44983.33333333333
338,관악구,난곡동,66960.83333333334
339,서초구,서초1동,52033.66666666667
340,서초구,서초2동,56062.0
341,서초구,서초3동,38374.66666666667
342,서초구,서초4동,70131.5
343,서초구,잠원동,34701.0
344,서초구,반포본동,6048.166666666666
345,서초구,반포1동,69230.66666666666
346,서초구,반포2동,13383.833333333332
347,서초구,반포3동,18481.666666666664
348,서초구,반포4동,40755.16666666667
349,서초구,방배본동,83898.83333333334
350,서초구,방배1동,64250.66666666667
351,서초구,방배2동,27536.833333333336
352,서초구,방배3동,16812.333333333336
353,서초구,방배4동,75578.33333333334
354,서초구,양재1동,13325.833333333332
355,서초구,양재2동,7810.666666666666
356,서초구,내곡동,219.0
357,강남구,신사동,37351.16666666667
358,강남구,논현1동,82798.0
359,강남구,논현2동,81025.0
360,강남구,압구정동,29970.166666666664
361,강남구,청담동,39960.33333333333
362,강남구,삼성1동,22094.5
363,강남구,삼성2동,73306.66666666666
364,강남구,대치1동,58105.16666666667
365,강남구,대치2동,29187.333333333336
366,강남구,대치4동,130671.66666666667
367,강남구,역삼1동,74861.33333333334
368,강남구,역삼2동,95905.5
369,강남구,도곡1동,47359.83333333333
370,강남구,도곡2동,44016.0
371,강남구,개포1동,8199.166666666668
372,강남구,개포2동,10869.833333333332
373,강남구,개포4동,24563.333333333336
374,강남구,세곡동,5105.166666666666
375,강남구,일원본동,13455.666666666668
376,강남구,일원1동,36710.0
377,강남구,일원2동,9653.0
378,강남구,수서동,11176.333333333332
379,송파구,풍납1동,45320.0
380,송파구,풍납2동,33505.16666666667
381,송파구,거여1동,68821.66666666666
382,송파구,거여2동,84401.33333333334
383,송파구,마천1동,70780.5
384,송파구,마천2동,54380.66666666667
385,송파구,방이1동,66864.83333333334
386,송파구,방이2동,95414.0
387,송파구,오륜동,1835.6666666666665
388,송파구,오금동,47333.33333333333
389,송파구,송파1동,93485.33333333334
390,송파구,송파2동,54608.33333333333
391,송파구,석촌동,85035.16666666666
392,송파구,삼전동,73401.66666666666
393,송파구,가락본동,74982.66666666666
394,송파구,가락1동,11111.5
395,송파구,가락2동,84930.33333333334
396,송파구,문정1동,89580.33333333334
397,송파구,문정2동,8362.0
398,송파구,장지동,55807.66666666667
399,송파구,위례동,6178.5
400,송파구,잠실본동,67897.16666666667
401,송파구,잠실2동,8572.833333333332
402,송파구,잠실3동,23198.5
403,송파구,잠실4동,21591.833333333336
404,송파구,잠실6동,19050.166666666664
405,송파구,잠실7동,10615.0
406,강동구,강일동,9790.5
407,강동구,상일동,15850.166666666666
408,강동구,명일1동,100719.66666666666
409,강동구,명일2동,21639.166666666664
410,강동구,고덕1동,14785.166666666666
411,강동구,고덕2동,8885.666666666668
412,강동구,암사1동,133712.5
413,강동구,암사2동,11223.833333333332
414,강동구,암사3동,6693.333333333334
415,강동구,천호1동,200387.8333333333
416,강동구,천호2동,62748.16666666667
417,강동구,천호3동,153325.3333333333
418,강동구,성내1동,100855.83333333334
419,강동구,성내2동,156013.8333333333
420,강동구,성내3동,127869.33333333334
421,강동구,길동,94248.33333333334
422,강동구,둔촌1동,13153.666666666668
423,강동구,둔촌2동,46648.83333333333
