,구,동,평균유동인구
0,종로구,청운효자동,13645.166666666668
1,종로구,사직동,22098.166666666664
2,종로구,삼청동,4392.333333333334
3,종로구,부암동,4609.166666666666
4,종로구,평창동,1362.8333333333335
5,종로구,무악동,36022.5
6,종로구,교남동,71187.5
7,종로구,가회동,14579.5
8,종로구,종로1.2.3.4가동,20225.5
9,종로구,종로5.6가동,61820.0
10,종로구,이화동,37616.66666666667
11,종로구,혜화동,57447.83333333333
12,종로구,창신1동,85902.33333333334
13,종로구,창신2동,189510.3333333333
14,종로구,창신3동,61578.333333333336
15,종로구,숭인1동,96638.66666666666
16,종로구,숭인2동,123976.33333333334
17,중구,소공동,19700.166666666664
18,중구,회현동,25140.666666666664
19,중구,명동,33557.0
20,중구,필동,9909.166666666668
21,중구,장충동,14216.166666666668
22,중구,광희동,40510.16666666667
23,중구,을지로동,53632.5
24,중구,신당동,101087.16666666666
25,중구,다산동,69853.0
26,중구,약수동,44971.16666666667
27,중구,청구동,110425.33333333334
28,중구,신당5동,96385.5
29,중구,동화동,76707.5
30,중구,황학동,157598.3333333333
31,중구,중림동,44114.5
32,용산구,후암동,39044.33333333333
33,용산구,용산2가동,17239.5
34,용산구,남영동,22697.0
35,용산구,청파동,72576.16666666666
36,용산구,원효로1동,84498.66666666666
37,용산구,원효로2동,35111.33333333333
38,용산구,효창동,77696.83333333334
39,용산구,용문동,93394.66666666666
40,용산구,한강로동,14508.666666666668
41,용산구,이촌1동,25848.833333333336
42,용산구,이촌2동,10534.5
43,용산구,이태원1동,32534.0
44,용산구,이태원2동,32678.0
45,용산구,한남동,15442.5
46,용산구,서빙고동,6070.333333333334
47,용산구,보광동,36061.66666666667
48,성동구,왕십리2동,112227.83333333334
49,성동구,왕십리도선동,69345.16666666666
50,성동구,마장동,38477.83333333333
51,성동구,사근동,21510.833333333336
52,성동구,행당1동,65974.16666666667
53,성동구,행당2동,86426.5
54,성동구,응봉동,50754.5
55,성동구,금호1가동,91944.0
56,성동구,금호2.3가동,89512.16666666666
57,성동구,금호4가동,23381.833333333336
58,성동구,옥수동,23778.833333333336
59,성동구,성수1가1동,13247.833333333332
60,성동구,성수1가2동,51962.5
61,성동구,성수2가1동,39850.16666666667
62,성동구,성수2가3동,46959.5
63,성동구,송정동,49808.83333333333
64,성동구,용답동,13377.5
65,광진구,화양동,75958.0
66,광진구,군자동,74012.83333333334
67,광진구,중곡1동,66392.5
68,광진구,중곡2동,86179.16666666666
69,광진구,중곡3동,78086.0
70,광진구,중곡4동,32006.5
71,광진구,능동,17907.833333333336
72,광진구,광장동,20960.666666666664
73,광진구,자양1동,130579.5
74,광진구,자양2동,30586.333333333336
75,광진구,자양3동,72938.33333333334
76,광진구,자양4동,61321.5
77,광진구,구의1동,140769.3333333333
78,광진구,구의2동,40593.33333333333
79,광진구,구의3동,44163.0
80,동대문구,용신동,71235.33333333334
81,동대문구,제기동,77539.83333333334
82,동대문구,전농1동,100854.83333333334
83,동대문구,전농2동,26587.166666666664
84,동대문구,답십리1동,84685.16666666666
85,동대문구,답십리2동,69166.66666666666
86,동대문구,장안1동,66465.66666666666
87,동대문구,장안2동,66466.0
88,동대문구,청량리동,42090.0
89,동대문구,회기동,54678.33333333333
90,동대문구,휘경1동,99485.5
91,동대문구,휘경2동,42317.0
92,동대문구,이문1동,81186.66666666666
93,동대문구,이문2동,59431.33333333333
94,중랑구,면목2동,80718.33333333334
95,중랑구,면목4동,69366.66666666666
96,중랑구,면목5동,38006.66666666667
97,중랑구,면목본동,120315.5
98,중랑구,면목7동,53459.16666666667
99,중랑구,면목3.8동,36275.16666666667
100,중랑구,상봉1동,61291.66666666667
101,중랑구,상봉2동,91431.0
102,중랑구,중화1동,94321.33333333334
103,중랑구,중화2동,75443.66666666666
104,중랑구,묵1동,59267.5
105,중랑구,묵2동,79463.83333333334
106,중랑구,망우본동,34804.16666666667
107,중랑구,망우3동,41195.33333333333
108,중랑구,신내1동,23027.666666666664
109,중랑구,신내2동,29883.166666666664
110,성북구,성북동,6475.166666666666
111,성북구,삼선동,82226.5
112,성북구,동선동,111344.66666666666
113,성북구,돈암1동,56018.33333333333
114,성북구,돈암2동,70519.33333333334
115,성북구,안암동,35784.16666666667
116,성북구,보문동,83067.16666666666
117,성북구,정릉1동,105965.5
118,성북구,정릉2동,43564.83333333333
119,성북구,정릉3동,7486.166666666666
120,성북구,정릉4동,9152.0
121,성북구,길음1동,86910.33333333334
122,성북구,길음2동,83123.66666666666
123,성북구,종암동,66827.16666666666
124,성북구,월곡1동,72270.33333333334
125,성북구,월곡2동,46051.5
126,성북구,장위1동,108188.5
127,성북구,장위2동,62931.16666666667
128,성북구,장위3동,35682.0
129,성북구,석관동,48448.33333333333
130,강북구,삼양동,85230.33333333334
131,강북구,미아동,60701.83333333333
132,강북구,송중동,97435.33333333334
133,강북구,송천동,115847.66666666666
134,강북구,삼각산동,53112.33333333333
135,강북구,번1동,108756.66666666666
136,강북구,번2동,35601.16666666667
137,강북구,번3동,26831.5
138,강북구,수유1동,34323.16666666667
139,강북구,수유2동,100405.66666666666
140,강북구,수유3동,117210.5
141,강북구,우이동,3503.333333333333
142,강북구,인수동,29759.666666666664
143,도봉구,창1동,43618.33333333333
144,도봉구,창2동,138606.0
145,도봉구,창3동,55385.5
146,도봉구,창4동,29716.833333333336
147,도봉구,창5동,61282.5
148,도봉구,도봉1동,3993.166666666667
149,도봉구,도봉2동,24406.0
150,도봉구,쌍문1동,34531.5
151,도봉구,쌍문2동,93381.83333333334
152,도봉구,쌍문3동,101124.33333333334
153,도봉구,쌍문4동,54331.83333333333
154,도봉구,방학1동,61814.5
155,도봉구,방학2동,32603.333333333336
156,도봉구,방학3동,17785.0
157,노원구,월계1동,46774.33333333333
158,노원구,월계2동,17167.833333333336
159,노원구,월계3동,17365.0
160,노원구,공릉1동,93459.83333333334
161,노원구,공릉2동,9253.666666666668
162,노원구,하계1동,29509.666666666664
163,노원구,하계2동,55398.0
164,노원구,중계본동,20441.333333333336
165,노원구,중계1동,64326.16666666667
166,노원구,중계4동,19609.166666666664
167,노원구,중계2.3동,50411.66666666667
168,노원구,상계1동,12901.833333333332
169,노원구,상계2동,157984.0
170,노원구,상계3.4동,12042.166666666668
171,노원구,상계5동,104899.16666666666
172,노원구,상계6.7동,46226.0
173,노원구,상계8동,17872.5
174,노원구,상계9동,26329.833333333336
175,노원구,상계10동,27538.0
176,은평구,녹번동,45588.5
177,은평구,불광1동,16540.833333333332
178,은평구,불광2동,51563.66666666667
179,은평구,갈현1동,93501.83333333334
180,은평구,갈현2동,69871.83333333334
181,은평구,구산동,50552.33333333333
182,은평구,대조동,124776.16666666666
183,은평구,응암1동,72666.33333333334
184,은평구,응암2동,45873.16666666667
185,은평구,응암3동,122599.66666666666
186,은평구,역촌동,134551.1666666667
187,은평구,신사1동,88817.83333333334
188,은평구,신사2동,45925.16666666667
189,은평구,증산동,43653.83333333333
190,은평구,수색동,20708.833333333336
191,은평구,진관동,4653.5
192,서대문구,천연동,40375.16666666667
193,서대문구,북아현동,351401.1666666666
194,서대문구,충현동,87591.5
195,서대문구,신촌동,33667.83333333333
196,서대문구,연희동,27155.333333333336
197,서대문구,홍제1동,39989.83333333333
198,서대문구,홍제3동,37562.33333333333
199,서대문구,홍제2동,37553.83333333333
200,서대문구,홍은1동,22581.833333333336
201,서대문구,홍은2동,26946.833333333336
202,서대문구,남가좌1동,23508.166666666664
203,서대문구,남가좌2동,77639.5
204,서대문구,북가좌1동,44485.33333333333
205,서대문구,북가좌2동,148113.1666666667
206,마포구,아현동,72617.0
207,마포구,공덕동,141261.0
208,마포구,도화동,53167.33333333333
209,마포구,용강동,78246.33333333334
210,마포구,대흥동,56518.66666666667
211,마포구,염리동,80268.0
212,마포구,신수동,52325.5
213,마포구,서강동,28621.333333333336
214,마포구,서교동,85620.66666666666
215,마포구,합정동,26219.0
216,마포구,망원1동,56971.83333333333
217,마포구,망원2동,54898.16666666667
218,마포구,연남동,93094.66666666666
219,마포구,성산1동,57335.0
220,마포구,성산2동,33767.66666666667
221,마포구,상암동,6287.0
222,양천구,목1동,29812.666666666664
223,양천구,목2동,64892.16666666667
224,양천구,목3동,106890.66666666666
225,양천구,목4동,115992.33333333334
226,양천구,목5동,24572.833333333336
227,양천구,신월1동,70675.0
228,양천구,신월2동,89346.0
229,양천구,신월3동,32117.0
230,양천구,신월4동,94896.0
231,양천구,신월5동,43074.66666666667
232,양천구,신월6동,38960.16666666667
233,양천구,신월7동,18387.0
234,양천구,신정1동,43722.0
235,양천구,신정2동,66149.5
236,양천구,신정3동,29832.5
237,양천구,신정4동,100441.0
238,양천구,신정6동,18247.5
239,양천구,신정7동,27447.833333333336
240,강서구,염창동,44497.16666666667
241,강서구,등촌1동,75783.0
242,강서구,등촌2동,46845.16666666667
243,강서구,등촌3동,50103.83333333333
244,강서구,화곡1동,159363.6666666667
245,강서구,화곡2동,92735.66666666666
246,강서구,화곡3동,76170.0
247,강서구,화곡4동,55751.66666666667
248,강서구,화곡본동,94834.33333333334
