,구,동,평균거주인구
327,관악구,남현동,44.0
328,관악구,서원동,348.0
329,관악구,신원동,330.0
330,관악구,서림동,260.0
331,관악구,신사동,372.0
332,관악구,신림동,430.0
333,관악구,난향동,201.0
334,관악구,조원동,268.0
335,관악구,대학동,30.0
336,관악구,삼성동,92.0
337,관악구,미성동,228.0
338,관악구,난곡동,278.0
339,서초구,서초1동,152.0
340,서초구,서초2동,174.0
341,서초구,서초3동,105.0
342,서초구,서초4동,356.0
343,서초구,잠원동,154.0
344,서초구,반포본동,80.0
345,서초구,반포1동,323.0
346,서초구,반포2동,128.0
347,서초구,반포3동,169.0
348,서초구,반포4동,137.0
349,서초구,방배본동,320.0
350,서초구,방배1동,249.0
351,서초구,방배2동,106.0
352,서초구,방배3동,88.0
353,서초구,방배4동,249.0
354,서초구,양재1동,78.0
355,서초구,양재2동,30.0
356,서초구,내곡동,14.0
357,강남구,신사동,96.0
358,강남구,논현1동,183.0
359,강남구,논현2동,150.0
360,강남구,압구정동,108.0
361,강남구,청담동,113.0
362,강남구,삼성1동,70.0
363,강남구,삼성2동,241.0
364,강남구,대치1동,313.0
365,강남구,대치2동,184.0
366,강남구,대치4동,285.0
367,강남구,역삼1동,152.0
368,강남구,역삼2동,328.0
369,강남구,도곡1동,216.0
370,강남구,도곡2동,331.0
371,강남구,개포1동,66.0
372,강남구,개포2동,94.0
373,강남구,개포4동,144.0
374,강남구,세곡동,75.0
375,강남구,일원본동,101.0
376,강남구,일원1동,165.0
377,강남구,일원2동,169.0
378,강남구,수서동,92.0
379,송파구,풍납1동,131.0
380,송파구,풍납2동,128.0
381,송파구,거여1동,246.0
382,송파구,거여2동,371.0
383,송파구,마천1동,344.0
384,송파구,마천2동,235.0
385,송파구,방이1동,278.0
386,송파구,방이2동,342.0
387,송파구,오륜동,59.0
388,송파구,오금동,234.0
389,송파구,송파1동,363.0
390,송파구,송파2동,325.0
391,송파구,석촌동,345.0
392,송파구,삼전동,317.0
393,송파구,가락본동,264.0
394,송파구,가락1동,205.0
395,송파구,가락2동,353.0
396,송파구,문정1동,337.0
397,송파구,문정2동,125.0
398,송파구,장지동,232.0
399,송파구,위례동,117.0
400,송파구,잠실본동,251.0
401,송파구,잠실2동,125.0
402,송파구,잠실3동,234.0
403,송파구,잠실4동,259.0
404,송파구,잠실6동,123.0
405,송파구,잠실7동,146.0
406,강동구,강일동,95.0
407,강동구,상일동,184.0
408,강동구,명일1동,417.0
409,강동구,명일2동,190.0
410,강동구,고덕1동,136.0
411,강동구,고덕2동,93.0
412,강동구,암사1동,480.0
413,강동구,암사2동,66.0
414,강동구,암사3동,100.0
415,강동구,천호1동,410.0
416,강동구,천호2동,189.0
417,강동구,천호3동,467.0
418,강동구,성내1동,307.0
419,강동구,성내2동,389.0
420,강동구,성내3동,365.0
421,강동구,길동,293.0
422,강동구,둔촌1동,0.0
423,강동구,둔촌2동,165.0
