,건축물 대장 코드,동이름,건물이름,도로주소,용도,건축면적,대지면적
825,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
826,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
827,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
828,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
829,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
830,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
831,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
832,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
833,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
834,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
835,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
836,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
837,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
838,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
839,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
840,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
841,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
842,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
843,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
844,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
845,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
846,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
847,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
848,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
849,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
850,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
851,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
852,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
853,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
854,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
855,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
856,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
857,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
858,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
859,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
860,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
861,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
862,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
863,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
864,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
865,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
866,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
867,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
868,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
869,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
870,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
871,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
872,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
873,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
874,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
875,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
876,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
877,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
878,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
879,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
880,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
881,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
882,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
883,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
884,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
885,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
886,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
887,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
888,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
889,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
890,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
891,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
892,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
893,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
894,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
895,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
896,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
897,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
898,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
899,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
900,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
901,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
902,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
903,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
904,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
905,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
906,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
907,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
908,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
909,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
910,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
911,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
912,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
913,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
914,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
915,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
916,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
917,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
918,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
919,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
920,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
921,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
922,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
923,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
924,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
925,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
926,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
927,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
928,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
929,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
930,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
931,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
932,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
933,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
934,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
935,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
936,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
937,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
938,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
939,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
940,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
941,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
942,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
943,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
944,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
945,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
946,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
947,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
948,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
949,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
950,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
951,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
952,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
953,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
954,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
955,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
956,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
957,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
958,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
959,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
960,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
961,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
962,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
963,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
964,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
965,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
966,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
967,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
968,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
969,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
970,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
971,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
972,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
973,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
974,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
975,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
976,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
977,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
978,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
979,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
980,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
981,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
982,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
983,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
984,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
985,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
986,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
987,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
988,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
989,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
990,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
991,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
992,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
993,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
994,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
995,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
996,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
997,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
998,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
999,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1000,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1001,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1002,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1003,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1004,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1005,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1006,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1007,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1008,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1009,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1010,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1011,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1012,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1013,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1014,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1015,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1016,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1017,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1018,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1019,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1020,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1021,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1022,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1023,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1024,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1025,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1026,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1027,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1028,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1029,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1030,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1031,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1032,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1033,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1034,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1035,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1036,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1037,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1038,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1039,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1040,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1041,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1042,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1043,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1044,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1045,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1046,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1047,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1048,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1049,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1050,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1051,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1052,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1053,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1054,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1055,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1056,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1057,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1058,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1059,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1060,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1061,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1062,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1063,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1064,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1065,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1066,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
1067,11215-15007,구의동,강변테크노마트,서울특별시 광진구 광나루로56길,제1종근린생활시설,13319.84,25260.3
