,건축물 대장 코드,동이름,건물이름,도로주소,용도,건축면적,대지면적
16782,11215-100222318,중곡동,강남그레이스빌,서울특별시 광진구 긴고랑로19길,공동주택,188.37,314.1
16783,11215-100222318,중곡동,강남그레이스빌,서울특별시 광진구 긴고랑로19길,공동주택,188.37,314.1
16784,11215-100222318,중곡동,강남그레이스빌,서울특별시 광진구 긴고랑로19길,공동주택,188.37,314.1
16785,11215-100185079,자양동,,서울특별시 광진구 자양번영로4길,공동주택,94.9,169.3
16786,11215-100187578,구의동,동광탑스빌,서울특별시 광진구 자양로41길,공동주택,140.45,242.4
16787,11215-100187578,구의동,동광탑스빌,서울특별시 광진구 자양로41길,공동주택,140.45,242.4
16788,11215-100187578,구의동,동광탑스빌,서울특별시 광진구 자양로41길,공동주택,140.45,242.4
16789,11215-100225317,구의동,정수아트빌,서울특별시 광진구 자양로51길,공동주택,214.36,370.3
16790,11215-100225317,구의동,정수아트빌,서울특별시 광진구 자양로51길,공동주택,214.36,370.3
16791,11215-100225970,중곡동,풍경채,서울특별시 광진구 용마산로22길,공동주택,232.0,432.4
16792,11215-100225970,중곡동,풍경채,서울특별시 광진구 용마산로22길,공동주택,232.0,432.4
16793,11215-100225970,중곡동,풍경채,서울특별시 광진구 용마산로22길,공동주택,232.0,432.4
16794,11215-100225970,중곡동,풍경채,서울특별시 광진구 용마산로22길,공동주택,232.0,432.4
16795,11215-100225970,중곡동,풍경채,서울특별시 광진구 용마산로22길,공동주택,232.0,432.4
16796,11215-100225970,중곡동,풍경채,서울특별시 광진구 용마산로22길,공동주택,232.0,432.4
16797,11215-100225970,중곡동,풍경채,서울특별시 광진구 용마산로22길,공동주택,232.0,432.4
16798,11215-100225970,중곡동,풍경채,서울특별시 광진구 용마산로22길,공동주택,232.0,432.4
16799,11215-100225970,중곡동,풍경채,서울특별시 광진구 용마산로22길,공동주택,232.0,432.4
16800,11215-100225970,중곡동,풍경채,서울특별시 광진구 용마산로22길,공동주택,232.0,432.4
16801,11215-100225970,중곡동,풍경채,서울특별시 광진구 용마산로22길,공동주택,232.0,432.4
16802,11215-100225970,중곡동,풍경채,서울특별시 광진구 용마산로22길,공동주택,232.0,432.4
16803,11215-100225970,중곡동,풍경채,서울특별시 광진구 용마산로22길,공동주택,232.0,432.4
16804,11215-100225970,중곡동,풍경채,서울특별시 광진구 용마산로22길,공동주택,232.0,432.4
16805,11215-100225970,중곡동,풍경채,서울특별시 광진구 용마산로22길,공동주택,232.0,432.4
16806,11215-100247515,구의동,래미안파크스위트,서울특별시 광진구 광나루로,공동주택,703.01,0.0
16807,11215-100247515,구의동,래미안파크스위트,서울특별시 광진구 광나루로,공동주택,703.01,0.0
16808,11215-100247515,구의동,래미안파크스위트,서울특별시 광진구 광나루로,공동주택,703.01,0.0
16809,11215-100252250,구의동,프라임빌,서울특별시 광진구 아차산로49길,공동주택,108.91,181.8
16810,11215-100252970,능동,,서울특별시 광진구 천호대로112길,공동주택,112.49,210.1
16811,11215-100252970,능동,,서울특별시 광진구 천호대로112길,공동주택,112.49,210.1
16812,11215-100252970,능동,,서울특별시 광진구 천호대로112길,공동주택,112.49,210.1
16813,11215-100252970,능동,,서울특별시 광진구 천호대로112길,공동주택,112.49,210.1
16814,11215-100252970,능동,,서울특별시 광진구 천호대로112길,공동주택,112.49,210.1
16815,11215-100252970,능동,,서울특별시 광진구 천호대로112길,공동주택,112.49,210.1
16816,11215-100265673,자양동,한강아르떼빌,서울특별시 광진구 아차산로,공동주택,163.6,0.0
16817,11215-100265673,자양동,한강아르떼빌,서울특별시 광진구 아차산로,공동주택,163.6,0.0
16818,11215-100265673,자양동,한강아르떼빌,서울특별시 광진구 아차산로,공동주택,163.6,0.0
16819,11215-100265673,자양동,한강아르떼빌,서울특별시 광진구 아차산로,공동주택,163.6,0.0
16820,11215-100265673,자양동,한강아르떼빌,서울특별시 광진구 아차산로,공동주택,163.6,0.0
16821,11215-100265673,자양동,한강아르떼빌,서울특별시 광진구 아차산로,공동주택,163.6,0.0
16822,11215-100265673,자양동,한강아르떼빌,서울특별시 광진구 아차산로,공동주택,163.6,0.0
16823,11215-100265673,자양동,한강아르떼빌,서울특별시 광진구 아차산로,공동주택,163.6,0.0
16824,11215-100265673,자양동,한강아르떼빌,서울특별시 광진구 아차산로,공동주택,163.6,0.0
16825,11215-100265673,자양동,한강아르떼빌,서울특별시 광진구 아차산로,공동주택,163.6,0.0
16826,11215-100265673,자양동,한강아르떼빌,서울특별시 광진구 아차산로,공동주택,163.6,0.0
16827,11215-100265673,자양동,한강아르떼빌,서울특별시 광진구 아차산로,공동주택,163.6,0.0
16828,11215-100265673,자양동,한강아르떼빌,서울특별시 광진구 아차산로,공동주택,163.6,0.0
16829,11215-100265673,자양동,한강아르떼빌,서울특별시 광진구 아차산로,공동주택,163.6,0.0
16830,11215-8129,중곡동,,서울특별시 광진구 능동로42길,공동주택,93.35,155.9
16831,11215-8129,중곡동,,서울특별시 광진구 능동로42길,공동주택,93.35,155.9
16832,11215-8274,중곡동,,서울특별시 광진구 영화사로3가길,공동주택,138.03,278.8
16833,11215-8746,중곡동,,서울특별시 광진구 용마산로36길,공동주택,307.17,576.3
16834,11215-10124,능동,,서울특별시 광진구 능동로24길,공동주택,336.22,602.45
16835,11215-10124,능동,,서울특별시 광진구 능동로24길,공동주택,336.22,602.45
16836,11215-10124,능동,,서울특별시 광진구 능동로24길,공동주택,336.22,602.45
16837,11215-10124,능동,,서울특별시 광진구 능동로24길,공동주택,336.22,602.45
16838,11215-10124,능동,,서울특별시 광진구 능동로24길,공동주택,336.22,602.45
16839,11215-10124,능동,,서울특별시 광진구 능동로24길,공동주택,336.22,602.45
16840,11215-10124,능동,,서울특별시 광진구 능동로24길,공동주택,336.22,602.45
16841,11215-10124,능동,,서울특별시 광진구 능동로24길,공동주택,336.22,602.45
16842,11215-10124,능동,,서울특별시 광진구 능동로24길,공동주택,336.22,602.45
16843,11215-10124,능동,,서울특별시 광진구 능동로24길,공동주택,336.22,602.45
16844,11215-10124,능동,,서울특별시 광진구 능동로24길,공동주택,336.22,602.45
16845,11215-10124,능동,,서울특별시 광진구 능동로24길,공동주택,336.22,602.45
16846,11215-10124,능동,,서울특별시 광진구 능동로24길,공동주택,336.22,602.45
16847,11215-10124,능동,,서울특별시 광진구 능동로24길,공동주택,336.22,602.45
16848,11215-10124,능동,,서울특별시 광진구 능동로24길,공동주택,336.22,602.45
16849,11215-10124,능동,,서울특별시 광진구 능동로24길,공동주택,336.22,602.45
16850,11215-10124,능동,,서울특별시 광진구 능동로24길,공동주택,336.22,602.45
16851,11215-15066,구의동,,서울특별시 광진구 아차산로58나길,공동주택,79.08,0.0
16852,11215-15066,구의동,,서울특별시 광진구 아차산로58나길,공동주택,79.08,0.0
16853,11215-15066,구의동,,서울특별시 광진구 아차산로58나길,공동주택,79.08,0.0
16854,11215-15100,구의동,구의현대2단지아파트,서울특별시 광진구 광나루로56길,공동주택,8917.99,54083.4
16855,11215-15100,구의동,구의현대2단지아파트,서울특별시 광진구 광나루로56길,공동주택,8917.99,54083.4
16856,11215-15100,구의동,구의현대2단지아파트,서울특별시 광진구 광나루로56길,공동주택,8917.99,54083.4
16857,11215-15100,구의동,구의현대2단지아파트,서울특별시 광진구 광나루로56길,공동주택,8917.99,54083.4
16858,11215-14289,구의동,,서울특별시 광진구 영화사로16길,공동주택,185.81,314.4
16859,11215-14320,구의동,비바체 A,서울특별시 광진구 자양로50길,공동주택,147.49,246.3
16860,11215-14379,구의동,이화파크맨션,서울특별시 광진구 자양로51길,공동주택,351.93,608.9
16861,11215-14379,구의동,이화파크맨션,서울특별시 광진구 자양로51길,공동주택,351.93,608.9
16862,11215-14379,구의동,이화파크맨션,서울특별시 광진구 자양로51길,공동주택,351.93,608.9
16863,11215-14379,구의동,이화파크맨션,서울특별시 광진구 자양로51길,공동주택,351.93,608.9
16864,11215-14379,구의동,이화파크맨션,서울특별시 광진구 자양로51길,공동주택,351.93,608.9
16865,11215-14520,구의동,,서울특별시 광진구 자양로44길,공동주택,394.14,835.4
16866,11215-14520,구의동,,서울특별시 광진구 자양로44길,공동주택,394.14,835.4
16867,11215-14587,구의동,,서울특별시 광진구 자양로40길,공동주택,104.08,175.2
16868,11215-14587,구의동,,서울특별시 광진구 자양로40길,공동주택,104.08,175.2
16869,11215-14587,구의동,,서울특별시 광진구 자양로40길,공동주택,104.08,175.2
16870,11215-14587,구의동,,서울특별시 광진구 자양로40길,공동주택,104.08,175.2
16871,11215-14587,구의동,,서울특별시 광진구 자양로40길,공동주택,104.08,175.2
16872,11215-14587,구의동,,서울특별시 광진구 자양로40길,공동주택,104.08,175.2
16873,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16874,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16875,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16876,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16877,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16878,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16879,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16880,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16881,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16882,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16883,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16884,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16885,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16886,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16887,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16888,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16889,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16890,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16891,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16892,11215-15788,광장동,,서울특별시 광진구 아차산로78길,공동주택,463.32,773.0
16893,11215-15801,광장동,극동아파트,서울특별시 광진구 아차산로,공동주택,1018.5,0.0
16894,11215-15801,광장동,극동아파트,서울특별시 광진구 아차산로,공동주택,1018.5,0.0
16895,11215-15801,광장동,극동아파트,서울특별시 광진구 아차산로,공동주택,1018.5,0.0
16896,11215-15801,광장동,극동아파트,서울특별시 광진구 아차산로,공동주택,1018.5,0.0
16897,11215-15796,광장동,광장극동아파트,서울특별시 광진구 아차산로,공동주택,394.84,0.0
16898,11215-15796,광장동,광장극동아파트,서울특별시 광진구 아차산로,공동주택,394.84,0.0
16899,11215-15796,광장동,광장극동아파트,서울특별시 광진구 아차산로,공동주택,394.84,0.0
16900,11215-15796,광장동,광장극동아파트,서울특별시 광진구 아차산로,공동주택,394.84,0.0
16901,11215-20518,자양동,,서울특별시 광진구 뚝섬로52라길,공동주택,209.22,349.5
16902,11215-20518,자양동,,서울특별시 광진구 뚝섬로52라길,공동주택,209.22,349.5
16903,11215-20518,자양동,,서울특별시 광진구 뚝섬로52라길,공동주택,209.22,349.5
16904,11215-20518,자양동,,서울특별시 광진구 뚝섬로52라길,공동주택,209.22,349.5
16905,11215-20518,자양동,,서울특별시 광진구 뚝섬로52라길,공동주택,209.22,349.5
16906,11215-20518,자양동,,서울특별시 광진구 뚝섬로52라길,공동주택,209.22,349.5
16907,11215-20518,자양동,,서울특별시 광진구 뚝섬로52라길,공동주택,209.22,349.5
16908,11215-20518,자양동,,서울특별시 광진구 뚝섬로52라길,공동주택,209.22,349.5
16909,11215-20518,자양동,,서울특별시 광진구 뚝섬로52라길,공동주택,209.22,349.5
16910,11215-20518,자양동,,서울특별시 광진구 뚝섬로52라길,공동주택,209.22,349.5
16911,11215-20622,자양동,,서울특별시 광진구 자양로6길,공동주택,134.1,252.9
16912,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16913,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16914,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16915,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16916,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16917,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16918,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16919,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16920,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16921,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16922,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16923,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16924,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16925,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16926,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16927,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16928,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16929,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16930,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16931,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16932,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16933,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16934,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16935,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16936,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16937,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16938,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16939,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16940,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16941,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16942,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16943,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16944,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16945,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16946,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16947,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16948,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16949,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16950,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16951,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16952,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16953,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16954,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16955,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16956,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16957,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16958,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16959,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16960,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16961,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16962,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16963,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16964,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16965,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16966,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16967,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16968,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16969,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16970,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16971,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16972,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16973,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16974,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16975,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16976,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16977,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16978,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16979,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16980,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16981,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16982,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16983,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16984,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16985,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16986,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16987,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16988,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16989,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16990,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16991,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16992,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16993,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16994,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16995,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16996,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16997,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16998,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
16999,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17000,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17001,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17002,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17003,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17004,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17005,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17006,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17007,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17008,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17009,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17010,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17011,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17012,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17013,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17014,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17015,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17016,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17017,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17018,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17019,11215-20681,자양동,자양오피스텔,서울특별시 광진구 자양로,업무시설,550.57,1026.0
17020,11215-22794,자양동,,서울특별시 광진구 아차산로26길,공동주택,382.95,0.0
17021,11215-22794,자양동,,서울특별시 광진구 아차산로26길,공동주택,382.95,0.0
17022,11215-22794,자양동,,서울특별시 광진구 아차산로26길,공동주택,382.95,0.0
17023,11215-22794,자양동,,서울특별시 광진구 아차산로26길,공동주택,382.95,0.0
17024,11215-15810,광장동,석원빌딩,서울특별시 광진구 천호대로,제1종근린생활시설,176.91,364.0
17025,11215-15810,광장동,석원빌딩,서울특별시 광진구 천호대로,제1종근린생활시설,176.91,364.0
17026,11215-15810,광장동,석원빌딩,서울특별시 광진구 천호대로,제1종근린생활시설,176.91,364.0
17027,11215-15810,광장동,석원빌딩,서울특별시 광진구 천호대로,제1종근린생활시설,176.91,364.0
17028,11215-15810,광장동,석원빌딩,서울특별시 광진구 천호대로,제1종근린생활시설,176.91,364.0
17029,11215-15810,광장동,석원빌딩,서울특별시 광진구 천호대로,제1종근린생활시설,176.91,364.0
17030,11215-15810,광장동,석원빌딩,서울특별시 광진구 천호대로,제1종근린생활시설,176.91,364.0
17031,11215-15810,광장동,석원빌딩,서울특별시 광진구 천호대로,제1종근린생활시설,176.91,364.0
17032,11215-15814,광장동,다인빌,서울특별시 광진구 아차산로73길,공동주택,120.11,205.0
17033,11215-15814,광장동,다인빌,서울특별시 광진구 아차산로73길,공동주택,120.11,205.0
17034,11215-15814,광장동,다인빌,서울특별시 광진구 아차산로73길,공동주택,120.11,205.0
17035,11215-15814,광장동,다인빌,서울특별시 광진구 아차산로73길,공동주택,120.11,205.0
17036,11215-15814,광장동,다인빌,서울특별시 광진구 아차산로73길,공동주택,120.11,205.0
17037,11215-15814,광장동,다인빌,서울특별시 광진구 아차산로73길,공동주택,120.11,205.0
17038,11215-15814,광장동,다인빌,서울특별시 광진구 아차산로73길,공동주택,120.11,205.0
17039,11215-15814,광장동,다인빌,서울특별시 광진구 아차산로73길,공동주택,120.11,205.0
17040,11215-15814,광장동,다인빌,서울특별시 광진구 아차산로73길,공동주택,120.11,205.0
17041,11215-15814,광장동,다인빌,서울특별시 광진구 아차산로73길,공동주택,120.11,205.0
17042,11215-15823,광장동,,서울특별시 광진구 아차산로75길,공동주택,98.94,166.0
17043,11215-15823,광장동,,서울특별시 광진구 아차산로75길,공동주택,98.94,166.0
17044,11215-15823,광장동,,서울특별시 광진구 아차산로75길,공동주택,98.94,166.0
17045,11215-15823,광장동,,서울특별시 광진구 아차산로75길,공동주택,98.94,166.0
17046,11215-15823,광장동,,서울특별시 광진구 아차산로75길,공동주택,98.94,166.0
17047,11215-15823,광장동,,서울특별시 광진구 아차산로75길,공동주택,98.94,166.0
17048,11215-15823,광장동,,서울특별시 광진구 아차산로75길,공동주택,98.94,166.0
17049,11215-15918,광장동,광장현대3단지아파트,서울특별시 광진구 광나루로,제1종근린생활시설,720.3,0.0
17050,11215-15918,광장동,광장현대3단지아파트,서울특별시 광진구 광나루로,제1종근린생활시설,720.3,0.0
17051,11215-15918,광장동,광장현대3단지아파트,서울특별시 광진구 광나루로,제1종근린생활시설,720.3,0.0
17052,11215-15918,광장동,광장현대3단지아파트,서울특별시 광진구 광나루로,제1종근린생활시설,720.3,0.0
17053,11215-15958,광장동,광장현대파크빌,서울특별시 광진구 아차산로,공동주택,407.34,0.0
17054,11215-15958,광장동,광장현대파크빌,서울특별시 광진구 아차산로,공동주택,407.34,0.0
17055,11215-15958,광장동,광장현대파크빌,서울특별시 광진구 아차산로,공동주택,407.34,0.0
17056,11215-15958,광장동,광장현대파크빌,서울특별시 광진구 아차산로,공동주택,407.34,0.0
17057,11215-15958,광장동,광장현대파크빌,서울특별시 광진구 아차산로,공동주택,407.34,0.0
17058,11215-20275,자양동,자양우성3차아파트,서울특별시 광진구 뚝섬로37길,공동주택,413.51,0.0
17059,11215-20297,자양동,우성아파트,서울특별시 광진구 뚝섬로,공동주택,824.275,0.0
17060,11215-20297,자양동,우성아파트,서울특별시 광진구 뚝섬로,공동주택,824.275,0.0
17061,11215-20297,자양동,우성아파트,서울특별시 광진구 뚝섬로,공동주택,824.275,0.0
17062,11215-20297,자양동,우성아파트,서울특별시 광진구 뚝섬로,공동주택,824.275,0.0
17063,11215-20297,자양동,우성아파트,서울특별시 광진구 뚝섬로,공동주택,824.275,0.0
17064,11215-20297,자양동,우성아파트,서울특별시 광진구 뚝섬로,공동주택,824.275,0.0
17065,11215-20297,자양동,우성아파트,서울특별시 광진구 뚝섬로,공동주택,824.275,0.0
17066,11215-20297,자양동,우성아파트,서울특별시 광진구 뚝섬로,공동주택,824.275,0.0
17067,11215-20366,자양동,청구빌라,서울특별시 광진구 뚝섬로48길,공동주택,103.02,173.1
17068,11215-20392,자양동,,서울특별시 광진구 아차산로40길,공동주택,74.88,0.0
17069,11215-20500,자양동,,서울특별시 광진구 뚝섬로52마길,공동주택,111.97,186.9
17070,11215-100216977,구의동,웰츠타워,서울특별시 광진구 자양로,업무시설,1851.07,3226.0
