연번,수신일시,현재주차차량수
1569183,2021-11-10 00:05:26,1
1495954,2021-11-10 00:05:26,0
1495594,2021-11-10 00:05:26,16
1495596,2021-11-10 00:05:26,4
1495580,2021-11-10 00:05:26,0
1495622,2021-11-10 00:05:26,1
1495566,2021-11-10 00:05:26,64
1495386,2021-11-10 00:05:26,0
1495680,2021-11-10 00:05:26,1
1495568,2021-11-10 00:05:26,0
1570185,2021-11-10 00:05:26,0
1495562,2021-11-10 00:05:26,164
1568804,2021-11-10 00:05:26,0
1565220,2021-11-10 00:05:26,0
1566024,2021-11-10 00:05:26,1
989647,2021-11-10 00:05:26,12
1576989,2021-11-10 00:05:26,10
1434470,2021-11-10 00:05:26,312
744822,2021-11-10 00:05:26,630
1448316,2021-11-10 00:05:26,35
173573,2021-11-10 00:05:26,22
1910369,2021-11-10 00:05:26,59
798382,2021-11-10 00:05:26,85
1273241,2021-11-10 00:05:26,73
1823658,2021-11-10 00:05:26,147
1406239,2021-11-10 00:05:26,67
1473187,2021-11-10 00:05:26,0
1473758,2021-11-10 00:05:26,0
1589043,2021-11-10 00:05:26,0
1567373,2021-11-10 00:05:26,2
1473526,2021-11-10 00:05:26,0
173880,2021-11-10 00:05:26,1
1441348,2021-11-10 00:05:26,0
1441378,2021-11-10 00:05:26,0
1911874,2021-11-10 00:05:26,0
1566973,2021-11-10 00:05:26,0
1871569,2021-11-10 00:05:26,37
1570437,2021-11-10 00:05:26,0
1568617,2021-11-10 00:05:26,9
1568192,2021-11-10 00:05:26,0
173686,2021-11-10 00:05:27,152
173740,2021-11-10 00:05:27,145
1370100,2021-11-10 00:05:27,46
173750,2021-11-10 00:05:27,17
173591,2021-11-10 00:05:27,131
1583920,2021-11-10 00:05:27,31
1473900,2021-11-10 00:05:27,0
1473884,2021-11-10 00:05:27,0
1473903,2021-11-10 00:05:27,0
1140911,2021-11-10 00:05:27,7
173488,2021-11-10 00:05:27,47
173874,2021-11-10 00:05:28,147
1247675,2021-11-10 00:05:28,93
173686,2021-11-10 00:05:28,152
173740,2021-11-10 00:05:28,145
1432682,2021-11-10 00:05:29,171
173359,2021-11-10 00:05:29,35
1441353,2021-11-10 00:05:29,29
689611,2021-11-10 00:05:29,132
173468,2021-11-10 00:05:29,113
744921,2021-11-10 00:05:29,115
1042421,2021-11-10 00:05:29,55
173437,2021-11-10 00:05:29,169
1033125,2021-11-10 00:05:29,4
766536,2021-11-10 00:05:29,58
1910611,2021-11-10 00:05:29,0
795976,2021-11-10 00:05:29,72
673195,2021-11-10 00:05:29,50
1364472,2021-11-10 00:05:29,86
1579983,2021-11-10 00:05:29,0
173534,2021-11-10 00:05:29,21
1441342,2021-11-10 00:05:29,73
1033754,2021-11-10 00:05:29,72
1042410,2021-11-10 00:05:29,75
1364466,2021-11-10 00:05:29,22
1042406,2021-11-10 00:05:29,7
1042405,2021-11-10 00:05:29,67
737803,2021-11-10 00:05:29,196
984489,2021-11-10 00:05:29,26
812056,2021-11-10 00:05:29,26
897368,2021-11-10 00:05:29,0
862823,2021-11-10 00:05:29,12
1370100,2021-11-10 00:05:29,46
173750,2021-11-10 00:05:29,17
173591,2021-11-10 00:05:29,131
1113282,2021-11-10 00:05:29,71
1364468,2021-11-10 00:05:29,143
173472,2021-11-10 00:05:29,79
1042402,2021-11-10 00:05:29,34
1437012,2021-11-10 00:05:29,123
775595,2021-11-10 00:05:29,85
173874,2021-11-10 00:05:30,147
1247675,2021-11-10 00:05:30,93
173686,2021-11-10 00:05:30,152
173740,2021-11-10 00:05:30,145
1913682,2021-11-10 00:05:30,24
1370100,2021-11-10 00:05:30,46
910779,2021-11-10 00:05:30,58
1583339,2021-11-10 00:05:30,1
1040225,2021-11-10 00:05:30,29
173447,2021-11-10 00:05:30,10
767065,2021-11-10 00:05:30,0
173389,2021-11-10 00:05:30,0
673439,2021-11-10 00:05:30,0
817981,2021-11-10 00:05:30,0
739989,2021-11-10 00:05:30,397
885057,2021-11-10 00:05:30,10
688450,2021-11-10 00:05:30,99
1587092,2021-11-10 00:05:30,7
1428079,2021-11-10 00:05:30,39
173821,2021-11-10 00:05:30,63
1441362,2021-11-10 00:05:30,134
816771,2021-11-10 00:05:30,0
1415438,2021-11-10 00:05:30,372
816782,2021-11-10 00:05:30,21
1425290,2021-11-10 00:05:30,9
808595,2021-11-10 00:05:30,46
990163,2021-11-10 00:05:30,41
899187,2021-11-10 00:05:30,72
1434455,2021-11-10 00:05:30,48
173776,2021-11-10 00:05:30,6
173754,2021-11-10 00:05:30,0
173582,2021-11-10 00:05:30,56
173440,2021-11-10 00:05:30,20
173499,2021-11-10 00:05:30,2
1441370,2021-11-10 00:05:30,0
173474,2021-11-10 00:05:30,26
173810,2021-11-10 00:05:30,13
1441360,2021-11-10 00:05:30,56
739990,2021-11-10 00:05:30,0
1580685,2021-11-10 00:05:30,70
773255,2021-11-10 00:05:30,3
769289,2021-11-10 00:05:30,1
690231,2021-11-10 00:05:30,191
761224,2021-11-10 00:05:30,0
1581248,2021-11-10 00:05:30,21
1581443,2021-11-10 00:05:30,81
968483,2021-11-10 00:05:30,103
744920,2021-11-10 00:05:30,102
1434625,2021-11-10 00:05:30,91
1583603,2021-11-10 00:05:30,51
172912,2021-11-10 00:05:30,34
1247678,2021-11-10 00:05:30,146
788447,2021-11-10 00:05:30,268
744925,2021-11-10 00:05:30,185
1372128,2021-11-10 00:05:30,35
1588964,2021-11-10 00:05:30,97
173877,2021-11-10 00:05:30,67
972221,2021-11-10 00:05:30,54
1816135,2021-11-10 00:05:30,8
765820,2021-11-10 00:05:30,87
1056837,2021-11-10 00:05:30,10
1585128,2021-11-10 00:05:30,14
173885,2021-11-10 00:05:30,80
700094,2021-11-10 00:05:30,0
996492,2021-11-10 00:05:30,3
173750,2021-11-10 00:05:31,17
894012,2021-11-10 00:05:31,27
173591,2021-11-10 00:05:31,131
1366393,2021-11-10 00:05:31,149
1912726,2021-11-10 00:05:31,5
1587127,2021-11-10 00:05:31,106
1021034,2021-11-10 00:05:31,52
832678,2021-11-10 00:05:31,27
1029107,2021-11-10 00:05:31,617
662512,2021-11-10 00:05:31,70
1380218,2021-11-10 00:05:31,159
1907782,2021-11-10 00:05:31,3
866663,2021-11-10 00:05:31,14
913085,2021-11-10 00:05:31,34
1496178,2021-11-10 00:05:31,0
1495593,2021-11-10 00:05:31,30
1570038,2021-11-10 00:05:31,0
1569183,2021-11-10 00:05:31,1
1913411,2021-11-10 00:05:31,11
1495954,2021-11-10 00:05:31,0
1448316,2021-11-10 00:05:31,35
744822,2021-11-10 00:05:31,630
173573,2021-11-10 00:05:31,22
1910369,2021-11-10 00:05:31,59
1273241,2021-11-10 00:05:31,73
798382,2021-11-10 00:05:31,85
1406239,2021-11-10 00:05:31,67
1473526,2021-11-10 00:05:31,0
1589043,2021-11-10 00:05:31,0
173880,2021-11-10 00:05:31,1
1570437,2021-11-10 00:05:31,0
1566973,2021-11-10 00:05:31,0
1473903,2021-11-10 00:05:31,0
1568192,2021-11-10 00:05:31,0
1495580,2021-11-10 00:05:31,0
1495596,2021-11-10 00:05:31,4
1570185,2021-11-10 00:05:31,0
1495568,2021-11-10 00:05:31,0
1495622,2021-11-10 00:05:31,1
876021,2021-11-10 00:05:31,36
1565220,2021-11-10 00:05:31,0
1568804,2021-11-10 00:05:31,0
1576989,2021-11-10 00:05:31,10
1823658,2021-11-10 00:05:31,147
1473758,2021-11-10 00:05:31,0
1911874,2021-11-10 00:05:31,0
1871569,2021-11-10 00:05:31,37
1568617,2021-11-10 00:05:31,9
792654,2021-11-10 00:05:31,0
805691,2021-11-10 00:05:31,0
949857,2021-11-10 00:05:31,67
764573,2021-11-10 00:05:31,22
1051101,2021-11-10 00:05:31,568
173701,2021-11-10 00:05:31,77
668831,2021-11-10 00:05:31,488
1113401,2021-11-10 00:05:31,167
1568792,2021-11-10 00:05:31,0
1495594,2021-11-10 00:05:31,16
1495566,2021-11-10 00:05:31,64
1912869,2021-11-10 00:05:31,26
1495680,2021-11-10 00:05:31,1
1495386,2021-11-10 00:05:31,0
1566024,2021-11-10 00:05:31,1
989647,2021-11-10 00:05:31,12
1495562,2021-11-10 00:05:31,164
1434470,2021-11-10 00:05:31,312
1473187,2021-11-10 00:05:31,0
1567373,2021-11-10 00:05:31,2
1441378,2021-11-10 00:05:31,0
1441348,2021-11-10 00:05:31,0
1030828,2021-11-10 00:05:32,58
690243,2021-11-10 00:05:32,178
173874,2021-11-10 00:05:32,147
1247675,2021-11-10 00:05:32,93
173686,2021-11-10 00:05:32,152
173740,2021-11-10 00:05:32,145
1370100,2021-11-10 00:05:32,46
173750,2021-11-10 00:05:32,159
173591,2021-11-10 00:05:32,131
172149,2021-11-10 00:05:32,1295
1473900,2021-11-10 00:05:32,0
1473884,2021-11-10 00:05:32,0
173488,2021-11-10 00:05:32,47
1140911,2021-11-10 00:05:32,7
172218,2021-11-10 00:05:32,28
173750,2021-11-10 00:05:33,17
1145779,2021-11-10 00:05:33,50
173874,2021-11-10 00:05:34,147
1247675,2021-11-10 00:05:34,93
173686,2021-11-10 00:05:34,152
173740,2021-11-10 00:05:34,145
1370100,2021-11-10 00:05:34,46
173750,2021-11-10 00:05:34,10
173591,2021-11-10 00:05:34,131
1364468,2021-11-10 00:05:34,143
1364472,2021-11-10 00:05:34,86
1579983,2021-11-10 00:05:34,0
173472,2021-11-10 00:05:34,79
173534,2021-11-10 00:05:34,21
1441342,2021-11-10 00:05:34,73
689611,2021-11-10 00:05:34,132
173468,2021-11-10 00:05:34,113
173359,2021-11-10 00:05:34,35
1042402,2021-11-10 00:05:34,34
1033754,2021-11-10 00:05:34,72
1042406,2021-11-10 00:05:34,7
1042421,2021-11-10 00:05:34,55
737803,2021-11-10 00:05:34,196
984489,2021-11-10 00:05:34,26
897368,2021-11-10 00:05:34,0
812056,2021-11-10 00:05:34,26
862823,2021-11-10 00:05:34,12
673195,2021-11-10 00:05:34,50
1441353,2021-11-10 00:05:34,29
1042410,2021-11-10 00:05:34,75
1364466,2021-11-10 00:05:34,22
1042405,2021-11-10 00:05:34,67
744921,2021-11-10 00:05:34,115
173437,2021-11-10 00:05:34,169
1033125,2021-11-10 00:05:34,4
766536,2021-11-10 00:05:34,58
1910611,2021-11-10 00:05:34,0
173750,2021-11-10 00:05:35,17
1449546,2021-11-10 00:05:35,69
744925,2021-11-10 00:05:35,185
788447,2021-11-10 00:05:35,268
808595,2021-11-10 00:05:35,46
1585128,2021-11-10 00:05:35,14
990163,2021-11-10 00:05:35,41
1434455,2021-11-10 00:05:35,48
899187,2021-11-10 00:05:35,72
173754,2021-11-10 00:05:35,0
673439,2021-11-10 00:05:35,0
817981,2021-11-10 00:05:35,0
739990,2021-11-10 00:05:35,0
1580685,2021-11-10 00:05:35,70
769289,2021-11-10 00:05:35,1
885057,2021-11-10 00:05:35,10
761224,2021-11-10 00:05:35,0
1581248,2021-11-10 00:05:35,21
1583603,2021-11-10 00:05:35,51
1581443,2021-11-10 00:05:35,81
744920,2021-11-10 00:05:35,102
173521,2021-11-10 00:05:35,62
1247678,2021-11-10 00:05:35,146
173776,2021-11-10 00:05:35,6
173885,2021-11-10 00:05:35,80
173582,2021-11-10 00:05:35,56
700094,2021-11-10 00:05:35,0
795976,2021-11-10 00:05:35,72
1583339,2021-11-10 00:05:35,1
173440,2021-11-10 00:05:35,20
1040225,2021-11-10 00:05:35,29
173499,2021-11-10 00:05:35,2
173447,2021-11-10 00:05:35,10
767065,2021-11-10 00:05:35,0
1441370,2021-11-10 00:05:35,0
173810,2021-11-10 00:05:35,13
173389,2021-11-10 00:05:35,0
173474,2021-11-10 00:05:35,26
1441360,2021-11-10 00:05:35,56
739989,2021-11-10 00:05:35,397
690231,2021-11-10 00:05:35,191
688450,2021-11-10 00:05:35,99
773255,2021-11-10 00:05:35,3
1428079,2021-11-10 00:05:35,39
1434625,2021-11-10 00:05:35,91
1372128,2021-11-10 00:05:35,35
173821,2021-11-10 00:05:35,63
1588964,2021-11-10 00:05:35,136
173877,2021-11-10 00:05:35,67
1415438,2021-11-10 00:05:35,372
1441362,2021-11-10 00:05:35,134
972221,2021-11-10 00:05:35,54
1816135,2021-11-10 00:05:35,8
765820,2021-11-10 00:05:35,87
1425290,2021-11-10 00:05:35,9
172912,2021-11-10 00:05:35,34
816771,2021-11-10 00:05:35,0
1025695,2021-11-10 00:05:35,100
816782,2021-11-10 00:05:35,21
1056837,2021-11-10 00:05:35,10
1577279,2021-11-10 00:05:36,12
1580112,2021-11-10 00:05:36,77
792654,2021-11-10 00:05:36,0
949857,2021-11-10 00:05:36,67
805691,2021-11-10 00:05:36,0
1587127,2021-11-10 00:05:36,106
764573,2021-11-10 00:05:36,22
1495594,2021-11-10 00:05:36,16
1495580,2021-11-10 00:05:36,0
1495566,2021-11-10 00:05:36,64
1495386,2021-11-10 00:05:36,0
1495680,2021-11-10 00:05:36,1
1495562,2021-11-10 00:05:36,164
1566024,2021-11-10 00:05:36,1
989647,2021-11-10 00:05:36,12
1448316,2021-11-10 00:05:36,35
1576989,2021-11-10 00:05:36,10
173573,2021-11-10 00:05:36,22
1434470,2021-11-10 00:05:36,312
744822,2021-11-10 00:05:36,630
1823658,2021-11-10 00:05:36,147
1910369,2021-11-10 00:05:36,59
798382,2021-11-10 00:05:36,85
1406239,2021-11-10 00:05:36,67
1273241,2021-11-10 00:05:36,73
1567373,2021-11-10 00:05:36,2
1473187,2021-11-10 00:05:36,0
1473758,2021-11-10 00:05:36,0
1589043,2021-11-10 00:05:36,0
1473526,2021-11-10 00:05:36,0
1441378,2021-11-10 00:05:36,0
1911874,2021-11-10 00:05:36,0
173880,2021-11-10 00:05:36,1
1441348,2021-11-10 00:05:36,0
1871569,2021-11-10 00:05:36,37
996492,2021-11-10 00:05:36,3
1021034,2021-11-10 00:05:36,52
960162,2021-11-10 00:05:36,124
662512,2021-11-10 00:05:36,70
832678,2021-11-10 00:05:36,27
1380218,2021-11-10 00:05:36,159
1029107,2021-11-10 00:05:36,617
173701,2021-11-10 00:05:36,77
173698,2021-11-10 00:05:36,73
866663,2021-11-10 00:05:36,14
1051101,2021-11-10 00:05:36,568
1495593,2021-11-10 00:05:36,30
668831,2021-11-10 00:05:36,488
1113401,2021-11-10 00:05:36,167
1496178,2021-11-10 00:05:36,0
1570038,2021-11-10 00:05:36,0
1568792,2021-11-10 00:05:36,0
1569183,2021-11-10 00:05:36,1
1495954,2021-11-10 00:05:36,0
1495596,2021-11-10 00:05:36,4
1495622,2021-11-10 00:05:36,1
1495568,2021-11-10 00:05:36,0
1568804,2021-11-10 00:05:36,0
1570185,2021-11-10 00:05:36,0
1565220,2021-11-10 00:05:36,0
173874,2021-11-10 00:05:36,147
1247675,2021-11-10 00:05:36,93
173528,2021-11-10 00:05:36,38
173686,2021-11-10 00:05:36,152
173740,2021-11-10 00:05:36,145
1370100,2021-11-10 00:05:36,46
173750,2021-11-10 00:05:36,17
173591,2021-11-10 00:05:36,131
1568617,2021-11-10 00:05:37,9
1570437,2021-11-10 00:05:37,0
1568192,2021-11-10 00:05:37,0
1566973,2021-11-10 00:05:37,0
1473903,2021-11-10 00:05:37,0
1140911,2021-11-10 00:05:37,7
1473900,2021-11-10 00:05:37,0
1473884,2021-11-10 00:05:37,0
173488,2021-11-10 00:05:37,47
173246,2021-11-10 00:05:37,151
172550,2021-11-10 00:05:37,50
1583920,2021-11-10 00:05:37,31
1892050,2021-11-10 00:05:37,0
172149,2021-11-10 00:05:37,1293
173874,2021-11-10 00:05:38,147
1247675,2021-11-10 00:05:38,93
173686,2021-11-10 00:05:38,152
173740,2021-11-10 00:05:38,145
1370100,2021-11-10 00:05:38,46
173750,2021-11-10 00:05:38,17
173591,2021-11-10 00:05:38,131
173359,2021-11-10 00:05:39,35
1042402,2021-11-10 00:05:39,34
1441342,2021-11-10 00:05:39,73
689611,2021-11-10 00:05:39,132
173468,2021-11-10 00:05:39,113
1364468,2021-11-10 00:05:39,143
1582630,2021-11-10 00:05:39,165
1366792,2021-11-10 00:05:39,80
1579983,2021-11-10 00:05:39,0
1364472,2021-11-10 00:05:39,86
173534,2021-11-10 00:05:39,21
1033754,2021-11-10 00:05:39,72
1042405,2021-11-10 00:05:39,67
744921,2021-11-10 00:05:39,115
1033125,2021-11-10 00:05:39,4
766536,2021-11-10 00:05:39,58
737803,2021-11-10 00:05:39,196
897368,2021-11-10 00:05:39,0
1910611,2021-11-10 00:05:39,0
862823,2021-11-10 00:05:39,12
1030828,2021-11-10 00:05:39,58
690243,2021-11-10 00:05:39,178
1113282,2021-11-10 00:05:39,72
173874,2021-11-10 00:05:39,147
1247675,2021-11-10 00:05:39,93
673195,2021-11-10 00:05:39,50
173472,2021-11-10 00:05:39,79
1441353,2021-11-10 00:05:39,29
1042410,2021-11-10 00:05:39,75
1364466,2021-11-10 00:05:39,22
1042406,2021-11-10 00:05:39,7
1042421,2021-11-10 00:05:39,55
173437,2021-11-10 00:05:39,169
984489,2021-11-10 00:05:39,26
812056,2021-11-10 00:05:39,26
173447,2021-11-10 00:05:40,10
173474,2021-11-10 00:05:40,26
173810,2021-11-10 00:05:40,13
885057,2021-11-10 00:05:40,10
739989,2021-11-10 00:05:40,397
769289,2021-11-10 00:05:40,1
773255,2021-11-10 00:05:40,3
690231,2021-11-10 00:05:40,191
688450,2021-11-10 00:05:40,99
1428079,2021-11-10 00:05:40,39
761224,2021-11-10 00:05:40,0
744920,2021-11-10 00:05:40,102
1581443,2021-11-10 00:05:40,81
1434625,2021-11-10 00:05:40,91
173821,2021-11-10 00:05:40,63
1372128,2021-11-10 00:05:40,35
173877,2021-11-10 00:05:40,67
1441362,2021-11-10 00:05:40,134
1816135,2021-11-10 00:05:40,8
173299,2021-11-10 00:05:40,107
765820,2021-11-10 00:05:40,87
816771,2021-11-10 00:05:40,0
1425290,2021-11-10 00:05:40,9
816782,2021-11-10 00:05:40,21
1056837,2021-11-10 00:05:40,10
744925,2021-11-10 00:05:40,185
1247678,2021-11-10 00:05:40,146
788447,2021-11-10 00:05:40,268
1585128,2021-11-10 00:05:40,14
990163,2021-11-10 00:05:40,41
899187,2021-11-10 00:05:40,72
173754,2021-11-10 00:05:40,0
173582,2021-11-10 00:05:40,56
173686,2021-11-10 00:05:40,152
173740,2021-11-10 00:05:40,145
1370100,2021-11-10 00:05:40,46
173750,2021-11-10 00:05:40,17
173591,2021-11-10 00:05:40,131
1448769,2021-11-10 00:05:40,83
795976,2021-11-10 00:05:40,72
1583339,2021-11-10 00:05:40,1
1040225,2021-11-10 00:05:40,29
173440,2021-11-10 00:05:40,20
173499,2021-11-10 00:05:40,2
1441370,2021-11-10 00:05:40,0
767065,2021-11-10 00:05:40,0
173389,2021-11-10 00:05:40,0
1441360,2021-11-10 00:05:40,56
673439,2021-11-10 00:05:40,0
739990,2021-11-10 00:05:40,0
817981,2021-11-10 00:05:40,0
1580685,2021-11-10 00:05:40,70
1581248,2021-11-10 00:05:40,21
1583603,2021-11-10 00:05:40,51
172178,2021-11-10 00:05:40,69
1588964,2021-11-10 00:05:40,97
972221,2021-11-10 00:05:40,54
1415438,2021-11-10 00:05:40,372
172912,2021-11-10 00:05:40,34
1434455,2021-11-10 00:05:40,48
808595,2021-11-10 00:05:40,46
173776,2021-11-10 00:05:40,6
173885,2021-11-10 00:05:40,80
700094,2021-11-10 00:05:41,0
996492,2021-11-10 00:05:41,3
792654,2021-11-10 00:05:41,0
1029107,2021-11-10 00:05:41,617
866663,2021-11-10 00:05:41,14
1051101,2021-11-10 00:05:41,568
1113401,2021-11-10 00:05:41,167
668831,2021-11-10 00:05:41,488
1495594,2021-11-10 00:05:41,16
1495954,2021-11-10 00:05:41,0
1495596,2021-11-10 00:05:41,4
1495580,2021-11-10 00:05:41,0
1495386,2021-11-10 00:05:41,0
1495680,2021-11-10 00:05:41,1
1495566,2021-11-10 00:05:41,64
1495568,2021-11-10 00:05:41,0
1495622,2021-11-10 00:05:41,1
1570185,2021-11-10 00:05:41,0
1565220,2021-11-10 00:05:41,0
1568804,2021-11-10 00:05:41,0
989647,2021-11-10 00:05:41,12
1495562,2021-11-10 00:05:41,164
1566024,2021-11-10 00:05:41,1
1576989,2021-11-10 00:05:41,10
173573,2021-11-10 00:05:41,22
1448316,2021-11-10 00:05:41,35
1434470,2021-11-10 00:05:41,312
744822,2021-11-10 00:05:41,630
1910369,2021-11-10 00:05:41,59
798382,2021-11-10 00:05:41,85
1406239,2021-11-10 00:05:41,67
1823658,2021-11-10 00:05:41,147
1273241,2021-11-10 00:05:41,73
1473187,2021-11-10 00:05:41,0
1473758,2021-11-10 00:05:41,0
1567373,2021-11-10 00:05:41,2
1473526,2021-11-10 00:05:41,0
1589043,2021-11-10 00:05:41,0
1441378,2021-11-10 00:05:41,0
173880,2021-11-10 00:05:41,1
1911874,2021-11-10 00:05:41,0
1871569,2021-11-10 00:05:41,37
1441348,2021-11-10 00:05:41,0
1566973,2021-11-10 00:05:41,0
173874,2021-11-10 00:05:41,147
1247675,2021-11-10 00:05:41,93
173686,2021-11-10 00:05:41,152
173740,2021-11-10 00:05:41,145
1587127,2021-11-10 00:05:41,106
949857,2021-11-10 00:05:41,67
805691,2021-11-10 00:05:41,0
764573,2021-11-10 00:05:41,22
1021034,2021-11-10 00:05:41,52
662512,2021-11-10 00:05:41,70
832678,2021-11-10 00:05:41,27
1380218,2021-11-10 00:05:41,159
173701,2021-11-10 00:05:41,77
1568792,2021-11-10 00:05:41,0
1495593,2021-11-10 00:05:41,30
1569183,2021-11-10 00:05:41,1
1496178,2021-11-10 00:05:41,0
1570038,2021-11-10 00:05:41,0
1568617,2021-11-10 00:05:42,9
1570437,2021-11-10 00:05:42,0
1568192,2021-11-10 00:05:42,0
1473903,2021-11-10 00:05:42,0
1449043,2021-11-10 00:05:42,22
1473900,2021-11-10 00:05:42,0
1473884,2021-11-10 00:05:42,0
1140911,2021-11-10 00:05:42,7
173488,2021-11-10 00:05:42,47
172178,2021-11-10 00:05:42,69
1370100,2021-11-10 00:05:42,46
173750,2021-11-10 00:05:42,17
173591,2021-11-10 00:05:42,131
172149,2021-11-10 00:05:42,1295
1892067,2021-11-10 00:05:43,0
172530,2021-11-10 00:05:43,44
1416258,2021-11-10 00:05:43,45
173874,2021-11-10 00:05:43,147
1247675,2021-11-10 00:05:43,93
173686,2021-11-10 00:05:43,152
173152,2021-11-10 00:05:43,142
173740,2021-11-10 00:05:43,145
1370100,2021-11-10 00:05:43,46
173750,2021-11-10 00:05:43,159
673195,2021-11-10 00:05:44,50
1364472,2021-11-10 00:05:44,86
1579983,2021-11-10 00:05:44,0
1441353,2021-11-10 00:05:44,29
1042410,2021-11-10 00:05:44,75
1364466,2021-11-10 00:05:44,22
1042405,2021-11-10 00:05:44,67
1042421,2021-11-10 00:05:44,55
173437,2021-11-10 00:05:44,169
1033125,2021-11-10 00:05:44,4
862823,2021-11-10 00:05:44,12
1425532,2021-11-10 00:05:44,43
1911904,2021-11-10 00:05:44,44
173359,2021-11-10 00:05:44,35
173534,2021-11-10 00:05:44,21
1441342,2021-11-10 00:05:44,73
689611,2021-11-10 00:05:44,132
173468,2021-11-10 00:05:44,113
1910611,2021-11-10 00:05:44,0
1583339,2021-11-10 00:05:44,1
173591,2021-11-10 00:05:44,131
173750,2021-11-10 00:05:44,17
1364468,2021-11-10 00:05:44,143
173472,2021-11-10 00:05:44,79
1042402,2021-11-10 00:05:44,34
1033754,2021-11-10 00:05:44,72
744921,2021-11-10 00:05:44,115
1042406,2021-11-10 00:05:44,7
766536,2021-11-10 00:05:44,58
984489,2021-11-10 00:05:44,26
737803,2021-11-10 00:05:44,196
812056,2021-11-10 00:05:44,26
897368,2021-11-10 00:05:44,0
173440,2021-11-10 00:05:45,20
173499,2021-11-10 00:05:45,2
1441370,2021-11-10 00:05:45,0
767065,2021-11-10 00:05:45,0
173447,2021-11-10 00:05:45,10
673439,2021-11-10 00:05:45,0
173474,2021-11-10 00:05:45,26
739990,2021-11-10 00:05:45,0
795976,2021-11-10 00:05:45,72
1040225,2021-11-10 00:05:45,29
173389,2021-11-10 00:05:45,0
173810,2021-11-10 00:05:45,13
1441360,2021-11-10 00:05:45,56
1580685,2021-11-10 00:05:45,70
817981,2021-11-10 00:05:45,0
885057,2021-11-10 00:05:45,10
739989,2021-11-10 00:05:45,397
688450,2021-11-10 00:05:45,99
769289,2021-11-10 00:05:45,1
1910254,2021-11-10 00:05:45,582
773255,2021-11-10 00:05:45,3
690231,2021-11-10 00:05:45,191
1428079,2021-11-10 00:05:45,39
761224,2021-11-10 00:05:45,0
1581443,2021-11-10 00:05:45,81
1581248,2021-11-10 00:05:45,21
744920,2021-11-10 00:05:45,102
1434625,2021-11-10 00:05:45,91
1583603,2021-11-10 00:05:45,51
173821,2021-11-10 00:05:45,63
1372128,2021-11-10 00:05:45,35
1588964,2021-11-10 00:05:45,97
1441362,2021-11-10 00:05:45,134
173877,2021-11-10 00:05:45,67
1816135,2021-11-10 00:05:45,8
972221,2021-11-10 00:05:45,54
1415438,2021-11-10 00:05:45,372
765820,2021-11-10 00:05:45,87
816771,2021-11-10 00:05:45,0
816782,2021-11-10 00:05:45,21
1425290,2021-11-10 00:05:45,9
1056837,2021-11-10 00:05:45,10
172912,2021-11-10 00:05:45,34
1247678,2021-11-10 00:05:45,146
788447,2021-11-10 00:05:45,268
808595,2021-11-10 00:05:45,46
744925,2021-11-10 00:05:45,185
990163,2021-11-10 00:05:45,41
1585128,2021-11-10 00:05:45,14
899187,2021-11-10 00:05:45,72
173754,2021-11-10 00:05:45,0
1434455,2021-11-10 00:05:45,48
173776,2021-11-10 00:05:45,6
173885,2021-11-10 00:05:45,80
173582,2021-11-10 00:05:45,56
996492,2021-11-10 00:05:45,3
805691,2021-11-10 00:05:45,0
173874,2021-11-10 00:05:45,147
1247675,2021-11-10 00:05:45,93
173686,2021-11-10 00:05:45,152
173740,2021-11-10 00:05:45,145
1370100,2021-11-10 00:05:45,46
173750,2021-11-10 00:05:45,159
173591,2021-11-10 00:05:45,131
700094,2021-11-10 00:05:46,0
792654,2021-11-10 00:05:46,0
1587127,2021-11-10 00:05:46,106
949857,2021-11-10 00:05:46,67
764573,2021-11-10 00:05:46,22
1113401,2021-11-10 00:05:46,167
1495593,2021-11-10 00:05:46,30
1569183,2021-11-10 00:05:46,1
1495594,2021-11-10 00:05:46,16
1495954,2021-11-10 00:05:46,0
1495596,2021-11-10 00:05:46,4
1495580,2021-11-10 00:05:46,0
1495566,2021-11-10 00:05:46,64
1495680,2021-11-10 00:05:46,1
1495386,2021-11-10 00:05:46,0
1495622,2021-11-10 00:05:46,1
1568804,2021-11-10 00:05:46,0
1570185,2021-11-10 00:05:46,0
173208,2021-11-10 00:05:46,11
1495568,2021-11-10 00:05:46,0
1565220,2021-11-10 00:05:46,0
1495562,2021-11-10 00:05:46,164
1566024,2021-11-10 00:05:46,1
1576989,2021-11-10 00:05:46,10
1448316,2021-11-10 00:05:46,35
173573,2021-11-10 00:05:46,22
1823658,2021-11-10 00:05:46,147
1567373,2021-11-10 00:05:46,2
1589043,2021-11-10 00:05:46,0
1473526,2021-11-10 00:05:46,0
1441378,2021-11-10 00:05:46,0
173880,2021-11-10 00:05:46,1
1871569,2021-11-10 00:05:46,37
1473903,2021-11-10 00:05:46,0
1568192,2021-11-10 00:05:46,0
1473900,2021-11-10 00:05:46,0
1473884,2021-11-10 00:05:46,0
1021034,2021-11-10 00:05:46,52
662512,2021-11-10 00:05:46,70
832678,2021-11-10 00:05:46,27
1380218,2021-11-10 00:05:46,159
1029107,2021-11-10 00:05:46,617
866663,2021-11-10 00:05:46,14
173701,2021-11-10 00:05:46,77
1051101,2021-11-10 00:05:46,568
668831,2021-11-10 00:05:46,488
