역명,승차총승객수,하차총승객수
구의(광진구청),11818,11765
건대입구,27328,29135
성수,15562,16957
뚝섬,10459,10789
한양대,2589,2901
왕십리(성동구청),10078,8855
상왕십리,7395,7366
신당,8116,8365
동대문역사문화공원(DDP),8492,10378
을지로4가,4000,3825
을지로3가,9154,8849
을지로입구,17556,16931
시청,6970,5670
동묘앞,10958,10851
청량리(서울시립대입구),12819,13189
제기동,10204,10663
신설동,7527,7502
동대문,10014,10464
종로5가,9810,9665
종로3가,14891,12767
종각,14022,12592
시청,8580,8041
평촌,6774,6382
공덕,1862,1485
대곡,2332,1848
화정,17282,17640
원당,11464,10717
삼송,20233,19628
원흥,11559,10911
신설동,2256,2193
보문,1564,1549
성신여대입구(돈암),3342,3710
정릉,4697,4481
북한산보국문,5933,5906
솔샘,5910,5836
삼양사거리,2547,2559
삼양,2120,2252
화계,3640,3417
가오리,4441,4441
4.19민주묘지,2966,2811
솔밭공원,2622,2522
북한산우이,2823,2474
수리산,4261,3626
오이도,8543,8261
정왕,8329,8832
신길온천,1863,1606
안산,12258,11188
초지,4918,4914
고잔,9397,8798
중앙,18067,18726
한대앞,9236,9333
상록수,15677,16015
반월,4571,4435
대야미,5147,4601
산본,16117,17475
관악산(서울대),2610,2629
서울대벤처타운,6223,6467
서원,2787,2543
신림,1573,2091
당곡,3674,3597
보라매병원,6847,6889
보라매공원,1802,1940
보라매,2849,2599
서울지방병무청,2244,2414
대방,1801,1449
샛강,2126,2546
인천,1091,1755
신포,1878,1847
숭의,4202,3836
인하대,6029,5796
송도,2483,2282
연수,4745,4520
원인재,4393,4529
남동인더스파크,2366,2656
호구포,4194,4483
인천논현,5667,6023
소래포구,4955,4568
월곶,2818,2668
달월,130,81
사리,4912,4173
야목,450,291
어천,742,839
오목천,3337,3070
고색,4866,4638
매교,3359,3266
수원시청,12865,13890
매탄권선,5439,5171
망포,15005,14368
영통,8375,8788
청명,4506,4406
상갈,5536,5353
기흥,10480,9761
신갈,4972,4846
구성,5240,5582
죽전,13547,15000
보정,2864,2489
이매,6048,5477
오리,12412,10217
미금,16136,17019
정자,19101,20303
수내,14189,13989
서현,24969,25511
야탑,26710,27636
모란,19871,20048
태평,13670,13104
가천대,7028,7979
선정릉,8792,9254
강남구청,10041,11763
압구정로데오,18103,19676
서울숲,11020,11244
수원,8116,6711
수서,14417,14763
대모산입구,4988,4610
개포동,4257,4317
구룡,2456,2325
도곡,7671,7756
한티,14479,15604
선릉,14737,22484
범계,25934,25917
평촌,18582,18436
인덕원,24414,25503
정부과천청사,11606,11394
과천,6560,6222
대공원,2296,2339
경마공원,926,890
선바위,8325,7122
영종,3601,3505
인천공항2터미널,3765,3258
인천공항1터미널,7666,7167
공항화물청사,2425,2600
운서,7661,7897
청라국제도시,7650,6985
검암,6961,6813
계양,11620,10652
김포공항,12049,7184
마곡나루(서울식물원),9926,9637
디지털미디어시티,15463,14195
홍대입구,10271,10432
공덕,2546,3396
서울역,9342,8067
춘천,1263,1176
남춘천,2439,2526
김유정,329,310
강촌,512,547
백양리,103,97
굴봉산,163,139
가평,2253,2593
상천,266,276
청평,1901,1930
대성리,903,997
마석,4048,3959
천마산,1724,1598
평내호평,6615,6321
금곡,1576,1543
사릉,2511,2393
퇴계원,3809,3418
별내,3295,3067
갈매,3265,2770
신내,2382,2206
도화,4332,3952
중동,9884,9204
온수(성공회대입구),7080,6578
도원,3828,3584
간석,6196,5801
부개,9135,8452
소사,8553,8573
구일,6535,6452
인천,3609,2744
동인천,13757,13242
제물포,11029,10543
주안,19272,17530
동암,15962,15620
백운,7158,6933
부평,29549,31049
송내,28339,27989
부천,32476,32099
역곡,27694,27792
오류동,12305,11404
개봉,21693,21457
임진강,12,7
문산,5587,5463
파주,1251,778
월롱,2829,2741
금촌,7020,6941
금릉,5082,4907
운정,7326,6759
야당,8096,7958
탄현,8338,7878
일산,10114,9819
풍산,5791,5349
백마,7326,6960
곡산,671,707
능곡,4024,3720
행신,8578,8414
강매,3379,2907
화전,2019,1901
수색,3078,3274
디지털미디어시티,2712,2440
가좌,5855,5635
홍대입구,1717,2066
서강대,2242,2204
공덕,3819,3494
효창공원앞,3103,3555
신촌,934,1215
서울역,4829,6262
소요산,2906,2408
동두천,2302,2505
보산,1709,1398
동두천중앙,3317,3194
지행,6760,6733
덕정,5543,5326
덕계,3415,3053
양주,7880,7313
녹양,4795,4558
가능,7071,6804
의정부,18648,19033
회룡,12982,12849
망월사,7991,8155
도봉산,7237,4646
도봉,6202,6011
방학,10130,9891
녹천,5039,4070
월계,6703,6372
광운대,7636,7417
석계,8010,9067
신이문,8653,7926
외대앞,7426,7463
청량리(서울시립대입구),14555,15011
왕십리(성동구청),14795,16419
응봉,1978,1723
옥수,48,48
한남,4122,3903
서빙고,2094,1845
이촌(국립중앙박물관),4036,3132
광명,3815,3173
서동탄,1446,1247
당정,6488,6143
천안,5126,5386
두정,5242,5342
직산,865,814
성환,3321,3508
평택,11453,11327
평택지제,3920,3832
서정리,7007,6917
송탄,4268,4241
진위,1868,1679
오산,9522,9873
오산대,3437,3175
세마,2957,2835
병점,14385,14263
세류,3080,2804
독산,19432,20198
수원,34650,37008
화서,8886,8791
성균관대,16148,16829
의왕,9351,9203
군포,7883,7823
금정,27707,28219
명학,9479,9317
안양,22382,22201
관악,7307,6914
석수,9765,8680
금천구청,11739,11702
가산디지털단지,19704,22735
구로,19574,19383
신길,9424,8146
신도림,4110,4193
영등포,37596,39156
대방,11579,12567
노량진,7841,7555
용산,37453,38183
남영,9765,10281
서울역,7613,2198
여주,2256,2201
세종대왕릉,376,347
부발,2126,2112
이천,2629,2780
신둔도예촌,1517,1458
곤지암,2211,2219
초월,3403,3279
경기광주,8024,7483
삼동,2473,2349
이매,1216,1103
판교,4955,4783
중앙보훈병원,11906,10594
둔촌오륜,1323,1196
올림픽공원(한국체대),6340,6332
한성백제,2785,2532
송파나루,5130,5615
석촌,9001,7933
석촌고분,6518,6409
삼전,7255,7007
종합운동장,4437,4509
봉은사,18203,18578
삼성중앙,8103,8574
선정릉,10643,11735
언주,11503,11903
신논현,31840,31538
사평,4069,3919
고속터미널,13044,16726
신반포,3749,3695
구반포,1313,1356
동작(현충원),1883,1484
흑석(중앙대입구),8540,8965
노들,4755,3901
노량진,25628,25418
샛강,6503,6735
여의도,29416,28882
국회의사당,17341,18126
당산,18868,19542
선유도,9516,9206
신목동,4650,3939
염창,17985,17460
등촌,12392,11943
증미,7971,7935
가양,22275,21757
양천향교,9946,10400
마곡나루(서울식물원),13023,12930
신방화,7358,7255
공항시장,3116,3425
김포공항,7705,11400
개화,2954,1980
남위례,5573,5749
모란,4688,3655
수진,5582,5244
신흥,4278,4762
단대오거리,10707,10584
남한산성입구(성남법원.검찰청),13945,12516
산성,5442,5503
복정,9294,7861
장지,17585,16808
문정,23281,24560
가락시장,7773,8730
송파,9034,9101
석촌,7676,8784
잠실(송파구청),15010,17567
몽촌토성(평화의문),6224,6391
강동구청,10930,11264
천호(풍납토성),14444,16124
암사,19439,17088
온수(성공회대입구),10669,9740
동묘앞,7440,7673
천왕,12105,11646
광명사거리,22289,21943
철산,21626,21910
가산디지털단지,48381,48254
남구로,16675,17408
대림(구로구청),8416,8393
신풍,12137,11686
보라매,8326,8535
신대방삼거리,15876,15431
장승배기,9561,9394
상도,11319,10962
숭실대입구(살피재),12403,12729
남성,11603,10914
이수,16523,16134
내방,15456,15744
고속터미널,16786,13901
반포,6168,6106
논현,19714,20915
학동,25405,26719
강남구청,17032,18740
청담,21001,23018
뚝섬유원지,8290,7995
건대입구,12481,13117
어린이대공원(세종대),13162,12993
군자(능동),15194,12274
중곡,11287,10630
용마산(용마폭포공원),6101,6013
사가정,16457,16571
면목,15414,14990
상봉(시외버스터미널),16854,16060
중화,11028,10930
먹골,10327,10369
태릉입구,8544,8000
공릉(서울과학기술대),12173,12080
하계,18611,17523
중계,15364,13986
노원,19831,20787
마들,13531,12783
수락산,13104,12921
도봉산,8997,10127
봉화산(서울의료원),9317,8783
화랑대(서울여대입구),12106,9453
태릉입구,5566,6021
석계,12338,13006
돌곶이,9708,8910
상월곡(한국과학기술연구원),6348,5681
월곡(동덕여대),11937,11811
고려대(종암),8502,8360
안암(고대병원앞),11308,11406
보문,7749,7066
창신,3793,3063
동묘앞,7837,8196
신당,8007,8728
청구,3665,3908
약수,3809,3723
버티고개,2150,2183
한강진,6945,7938
이태원,9920,10330
녹사평(용산구청),4527,4504
삼각지,6607,5995
효창공원앞,7128,6441
공덕,19577,18806
대흥(서강대앞),8795,9187
광흥창(서강),9704,9401
상수,8271,9191
합정,13021,12848
망원,13538,14382
마포구청,14720,13373
월드컵경기장(성산),5814,6071
디지털미디어시티,15310,16994
증산(명지대앞),10216,10227
새절(신사),13028,12086
구산,8569,6411
연신내,1,0
독바위,2932,3060
불광,4425,4539
역촌,3972,4341
응암,18186,18093
하남검단산,6039,5748
하남시청(덕풍·신장),7333,7068
하남풍산,4542,4399
미사,16736,17008
강일,4641,4549
마천,7638,7298
거여,10811,10424
개롱,6989,7162
오금,4034,4102
방이,7200,7532
올림픽공원(한국체대),4391,3864
둔촌동,8238,8283
상일동,15689,14378
고덕,10309,10243
명일,9006,9362
굽은다리(강동구민회관앞),9926,9618
길동,8296,8728
강동,19164,18599
천호(풍납토성),17020,17521
광나루(장신대),13374,12110
아차산(어린이대공원후문),14462,13843
군자(능동),11191,12242
장한평,19222,19110
답십리,16496,15070
마장,5735,5448
왕십리(성동구청),4623,5390
행당,8501,7618
신금호,6761,7024
청구,4108,3707
동대문역사문화공원(DDP),3322,3697
을지로4가,6398,6427
종로3가,12632,12406
광화문(세종문화회관),31222,32605
서대문,20735,21184
충정로(경기대입구),4619,4743
애오개,7077,7022
공덕,15221,16040
마포,14971,15509
여의나루,9958,10683
여의도,29582,31663
신길,4526,4670
영등포시장,10421,10873
영등포구청,4283,4401
양평,7940,7983
오목교(목동운동장앞),22638,24085
목동,17580,18796
신정(은행정),14458,11855
까치산,29627,28362
화곡,29350,27242
우장산,15366,15120
발산,21972,22692
마곡,11332,11409
송정,6850,6340
김포공항,7795,7455
개화산,5997,5661
방화,7111,6796
남태령,1241,1116
사당,21909,18374
총신대입구(이수),19192,20872
동작(현충원),1292,1410
이촌(국립중앙박물관),8266,9103
신용산,18157,18567
삼각지,5113,5655
숙대입구(갈월),13258,12828
서울역,12067,17631
회현(남대문시장),25908,26353
명동,20197,20453
충무로,27021,28222
동대문역사문화공원(DDP),15694,13782
동대문,21453,21655
혜화,31243,31206
한성대입구(삼선교),13094,12788
성신여대입구(돈암),19307,18603
길음,20737,20558
미아사거리,26545,25824
미아(서울사이버대학),15170,14668
수유(강북구청),33594,33679
쌍문,28952,27030
창동,25453,27109
노원,18091,20416
상계,19467,18000
당고개,9101,7961
오금,6563,5886
경찰병원,7926,7911
가락시장,9307,9117
수서,17582,18111
일원,11284,10963
대청,11053,10280
학여울,1901,1933
대치,11649,11896
도곡,5700,5765
매봉,13369,12975
양재(서초구청),39016,42726
남부터미널(예술의전당),29275,29899
교대(법원.검찰청),15337,10069
고속터미널,42728,40186
잠원,5035,4915
신사,29541,31024
압구정,34065,36323
옥수,9105,9460
금호,8077,7522
약수,13433,13149
동대입구,7533,7988
충무로,1,0
을지로3가,11168,11143
종로3가,10434,11893
안국,22789,22891
경복궁(정부서울청사),20973,21172
독립문,6960,7026
무악재,4087,4149
홍제,18049,17076
녹번,16080,14636
불광,16302,17385
연신내,36940,35139
구파발,21967,21212
지축,5557,5270
용두(동대문구청),2447,2444
신정네거리,10617,10838
양천구청,7192,7433
도림천,1560,1647
신설동,3424,3404
신답,1731,2045
충정로(경기대입구),10499,11039
아현,10646,10049
이대,14108,15210
신촌,35558,36324
홍대입구,55597,58626
합정,30293,32171
당산,18173,21867
영등포구청,23356,24115
문래,22982,23807
신도림,47048,45907
대림(구로구청),24706,25189
구로디지털단지,62259,62572
신대방,25895,25113
신림,58717,56574
봉천,24498,23170
서울대입구(관악구청),47782,47363
낙성대(강감찬),28025,27491
사당,36446,38424
방배,16705,17448
서초,23370,22336
교대(법원.검찰청),35835,40830
강남,88595,85799
역삼,58423,65302
선릉,62105,54965
삼성(무역센터),52666,53470
종합운동장,7337,8158
잠실새내,22079,21929
잠실(송파구청),70266,70799
잠실나루,15429,15187
강변(동서울터미널),32278,30194
구의(광진구청),23953,23822
건대입구,33908,36428
성수,38361,41393
뚝섬,22419,24238
시청,24418,23784
을지로입구,39390,40792
을지로3가,24052,24503
을지로4가,13350,13574
동대문역사문화공원(DDP),12387,14354
신당,13974,14273
상왕십리,14733,14388
왕십리(성동구청),16082,13328
한양대,9191,9871
서울역,46309,45502
시청,23460,23939
종각,38293,37796
종로3가,26288,24204
종로5가,23018,22893
용답,2883,2765
동대문,11009,10566
신설동,14129,13681
제기동,16884,17249
청량리(서울시립대입구),19615,19512
장암,2472,907
지평,68,82
용문,2007,1997
원덕,397,366
양평,3041,2897
오빈,335,319
아신,600,575
국수,835,818
신원,215,181
양수,2292,2308
운길산,747,727
팔당,890,866
도심,2674,2068
덕소,5695,5639
양정,730,609
도농,11841,10646
구리,13638,13392
양원,3284,3232
망우,7770,7634
상봉(시외버스터미널),5990,5978
중랑,5814,5542
회기,25145,24455
신창(순천향대),1337,1438
온양온천,3557,3624
배방,1032,1037
탕정,862,822
아산,3080,2721
쌍용(나사렛대),2049,1918
봉명,1396,1389
대화,13594,10510
주엽,9820,9796
정발산,6797,7003
마두,8268,8332
백석,10109,9955
독립문,7313,7545
호구포,4344,4498
인천논현,5758,6162
소래포구,5283,4919
월곶,2916,2731
달월,127,80
사리,4998,4317
야목,447,302
어천,815,798
오목천,3226,2971
고색,4994,4622
매교,3362,3373
수원시청,13517,14638
매탄권선,5728,5534
망포,15576,14765
영통,8490,8952
청명,4697,4559
상갈,5846,5652
기흥,11004,10108
신갈,5163,5096
구성,5456,5773
죽전,14219,15412
보정,2932,2577
이매,6430,5769
오리,12516,10385
미금,16526,17906
정자,20038,21356
수내,15298,15220
서현,27419,28074
야탑,27739,28971
모란,20558,20731
태평,14188,13563
가천대,7275,8138
선정릉,8605,9296
강남구청,10556,12135
압구정로데오,20191,22338
서울숲,12103,12526
수원,8302,6820
수서,14472,14830
대모산입구,5373,4769
개포동,4397,4525
구룡,2451,2344
도곡,7893,7808
한티,16072,17209
선릉,15412,23294
범계,27786,27773
평촌,19474,19231
인덕원,25432,26426
정부과천청사,11622,11634
과천,6934,6574
대공원,3217,3371
경마공원,1601,1563
선바위,8444,7679
영종,3729,3667
인천공항2터미널,3646,3342
인천공항1터미널,7598,6999
공항화물청사,2510,2611
운서,7826,8101
청라국제도시,7776,7291
검암,7245,7125
계양,11829,10952
김포공항,12053,7149
마곡나루(서울식물원),10768,10188
디지털미디어시티,16657,15382
홍대입구,10978,11146
공덕,2585,3389
서울역,8721,8065
춘천,1384,1220
남춘천,2882,2909
김유정,411,420
강촌,567,502
백양리,124,98
굴봉산,189,163
가평,2848,2599
상천,314,311
청평,2064,1897
대성리,1142,960
마석,4198,4152
천마산,1788,1679
평내호평,6694,6509
금곡,1711,1680
사릉,2486,2395
퇴계원,3815,3415
별내,3517,3285
갈매,3312,2810
신내,2479,2340
도화,4480,4170
중동,10166,9487
온수(성공회대입구),7322,6742
도원,3999,3858
간석,6280,5956
부개,9391,8542
소사,8932,8934
구일,6896,6755
인천,3861,2978
동인천,14281,13754
제물포,11073,10565
주안,19655,17685
동암,16117,16057
백운,7498,7333
부평,29808,31868
송내,29102,28869
부천,32720,32703
역곡,28506,28387
오류동,12515,11550
개봉,22527,22067
임진강,20,11
문산,5692,5651
파주,1275,806
월롱,2922,2662
금촌,7023,6866
금릉,5246,5094
운정,7566,6874
야당,8530,8365
탄현,8596,8141
일산,10223,10011
풍산,6092,5508
백마,7602,7201
곡산,725,770
능곡,4218,3794
행신,8483,8560
강매,3512,3042
화전,2121,1974
수색,3328,3444
디지털미디어시티,2824,2598
가좌,6104,5712
홍대입구,1880,2217
서강대,2234,2232
공덕,3954,3627
효창공원앞,3206,3602
신촌,992,1266
서울역,4919,6201
소요산,3010,2607
동두천,2325,2522
보산,1643,1477
동두천중앙,3298,3223
지행,6948,6944
덕정,5804,5643
덕계,3635,3178
양주,7981,7602
