사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
201709,2호선,강변(동서울터미널),41,0,11190,4690,35186,40445,108878,46448,158125,64506,115138,59803,91560,56757,86429,57428,82426,64131,83085,75461,77452,80548,77624,93416,80344,103159,95047,115481,103637,154833,86405,136021,69533,93291,59023,85347,45900,81757,17844,43948,2479,11456,1,51,0,1,0,0,20171003
201708,2호선,강변(동서울터미널),45,1,11204,4328,33213,38160,103392,46220,145997,67115,111069,65433,92651,61018,90718,59105,86678,66691,83502,74976,76791,80377,78077,91526,79383,99656,91628,110494,100228,154437,83131,132482,69076,92522,58295,80063,46981,79529,20422,43733,2706,11105,3,27,0,1,0,0,20170903
201707,2호선,강변(동서울터미널),53,0,11216,4515,34185,36756,101940,42349,149276,64051,113652,61158,91960,57323,87841,57583,83187,64779,80703,74623,73565,79882,75323,90109,77276,98767,90496,108906,96464,150076,78325,131018,62765,91299,55726,83072,43415,78697,17970,43494,2513,10033,5,48,0,1,0,0,20170803
201706,2호선,강변(동서울터미널),44,0,11632,4960,34870,38952,107911,43842,151732,64108,112031,59238,88044,55597,85411,55115,80692,63385,77999,72500,73091,78417,74461,89654,77672,99062,90576,108662,96569,148656,82559,129657,68060,89762,58497,81928,45851,80691,18645,43821,2743,11422,1,38,0,0,0,0,20170703
201705,2호선,강변(동서울터미널),28,0,11597,5369,34259,42878,102382,49695,148834,67255,117790,63860,96890,59449,92219,59377,89133,65730,86378,77726,79520,83809,80238,98069,83302,106206,94247,117768,103694,151619,92728,136176,75023,96258,64794,86405,50244,83447,21265,46277,2641,11870,4,45,0,1,0,0,20170603
201704,2호선,강변(동서울터미널),28,0,10910,4522,33571,36591,107050,46536,153088,64719,115223,60268,91776,55653,87929,56884,84786,63923,84019,75110,77499,79871,76596,91793,78755,104316,90097,115302,98067,150785,85520,136439,69235,96757,62789,88321,49010,82530,18222,44196,2407,10500,8,168,0,2,0,0,20170503
201703,2호선,강변(동서울터미널),13,0,10982,4115,33559,33209,115197,42513,163937,63327,119528,57587,93588,52814,87369,55921,83466,63993,82743,74521,78491,82057,78359,95326,82964,105385,94851,117542,103102,157565,87248,142593,68510,95718,58211,87784,44197,82220,17436,46718,2691,12300,2,40,0,0,0,0,20170403
201702,2호선,강변(동서울터미널),34,1,9816,3689,28371,29543,94482,34872,142718,57411,112040,56453,93753,53081,91312,54684,88272,63427,84799,73772,78511,81056,77353,91792,79280,100574,86218,107466,90593,146591,76291,133487,63738,92942,52224,82739,38676,73295,16008,43771,2539,10737,14,181,1,1,0,0,20170308
201701,2호선,강변(동서울터미널),26,5,10132,4041,28377,31529,93631,35693,142659,57545,107554,59088,88571,56869,89625,59364,88056,67878,87593,77626,81660,85496,81601,96172,82853,102811,91165,111883,95048,149648,81136,133872,65688,90026,54320,81355,41156,73749,17631,43491,2562,10200,108,254,0,18,0,0,20170208
201612,2호선,강변(동서울터미널),38,7,10906,4681,30305,33579,103578,39446,158789,68905,117134,62878,99744,59544,97978,61488,93077,70861,91663,81272,87322,90102,87564,105757,92996,112686,101915,122085,106696,159183,88339,141249,69918,96122,62049,91142,44136,84129,18347,52034,3050,14243,54,832,3,33,0,0,20170108
201611,2호선,강변(동서울터미널),32,5,11339,4654,32633,36744,109960,43844,164940,70019,117633,61934,92931,55762,87663,57451,83591,64945,84585,75032,77026,86133,77779,99298,83078,107822,94154,122251,98683,163147,85910,142978,73122,96162,68030,88055,49364,81035,19885,46181,2917,11454,19,409,0,0,0,0,20161208
201610,2호선,강변(동서울터미널),57,7,11838,5560,34050,45387,108207,51165,158158,76179,118911,66631,98095,61097,93147,61400,89999,69333,89999,80609,82443,88388,82852,102774,86772,112719,98186,124568,102855,160082,89181,141930,83119,98102,78036,89009,54897,83167,21205,46637,2880,10398,16,124,0,0,0,0,20161108
202302,2호선,건대입구,232,4,14737,1582,19523,14795,46839,22328,86193,55099,58638,48660,35170,38232,34963,45622,41130,52998,44981,57510,46676,57981,51093,63886,59672,76495,70340,102177,84655,152372,63166,107631,65016,60287,74547,54902,78454,47804,49478,28342,8072,10433,6,816,0,0,0,0,20230303
202301,2호선,건대입구,284,3,15283,1597,20583,14273,46591,22621,86240,55175,57858,48832,34048,37464,33672,44640,40046,51631,44381,58279,45384,58933,50351,65432,58948,78304,69527,103723,82936,151606,62605,104342,63776,59616,72915,53423,76638,47142,47329,28092,7984,9952,82,843,0,17,0,0,20230203
202212,2호선,건대입구,271,14,15230,1502,21312,15432,50374,25029,92914,62635,63579,52717,38650,44238,38726,51372,45163,58584,50346,64455,53998,62955,59166,71134,70047,85485,80871,113191,89263,161694,66247,109096,66977,64754,75956,60753,79177,55216,48789,33378,8125,12216,137,1155,134,169,0,26,20230103
202211,2호선,건대입구,336,18,15664,1555,21608,16250,53361,25645,97587,67042,65395,53002,39228,44665,37601,47097,44594,54058,48577,58087,50422,57362,54687,63739,64278,77004,76293,107909,88129,160187,64036,108040,64857,61503,70747,57551,70153,50751,40944,29452,8378,10863,10,1068,0,0,0,0,20221203
202210,2호선,건대입구,343,20,17079,1569,22663,16891,51780,24706,89941,61937,62749,52935,39849,44161,39076,48689,45497,56148,50530,60501,52511,60265,57310,66125,65357,80662,76349,107602,86009,152855,64759,106105,66005,64789,71560,60090,72018,54596,43479,32542,6431,10110,2,797,0,0,0,0,20221103
202209,2호선,건대입구,326,14,14969,1634,20709,16405,51894,24967,89185,62314,60270,49289,36644,41769,35431,44570,41342,50845,45442,56415,48247,56936,53571,61358,62131,75636,73494,101385,83187,149142,62989,103757,61717,61488,67532,56225,68107,51339,42237,31285,6817,10275,50,881,2,9,0,0,20221003
202208,2호선,건대입구,355,13,15746,1658,21120,17389,50866,25152,89083,57608,59748,49836,35262,38915,34128,43500,39746,50952,42632,57192,44532,56450,48763,61475,58134,73794,68960,99840,80562,149432,61761,101680,61319,61333,68648,54278,69121,49491,42044,28135,7003,9673,6,739,0,0,0,0,20220903
202207,2호선,건대입구,351,15,16983,1806,22418,18111,52914,26179,91772,57975,60375,51936,35901,40986,34632,47407,41366,54168,45072,62374,45705,60315,51246,64605,61476,77663,72165,106009,83717,156249,64458,105930,66095,63675,75325,57038,76997,52010,45052,31619,6834,10365,3,658,0,0,0,0,20220803
202206,2호선,건대입구,477,25,17838,2061,21689,18349,51926,25351,88946,60039,59414,50700,36227,41057,35441,45597,41397,52906,45778,59070,46267,58542,51098,62838,60822,76169,69782,102590,81855,145945,61696,102537,63123,61925,71136,56278,74747,51360,43848,31671,5869,9006,8,678,0,0,0,0,20220703
202205,2호선,건대입구,564,23,19475,2119,23951,19882,54729,26720,93971,65005,63895,54331,39622,46447,38495,52448,46077,59068,50182,65474,52256,64594,58433,68488,68495,83932,80821,117585,93750,167260,73630,117870,74241,70614,84129,62791,91474,55808,48210,37966,97,5985,0,0,0,0,0,0,20220926
202204,2호선,건대입구,345,10,14278,1893,20506,20376,50598,25131,88003,62205,59419,50893,35972,41525,34604,44063,41956,50534,46688,57532,47033,56541,51708,62135,61644,76682,72339,109150,84444,157662,67124,106952,66664,62645,74511,54498,82146,45619,47276,31246,102,4892,0,0,0,0,0,0,20220503
202203,2호선,건대입구,187,9,11588,1869,17800,19900,46078,24068,81389,57696,53434,45942,31618,36243,30335,37823,36897,44159,40476,52202,40504,52397,46282,57018,55689,69887,64871,98654,76963,133929,57040,87709,56550,49183,65402,44253,76456,37847,43655,27103,47,3496,0,0,0,0,0,0,20220403
202202,2호선,건대입구,140,2,9749,1501,14677,16544,37125,19332,71120,46176,46656,38912,27900,31069,27473,34874,32415,42624,34642,48997,36294,50538,41344,56565,49764,66855,56464,84233,66257,110637,48981,67756,63881,38510,86336,47501,41530,31433,5974,12166,11,1237,0,0,0,0,0,0,20220303
202201,2호선,건대입구,160,3,11003,1831,17561,18036,43561,21970,84848,54215,55926,43859,32405,36266,31998,41044,37873,51566,41002,58567,42837,61094,49182,69960,60257,83167,68079,104840,77699,133532,58479,77686,89667,43347,121546,65237,29609,32911,6840,12199,12,1366,0,0,0,0,0,0,20220203
202112,2호선,건대입구,208,8,13413,1997,19761,19680,48833,24337,89277,61083,58544,46694,33136,37605,32855,41779,37892,50928,41943,56862,44426,57169,52162,64607,61727,75418,73714,100823,82823,141810,59025,90549,69652,51651,85718,57903,46950,39338,19029,21145,59,3023,0,0,0,0,0,0,20220103
202111,2호선,건대입구,326,10,15794,2044,21149,20292,51152,24823,90892,60636,60202,46561,33912,37553,33745,40950,38466,49275,41281,55586,42819,54767,48819,60398,58849,73148,73320,104808,84412,157464,60210,103687,58826,57859,66711,52101,71142,46220,35612,28348,79,4974,2,2,1,1,0,0,20211203
202110,2호선,건대입구,237,5,12995,1962,18624,18455,45999,23023,78200,53985,54828,43066,33742,36912,33812,42182,38514,51311,41733,57727,43613,56994,49193,61949,57369,72326,68757,97714,79758,133536,57603,84697,57254,47232,75600,43625,75971,46380,9508,19218,18,1798,0,0,0,0,0,0,20211103
202109,2호선,건대입구,235,12,11180,1711,16949,16333,43109,22073,72238,50201,49448,40445,30111,33094,30059,37240,33757,46055,36527,51960,38437,51133,43195,54845,50942,63322,61166,81426,72652,113304,52559,73771,52623,41710,62712,39955,47666,35499,7224,14924,11,1498,0,0,0,0,0,0,20211003
202108,2호선,건대입구,196,11,11906,1823,17740,16525,44926,22367,75246,50003,50976,42276,30103,34578,29047,37862,32938,46039,34726,51079,35787,49191,40735,53067,48094,59290,61521,75155,73939,111060,50043,71316,51677,41238,60740,40830,38481,32156,5895,13207,11,1461,0,0,0,0,0,0,20210903
202107,2호선,건대입구,167,13,13492,2190,19278,19436,48460,24644,80876,55232,53734,45789,30746,34879,29114,36126,32955,42559,34357,48278,34795,47170,39455,51050,48040,58625,60932,79571,73287,120841,51235,77051,47452,43286,63196,39410,54269,38817,7591,16187,7,1721,0,0,0,0,0,0,20210803
202106,2호선,건대입구,176,7,14205,2139,20389,19701,52326,26069,88094,61058,58146,47220,33837,36298,31591,37929,36562,46292,39017,52863,39510,53815,44476,59182,54230,70290,66175,97732,79285,144916,56745,94289,57426,49337,82927,45034,81501,50847,11703,22174,15,2442,0,0,0,0,0,0,20210703
202105,2호선,건대입구,165,8,13142,2047,19010,18820,46142,23988,80039,55107,56506,44741,34240,35825,33193,40232,38430,50680,42354,57201,43257,59109,47979,62976,57428,74126,69626,101680,80255,139875,60954,91707,62524,50485,91325,45937,89025,52665,11727,22542,17,2132,1,0,0,0,0,0,20210603
202104,2호선,건대입구,143,5,13027,1840,19746,18737,50914,27089,87006,61722,57609,46301,32924,35130,30990,36684,36026,44906,39527,52447,40481,52094,44330,56494,53351,66396,65673,93934,81476,140517,59199,93943,58731,48880,83494,43387,77882,49330,10490,21087,11,2046,0,0,0,0,0,0,20210503
202103,2호선,건대입구,134,11,12974,1812,19305,18285,50695,26782,87634,61741,56878,46216,33037,35371,31551,38223,36842,46567,40173,53803,42011,54492,46378,59315,54972,70277,68891,97040,83500,141628,60900,94432,60784,49580,86136,43879,78743,49477,9854,20963,8,1803,0,0,0,0,0,0,20210403
202102,2호선,건대입구,126,5,9623,1460,14836,13510,37972,20231,68908,48489,45903,37997,27000,28782,26978,32500,31530,40258,34265,45971,36059,47647,40142,51403,46727,57726,56081,73522,67738,104268,49314,68578,56465,38202,65555,42820,36361,31476,5702,12509,11,1229,0,0,0,0,0,0,20210303
202101,2호선,건대입구,99,2,10196,1647,15521,14964,41543,22036,73021,51470,48020,39280,26759,29168,25530,31157,29378,38195,32171,43861,34681,46822,37936,52087,43920,60841,53211,77361,67571,106890,49289,66800,67062,38480,73464,48501,16354,21459,4654,9211,6,990,0,0,0,0,0,0,20210203
202012,2호선,건대입구,174,5,11793,1884,16537,15548,42334,23871,74746,55501,49244,39202,26618,29019,25767,29176,28690,35470,31452,38875,33417,40712,36664,45755,42327,51395,50609,65860,63387,95699,44061,62355,49806,36546,44844,43252,14574,19072,4424,9640,4,1036,0,0,0,0,0,0,20210103
202011,2호선,건대입구,310,17,16565,2190,20365,17375,50670,24578,87939,61055,58080,45504,32221,35439,31081,36785,36045,44679,40276,52536,41891,52761,45762,56626,53540,65555,65919,92557,81173,141297,57498,99558,58187,56782,63874,53187,59597,42374,29198,25391,35,3647,1,0,0,0,0,0,20201203
202010,2호선,건대입구,265,9,16062,2036,20466,17149,48418,23664,81666,57087,55961,42852,32617,34847,31299,37708,36465,46877,40507,54537,41916,54251,46036,58689,52978,67150,66096,93757,80858,142196,59037,104234,59026,61159,62883,53466,66699,46096,32226,28564,85,4011,15,26,0,2,0,0,20201103
202009,2호선,건대입구,195,16,14240,1827,18373,16273,44660,23590,75564,53821,49061,37797,27155,30043,25855,29967,29108,36234,32036,40862,33876,41971,36778,46857,42044,52343,52516,71337,67294,111131,48004,79680,48891,45409,48578,43211,39086,31098,17327,18251,16,2384,0,0,0,0,0,0,20201003
202008,2호선,건대입구,290,16,15623,1734,19711,17155,46696,23415,78722,53321,53204,40977,30017,34396,28820,36356,33632,43576,35367,49892,36708,49285,40689,52863,47646,58507,57984,79598,72088,124400,52756,90867,52718,54053,56034,47749,58498,41871,29292,25420,15,3356,0,0,0,0,0,0,20200903
202007,2호선,건대입구,321,21,18805,2287,23305,19614,57704,26983,94898,62670,61437,47370,34149,37735,32652,40542,37602,49875,40947,57358,42339,57200,48081,62271,56654,72471,69217,99594,85151,161199,61092,119204,64011,66568,72729,57926,81360,52661,41762,33719,37,4746,0,0,0,0,0,0,20200803
202006,2호선,건대입구,319,20,17435,2310,21665,19136,54388,25818,90285,60406,58433,42797,32308,34969,29909,36849,34227,43927,36827,51249,37905,50852,42782,55356,49690,62742,62801,86262,78493,140968,55643,104205,57297,59788,63134,52716,65944,47060,31762,29381,26,4245,0,2,0,0,0,0,20200703
202005,2호선,건대입구,365,14,16978,2303,20054,17646,47643,23186,81445,53153,56105,39561,32175,34766,31255,38101,36182,46473,39564,55264,41298,55687,45532,59479,52703,66151,63657,88071,77224,135122,58759,103242,60934,61797,66173,53938,69396,46456,34318,29878,35,4271,0,0,0,0,0,0,20200603
202004,2호선,건대입구,271,5,16171,2163,18585,17378,45935,23595,77820,51351,53070,35423,28484,29712,26767,31817,30192,39239,34147,46984,35460,49087,38679,53085,45969,59158,58022,83956,71698,132505,57135,101521,57220,60036,64194,49676,69642,42336,36195,26595,19,4047,1,1,0,0,0,0,20200503
202003,2호선,건대입구,260,7,15696,2043,18642,17441,44964,24158,79315,53582,51346,32544,26289,28544,24452,27720,27603,34384,30031,40591,31403,44391,34318,48486,41415,53577,54865,75474,70133,123545,54400,95909,51026,55165,56045,46551,57494,38837,38257,23239,6610,9035,7,758,0,0,0,0,20200403
202002,2호선,건대입구,248,12,16025,1979,19873,16894,49728,23967,94069,58839,57953,41093,32099,35097,30340,37390,35926,46240,39936,53524,40586,54534,43915,57961,51767,65489,65128,87869,80109,143706,58788,112294,58333,62105,66241,54058,70193,48980,45974,29308,7691,10401,2,941,0,0,0,0,20200303
202001,2호선,건대입구,361,14,19296,2185,23853,17018,53568,24729,101425,61012,66971,49469,40200,44069,40058,52620,47231,63951,53460,73940,55380,74019,59621,79476,68913,90855,83393,119274,96144,180881,75490,143384,77146,79108,91670,69914,97736,63550,62769,39222,10976,12858,105,1401,0,18,0,0,20200203
201912,2호선,건대입구,369,11,21395,2460,24947,18843,58861,27136,108600,72873,74611,55883,47311,53762,47108,63382,55028,75615,62282,82500,67285,83607,72484,89698,83738,105714,98997,136021,107670,203564,85075,155443,86656,90722,103090,82039,109763,76887,71600,49881,12688,17483,245,2093,0,95,0,0,20200103
201911,2호선,건대입구,373,11,20698,2457,25538,18493,61867,27786,112345,76706,77048,58642,47425,56167,45251,59094,54961,69624,60788,76963,62495,76376,68605,81543,78420,96213,96141,131814,107338,202398,81840,155441,82772,89082,97384,77673,101697,73167,64919,46250,11317,15133,11,1440,0,0,0,0,20191203
201910,2호선,건대입구,434,13,21003,2344,27080,19950,64861,29332,113433,77586,76811,59171,49674,56806,47052,58593,56497,70719,63596,77673,64958,76979,69612,82245,78295,95575,93182,129490,108612,196369,85011,153929,84736,90412,96516,81194,98221,76142,61228,47147,10365,15593,7,1302,0,1,0,0,20191103
201909,2호선,건대입구,433,4,18668,2092,24730,17121,59545,26428,101975,72552,70030,53107,44678,51587,41796,52644,49237,63354,55781,69066,57108,69766,62207,75622,70425,89860,84058,120601,98254,181542,79015,142156,78379,82226,89295,73069,90364,67847,57249,41538,9769,14101,149,1213,0,16,0,0,20191003
201908,2호선,건대입구,378,15,21535,2168,26673,18911,60957,27224,104378,64946,70555,52142,44261,48814,42410,56153,52110,71187,57161,79617,58357,77382,63931,83200,72684,95621,86783,126086,102372,194073,81196,152128,83541,89733,97068,78349,102038,72627,66172,44322,11382,15404,4,1398,0,0,0,0,20190903
201907,2호선,건대입구,442,21,22146,2377,27520,19258,66867,29393,117462,70958,74780,59509,44358,50871,44005,58211,53001,71925,58210,80209,58592,78376,65325,82908,73720,95255,89491,126847,106723,202540,83429,157440,84483,88669,100746,79218,103240,73112,65659,44570,11999,16986,8,1444,0,0,0,0,20190803
201906,2호선,건대입구,505,11,23118,2337,27236,18853,60714,27838,103783,70886,71543,54245,46867,53829,44277,58721,52351,70672,60568,78736,63060,78651,67098,82574,75152,94302,86637,124046,101158,184868,80946,144780,84130,88538,96926,78964,102353,71817,65568,46130,10322,15678,6,1283,0,0,0,0,20190703
201905,2호선,건대입구,507,9,24831,2341,29389,18969,67035,29939,117132,81737,78438,60312,50476,60901,46789,62532,57004,75062,64769,82880,66542,82155,73940,87959,82369,102124,98614,139223,115390,210279,93560,167959,95074,99116,111636,90621,117638,80325,78429,50105,14316,18625,6,1465,0,0,0,0,20190603
201904,2호선,건대입구,342,5,20936,2022,28135,17723,67370,31529,118660,84190,77093,59472,48161,57712,45028,56738,54855,67962,62567,73737,62650,73362,66090,77927,73964,91721,87985,125686,105955,196696,86207,161783,87142,91750,101850,82029,105242,73345,68344,45840,11869,16623,5,1428,0,0,0,0,20190503
