날짜,건국대학교병원,건국대학교사범대학부속중학교,뚝섬1주차장,뚝섬2주차장,뚝섬3주차장,뚝섬4주차장,래미안프리미어팰리스주차장,보건복지행정타운,성진강변스파랜드,스테이더디자이너스군자오피스텔주차장,실로암사우나중곡점주차장,연한빌딩,와이엠프라젠스파,편안한요양병원
04-20-18,45.068285280728375,90.0,20.8955223880597,20.50561797752809,41.07142857142857,50.0,0.0,100.0,94.9640287769784,76.0,58.46153846153847,23.404255319148938,7.462686567164178,49.23076923076923
04-20-19,41.12291350531108,90.0,13.432835820895525,20.224719101123597,52.67857142857143,50.0,0.0,100.0,94.9640287769784,76.0,47.69230769230769,23.404255319148938,13.432835820895525,43.07692307692308
04-20-20,41.27465857359636,90.0,26.86567164179105,21.629213483146067,62.5,55.88235294117647,0.0,100.0,94.9640287769784,76.0,50.76923076923077,19.148936170212767,11.940298507462686,38.46153846153847
04-20-21,40.51593323216996,90.0,31.343283582089555,28.370786516853936,76.78571428571429,74.26470588235294,0.0,100.0,94.9640287769784,76.0,43.07692307692308,19.148936170212767,5.970149253731343,41.53846153846154
04-20-22,37.7845220030349,90.0,35.82089552238806,29.21348314606741,64.28571428571429,70.58823529411765,0.0,100.0,94.9640287769784,76.0,38.46153846153847,10.638297872340424,4.477611940298507,40.0
04-20-23,35.66009104704097,90.0,28.35820895522388,23.876404494382022,48.21428571428572,63.97058823529412,0.0,100.0,94.9640287769784,76.0,38.46153846153847,10.638297872340424,4.477611940298507,35.38461538461539
04-21-00,33.8391502276176,90.0,20.8955223880597,12.921348314606742,44.642857142857146,39.70588235294117,0.0,100.0,94.9640287769784,76.0,33.84615384615385,2.127659574468085,3.9800995024875614,33.84615384615385
04-21-02,29.438543247344462,90.0,7.462686567164178,0.0,18.75,22.058823529411764,0.0,100.0,94.9640287769784,76.0,38.46153846153847,2.127659574468085,3.482587064676617,35.38461538461539
04-21-03,29.438543247344462,90.0,8.955223880597014,0.0,17.857142857142858,19.852941176470587,0.0,100.0,94.9640287769784,76.0,38.46153846153847,2.127659574468085,1.4925373134328357,35.38461538461539
04-21-04,29.74203338391502,90.0,5.970149253731343,0.0,18.75,17.647058823529413,0.0,100.0,94.9640287769784,76.0,38.46153846153847,2.127659574468085,1.4925373134328357,35.38461538461539
04-21-05,29.590288315629746,90.0,0.0,0.0,17.857142857142858,18.38235294117647,0.0,100.0,94.9640287769784,76.0,43.07692307692308,2.127659574468085,1.9900497512437807,38.46153846153847
04-21-06,31.41122913505311,90.0,0.0,0.0,18.75,16.176470588235293,0.0,100.0,94.9640287769784,76.0,49.23076923076923,2.127659574468085,10.945273631840797,35.38461538461539
04-21-08,67.83004552352048,90.0,47.76119402985074,26.96629213483146,27.67857142857143,48.52941176470589,0.0,100.0,94.9640287769784,76.0,47.69230769230769,14.893617021276595,2.985074626865672,47.69230769230769
04-21-09,81.33535660091047,90.0,46.26865671641791,23.876404494382022,31.25,57.35294117647059,0.0,100.0,94.9640287769784,76.0,53.84615384615385,34.04255319148936,1.4925373134328357,52.30769230769232
04-21-10,84.9772382397572,90.0,43.28358208955223,25.842696629213485,28.57142857142857,63.23529411764706,0.0,100.0,94.9640287769784,76.0,55.38461538461539,40.42553191489361,2.4875621890547266,58.46153846153847
04-21-11,77.38998482549317,90.0,49.25373134328358,28.651685393258425,32.142857142857146,69.11764705882352,0.0,100.0,94.9640287769784,76.0,40.0,42.5531914893617,1.4925373134328357,55.38461538461539
04-21-12,69.65098634294385,90.0,56.71641791044776,34.55056179775281,42.85714285714285,80.88235294117648,0.0,100.0,94.9640287769784,76.0,47.69230769230769,34.04255319148936,1.9900497512437807,53.84615384615385
04-21-13,75.87253414264038,90.0,58.2089552238806,40.73033707865169,61.60714285714286,88.97058823529412,0.0,100.0,94.9640287769784,76.0,49.23076923076923,44.680851063829785,4.975124378109453,53.84615384615385
04-21-14,68.89226100151745,90.0,70.1492537313433,44.38202247191011,66.07142857142857,100.0,0.0,100.0,94.9640287769784,76.0,55.38461538461539,44.680851063829785,6.467661691542288,63.07692307692307
04-21-15,59.48406676783004,90.0,64.17910447761194,46.62921348314607,71.42857142857143,100.0,0.0,100.0,94.9640287769784,76.0,58.46153846153847,31.91489361702128,9.45273631840796,58.46153846153847
04-21-16,49.01365705614568,90.0,59.70149253731343,46.348314606741575,64.28571428571429,95.58823529411764,0.0,100.0,94.9640287769784,76.0,64.61538461538461,36.17021276595745,8.955223880597014,47.69230769230769
04-21-17,41.88163884673748,90.0,64.17910447761194,38.764044943820224,68.75,88.23529411764706,0.0,100.0,94.9640287769784,76.0,58.46153846153847,46.80851063829788,6.965174129353234,49.23076923076923
