날짜,건국대학교병원,건국대학교사범대학부속중학교,뚝섬1주차장,뚝섬2주차장,뚝섬3주차장,뚝섬4주차장,래미안프리미어팰리스주차장,보건복지행정타운,성진강변스파랜드,스테이더디자이너스군자오피스텔주차장,실로암사우나중곡점주차장,연한빌딩,와이엠프라젠스파,편안한요양병원
04-20-03,32.62518968133536,90.0,23.88059701492537,16.573033707865168,25.892857142857142,35.294117647058826,0.0,100.0,94.9640287769784,76.0,36.92307692307693,4.25531914893617,1.4925373134328357,33.84615384615385
04-20-04,32.92867981790592,90.0,20.8955223880597,18.820224719101123,24.107142857142858,31.61764705882353,0.0,100.0,94.9640287769784,76.0,38.46153846153847,4.25531914893617,1.4925373134328357,33.84615384615385
04-20-05,32.77693474962064,90.0,17.91044776119403,21.06741573033708,23.214285714285715,35.294117647058826,0.0,100.0,94.9640287769784,76.0,46.15384615384615,4.25531914893617,8.45771144278607,33.84615384615385
04-20-06,35.204855842185125,90.0,32.83582089552239,20.50561797752809,25.0,37.5,0.0,100.0,94.9640287769784,76.0,50.76923076923077,4.25531914893617,10.44776119402985,33.84615384615385
04-20-07,41.27465857359636,90.0,32.83582089552239,20.786516853932586,25.892857142857142,39.70588235294117,0.0,100.0,94.9640287769784,76.0,44.61538461538462,10.638297872340424,8.45771144278607,35.38461538461539
04-20-08,57.96661608497724,90.0,20.8955223880597,22.191011235955056,27.67857142857143,45.588235294117645,0.0,100.0,94.9640287769784,76.0,63.07692307692307,12.76595744680851,2.985074626865672,40.0
04-20-09,70.40971168437025,90.0,26.86567164179105,25.280898876404496,32.142857142857146,44.11764705882353,0.0,100.0,94.9640287769784,76.0,60.0,8.51063829787234,0.9950248756218906,46.15384615384615
04-20-10,84.67374810318664,90.0,26.86567164179105,25.0,36.60714285714285,50.73529411764706,0.0,100.0,94.9640287769784,76.0,64.61538461538461,23.404255319148938,2.4875621890547266,49.23076923076923
04-20-11,90.74355083459788,90.0,32.83582089552239,25.842696629213485,38.392857142857146,55.14705882352941,0.0,100.0,94.9640287769784,76.0,63.07692307692307,27.659574468085108,4.477611940298507,53.84615384615385
04-20-12,81.03186646433991,90.0,35.82089552238806,26.685393258426966,41.96428571428572,53.67647058823529,0.0,100.0,94.9640287769784,76.0,50.76923076923077,27.659574468085108,5.970149253731343,58.46153846153847
04-20-13,78.45220030349014,90.0,37.3134328358209,30.89887640449438,40.17857142857143,61.76470588235294,0.0,100.0,94.9640287769784,76.0,53.84615384615385,40.42553191489361,0.4975124378109453,52.30769230769232
04-20-14,83.91502276176024,90.0,25.37313432835821,35.674157303370784,48.21428571428572,65.44117647058823,0.0,100.0,94.9640287769784,76.0,55.38461538461539,34.04255319148936,2.4875621890547266,60.0
04-20-15,77.54172989377845,90.0,25.37313432835821,34.55056179775281,50.89285714285714,76.47058823529412,0.0,100.0,94.9640287769784,76.0,66.15384615384615,31.91489361702128,4.975124378109453,58.46153846153847
04-20-16,70.25796661608497,90.0,25.37313432835821,36.235955056179776,53.57142857142857,71.32352941176471,0.0,100.0,94.9640287769784,76.0,64.61538461538461,29.78723404255319,7.960199004975125,56.92307692307692
04-20-17,53.86949924127465,90.0,10.44776119402985,26.685393258426966,41.07142857142857,58.08823529411765,0.0,100.0,94.9640287769784,76.0,63.07692307692307,23.404255319148938,3.482587064676617,52.30769230769232
